	Rhodotorula_mucilaginosa_TFCN_25-331D-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00004454	TFCN25331D1_008863-T1	DBVPG3775_002847-T1
GF00004455	TFCN25331D1_008864-T1	DBVPG3775_002848-T1
GF00004456	TFCN25331D1_008865-T1	DBVPG3775_002849-T1
GF00004457	TFCN25331D1_008866-T1	DBVPG3775_002850-T1
GF00004458	TFCN25331D1_011914-T1	DBVPG3775_002853-T1
GF00004459	TFCN25331D1_008870-T1	DBVPG3775_002854-T1
GF00004460	TFCN25331D1_008871-T1	DBVPG3775_002855-T1
GF00004461	TFCN25331D1_011911-T1	DBVPG3775_002856-T1
GF00004462	TFCN25331D1_011910-T1	DBVPG3775_002857-T1
GF00004463	TFCN25331D1_010028-T1	DBVPG3775_007283-T1
GF00004464	TFCN25331D1_010029-T1	DBVPG3775_007282-T1
GF00004465	TFCN25331D1_010030-T1	DBVPG3775_007281-T1
GF00004466	TFCN25331D1_010031-T1	DBVPG3775_007280-T1
GF00004467	TFCN25331D1_008917-T1	DBVPG3775_007279-T1
GF00004468	TFCN25331D1_010033-T1	DBVPG3775_007278-T1
GF00004469	TFCN25331D1_010042-T1	DBVPG3775_007268-T1
GF00004470	TFCN25331D1_010043-T1	DBVPG3775_007267-T1
GF00004471	TFCN25331D1_008924-T1	DBVPG3775_007264-T1
GF00004472	TFCN25331D1_010048-T1	DBVPG3775_007263-T1
GF00004473	TFCN25331D1_008926-T1	DBVPG3775_007262-T1
GF00004474	TFCN25331D1_010050-T1	DBVPG3775_007261-T1
GF00004475	TFCN25331D1_008930-T1	DBVPG3775_006087-T1
GF00004476	TFCN25331D1_008931-T1	DBVPG3775_006088-T1
GF00004477	TFCN25331D1_009473-T1	DBVPG3775_006090-T1
GF00004478	TFCN25331D1_008934-T1	DBVPG3775_006091-T1
GF00004479	TFCN25331D1_009471-T1	DBVPG3775_006092-T1
GF00004480	TFCN25331D1_008936-T1	DBVPG3775_006093-T1
GF00004481	TFCN25331D1_008937-T1	DBVPG3775_006094-T1
GF00004482	TFCN25331D1_009468-T1	DBVPG3775_006095-T1
GF00004483	TFCN25331D1_008939-T1	DBVPG3775_006096-T1
GF00004484	TFCN25331D1_008940-T1	DBVPG3775_006097-T1
GF00004485	TFCN25331D1_009464-T1	DBVPG3775_006099-T1
GF00004486	TFCN25331D1_008945-T1	DBVPG3775_006104-T1
GF00004487	TFCN25331D1_008949-T1	DBVPG3775_006111-T1
GF00004488	TFCN25331D1_008950-T1	DBVPG3775_006112-T1
GF00004489	TFCN25331D1_008951-T1	DBVPG3775_006113-T1
GF00004490	TFCN25331D1_009450-T1	DBVPG3775_006117-T1
GF00004491	TFCN25331D1_008956-T1	DBVPG3775_006118-T1
GF00004492	TFCN25331D1_008957-T1	DBVPG3775_006120-T1
GF00004493	TFCN25331D1_009446-T1	DBVPG3775_006122-T1
GF00004494	TFCN25331D1_009445-T1	DBVPG3775_006123-T1
GF00004495	TFCN25331D1_008961-T1	DBVPG3775_006124-T1
GF00004496	TFCN25331D1_008962-T1	DBVPG3775_006125-T1
GF00004497	TFCN25331D1_009440-T1	DBVPG3775_006127-T1
GF00004498	TFCN25331D1_008976-T1	DBVPG3775_006131-T1
GF00004499	TFCN25331D1_008977-T1	DBVPG3775_006132-T1
GF00004500	TFCN25331D1_009430-T1	DBVPG3775_006137-T1
GF00004501	TFCN25331D1_008980-T1	DBVPG3775_006138-T1
GF00004502	TFCN25331D1_008986-T1	DBVPG3775_000643-T1
GF00004503	TFCN25331D1_008987-T1	DBVPG3775_000642-T1
GF00004504	TFCN25331D1_008988-T1	DBVPG3775_000641-T1
GF00004505	TFCN25331D1_011904-T1	DBVPG3775_000640-T1
GF00004506	TFCN25331D1_008991-T1	DBVPG3775_000638-T1
GF00004507	TFCN25331D1_008992-T1	DBVPG3775_000637-T1
GF00004508	TFCN25331D1_008999-T1	DBVPG3775_000630-T1
GF00004509	TFCN25331D1_009002-T1	DBVPG3775_000628-T1
GF00004510	TFCN25331D1_011889-T1	DBVPG3775_000624-T1
GF00004511	TFCN25331D1_011888-T1	DBVPG3775_000623-T1
GF00004512	TFCN25331D1_009012-T1	DBVPG3775_000618-T1
GF00004513	TFCN25331D1_009013-T1	DBVPG3775_000617-T1
GF00004514	TFCN25331D1_009017-T1	DBVPG3775_000612-T1
GF00004515	TFCN25331D1_009018-T1	DBVPG3775_000611-T1
GF00004516	TFCN25331D1_009022-T1	DBVPG3775_000607-T1
GF00004517	TFCN25331D1_009024-T1	DBVPG3775_000605-T1
GF00004518	TFCN25331D1_009303-T1	DBVPG3775_007308-T1
GF00004519	TFCN25331D1_011802-T1	DBVPG3775_007310-T1
GF00004520	TFCN25331D1_009307-T1	DBVPG3775_007312-T1
GF00004521	TFCN25331D1_009308-T1	DBVPG3775_007313-T1
GF00004522	TFCN25331D1_011798-T1	DBVPG3775_007315-T1
GF00004523	TFCN25331D1_009310-T1	DBVPG3775_007316-T1
GF00004524	TFCN25331D1_009311-T1	DBVPG3775_007317-T1
GF00004525	TFCN25331D1_009312-T1	DBVPG3775_007318-T1
GF00004526	TFCN25331D1_009314-T1	DBVPG3775_007320-T1
GF00004527	TFCN25331D1_009315-T1	DBVPG3775_007321-T1
GF00004528	TFCN25331D1_011791-T1	DBVPG3775_007322-T1
GF00004529	TFCN25331D1_011788-T1	DBVPG3775_000002-T1
GF00004530	TFCN25331D1_011786-T1	DBVPG3775_000004-T1
GF00004531	TFCN25331D1_011785-T1	DBVPG3775_000005-T1
GF00004532	TFCN25331D1_009327-T1	DBVPG3775_000006-T1
GF00004533	TFCN25331D1_009328-T1	DBVPG3775_000007-T1
GF00004534	TFCN25331D1_009330-T1	DBVPG3775_000009-T1
GF00004535	TFCN25331D1_011779-T1	DBVPG3775_000012-T1
GF00004536	TFCN25331D1_009334-T1	DBVPG3775_000013-T1
GF00004537	TFCN25331D1_009335-T1	DBVPG3775_000014-T1
GF00004538	TFCN25331D1_011232-T1	DBVPG3775_000015-T1
GF00004539	TFCN25331D1_009337-T1	DBVPG3775_000016-T1
GF00004540	TFCN25331D1_011229-T1	DBVPG3775_000018-T1
GF00004541	TFCN25331D1_009342-T1	DBVPG3775_000021-T1
GF00004542	TFCN25331D1_011225-T1	DBVPG3775_000022-T1
GF00004543	TFCN25331D1_011224-T1	DBVPG3775_000023-T1
GF00004544	TFCN25331D1_009351-T1	DBVPG3775_000030-T1
GF00004545	TFCN25331D1_009350-T1	DBVPG3775_000029-T1
GF00004546	TFCN25331D1_009352-T1	DBVPG3775_000031-T1
GF00004547	TFCN25331D1_009353-T1	DBVPG3775_000033-T1
GF00004548	TFCN25331D1_009354-T1	DBVPG3775_000034-T1
GF00004549	TFCN25331D1_011211-T1	DBVPG3775_000036-T1
GF00004550	TFCN25331D1_009357-T1	DBVPG3775_004708-T1
GF00004551	TFCN25331D1_013691-T1	DBVPG3775_004707-T1
GF00004552	TFCN25331D1_013690-T1	DBVPG3775_004706-T1
GF00004553	TFCN25331D1_013689-T1	DBVPG3775_004705-T1
GF00004554	TFCN25331D1_009361-T1	DBVPG3775_004704-T1
GF00004555	TFCN25331D1_009362-T1	DBVPG3775_004703-T1
GF00004556	TFCN25331D1_009364-T1	DBVPG3775_004701-T1
GF00004557	TFCN25331D1_009365-T1	DBVPG3775_004700-T1
GF00004558	TFCN25331D1_013482-T1	DBVPG3775_004698-T1
GF00004559	TFCN25331D1_009368-T1	DBVPG3775_004697-T1
GF00004560	TFCN25331D1_009369-T1	DBVPG3775_004696-T1
GF00004561	TFCN25331D1_009370-T1	DBVPG3775_004695-T1
GF00004562	TFCN25331D1_009372-T1	DBVPG3775_004693-T1
GF00004563	TFCN25331D1_009373-T1	DBVPG3775_004692-T1
GF00004564	TFCN25331D1_009374-T1	DBVPG3775_004691-T1
GF00004565	TFCN25331D1_009377-T1	DBVPG3775_004688-T1
GF00004566	TFCN25331D1_009378-T1	DBVPG3775_004687-T1
GF00004567	TFCN25331D1_009381-T1	DBVPG3775_004684-T1
GF00004568	TFCN25331D1_012715-T1	DBVPG3775_004683-T1
GF00004569	TFCN25331D1_012713-T1	DBVPG3775_004681-T1
GF00004570	TFCN25331D1_009385-T1	DBVPG3775_004680-T1
GF00004571	TFCN25331D1_012711-T1	DBVPG3775_004679-T1
GF00004572	TFCN25331D1_009388-T1	DBVPG3775_004677-T1
GF00004573	TFCN25331D1_009389-T1	DBVPG3775_004676-T1
GF00004574	TFCN25331D1_012707-T1	DBVPG3775_004675-T1
GF00004575	TFCN25331D1_009394-T1	DBVPG3775_004671-T1
GF00004576	TFCN25331D1_009395-T1	DBVPG3775_004670-T1
GF00004577	TFCN25331D1_009403-T1	DBVPG3775_004663-T1
GF00004578	TFCN25331D1_009405-T1	DBVPG3775_004661-T1
GF00004579	TFCN25331D1_009406-T1	DBVPG3775_004660-T1
GF00004580	TFCN25331D1_009408-T1	DBVPG3775_004658-T1
GF00004581	TFCN25331D1_009409-T1	DBVPG3775_004657-T1
GF00004582	TFCN25331D1_009410-T1	DBVPG3775_004656-T1
GF00004583	TFCN25331D1_009411-T1	DBVPG3775_004655-T1
GF00004584	TFCN25331D1_013253-T1	DBVPG3775_004654-T1
GF00004585	TFCN25331D1_009413-T1	DBVPG3775_004653-T1
GF00004586	TFCN25331D1_009414-T1	DBVPG3775_004652-T1
GF00004587	TFCN25331D1_013257-T1	DBVPG3775_004650-T1
GF00004588	TFCN25331D1_009417-T1	DBVPG3775_004649-T1
GF00004589	TFCN25331D1_013259-T1	DBVPG3775_004648-T1
GF00004590	TFCN25331D1_009420-T1	DBVPG3775_006146-T1
GF00004591	TFCN25331D1_013634-T1	DBVPG3775_006145-T1
GF00004592	TFCN25331D1_009422-T1	DBVPG3775_006144-T1
GF00004593	TFCN25331D1_009479-T1	DBVPG3775_007392-T1
GF00004594	TFCN25331D1_009480-T1	DBVPG3775_007391-T1
GF00004595	TFCN25331D1_009481-T1	DBVPG3775_007390-T1
GF00004596	TFCN25331D1_012539-T1	DBVPG3775_007387-T1
GF00004597	TFCN25331D1_009484-T1	DBVPG3775_007386-T1
GF00004598	TFCN25331D1_009485-T1	DBVPG3775_007385-T1
GF00004599	TFCN25331D1_009486-T1	DBVPG3775_007383-T1
GF00004600	TFCN25331D1_012534-T1	DBVPG3775_007382-T1
GF00004601	TFCN25331D1_012533-T1	DBVPG3775_007381-T1
GF00004602	TFCN25331D1_012532-T1	DBVPG3775_007380-T1
GF00004603	TFCN25331D1_012531-T1	DBVPG3775_007379-T1
GF00004604	TFCN25331D1_009492-T1	DBVPG3775_007377-T1
GF00004605	TFCN25331D1_009495-T1	DBVPG3775_007374-T1
GF00004606	TFCN25331D1_009496-T1	DBVPG3775_007373-T1
GF00004607	TFCN25331D1_009499-T1	DBVPG3775_007370-T1
GF00004608	TFCN25331D1_009501-T1	DBVPG3775_005804-T1
GF00004609	TFCN25331D1_012518-T1	DBVPG3775_005806-T1
GF00004610	TFCN25331D1_009506-T1	DBVPG3775_005810-T1
GF00004611	TFCN25331D1_012240-T1	DBVPG3775_007211-T1
GF00004612	TFCN25331D1_009526-T1	DBVPG3775_007212-T1
GF00004613	TFCN25331D1_012242-T1	DBVPG3775_007213-T1
GF00004614	TFCN25331D1_012243-T1	DBVPG3775_007214-T1
GF00004615	TFCN25331D1_009529-T1	DBVPG3775_007215-T1
GF00004616	TFCN25331D1_009530-T1	DBVPG3775_007216-T1
GF00004617	TFCN25331D1_009532-T1	DBVPG3775_007219-T1
GF00004618	TFCN25331D1_012249-T1	DBVPG3775_007220-T1
GF00004619	TFCN25331D1_009536-T1	DBVPG3775_001608-T1
GF00004620	TFCN25331D1_009540-T1	DBVPG3775_001612-T1
GF00004621	TFCN25331D1_009541-T1	DBVPG3775_001613-T1
GF00004622	TFCN25331D1_012194-T1	DBVPG3775_001615-T1
GF00004623	TFCN25331D1_012196-T1	DBVPG3775_001617-T1
GF00004624	TFCN25331D1_010127-T1	DBVPG3775_001619-T1
GF00004625	TFCN25331D1_009548-T1	DBVPG3775_001620-T1
GF00004626	TFCN25331D1_010129-T1	DBVPG3775_001621-T1
GF00004627	TFCN25331D1_009551-T1	DBVPG3775_001625-T1
GF00004628	TFCN25331D1_010134-T1	DBVPG3775_001626-T1
GF00004629	TFCN25331D1_010135-T1	DBVPG3775_001627-T1
GF00004630	TFCN25331D1_010136-T1	DBVPG3775_001628-T1
GF00004631	TFCN25331D1_009556-T1	DBVPG3775_001631-T1
GF00004632	TFCN25331D1_009557-T1	DBVPG3775_001632-T1
GF00004633	TFCN25331D1_010141-T1	DBVPG3775_001633-T1
GF00004634	TFCN25331D1_009559-T1	DBVPG3775_001634-T1
GF00004635	TFCN25331D1_010143-T1	DBVPG3775_001635-T1
GF00004636	TFCN25331D1_010144-T1	DBVPG3775_001636-T1
GF00004637	TFCN25331D1_010145-T1	DBVPG3775_001637-T1
GF00004638	TFCN25331D1_009563-T1	DBVPG3775_001638-T1
GF00004639	TFCN25331D1_009564-T1	DBVPG3775_005451-T1
GF00004640	TFCN25331D1_010148-T1	DBVPG3775_005450-T1
GF00004641	TFCN25331D1_010150-T1	DBVPG3775_005448-T1
GF00004642	TFCN25331D1_009568-T1	DBVPG3775_005447-T1
GF00004643	TFCN25331D1_010152-T1	DBVPG3775_005446-T1
GF00004644	TFCN25331D1_009570-T1	DBVPG3775_005444-T1
GF00004645	TFCN25331D1_010155-T1	DBVPG3775_005443-T1
GF00004646	TFCN25331D1_010159-T1	DBVPG3775_005440-T1
GF00004647	TFCN25331D1_009575-T1	DBVPG3775_005439-T1
GF00004648	TFCN25331D1_010161-T1	DBVPG3775_005438-T1
GF00004649	TFCN25331D1_009577-T1	DBVPG3775_005437-T1
GF00004650	TFCN25331D1_009582-T1	DBVPG3775_005434-T1
GF00004651	TFCN25331D1_010166-T1	DBVPG3775_005433-T1
GF00004652	TFCN25331D1_010169-T1	DBVPG3775_005430-T1
GF00004653	TFCN25331D1_009588-T1	DBVPG3775_005429-T1
GF00004654	TFCN25331D1_010171-T1	DBVPG3775_005428-T1
GF00004655	TFCN25331D1_009590-T1	DBVPG3775_005427-T1
GF00004656	TFCN25331D1_010175-T1	DBVPG3775_005423-T1
GF00004657	TFCN25331D1_010176-T1	DBVPG3775_005422-T1
GF00004658	TFCN25331D1_013474-T1	DBVPG3775_007502-T1
GF00004659	TFCN25331D1_009669-T1	DBVPG3775_007499-T1
GF00004660	TFCN25331D1_013471-T1	DBVPG3775_007498-T1
GF00004661	TFCN25331D1_013470-T1	DBVPG3775_007497-T1
GF00004662	TFCN25331D1_009672-T1	DBVPG3775_007496-T1
GF00004663	TFCN25331D1_009673-T1	DBVPG3775_007495-T1
GF00004664	TFCN25331D1_013467-T1	DBVPG3775_007494-T1
GF00004665	TFCN25331D1_013466-T1	DBVPG3775_007493-T1
GF00004666	TFCN25331D1_011681-T1	DBVPG3775_002589-T1
GF00004667	TFCN25331D1_009711-T1	DBVPG3775_002588-T1
GF00004668	TFCN25331D1_009714-T1	DBVPG3775_002584-T1
GF00004669	TFCN25331D1_011686-T1	DBVPG3775_002583-T1
GF00004670	TFCN25331D1_009716-T1	DBVPG3775_002582-T1
GF00004671	TFCN25331D1_011688-T1	DBVPG3775_002581-T1
GF00004672	TFCN25331D1_009718-T1	DBVPG3775_002580-T1
GF00004673	TFCN25331D1_009720-T1	DBVPG3775_002578-T1
GF00004674	TFCN25331D1_009722-T1	DBVPG3775_002576-T1
GF00004675	TFCN25331D1_009724-T1	DBVPG3775_002574-T1
GF00004676	TFCN25331D1_009726-T1	DBVPG3775_002572-T1
GF00004677	TFCN25331D1_009728-T1	DBVPG3775_002570-T1
GF00004678	TFCN25331D1_011700-T1	DBVPG3775_002568-T1
GF00004679	TFCN25331D1_009732-T1	DBVPG3775_002567-T1
GF00004680	TFCN25331D1_009733-T1	DBVPG3775_002566-T1
GF00004681	TFCN25331D1_009734-T1	DBVPG3775_002565-T1
GF00004682	TFCN25331D1_009736-T1	DBVPG3775_002563-T1
GF00004683	TFCN25331D1_009737-T1	DBVPG3775_002562-T1
GF00004684	TFCN25331D1_009738-T1	DBVPG3775_002561-T1
GF00004685	TFCN25331D1_009739-T1	DBVPG3775_002560-T1
GF00004686	TFCN25331D1_009743-T1	DBVPG3775_002556-T1
GF00004687	TFCN25331D1_009744-T1	DBVPG3775_002555-T1
GF00004688	TFCN25331D1_012697-T1	DBVPG3775_002554-T1
GF00004689	TFCN25331D1_009747-T1	DBVPG3775_002552-T1
GF00004690	TFCN25331D1_012694-T1	DBVPG3775_002551-T1
GF00004691	TFCN25331D1_009753-T1	DBVPG3775_002546-T1
GF00004692	TFCN25331D1_012688-T1	DBVPG3775_002545-T1
GF00004693	TFCN25331D1_012687-T1	DBVPG3775_002544-T1
GF00004694	TFCN25331D1_012684-T1	DBVPG3775_002541-T1
GF00004695	TFCN25331D1_009759-T1	DBVPG3775_002540-T1
GF00004696	TFCN25331D1_009761-T1	DBVPG3775_006457-T1
GF00004697	TFCN25331D1_012947-T1	DBVPG3775_006458-T1
GF00004698	TFCN25331D1_009764-T1	DBVPG3775_006460-T1
GF00004699	TFCN25331D1_009766-T1	DBVPG3775_006462-T1
GF00004700	TFCN25331D1_012952-T1	DBVPG3775_006463-T1
GF00004701	TFCN25331D1_009768-T1	DBVPG3775_006464-T1
GF00004702	TFCN25331D1_009769-T1	DBVPG3775_006465-T1
GF00004703	TFCN25331D1_009770-T1	DBVPG3775_006466-T1
GF00004704	TFCN25331D1_009771-T1	DBVPG3775_006467-T1
GF00004705	TFCN25331D1_009772-T1	DBVPG3775_006468-T1
GF00004706	TFCN25331D1_009773-T1	DBVPG3775_006469-T1
GF00004707	TFCN25331D1_009774-T1	DBVPG3775_006470-T1
GF00004708	TFCN25331D1_009775-T1	DBVPG3775_006471-T1
GF00004709	TFCN25331D1_009777-T1	DBVPG3775_006473-T1
GF00004710	TFCN25331D1_009778-T1	DBVPG3775_006474-T1
GF00004711	TFCN25331D1_012964-T1	DBVPG3775_006475-T1
GF00004712	TFCN25331D1_009781-T1	DBVPG3775_006477-T1
GF00004713	TFCN25331D1_013656-T1	DBVPG3775_006478-T1
GF00004714	TFCN25331D1_009784-T1	DBVPG3775_006479-T1
GF00004715	TFCN25331D1_009785-T1	DBVPG3775_006480-T1
GF00004716	TFCN25331D1_009786-T1	DBVPG3775_006481-T1
GF00004717	TFCN25331D1_011836-T1	DBVPG3775_006483-T1
GF00004718	TFCN25331D1_010025-T1	DBVPG3775_005951-T1
GF00004719	TFCN25331D1_010051-T1	DBVPG3775_007260-T1
GF00004720	TFCN25331D1_013128-T1	DBVPG3775_007259-T1
GF00004721	TFCN25331D1_013127-T1	DBVPG3775_007307-T1
GF00004722	TFCN25331D1_010054-T1	DBVPG3775_007306-T1
GF00004723	TFCN25331D1_013125-T1	DBVPG3775_007305-T1
GF00004724	TFCN25331D1_010056-T1	DBVPG3775_007304-T1
GF00004725	TFCN25331D1_013123-T1	DBVPG3775_007303-T1
GF00004726	TFCN25331D1_013122-T1	DBVPG3775_007302-T1
GF00004727	TFCN25331D1_013121-T1	DBVPG3775_007301-T1
GF00004728	TFCN25331D1_010060-T1	DBVPG3775_007300-T1
GF00004729	TFCN25331D1_010061-T1	DBVPG3775_007299-T1
GF00004730	TFCN25331D1_010063-T1	DBVPG3775_007296-T1
GF00004731	TFCN25331D1_013719-T1	DBVPG3775_007295-T1
GF00004732	TFCN25331D1_010067-T1	DBVPG3775_007292-T1
GF00004733	TFCN25331D1_010184-T1	DBVPG3775_003442-T1
GF00004734	TFCN25331D1_013111-T1	DBVPG3775_003440-T1
GF00004735	TFCN25331D1_013109-T1	DBVPG3775_003438-T1
GF00004736	TFCN25331D1_010189-T1	DBVPG3775_003437-T1
GF00004737	TFCN25331D1_013106-T1	DBVPG3775_003436-T1
GF00004738	TFCN25331D1_010191-T1	DBVPG3775_003435-T1
GF00004739	TFCN25331D1_010192-T1	DBVPG3775_003434-T1
GF00004740	TFCN25331D1_013103-T1	DBVPG3775_003433-T1
GF00004741	TFCN25331D1_013102-T1	DBVPG3775_003432-T1
GF00004742	TFCN25331D1_013101-T1	DBVPG3775_003431-T1
GF00004743	TFCN25331D1_010196-T1	DBVPG3775_003430-T1
GF00004744	TFCN25331D1_010197-T1	DBVPG3775_003429-T1
GF00004745	TFCN25331D1_013098-T1	DBVPG3775_003428-T1
GF00004746	TFCN25331D1_013097-T1	DBVPG3775_003427-T1
GF00004747	TFCN25331D1_013096-T1	DBVPG3775_003426-T1
GF00004748	TFCN25331D1_010201-T1	DBVPG3775_003425-T1
GF00004749	TFCN25331D1_013094-T1	DBVPG3775_003424-T1
GF00004750	TFCN25331D1_010203-T1	DBVPG3775_003423-T1
GF00004751	TFCN25331D1_011601-T1	DBVPG3775_003421-T1
GF00004752	TFCN25331D1_010206-T1	DBVPG3775_003419-T1
GF00004753	TFCN25331D1_011595-T1	DBVPG3775_003415-T1
GF00004754	TFCN25331D1_010208-T1	DBVPG3775_003414-T1
GF00004755	TFCN25331D1_010209-T1	DBVPG3775_003413-T1
GF00004756	TFCN25331D1_010210-T1	DBVPG3775_003412-T1
GF00004757	TFCN25331D1_010212-T1	DBVPG3775_003410-T1
GF00004758	TFCN25331D1_011588-T1	DBVPG3775_003408-T1
GF00004759	TFCN25331D1_010216-T1	DBVPG3775_003406-T1
GF00004760	TFCN25331D1_010217-T1	DBVPG3775_003405-T1
GF00004761	TFCN25331D1_010220-T1	DBVPG3775_003402-T1
GF00004762	TFCN25331D1_010221-T1	DBVPG3775_003401-T1
GF00004763	TFCN25331D1_011580-T1	DBVPG3775_003400-T1
GF00004764	TFCN25331D1_011579-T1	DBVPG3775_003399-T1
GF00004765	TFCN25331D1_011578-T1	DBVPG3775_003398-T1
GF00004766	TFCN25331D1_010225-T1	DBVPG3775_003397-T1
GF00004767	TFCN25331D1_010227-T1	DBVPG3775_003395-T1
GF00004768	TFCN25331D1_010228-T1	DBVPG3775_003394-T1
GF00004769	TFCN25331D1_010229-T1	DBVPG3775_003393-T1
GF00004770	TFCN25331D1_010230-T1	DBVPG3775_003392-T1
GF00004771	TFCN25331D1_011571-T1	DBVPG3775_003391-T1
GF00004772	TFCN25331D1_012014-T1	DBVPG3775_007354-T1
GF00004773	TFCN25331D1_011569-T1	DBVPG3775_003389-T1
GF00004774	TFCN25331D1_010235-T1	DBVPG3775_003388-T1
GF00004775	TFCN25331D1_010236-T1	DBVPG3775_003387-T1
GF00004776	TFCN25331D1_010947-T1	DBVPG3775_006508-T1
GF00004777	TFCN25331D1_010326-T1	DBVPG3775_004603-T1
GF00004778	TFCN25331D1_010354-T1	DBVPG3775_004632-T1
GF00004779	TFCN25331D1_010356-T1	DBVPG3775_004634-T1
GF00004780	TFCN25331D1_010360-T1	DBVPG3775_004638-T1
GF00004781	TFCN25331D1_010513-T1	DBVPG3775_004639-T1
GF00004782	TFCN25331D1_010362-T1	DBVPG3775_004640-T1
GF00004783	TFCN25331D1_010365-T1	DBVPG3775_004643-T1
GF00004784	TFCN25331D1_010366-T1	DBVPG3775_004644-T1
GF00004785	TFCN25331D1_010507-T1	DBVPG3775_004645-T1
GF00004786	TFCN25331D1_010369-T1	DBVPG3775_004647-T1
GF00004787	TFCN25331D1_013531-T1	DBVPG3775_000240-T1
GF00004788	TFCN25331D1_010474-T1	DBVPG3775_000241-T1
GF00004789	TFCN25331D1_013533-T1	DBVPG3775_000242-T1
GF00004790	TFCN25331D1_013534-T1	DBVPG3775_000243-T1
GF00004791	TFCN25331D1_010477-T1	DBVPG3775_000244-T1
GF00004792	TFCN25331D1_010478-T1	DBVPG3775_000245-T1
GF00004793	TFCN25331D1_010479-T1	DBVPG3775_000246-T1
GF00004794	TFCN25331D1_012279-T1	DBVPG3775_006797-T1
GF00004795	TFCN25331D1_010598-T1	DBVPG3775_006800-T1
GF00004796	TFCN25331D1_010599-T1	DBVPG3775_006801-T1
GF00004797	TFCN25331D1_010601-T1	DBVPG3775_006803-T1
GF00004798	TFCN25331D1_010602-T1	DBVPG3775_006804-T1
GF00004799	TFCN25331D1_012267-T1	DBVPG3775_006807-T1
GF00004800	TFCN25331D1_010610-T1	DBVPG3775_006813-T1
GF00004801	TFCN25331D1_010613-T1	DBVPG3775_007448-T1
GF00004802	TFCN25331D1_010614-T1	DBVPG3775_007447-T1
GF00004803	TFCN25331D1_013030-T1	DBVPG3775_007446-T1
GF00004804	TFCN25331D1_010616-T1	DBVPG3775_007445-T1
GF00004805	TFCN25331D1_013027-T1	DBVPG3775_007443-T1
GF00004806	TFCN25331D1_013025-T1	DBVPG3775_007441-T1
GF00004807	TFCN25331D1_010622-T1	DBVPG3775_007438-T1
GF00004808	TFCN25331D1_010623-T1	DBVPG3775_007437-T1
GF00004809	TFCN25331D1_013020-T1	DBVPG3775_007436-T1
GF00004810	TFCN25331D1_013019-T1	DBVPG3775_007435-T1
GF00004811	TFCN25331D1_013018-T1	DBVPG3775_007434-T1
GF00004812	TFCN25331D1_010819-T1	DBVPG3775_007228-T1
GF00004813	TFCN25331D1_012256-T1	DBVPG3775_007227-T1
GF00004814	TFCN25331D1_012254-T1	DBVPG3775_007225-T1
GF00004815	TFCN25331D1_010830-T1	DBVPG3775_007222-T1
GF00004816	TFCN25331D1_010920-T1	DBVPG3775_006536-T1
GF00004817	TFCN25331D1_010921-T1	DBVPG3775_006535-T1
GF00004818	TFCN25331D1_010922-T1	DBVPG3775_006534-T1
GF00004819	TFCN25331D1_010923-T1	DBVPG3775_006533-T1
GF00004820	TFCN25331D1_010924-T1	DBVPG3775_006532-T1
GF00004821	TFCN25331D1_010929-T1	DBVPG3775_006527-T1
GF00004822	TFCN25331D1_012317-T1	DBVPG3775_006522-T1
GF00004823	TFCN25331D1_010935-T1	DBVPG3775_006521-T1
GF00004824	TFCN25331D1_010939-T1	DBVPG3775_006517-T1
GF00004825	TFCN25331D1_012311-T1	DBVPG3775_006516-T1
GF00004826	TFCN25331D1_013614-T1	DBVPG3775_006513-T1
GF00004827	TFCN25331D1_010943-T1	DBVPG3775_006512-T1
GF00004828	TFCN25331D1_010944-T1	DBVPG3775_006511-T1
GF00004829	TFCN25331D1_010945-T1	DBVPG3775_006510-T1
GF00004830	TFCN25331D1_010994-T1	DBVPG3775_003288-T1
GF00004831	TFCN25331D1_010995-T1	DBVPG3775_003287-T1
GF00004832	TFCN25331D1_010996-T1	DBVPG3775_003285-T1
GF00004833	TFCN25331D1_011762-T1	DBVPG3775_003284-T1
GF00004834	TFCN25331D1_011763-T1	DBVPG3775_003283-T1
GF00004835	TFCN25331D1_011002-T1	DBVPG3775_003281-T1
GF00004836	TFCN25331D1_011767-T1	DBVPG3775_003279-T1
GF00004837	TFCN25331D1_011009-T1	DBVPG3775_003271-T1
GF00004838	TFCN25331D1_011011-T1	DBVPG3775_003270-T1
GF00004839	TFCN25331D1_011533-T1	DBVPG3775_003266-T1
GF00004840	TFCN25331D1_011015-T1	DBVPG3775_003265-T1
GF00004841	TFCN25331D1_011016-T1	DBVPG3775_003264-T1
GF00004842	TFCN25331D1_011529-T1	DBVPG3775_003262-T1
GF00004843	TFCN25331D1_011523-T1	DBVPG3775_003256-T1
GF00004844	TFCN25331D1_013287-T1	DBVPG3775_006744-T1
GF00004845	TFCN25331D1_011315-T1	DBVPG3775_004268-T1
GF00004846	TFCN25331D1_013619-T1	DBVPG3775_004266-T1
GF00004847	TFCN25331D1_013618-T1	DBVPG3775_004265-T1
GF00004848	TFCN25331D1_013617-T1	DBVPG3775_004264-T1
GF00004849	TFCN25331D1_013616-T1	DBVPG3775_004263-T1
GF00004850	TFCN25331D1_011325-T1	DBVPG3775_004259-T1
GF00004851	TFCN25331D1_011326-T1	DBVPG3775_004258-T1
