	Rhodotorula_mucilaginosa_DBVPG_3857.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00004621	DBVPG3857_013223-T1	DBVPG3775_003270-T1
GF00004622	DBVPG3857_012598-T1	DBVPG3775_007283-T1
GF00004623	DBVPG3857_012597-T1	DBVPG3775_007282-T1
GF00004624	DBVPG3857_008222-T1	DBVPG3775_007281-T1
GF00004625	DBVPG3857_012595-T1	DBVPG3775_007280-T1
GF00004626	DBVPG3857_012594-T1	DBVPG3775_007279-T1
GF00004627	DBVPG3857_008225-T1	DBVPG3775_007278-T1
GF00004628	DBVPG3857_012584-T1	DBVPG3775_007268-T1
GF00004629	DBVPG3857_008238-T1	DBVPG3775_007267-T1
GF00004630	DBVPG3857_008241-T1	DBVPG3775_007264-T1
GF00004631	DBVPG3857_010215-T1	DBVPG3775_007263-T1
GF00004632	DBVPG3857_010216-T1	DBVPG3775_007262-T1
GF00004633	DBVPG3857_010218-T1	DBVPG3775_007260-T1
GF00004634	DBVPG3857_010219-T1	DBVPG3775_007259-T1
GF00004635	DBVPG3857_010220-T1	DBVPG3775_007307-T1
GF00004636	DBVPG3857_010221-T1	DBVPG3775_007306-T1
GF00004637	DBVPG3857_010222-T1	DBVPG3775_007305-T1
GF00004638	DBVPG3857_008251-T1	DBVPG3775_007304-T1
GF00004639	DBVPG3857_008252-T1	DBVPG3775_007303-T1
GF00004640	DBVPG3857_008253-T1	DBVPG3775_007302-T1
GF00004641	DBVPG3857_008254-T1	DBVPG3775_007301-T1
GF00004642	DBVPG3857_010228-T1	DBVPG3775_007300-T1
GF00004643	DBVPG3857_010229-T1	DBVPG3775_007299-T1
GF00004644	DBVPG3857_008258-T1	DBVPG3775_007297-T1
GF00004645	DBVPG3857_010231-T1	DBVPG3775_007296-T1
GF00004646	DBVPG3857_008260-T1	DBVPG3775_007295-T1
GF00004647	DBVPG3857_008755-T1	DBVPG3775_006813-T1
GF00004648	DBVPG3857_008269-T1	DBVPG3775_006807-T1
GF00004649	DBVPG3857_008272-T1	DBVPG3775_006804-T1
GF00004650	DBVPG3857_008273-T1	DBVPG3775_006803-T1
GF00004651	DBVPG3857_008275-T1	DBVPG3775_006801-T1
GF00004652	DBVPG3857_008276-T1	DBVPG3775_006800-T1
GF00004653	DBVPG3857_008280-T1	DBVPG3775_006797-T1
GF00004654	DBVPG3857_013529-T1	DBVPG3775_006794-T1
GF00004655	DBVPG3857_008284-T1	DBVPG3775_006793-T1
GF00004656	DBVPG3857_008285-T1	DBVPG3775_006792-T1
GF00004657	DBVPG3857_008286-T1	DBVPG3775_006791-T1
GF00004658	DBVPG3857_008287-T1	DBVPG3775_006789-T1
GF00004659	DBVPG3857_013537-T1	DBVPG3775_006785-T1
GF00004660	DBVPG3857_008293-T1	DBVPG3775_006783-T1
GF00004661	DBVPG3857_008297-T1	DBVPG3775_004351-T1
GF00004662	DBVPG3857_008336-T1	DBVPG3775_003415-T1
GF00004663	DBVPG3857_011319-T1	DBVPG3775_003419-T1
GF00004664	DBVPG3857_008342-T1	DBVPG3775_003421-T1
GF00004665	DBVPG3857_008344-T1	DBVPG3775_003423-T1
GF00004666	DBVPG3857_011460-T1	DBVPG3775_002033-T1
GF00004667	DBVPG3857_011459-T1	DBVPG3775_002034-T1
GF00004668	DBVPG3857_008363-T1	DBVPG3775_002040-T1
GF00004669	DBVPG3857_011452-T1	DBVPG3775_002041-T1
GF00004670	DBVPG3857_011446-T1	DBVPG3775_002047-T1
GF00004671	DBVPG3857_008371-T1	DBVPG3775_002048-T1
GF00004672	DBVPG3857_011443-T1	DBVPG3775_002050-T1
GF00004673	DBVPG3857_008374-T1	DBVPG3775_002051-T1
GF00004674	DBVPG3857_011441-T1	DBVPG3775_002052-T1
GF00004675	DBVPG3857_011440-T1	DBVPG3775_002053-T1
GF00004676	DBVPG3857_014736-T1	DBVPG3775_007202-T1
GF00004677	DBVPG3857_014966-T1	DBVPG3775_002055-T1
GF00004678	DBVPG3857_008380-T1	DBVPG3775_002057-T1
GF00004679	DBVPG3857_008381-T1	DBVPG3775_002058-T1
GF00004680	DBVPG3857_008382-T1	DBVPG3775_002059-T1
GF00004681	DBVPG3857_008386-T1	DBVPG3775_002062-T1
GF00004682	DBVPG3857_012099-T1	DBVPG3775_002883-T1
GF00004683	DBVPG3857_008397-T1	DBVPG3775_002884-T1
GF00004684	DBVPG3857_012101-T1	DBVPG3775_002885-T1
GF00004685	DBVPG3857_008399-T1	DBVPG3775_002886-T1
GF00004686	DBVPG3857_008400-T1	DBVPG3775_002887-T1
GF00004687	DBVPG3857_008401-T1	DBVPG3775_002888-T1
GF00004688	DBVPG3857_012109-T1	DBVPG3775_002894-T1
GF00004689	DBVPG3857_012108-T1	DBVPG3775_002893-T1
GF00004690	DBVPG3857_008409-T1	DBVPG3775_002896-T1
GF00004691	DBVPG3857_014723-T1	DBVPG3775_002897-T1
GF00004692	DBVPG3857_008412-T1	DBVPG3775_002899-T1
GF00004693	DBVPG3857_013039-T1	DBVPG3775_002905-T1
GF00004694	DBVPG3857_008418-T1	DBVPG3775_002906-T1
GF00004695	DBVPG3857_008423-T1	DBVPG3775_002910-T1
GF00004696	DBVPG3857_013029-T1	DBVPG3775_002912-T1
GF00004697	DBVPG3857_008426-T1	DBVPG3775_002913-T1
GF00004698	DBVPG3857_008428-T1	DBVPG3775_002915-T1
GF00004699	DBVPG3857_008460-T1	DBVPG3775_002613-T1
GF00004700	DBVPG3857_013617-T1	DBVPG3775_002612-T1
GF00004701	DBVPG3857_008462-T1	DBVPG3775_002611-T1
GF00004702	DBVPG3857_008466-T1	DBVPG3775_002608-T1
GF00004703	DBVPG3857_008467-T1	DBVPG3775_002607-T1
GF00004704	DBVPG3857_008468-T1	DBVPG3775_002606-T1
GF00004705	DBVPG3857_008516-T1	DBVPG3775_004420-T1
GF00004706	DBVPG3857_014122-T1	DBVPG3775_004419-T1
GF00004707	DBVPG3857_014121-T1	DBVPG3775_004418-T1
GF00004708	DBVPG3857_008519-T1	DBVPG3775_004417-T1
GF00004709	DBVPG3857_008520-T1	DBVPG3775_004416-T1
GF00004710	DBVPG3857_008521-T1	DBVPG3775_004415-T1
GF00004711	DBVPG3857_014117-T1	DBVPG3775_004414-T1
GF00004712	DBVPG3857_014116-T1	DBVPG3775_004413-T1
GF00004713	DBVPG3857_008524-T1	DBVPG3775_004412-T1
GF00004714	DBVPG3857_014233-T1	DBVPG3775_004411-T1
GF00004715	DBVPG3857_008526-T1	DBVPG3775_004410-T1
GF00004716	DBVPG3857_008529-T1	DBVPG3775_004407-T1
GF00004717	DBVPG3857_008531-T1	DBVPG3775_004405-T1
GF00004718	DBVPG3857_008532-T1	DBVPG3775_004404-T1
GF00004719	DBVPG3857_008534-T1	DBVPG3775_004402-T1
GF00004720	DBVPG3857_014564-T1	DBVPG3775_004401-T1
GF00004721	DBVPG3857_014565-T1	DBVPG3775_004400-T1
GF00004722	DBVPG3857_008537-T1	DBVPG3775_004399-T1
GF00004723	DBVPG3857_014567-T1	DBVPG3775_004398-T1
GF00004724	DBVPG3857_008540-T1	DBVPG3775_004396-T1
GF00004725	DBVPG3857_008541-T1	DBVPG3775_004395-T1
GF00004726	DBVPG3857_008542-T1	DBVPG3775_004394-T1
GF00004727	DBVPG3857_008543-T1	DBVPG3775_004393-T1
GF00004728	DBVPG3857_008547-T1	DBVPG3775_004390-T1
GF00004729	DBVPG3857_008565-T1	DBVPG3775_001035-T1
GF00004730	DBVPG3857_008566-T1	DBVPG3775_001034-T1
GF00004731	DBVPG3857_012156-T1	DBVPG3775_001032-T1
GF00004732	DBVPG3857_012157-T1	DBVPG3775_001031-T1
GF00004733	DBVPG3857_012158-T1	DBVPG3775_001030-T1
GF00004734	DBVPG3857_008572-T1	DBVPG3775_001029-T1
GF00004735	DBVPG3857_012160-T1	DBVPG3775_001028-T1
GF00004736	DBVPG3857_012162-T1	DBVPG3775_001026-T1
GF00004737	DBVPG3857_012164-T1	DBVPG3775_001024-T1
GF00004738	DBVPG3857_008578-T1	DBVPG3775_001023-T1
GF00004739	DBVPG3857_012166-T1	DBVPG3775_001022-T1
GF00004740	DBVPG3857_008580-T1	DBVPG3775_001021-T1
GF00004741	DBVPG3857_008582-T1	DBVPG3775_001019-T1
GF00004742	DBVPG3857_012171-T1	DBVPG3775_001017-T1
GF00004743	DBVPG3857_008585-T1	DBVPG3775_001016-T1
GF00004744	DBVPG3857_011869-T1	DBVPG3775_000306-T1
GF00004745	DBVPG3857_008657-T1	DBVPG3775_000304-T1
GF00004746	DBVPG3857_011866-T1	DBVPG3775_000303-T1
GF00004747	DBVPG3857_008659-T1	DBVPG3775_000302-T1
GF00004748	DBVPG3857_008661-T1	DBVPG3775_000299-T1
GF00004749	DBVPG3857_008663-T1	DBVPG3775_000297-T1
GF00004750	DBVPG3857_008665-T1	DBVPG3775_000294-T1
GF00004751	DBVPG3857_008667-T1	DBVPG3775_000292-T1
GF00004752	DBVPG3857_008668-T1	DBVPG3775_000291-T1
GF00004753	DBVPG3857_011855-T1	DBVPG3775_000290-T1
GF00004754	DBVPG3857_008670-T1	DBVPG3775_000289-T1
GF00004755	DBVPG3857_011851-T1	DBVPG3775_000286-T1
GF00004756	DBVPG3857_008674-T1	DBVPG3775_000285-T1
GF00004757	DBVPG3857_008675-T1	DBVPG3775_000284-T1
GF00004758	DBVPG3857_008677-T1	DBVPG3775_000281-T1
GF00004759	DBVPG3857_013366-T1	DBVPG3775_000279-T1
GF00004760	DBVPG3857_008681-T1	DBVPG3775_000277-T1
GF00004761	DBVPG3857_013369-T1	DBVPG3775_000276-T1
GF00004762	DBVPG3857_008684-T1	DBVPG3775_000274-T1
GF00004763	DBVPG3857_013373-T1	DBVPG3775_000273-T1
GF00004764	DBVPG3857_008686-T1	DBVPG3775_000272-T1
GF00004765	DBVPG3857_009957-T1	DBVPG3775_004662-T1
GF00004766	DBVPG3857_008688-T1	DBVPG3775_000270-T1
GF00004767	DBVPG3857_008698-T1	DBVPG3775_005413-T1
GF00004768	DBVPG3857_011655-T1	DBVPG3775_005412-T1
GF00004769	DBVPG3857_008702-T1	DBVPG3775_005408-T1
GF00004770	DBVPG3857_008704-T1	DBVPG3775_005406-T1
GF00004771	DBVPG3857_008705-T1	DBVPG3775_005405-T1
GF00004772	DBVPG3857_008706-T1	DBVPG3775_005404-T1
GF00004773	DBVPG3857_008707-T1	DBVPG3775_005403-T1
GF00004774	DBVPG3857_008710-T1	DBVPG3775_005402-T1
GF00004775	DBVPG3857_008711-T1	DBVPG3775_005401-T1
GF00004776	DBVPG3857_008713-T1	DBVPG3775_005398-T1
GF00004777	DBVPG3857_008714-T1	DBVPG3775_005397-T1
GF00004778	DBVPG3857_008715-T1	DBVPG3775_005396-T1
GF00004779	DBVPG3857_008716-T1	DBVPG3775_005395-T1
GF00004780	DBVPG3857_008717-T1	DBVPG3775_005394-T1
GF00004781	DBVPG3857_008718-T1	DBVPG3775_005393-T1
GF00004782	DBVPG3857_008722-T1	DBVPG3775_005390-T1
GF00004783	DBVPG3857_011677-T1	DBVPG3775_005389-T1
GF00004784	DBVPG3857_008726-T1	DBVPG3775_005415-T1
GF00004785	DBVPG3857_008727-T1	DBVPG3775_005416-T1
GF00004786	DBVPG3857_012774-T1	DBVPG3775_005418-T1
GF00004787	DBVPG3857_008730-T1	DBVPG3775_005419-T1
GF00004788	DBVPG3857_008731-T1	DBVPG3775_005420-T1
GF00004789	DBVPG3857_008732-T1	DBVPG3775_005421-T1
GF00004790	DBVPG3857_008733-T1	DBVPG3775_005422-T1
GF00004791	DBVPG3857_008734-T1	DBVPG3775_005423-T1
GF00004792	DBVPG3857_008737-T1	DBVPG3775_005427-T1
GF00004793	DBVPG3857_012783-T1	DBVPG3775_005428-T1
GF00004794	DBVPG3857_012784-T1	DBVPG3775_005429-T1
GF00004795	DBVPG3857_008757-T1	DBVPG3775_007449-T1
GF00004796	DBVPG3857_008758-T1	DBVPG3775_007448-T1
GF00004797	DBVPG3857_012704-T1	DBVPG3775_007447-T1
GF00004798	DBVPG3857_012705-T1	DBVPG3775_007446-T1
GF00004799	DBVPG3857_012706-T1	DBVPG3775_007445-T1
GF00004800	DBVPG3857_008763-T1	DBVPG3775_007443-T1
GF00004801	DBVPG3857_012710-T1	DBVPG3775_007441-T1
GF00004802	DBVPG3857_012711-T1	DBVPG3775_007440-T1
GF00004803	DBVPG3857_008767-T1	DBVPG3775_007439-T1
GF00004804	DBVPG3857_008768-T1	DBVPG3775_007438-T1
GF00004805	DBVPG3857_008769-T1	DBVPG3775_007437-T1
GF00004806	DBVPG3857_012715-T1	DBVPG3775_007436-T1
GF00004807	DBVPG3857_012716-T1	DBVPG3775_007435-T1
GF00004808	DBVPG3857_012717-T1	DBVPG3775_007434-T1
GF00004809	DBVPG3857_013471-T1	DBVPG3775_007095-T1
GF00004810	DBVPG3857_008777-T1	DBVPG3775_007098-T1
GF00004811	DBVPG3857_008781-T1	DBVPG3775_007100-T1
GF00004812	DBVPG3857_008785-T1	DBVPG3775_007104-T1
GF00004813	DBVPG3857_012296-T1	DBVPG3775_007106-T1
GF00004814	DBVPG3857_008788-T1	DBVPG3775_007107-T1
GF00004815	DBVPG3857_008789-T1	DBVPG3775_007108-T1
GF00004816	DBVPG3857_012299-T1	DBVPG3775_007109-T1
GF00004817	DBVPG3857_008793-T1	DBVPG3775_007112-T1
GF00004818	DBVPG3857_008794-T1	DBVPG3775_007113-T1
GF00004819	DBVPG3857_008795-T1	DBVPG3775_007114-T1
GF00004820	DBVPG3857_012305-T1	DBVPG3775_007115-T1
GF00004821	DBVPG3857_012306-T1	DBVPG3775_007116-T1
GF00004822	DBVPG3857_012307-T1	DBVPG3775_007117-T1
GF00004823	DBVPG3857_008799-T1	DBVPG3775_007118-T1
GF00004824	DBVPG3857_008801-T1	DBVPG3775_007120-T1
GF00004825	DBVPG3857_008802-T1	DBVPG3775_007121-T1
GF00004826	DBVPG3857_012312-T1	DBVPG3775_007122-T1
GF00004827	DBVPG3857_008805-T1	DBVPG3775_007124-T1
GF00004828	DBVPG3857_008807-T1	DBVPG3775_006281-T1
GF00004829	DBVPG3857_008808-T1	DBVPG3775_006282-T1
GF00004830	DBVPG3857_010161-T1	DBVPG3775_006284-T1
GF00004831	DBVPG3857_008811-T1	DBVPG3775_006285-T1
GF00004832	DBVPG3857_010164-T1	DBVPG3775_006290-T1
GF00004833	DBVPG3857_008814-T1	DBVPG3775_006291-T1
GF00004834	DBVPG3857_008817-T1	DBVPG3775_004605-T1
GF00004835	DBVPG3857_008818-T1	DBVPG3775_004606-T1
GF00004836	DBVPG3857_009827-T1	DBVPG3775_004608-T1
GF00004837	DBVPG3857_008822-T1	DBVPG3775_004610-T1
GF00004838	DBVPG3857_008823-T1	DBVPG3775_004611-T1
GF00004839	DBVPG3857_008824-T1	DBVPG3775_004612-T1
GF00004840	DBVPG3857_009832-T1	DBVPG3775_004613-T1
GF00004841	DBVPG3857_009833-T1	DBVPG3775_004614-T1
GF00004842	DBVPG3857_008827-T1	DBVPG3775_004615-T1
GF00004843	DBVPG3857_009835-T1	DBVPG3775_004616-T1
GF00004844	DBVPG3857_008829-T1	DBVPG3775_004617-T1
GF00004845	DBVPG3857_008830-T1	DBVPG3775_004618-T1
GF00004846	DBVPG3857_009838-T1	DBVPG3775_004619-T1
GF00004847	DBVPG3857_008832-T1	DBVPG3775_004620-T1
GF00004848	DBVPG3857_009840-T1	DBVPG3775_004621-T1
GF00004849	DBVPG3857_008843-T1	DBVPG3775_004632-T1
GF00004850	DBVPG3857_008845-T1	DBVPG3775_004634-T1
GF00004851	DBVPG3857_008850-T1	DBVPG3775_004638-T1
GF00004852	DBVPG3857_010899-T1	DBVPG3775_004639-T1
GF00004853	DBVPG3857_008852-T1	DBVPG3775_004640-T1
GF00004854	DBVPG3857_008855-T1	DBVPG3775_004643-T1
GF00004855	DBVPG3857_010904-T1	DBVPG3775_004644-T1
GF00004856	DBVPG3857_008857-T1	DBVPG3775_004645-T1
GF00004857	DBVPG3857_008859-T1	DBVPG3775_004647-T1
GF00004858	DBVPG3857_008861-T1	DBVPG3775_002604-T1
GF00004859	DBVPG3857_008862-T1	DBVPG3775_002603-T1
GF00004860	DBVPG3857_014844-T1	DBVPG3775_002602-T1
GF00004861	DBVPG3857_014523-T1	DBVPG3775_002599-T1
GF00004862	DBVPG3857_008871-T1	DBVPG3775_002593-T1
GF00004863	DBVPG3857_014497-T1	DBVPG3775_002594-T1
GF00004864	DBVPG3857_008876-T1	DBVPG3775_002576-T1
GF00004865	DBVPG3857_008878-T1	DBVPG3775_002578-T1
GF00004866	DBVPG3857_009583-T1	DBVPG3775_002580-T1
GF00004867	DBVPG3857_008881-T1	DBVPG3775_002581-T1
GF00004868	DBVPG3857_009581-T1	DBVPG3775_002582-T1
GF00004869	DBVPG3857_009580-T1	DBVPG3775_002583-T1
GF00004870	DBVPG3857_009579-T1	DBVPG3775_002584-T1
GF00004871	DBVPG3857_009576-T1	DBVPG3775_002588-T1
GF00004872	DBVPG3857_009589-T1	DBVPG3775_002574-T1
GF00004873	DBVPG3857_009591-T1	DBVPG3775_002572-T1
GF00004874	DBVPG3857_008896-T1	DBVPG3775_003525-T1
GF00004875	DBVPG3857_013058-T1	DBVPG3775_003526-T1
GF00004876	DBVPG3857_013059-T1	DBVPG3775_003527-T1
GF00004877	DBVPG3857_013060-T1	DBVPG3775_003528-T1
GF00004878	DBVPG3857_013061-T1	DBVPG3775_003529-T1
GF00004879	DBVPG3857_013063-T1	DBVPG3775_003531-T1
GF00004880	DBVPG3857_013064-T1	DBVPG3775_003532-T1
GF00004881	DBVPG3857_008904-T1	DBVPG3775_003533-T1
GF00004882	DBVPG3857_008905-T1	DBVPG3775_003534-T1
GF00004883	DBVPG3857_008906-T1	DBVPG3775_003535-T1
GF00004884	DBVPG3857_008909-T1	DBVPG3775_003538-T1
GF00004885	DBVPG3857_011766-T1	DBVPG3775_005871-T1
GF00004886	DBVPG3857_011769-T1	DBVPG3775_005868-T1
GF00004887	DBVPG3857_011773-T1	DBVPG3775_005865-T1
GF00004888	DBVPG3857_011774-T1	DBVPG3775_005864-T1
GF00004889	DBVPG3857_008923-T1	DBVPG3775_005863-T1
GF00004890	DBVPG3857_008924-T1	DBVPG3775_005862-T1
GF00004891	DBVPG3857_011777-T1	DBVPG3775_005861-T1
GF00004892	DBVPG3857_008926-T1	DBVPG3775_005860-T1
GF00004893	DBVPG3857_008927-T1	DBVPG3775_005859-T1
GF00004894	DBVPG3857_008928-T1	DBVPG3775_005858-T1
GF00004895	DBVPG3857_011784-T1	DBVPG3775_005854-T1
GF00004896	DBVPG3857_011785-T1	DBVPG3775_005853-T1
GF00004897	DBVPG3857_012028-T1	DBVPG3775_003238-T1
GF00004898	DBVPG3857_009061-T1	DBVPG3775_003239-T1
GF00004899	DBVPG3857_012030-T1	DBVPG3775_003240-T1
GF00004900	DBVPG3857_009063-T1	DBVPG3775_003241-T1
GF00004901	DBVPG3857_009071-T1	DBVPG3775_003250-T1
GF00004902	DBVPG3857_009075-T1	DBVPG3775_003254-T1
GF00004903	DBVPG3857_009082-T1	DBVPG3775_003262-T1
GF00004904	DBVPG3857_013230-T1	DBVPG3775_003264-T1
GF00004905	DBVPG3857_009085-T1	DBVPG3775_003265-T1
GF00004906	DBVPG3857_013228-T1	DBVPG3775_003266-T1
GF00004907	DBVPG3857_009844-T1	DBVPG3775_006727-T1
GF00004908	DBVPG3857_009133-T1	DBVPG3775_006723-T1
GF00004909	DBVPG3857_009135-T1	DBVPG3775_006721-T1
GF00004910	DBVPG3857_009850-T1	DBVPG3775_006720-T1
GF00004911	DBVPG3857_009137-T1	DBVPG3775_006719-T1
GF00004912	DBVPG3857_009138-T1	DBVPG3775_006716-T1
GF00004913	DBVPG3857_009853-T1	DBVPG3775_006717-T1
GF00004914	DBVPG3857_009852-T1	DBVPG3775_006718-T1
GF00004915	DBVPG3857_009855-T1	DBVPG3775_006715-T1
GF00004916	DBVPG3857_009856-T1	DBVPG3775_006714-T1
GF00004917	DBVPG3857_009143-T1	DBVPG3775_006713-T1
GF00004918	DBVPG3857_009144-T1	DBVPG3775_006712-T1
GF00004919	DBVPG3857_009145-T1	DBVPG3775_006711-T1
GF00004920	DBVPG3857_009146-T1	DBVPG3775_006710-T1
GF00004921	DBVPG3857_009863-T1	DBVPG3775_006707-T1
GF00004922	DBVPG3857_009864-T1	DBVPG3775_006706-T1
GF00004923	DBVPG3857_009865-T1	DBVPG3775_006705-T1
GF00004924	DBVPG3857_009866-T1	DBVPG3775_006704-T1
GF00004925	DBVPG3857_009152-T1	DBVPG3775_006703-T1
GF00004926	DBVPG3857_009153-T1	DBVPG3775_006702-T1
GF00004927	DBVPG3857_009156-T1	DBVPG3775_006697-T1
GF00004928	DBVPG3857_009874-T1	DBVPG3775_006695-T1
GF00004929	DBVPG3857_013984-T1	DBVPG3775_003683-T1
GF00004930	DBVPG3857_009165-T1	DBVPG3775_003682-T1
GF00004931	DBVPG3857_014396-T1	DBVPG3775_005512-T1
GF00004932	DBVPG3857_014397-T1	DBVPG3775_005513-T1
GF00004933	DBVPG3857_014398-T1	DBVPG3775_005514-T1
GF00004934	DBVPG3857_014399-T1	DBVPG3775_005515-T1
GF00004935	DBVPG3857_009175-T1	DBVPG3775_005517-T1
GF00004936	DBVPG3857_009176-T1	DBVPG3775_005518-T1
GF00004937	DBVPG3857_014227-T1	DBVPG3775_005519-T1
GF00004938	DBVPG3857_014226-T1	DBVPG3775_005520-T1
GF00004939	DBVPG3857_009180-T1	DBVPG3775_005522-T1
GF00004940	DBVPG3857_014223-T1	DBVPG3775_005523-T1
GF00004941	DBVPG3857_009249-T1	DBVPG3775_007355-T1
GF00004942	DBVPG3857_009498-T1	DBVPG3775_007356-T1
GF00004943	DBVPG3857_009251-T1	DBVPG3775_007357-T1
GF00004944	DBVPG3857_009253-T1	DBVPG3775_007358-T1
GF00004945	DBVPG3857_009256-T1	DBVPG3775_007361-T1
GF00004946	DBVPG3857_009261-T1	DBVPG3775_007450-T1
GF00004947	DBVPG3857_009263-T1	DBVPG3775_007453-T1
GF00004948	DBVPG3857_011365-T1	DBVPG3775_007456-T1
GF00004949	DBVPG3857_009267-T1	DBVPG3775_007457-T1
GF00004950	DBVPG3857_011363-T1	DBVPG3775_007458-T1
GF00004951	DBVPG3857_011361-T1	DBVPG3775_007460-T1
GF00004952	DBVPG3857_011360-T1	DBVPG3775_007461-T1
GF00004953	DBVPG3857_011359-T1	DBVPG3775_007462-T1
GF00004954	DBVPG3857_015163-T1	DBVPG3775_000584-T1
GF00004955	DBVPG3857_013874-T1	DBVPG3775_000585-T1
GF00004956	DBVPG3857_013873-T1	DBVPG3775_000586-T1
GF00004957	DBVPG3857_009314-T1	DBVPG3775_000587-T1
GF00004958	DBVPG3857_009315-T1	DBVPG3775_000588-T1
GF00004959	DBVPG3857_013869-T1	DBVPG3775_000590-T1
GF00004960	DBVPG3857_009319-T1	DBVPG3775_000593-T1
GF00004961	DBVPG3857_009321-T1	DBVPG3775_000595-T1
GF00004962	DBVPG3857_009323-T1	DBVPG3775_000598-T1
GF00004963	DBVPG3857_013683-T1	DBVPG3775_007163-T1
GF00004964	DBVPG3857_014745-T1	DBVPG3775_000600-T1
GF00004965	DBVPG3857_009329-T1	DBVPG3775_000607-T1
GF00004966	DBVPG3857_009332-T1	DBVPG3775_000610-T1
GF00004967	DBVPG3857_009333-T1	DBVPG3775_000611-T1
GF00004968	DBVPG3857_010674-T1	DBVPG3775_000612-T1
GF00004969	DBVPG3857_010679-T1	DBVPG3775_000617-T1
GF00004970	DBVPG3857_010680-T1	DBVPG3775_000618-T1
GF00004971	DBVPG3857_009341-T1	DBVPG3775_000620-T1
GF00004972	DBVPG3857_009342-T1	DBVPG3775_000624-T1
GF00004973	DBVPG3857_009346-T1	DBVPG3775_002366-T1
GF00004974	DBVPG3857_009347-T1	DBVPG3775_002365-T1
GF00004975	DBVPG3857_009349-T1	DBVPG3775_002363-T1
GF00004976	DBVPG3857_009350-T1	DBVPG3775_002362-T1
GF00004977	DBVPG3857_009353-T1	DBVPG3775_000747-T1
GF00004978	DBVPG3857_009354-T1	DBVPG3775_000748-T1
GF00004979	DBVPG3857_009355-T1	DBVPG3775_000749-T1
GF00004980	DBVPG3857_009356-T1	DBVPG3775_000750-T1
GF00004981	DBVPG3857_009357-T1	DBVPG3775_000751-T1
GF00004982	DBVPG3857_009358-T1	DBVPG3775_000752-T1
GF00004983	DBVPG3857_009888-T1	DBVPG3775_000755-T1
GF00004984	DBVPG3857_009887-T1	DBVPG3775_000756-T1
GF00004985	DBVPG3857_009363-T1	DBVPG3775_000757-T1
GF00004986	DBVPG3857_009364-T1	DBVPG3775_000758-T1
GF00004987	DBVPG3857_009367-T1	DBVPG3775_000761-T1
GF00004988	DBVPG3857_009880-T1	DBVPG3775_000762-T1
GF00004989	DBVPG3857_009371-T1	DBVPG3775_000765-T1
GF00004990	DBVPG3857_009372-T1	DBVPG3775_000766-T1
GF00004991	DBVPG3857_009373-T1	DBVPG3775_000767-T1
GF00004992	DBVPG3857_009374-T1	DBVPG3775_000768-T1
GF00004993	DBVPG3857_009375-T1	DBVPG3775_000769-T1
GF00004994	DBVPG3857_009377-T1	DBVPG3775_000771-T1
GF00004995	DBVPG3857_009384-T1	DBVPG3775_001400-T1
GF00004996	DBVPG3857_009385-T1	DBVPG3775_001401-T1
GF00004997	DBVPG3857_009386-T1	DBVPG3775_001402-T1
GF00004998	DBVPG3857_010070-T1	DBVPG3775_001404-T1
GF00004999	DBVPG3857_010071-T1	DBVPG3775_001405-T1
GF00005000	DBVPG3857_009391-T1	DBVPG3775_001406-T1
GF00005001	DBVPG3857_009392-T1	DBVPG3775_001407-T1
GF00005002	DBVPG3857_010074-T1	DBVPG3775_001408-T1
GF00005003	DBVPG3857_010076-T1	DBVPG3775_001410-T1
GF00005004	DBVPG3857_009396-T1	DBVPG3775_001411-T1
GF00005005	DBVPG3857_009398-T1	DBVPG3775_001413-T1
GF00005006	DBVPG3857_009400-T1	DBVPG3775_001415-T1
GF00005007	DBVPG3857_010083-T1	DBVPG3775_001417-T1
GF00005008	DBVPG3857_009403-T1	DBVPG3775_001418-T1
GF00005009	DBVPG3857_010087-T1	DBVPG3775_001421-T1
GF00005010	DBVPG3857_009407-T1	DBVPG3775_001422-T1
GF00005011	DBVPG3857_009408-T1	DBVPG3775_001423-T1
GF00005012	DBVPG3857_010090-T1	DBVPG3775_001424-T1
GF00005013	DBVPG3857_009414-T1	DBVPG3775_001428-T1
GF00005014	DBVPG3857_009415-T1	DBVPG3775_001429-T1
GF00005015	DBVPG3857_010096-T1	DBVPG3775_001430-T1
GF00005016	DBVPG3857_010097-T1	DBVPG3775_001431-T1
GF00005017	DBVPG3857_010098-T1	DBVPG3775_001432-T1
GF00005018	DBVPG3857_009420-T1	DBVPG3775_001435-T1
GF00005019	DBVPG3857_011984-T1	DBVPG3775_005366-T1
GF00005020	DBVPG3857_009466-T1	DBVPG3775_005365-T1
GF00005021	DBVPG3857_009467-T1	DBVPG3775_005364-T1
GF00005022	DBVPG3857_009468-T1	DBVPG3775_005363-T1
GF00005023	DBVPG3857_012454-T1	DBVPG3775_005361-T1
GF00005024	DBVPG3857_009471-T1	DBVPG3775_005360-T1
GF00005025	DBVPG3857_012450-T1	DBVPG3775_005357-T1
GF00005026	DBVPG3857_009475-T1	DBVPG3775_005356-T1
GF00005027	DBVPG3857_012446-T1	DBVPG3775_006505-T1
GF00005028	DBVPG3857_009478-T1	DBVPG3775_006504-T1
GF00005029	DBVPG3857_009805-T1	DBVPG3775_006498-T1
