	Rhodotorula_mucilaginosa_TFCN_25-331D-1.cds.fa
GF00004103	TFCN25331D1_006241-T1, TFCN25331D1_013670-T1
GF00004104	TFCN25331D1_005610-T1, TFCN25331D1_007794-T1
GF00004105	TFCN25331D1_013767-T1, TFCN25331D1_006851-T1
GF00004106	TFCN25331D1_000751-T1, TFCN25331D1_012207-T1
GF00004107	TFCN25331D1_010920-T1, TFCN25331D1_012330-T1
GF00004108	TFCN25331D1_004590-T1, TFCN25331D1_004351-T1
GF00004109	TFCN25331D1_013575-T1, TFCN25331D1_013580-T1
GF00004110	TFCN25331D1_006555-T1, TFCN25331D1_012065-T1
GF00004111	TFCN25331D1_005688-T1, TFCN25331D1_012790-T1
GF00004112	TFCN25331D1_007875-T1, TFCN25331D1_000948-T1
GF00004113	TFCN25331D1_011945-T1, TFCN25331D1_007947-T1
GF00004114	TFCN25331D1_000793-T1, TFCN25331D1_013281-T1
GF00004115	TFCN25331D1_009464-T1, TFCN25331D1_008941-T1
GF00004116	TFCN25331D1_005202-T1, TFCN25331D1_007892-T1
GF00004117	TFCN25331D1_012967-T1, TFCN25331D1_005737-T1
GF00004118	TFCN25331D1_010089-T1, TFCN25331D1_002385-T1
GF00004119	TFCN25331D1_006824-T1, TFCN25331D1_012143-T1
GF00004120	TFCN25331D1_010107-T1, TFCN25331D1_002405-T1
GF00004121	TFCN25331D1_000928-T1, TFCN25331D1_007852-T1
GF00004122	TFCN25331D1_003356-T1, TFCN25331D1_009597-T1
GF00004123	TFCN25331D1_010253-T1, TFCN25331D1_002555-T1
GF00004124	TFCN25331D1_004286-T1, TFCN25331D1_004650-T1
GF00004125	TFCN25331D1_002165-T1, TFCN25331D1_001953-T1
GF00004126	TFCN25331D1_006460-T1, TFCN25331D1_010990-T1
GF00004127	TFCN25331D1_009730-T1, TFCN25331D1_011699-T1
GF00004128	TFCN25331D1_002703-T1, TFCN25331D1_000068-T1
GF00004129	TFCN25331D1_001943-T1, TFCN25331D1_002155-T1
GF00004130	TFCN25331D1_006804-T1, TFCN25331D1_009796-T1
GF00004131	TFCN25331D1_007108-T1, TFCN25331D1_002321-T1
GF00004132	TFCN25331D1_000965-T1, TFCN25331D1_004747-T1
GF00004133	TFCN25331D1_009557-T1, TFCN25331D1_010140-T1
GF00004134	TFCN25331D1_012420-T1, TFCN25331D1_006864-T1
GF00004135	TFCN25331D1_011246-T1, TFCN25331D1_008481-T1
GF00004136	TFCN25331D1_006528-T1, TFCN25331D1_011744-T1
GF00004137	TFCN25331D1_007835-T1, TFCN25331D1_000914-T1
GF00004138	TFCN25331D1_005589-T1, TFCN25331D1_007218-T1
GF00004139	TFCN25331D1_005205-T1, TFCN25331D1_007895-T1
GF00004140	TFCN25331D1_006997-T1, TFCN25331D1_000027-T1
GF00004141	TFCN25331D1_002059-T1, TFCN25331D1_001842-T1
GF00004142	TFCN25331D1_002927-T1, TFCN25331D1_002928-T1
GF00004143	TFCN25331D1_012103-T1, TFCN25331D1_002451-T1
GF00004144	TFCN25331D1_008380-T1, TFCN25331D1_011845-T1
GF00004145	TFCN25331D1_009288-T1, TFCN25331D1_002467-T1
GF00004146	TFCN25331D1_009710-T1, TFCN25331D1_011681-T1
GF00004147	TFCN25331D1_009157-T1, TFCN25331D1_006062-T1
GF00004148	TFCN25331D1_007964-T1, TFCN25331D1_005947-T1
GF00004149	TFCN25331D1_013582-T1, TFCN25331D1_013573-T1
GF00004150	TFCN25331D1_012312-T1, TFCN25331D1_010939-T1
GF00004151	TFCN25331D1_000113-T1, TFCN25331D1_002748-T1
GF00004152	TFCN25331D1_001575-T1, TFCN25331D1_006195-T1
GF00004153	TFCN25331D1_010336-T1, TFCN25331D1_005633-T1
GF00004154	TFCN25331D1_006856-T1, TFCN25331D1_012431-T1
GF00004155	TFCN25331D1_009026-T1, TFCN25331D1_008314-T1
GF00004156	TFCN25331D1_003170-T1, TFCN25331D1_010916-T1
GF00004157	TFCN25331D1_007268-T1, TFCN25331D1_003263-T1
GF00004158	TFCN25331D1_007478-T1, TFCN25331D1_008268-T1
GF00004159	TFCN25331D1_006759-T1, TFCN25331D1_000697-T1
GF00004160	TFCN25331D1_001954-T1, TFCN25331D1_002166-T1
GF00004161	TFCN25331D1_011251-T1, TFCN25331D1_008486-T1
GF00004162	TFCN25331D1_001896-T1, TFCN25331D1_002112-T1
GF00004163	TFCN25331D1_006568-T1, TFCN25331D1_012040-T1
GF00004164	TFCN25331D1_008024-T1, TFCN25331D1_005995-T1
GF00004165	TFCN25331D1_010050-T1, TFCN25331D1_008927-T1
GF00004166	TFCN25331D1_006593-T1, TFCN25331D1_004501-T1
GF00004167	TFCN25331D1_011149-T1, TFCN25331D1_004000-T1
GF00004168	TFCN25331D1_010396-T1, TFCN25331D1_006136-T1
GF00004169	TFCN25331D1_000920-T1, TFCN25331D1_007841-T1
GF00004170	TFCN25331D1_000510-T1, TFCN25331D1_007691-T1
GF00004171	TFCN25331D1_011144-T1, TFCN25331D1_003995-T1
GF00004172	TFCN25331D1_000467-T1, TFCN25331D1_008054-T1
GF00004173	TFCN25331D1_012418-T1, TFCN25331D1_006866-T1
GF00004174	TFCN25331D1_009250-T1, TFCN25331D1_002503-T1
GF00004175	TFCN25331D1_007552-T1, TFCN25331D1_003938-T1
GF00004176	TFCN25331D1_000383-T1, TFCN25331D1_004106-T1
GF00004177	TFCN25331D1_011063-T1, TFCN25331D1_007503-T1
GF00004178	TFCN25331D1_013124-T1, TFCN25331D1_010056-T1
GF00004179	TFCN25331D1_009772-T1, TFCN25331D1_012957-T1
GF00004180	TFCN25331D1_013063-T1, TFCN25331D1_008258-T1
GF00004181	TFCN25331D1_000750-T1, TFCN25331D1_012208-T1
GF00004182	TFCN25331D1_005631-T1, TFCN25331D1_010334-T1
GF00004183	TFCN25331D1_007231-T1, TFCN25331D1_005602-T1
GF00004184	TFCN25331D1_012368-T1, TFCN25331D1_005810-T1
GF00004185	TFCN25331D1_008414-T1, TFCN25331D1_009182-T1
GF00004186	TFCN25331D1_007779-T1, TFCN25331D1_010534-T1
GF00004187	TFCN25331D1_013686-T1, TFCN25331D1_013698-T1
GF00004188	TFCN25331D1_007157-T1, TFCN25331D1_005526-T1
GF00004189	TFCN25331D1_004181-T1, TFCN25331D1_000309-T1
GF00004190	TFCN25331D1_006040-T1, TFCN25331D1_011496-T1
GF00004191	TFCN25331D1_003050-T1, TFCN25331D1_004394-T1
GF00004192	TFCN25331D1_011713-T1, TFCN25331D1_006494-T1
GF00004193	TFCN25331D1_007030-T1, TFCN25331D1_000058-T1
GF00004194	TFCN25331D1_010902-T1, TFCN25331D1_003155-T1
GF00004195	TFCN25331D1_008355-T1, TFCN25331D1_007620-T1
GF00004196	TFCN25331D1_008872-T1, TFCN25331D1_011911-T1
GF00004197	TFCN25331D1_009512-T1, TFCN25331D1_003324-T1
GF00004198	TFCN25331D1_003754-T1, TFCN25331D1_006378-T1
GF00004199	TFCN25331D1_001105-T1, TFCN25331D1_001536-T1
GF00004200	TFCN25331D1_000257-T1, TFCN25331D1_008206-T1
GF00004201	TFCN25331D1_002759-T1, TFCN25331D1_000122-T1
GF00004202	TFCN25331D1_000093-T1, TFCN25331D1_002728-T1
GF00004203	TFCN25331D1_008664-T1, TFCN25331D1_009069-T1
GF00004204	TFCN25331D1_004698-T1, TFCN25331D1_004238-T1
GF00004205	TFCN25331D1_012723-T1, TFCN25331D1_006880-T1
GF00004206	TFCN25331D1_004957-T1, TFCN25331D1_001692-T1
GF00004207	TFCN25331D1_006059-T1, TFCN25331D1_009160-T1
GF00004208	TFCN25331D1_010512-T1, TFCN25331D1_010362-T1
GF00004209	TFCN25331D1_008462-T1, TFCN25331D1_013143-T1
GF00004210	TFCN25331D1_012612-T1, TFCN25331D1_006905-T1
GF00004211	TFCN25331D1_000263-T1, TFCN25331D1_008212-T1
GF00004212	TFCN25331D1_006331-T1, TFCN25331D1_003704-T1
GF00004213	TFCN25331D1_000909-T1, TFCN25331D1_007830-T1
GF00004214	TFCN25331D1_012727-T1, TFCN25331D1_006885-T1
GF00004215	TFCN25331D1_002065-T1, TFCN25331D1_001848-T1
GF00004216	TFCN25331D1_009640-T1, TFCN25331D1_003400-T1
GF00004217	TFCN25331D1_003698-T1, TFCN25331D1_006325-T1
GF00004218	TFCN25331D1_008350-T1, TFCN25331D1_007611-T1
GF00004219	TFCN25331D1_008349-T1, TFCN25331D1_007610-T1
GF00004220	TFCN25331D1_013129-T1, TFCN25331D1_010051-T1
GF00004221	TFCN25331D1_005552-T1, TFCN25331D1_007183-T1
GF00004222	TFCN25331D1_000410-T1, TFCN25331D1_004076-T1
GF00004223	TFCN25331D1_012555-T1, TFCN25331D1_008770-T1
GF00004224	TFCN25331D1_002364-T1, TFCN25331D1_007149-T1
GF00004225	TFCN25331D1_011028-T1, TFCN25331D1_007534-T1
GF00004226	TFCN25331D1_005040-T1, TFCN25331D1_010701-T1
GF00004227	TFCN25331D1_005977-T1, TFCN25331D1_011478-T1
GF00004228	TFCN25331D1_007312-T1, TFCN25331D1_003309-T1
GF00004229	TFCN25331D1_000855-T1, TFCN25331D1_005719-T1
GF00004230	TFCN25331D1_006021-T1, TFCN25331D1_007998-T1
GF00004231	TFCN25331D1_007999-T1, TFCN25331D1_006020-T1
GF00004232	TFCN25331D1_013087-T1, TFCN25331D1_005413-T1
GF00004233	TFCN25331D1_007305-T1, TFCN25331D1_003300-T1
GF00004234	TFCN25331D1_006154-T1, TFCN25331D1_010415-T1
GF00004235	TFCN25331D1_013734-T1, TFCN25331D1_013475-T1
GF00004236	TFCN25331D1_004285-T1, TFCN25331D1_004651-T1
GF00004237	TFCN25331D1_002499-T1, TFCN25331D1_009254-T1
GF00004238	TFCN25331D1_007412-T1, TFCN25331D1_012630-T1
GF00004239	TFCN25331D1_002092-T1, TFCN25331D1_001874-T1
GF00004240	TFCN25331D1_009486-T1, TFCN25331D1_012535-T1
GF00004241	TFCN25331D1_000763-T1, TFCN25331D1_012199-T1
GF00004242	TFCN25331D1_000695-T1, TFCN25331D1_000693-T1
GF00004243	TFCN25331D1_013296-T1, TFCN25331D1_012896-T1
GF00004244	TFCN25331D1_012163-T1, TFCN25331D1_006846-T1
GF00004245	TFCN25331D1_000327-T1, TFCN25331D1_004161-T1
GF00004246	TFCN25331D1_003407-T1, TFCN25331D1_009647-T1
GF00004247	TFCN25331D1_001797-T1, TFCN25331D1_002015-T1
GF00004248	TFCN25331D1_006912-T1, TFCN25331D1_012605-T1
GF00004249	TFCN25331D1_005079-T1, TFCN25331D1_008749-T1
GF00004250	TFCN25331D1_012066-T1, TFCN25331D1_006553-T1
GF00004251	TFCN25331D1_007266-T1, TFCN25331D1_003261-T1
GF00004252	TFCN25331D1_012177-T1, TFCN25331D1_007652-T1
GF00004253	TFCN25331D1_005971-T1, TFCN25331D1_011484-T1
GF00004254	TFCN25331D1_007951-T1, TFCN25331D1_011949-T1
GF00004255	TFCN25331D1_001647-T1, TFCN25331D1_005005-T1
GF00004256	TFCN25331D1_006261-T1, TFCN25331D1_009223-T1
GF00004257	TFCN25331D1_007942-T1, TFCN25331D1_005253-T1
GF00004258	TFCN25331D1_010945-T1, TFCN25331D1_013611-T1
GF00004259	TFCN25331D1_003990-T1, TFCN25331D1_011139-T1
GF00004260	TFCN25331D1_013481-T1, TFCN25331D1_009366-T1
GF00004261	TFCN25331D1_011730-T1, TFCN25331D1_006513-T1
GF00004262	TFCN25331D1_008366-T1, TFCN25331D1_007633-T1
GF00004263	TFCN25331D1_000025-T1, TFCN25331D1_006995-T1
GF00004264	TFCN25331D1_011639-T1, TFCN25331D1_011753-T1
GF00004265	TFCN25331D1_003928-T1, TFCN25331D1_007545-T1
GF00004266	TFCN25331D1_010123-T1, TFCN25331D1_002418-T1
GF00004267	TFCN25331D1_005828-T1, TFCN25331D1_012350-T1
GF00004268	TFCN25331D1_008341-T1, TFCN25331D1_007599-T1
GF00004269	TFCN25331D1_006298-T1, TFCN25331D1_003671-T1
GF00004270	TFCN25331D1_007010-T1, TFCN25331D1_000038-T1
GF00004271	TFCN25331D1_010103-T1, TFCN25331D1_002401-T1
GF00004272	TFCN25331D1_008203-T1, TFCN25331D1_000254-T1
GF00004273	TFCN25331D1_001993-T1, TFCN25331D1_001779-T1
GF00004274	TFCN25331D1_001760-T1, TFCN25331D1_004893-T1
GF00004275	TFCN25331D1_003669-T1, TFCN25331D1_006296-T1
GF00004276	TFCN25331D1_000872-T1, TFCN25331D1_013237-T1
GF00004277	TFCN25331D1_005883-T1, TFCN25331D1_002627-T1
GF00004278	TFCN25331D1_000321-T1, TFCN25331D1_004167-T1
GF00004279	TFCN25331D1_009017-T1, TFCN25331D1_011879-T1
GF00004280	TFCN25331D1_003363-T1, TFCN25331D1_009604-T1
GF00004281	TFCN25331D1_000813-T1, TFCN25331D1_010644-T1
GF00004282	TFCN25331D1_000749-T1, TFCN25331D1_012210-T1
GF00004283	TFCN25331D1_000743-T1, TFCN25331D1_012214-T1
GF00004284	TFCN25331D1_010326-T1, TFCN25331D1_011848-T1
GF00004285	TFCN25331D1_003501-T1, TFCN25331D1_009861-T1
GF00004286	TFCN25331D1_011273-T1, TFCN25331D1_002190-T1
GF00004287	TFCN25331D1_006786-T1, TFCN25331D1_000725-T1
GF00004288	TFCN25331D1_002174-T1, TFCN25331D1_001963-T1
GF00004289	TFCN25331D1_001392-T1, TFCN25331D1_001261-T1
GF00004290	TFCN25331D1_008621-T1, TFCN25331D1_005783-T1
GF00004291	TFCN25331D1_008284-T1, TFCN25331D1_012775-T1
GF00004292	TFCN25331D1_006397-T1, TFCN25331D1_006396-T1
GF00004293	TFCN25331D1_003228-T1, TFCN25331D1_010553-T1
GF00004294	TFCN25331D1_005961-T1, TFCN25331D1_007978-T1
GF00004295	TFCN25331D1_002160-T1, TFCN25331D1_001948-T1
GF00004296	TFCN25331D1_004600-T1, TFCN25331D1_004341-T1
GF00004297	TFCN25331D1_012856-T1, TFCN25331D1_011381-T1
GF00004298	TFCN25331D1_012111-T1, TFCN25331D1_000549-T1
GF00004299	TFCN25331D1_008467-T1, TFCN25331D1_013699-T1
GF00004300	TFCN25331D1_009237-T1, TFCN25331D1_006247-T1
GF00004301	TFCN25331D1_007632-T1, TFCN25331D1_008365-T1
GF00004302	TFCN25331D1_012032-T1, TFCN25331D1_012451-T1
GF00004303	TFCN25331D1_005619-T1, TFCN25331D1_010321-T1
GF00004304	TFCN25331D1_010506-T1, TFCN25331D1_010368-T1
GF00004305	TFCN25331D1_013656-T1, TFCN25331D1_009783-T1
GF00004306	TFCN25331D1_003712-T1, TFCN25331D1_006339-T1
GF00004307	TFCN25331D1_000250-T1, TFCN25331D1_008198-T1
GF00004308	TFCN25331D1_005387-T1, TFCN25331D1_012993-T1
GF00004309	TFCN25331D1_002654-T1, TFCN25331D1_005856-T1
GF00004310	TFCN25331D1_006395-T1, TFCN25331D1_010750-T1
GF00004311	TFCN25331D1_003161-T1, TFCN25331D1_010908-T1
GF00004312	TFCN25331D1_002701-T1, TFCN25331D1_000066-T1
GF00004313	TFCN25331D1_000609-T1, TFCN25331D1_011830-T1
GF00004314	TFCN25331D1_013311-T1, TFCN25331D1_003459-T1
GF00004315	TFCN25331D1_007828-T1, TFCN25331D1_000907-T1
GF00004316	TFCN25331D1_010029-T1, TFCN25331D1_008914-T1
GF00004317	TFCN25331D1_003058-T1, TFCN25331D1_004400-T1
GF00004318	TFCN25331D1_009935-T1, TFCN25331D1_004039-T1
GF00004319	TFCN25331D1_002755-T1, TFCN25331D1_002757-T1
GF00004320	TFCN25331D1_003150-T1, TFCN25331D1_010897-T1
GF00004321	TFCN25331D1_006893-T1, TFCN25331D1_012736-T1
GF00004322	TFCN25331D1_008215-T1, TFCN25331D1_000265-T1
GF00004323	TFCN25331D1_007163-T1, TFCN25331D1_005532-T1
GF00004324	TFCN25331D1_013448-T1, TFCN25331D1_013496-T1
GF00004325	TFCN25331D1_002329-T1, TFCN25331D1_007117-T1
GF00004326	TFCN25331D1_000665-T1, TFCN25331D1_006732-T1
GF00004327	TFCN25331D1_007938-T1, TFCN25331D1_005249-T1
GF00004328	TFCN25331D1_006658-T1, TFCN25331D1_004569-T1
GF00004329	TFCN25331D1_001041-T1, TFCN25331D1_004826-T1
GF00004330	TFCN25331D1_008312-T1, TFCN25331D1_009028-T1
GF00004331	TFCN25331D1_001285-T1, TFCN25331D1_001371-T1
GF00004332	TFCN25331D1_005561-T1, TFCN25331D1_007192-T1
GF00004333	TFCN25331D1_006545-T1, TFCN25331D1_013797-T1
GF00004334	TFCN25331D1_005590-T1, TFCN25331D1_007219-T1
GF00004335	TFCN25331D1_012833-T1, TFCN25331D1_011651-T1
GF00004336	TFCN25331D1_010272-T1, TFCN25331D1_002537-T1
GF00004337	TFCN25331D1_007026-T1, TFCN25331D1_000054-T1
GF00004338	TFCN25331D1_001775-T1, TFCN25331D1_004877-T1
GF00004339	TFCN25331D1_005033-T1, TFCN25331D1_010695-T1
GF00004340	TFCN25331D1_010042-T1, TFCN25331D1_008921-T1
GF00004341	TFCN25331D1_001769-T1, TFCN25331D1_004883-T1
GF00004342	TFCN25331D1_004575-T1, TFCN25331D1_006664-T1
GF00004343	TFCN25331D1_002240-T1, TFCN25331D1_009877-T1
GF00004344	TFCN25331D1_007374-T1, TFCN25331D1_009706-T1
GF00004345	TFCN25331D1_005119-T1, TFCN25331D1_008712-T1
GF00004346	TFCN25331D1_011998-T1, TFCN25331D1_001086-T1
GF00004347	TFCN25331D1_008327-T1, TFCN25331D1_007582-T1
GF00004348	TFCN25331D1_004487-T1, TFCN25331D1_005506-T1
GF00004349	TFCN25331D1_013206-T1, TFCN25331D1_005437-T1
GF00004350	TFCN25331D1_012287-T1, TFCN25331D1_003608-T1
GF00004351	TFCN25331D1_013337-T1, TFCN25331D1_013380-T1
GF00004352	TFCN25331D1_005113-T1, TFCN25331D1_008718-T1
GF00004353	TFCN25331D1_002715-T1, TFCN25331D1_000080-T1
GF00004354	TFCN25331D1_013091-T1, TFCN25331D1_005410-T1
GF00004355	TFCN25331D1_003437-T1, TFCN25331D1_010447-T1
GF00004356	TFCN25331D1_004483-T1, TFCN25331D1_005508-T1
GF00004357	TFCN25331D1_009087-T1, TFCN25331D1_008643-T1
GF00004358	TFCN25331D1_012051-T1, TFCN25331D1_006580-T1
GF00004359	TFCN25331D1_005858-T1, TFCN25331D1_002652-T1
GF00004360	TFCN25331D1_011265-T1, TFCN25331D1_008503-T1
GF00004361	TFCN25331D1_009057-T1, TFCN25331D1_008676-T1
GF00004362	TFCN25331D1_012798-T1, TFCN25331D1_005697-T1
GF00004363	TFCN25331D1_003042-T1, TFCN25331D1_004386-T1
GF00004364	TFCN25331D1_007255-T1, TFCN25331D1_003249-T1
GF00004365	TFCN25331D1_007002-T1, TFCN25331D1_000031-T1
GF00004366	TFCN25331D1_012562-T1, TFCN25331D1_008763-T1
GF00004367	TFCN25331D1_004288-T1, TFCN25331D1_004648-T1
GF00004368	TFCN25331D1_012876-T1, TFCN25331D1_001618-T1
GF00004369	TFCN25331D1_000641-T1, TFCN25331D1_006709-T1
GF00004370	TFCN25331D1_002261-T1, TFCN25331D1_009910-T1
GF00004371	TFCN25331D1_007731-T1, TFCN25331D1_005674-T1
GF00004372	TFCN25331D1_005681-T1, TFCN25331D1_007724-T1
GF00004373	TFCN25331D1_009668-T1, TFCN25331D1_013473-T1
GF00004374	TFCN25331D1_002714-T1, TFCN25331D1_000079-T1
GF00004375	TFCN25331D1_000245-T1, TFCN25331D1_008193-T1
GF00004376	TFCN25331D1_000688-T1, TFCN25331D1_006754-T1
GF00004377	TFCN25331D1_008852-T1, TFCN25331D1_011929-T1
GF00004378	TFCN25331D1_012248-T1, TFCN25331D1_009532-T1
GF00004379	TFCN25331D1_003954-T1, TFCN25331D1_007565-T1
GF00004380	TFCN25331D1_013600-T1, TFCN25331D1_013293-T1
GF00004381	TFCN25331D1_001657-T1, TFCN25331D1_004995-T1
GF00004382	TFCN25331D1_002327-T1, TFCN25331D1_007115-T1
GF00004383	TFCN25331D1_010964-T1, TFCN25331D1_006487-T1
GF00004384	TFCN25331D1_013192-T1, TFCN25331D1_011952-T1
GF00004385	TFCN25331D1_007683-T1, TFCN25331D1_000501-T1
GF00004386	TFCN25331D1_000196-T1, TFCN25331D1_002832-T1
GF00004387	TFCN25331D1_008461-T1, TFCN25331D1_013142-T1
GF00004388	TFCN25331D1_004150-T1, TFCN25331D1_000338-T1
GF00004389	TFCN25331D1_008029-T1, TFCN25331D1_000489-T1
GF00004390	TFCN25331D1_008006-T1, TFCN25331D1_006014-T1
GF00004391	TFCN25331D1_003998-T1, TFCN25331D1_011147-T1
GF00004392	TFCN25331D1_001928-T1, TFCN25331D1_002142-T1
GF00004393	TFCN25331D1_013079-T1, TFCN25331D1_005420-T1
GF00004394	TFCN25331D1_012703-T1, TFCN25331D1_009395-T1
GF00004395	TFCN25331D1_001032-T1, TFCN25331D1_004817-T1
GF00004396	TFCN25331D1_001343-T1, TFCN25331D1_001311-T1
GF00004397	TFCN25331D1_008548-T1, TFCN25331D1_013623-T1
GF00004398	TFCN25331D1_010338-T1, TFCN25331D1_005634-T1
GF00004399	TFCN25331D1_013183-T1, TFCN25331D1_011961-T1
GF00004400	TFCN25331D1_009263-T1, TFCN25331D1_002491-T1
GF00004401	TFCN25331D1_009409-T1, TFCN25331D1_013250-T1
GF00004402	TFCN25331D1_003570-T1, TFCN25331D1_011179-T1
GF00004403	TFCN25331D1_011971-T1, TFCN25331D1_003789-T1
GF00004404	TFCN25331D1_006652-T1, TFCN25331D1_004561-T1
GF00004405	TFCN25331D1_010910-T1, TFCN25331D1_003163-T1
GF00004406	TFCN25331D1_005146-T1, TFCN25331D1_013724-T1
GF00004407	TFCN25331D1_013203-T1, TFCN25331D1_005434-T1
GF00004408	TFCN25331D1_008948-T1, TFCN25331D1_009457-T1
GF00004409	TFCN25331D1_009654-T1, TFCN25331D1_003414-T1
GF00004410	TFCN25331D1_013691-T1, TFCN25331D1_009358-T1
GF00004411	TFCN25331D1_005431-T1, TFCN25331D1_013199-T1
GF00004412	TFCN25331D1_010962-T1, TFCN25331D1_006489-T1
GF00004413	TFCN25331D1_008544-T1, TFCN25331D1_013627-T1
GF00004414	TFCN25331D1_012204-T1, TFCN25331D1_000754-T1
GF00004415	TFCN25331D1_007687-T1, TFCN25331D1_000505-T1
GF00004416	TFCN25331D1_008767-T1, TFCN25331D1_012558-T1
GF00004417	TFCN25331D1_000085-T1, TFCN25331D1_002720-T1
GF00004418	TFCN25331D1_011804-T1, TFCN25331D1_009303-T1
GF00004419	TFCN25331D1_004340-T1, TFCN25331D1_004601-T1
GF00004420	TFCN25331D1_011525-T1, TFCN25331D1_011021-T1
GF00004421	TFCN25331D1_006844-T1, TFCN25331D1_012161-T1
GF00004422	TFCN25331D1_012817-T1, TFCN25331D1_011666-T1
GF00004423	TFCN25331D1_000548-T1, TFCN25331D1_012110-T1
GF00004424	TFCN25331D1_013714-T1, TFCN25331D1_013665-T1
GF00004425	TFCN25331D1_009106-T1, TFCN25331D1_006103-T1
GF00004426	TFCN25331D1_005966-T1, TFCN25331D1_007985-T1
GF00004427	TFCN25331D1_008563-T1, TFCN25331D1_012668-T1
GF00004428	TFCN25331D1_011939-T1, TFCN25331D1_008842-T1
GF00004429	TFCN25331D1_011044-T1, TFCN25331D1_007522-T1
GF00004430	TFCN25331D1_004397-T1, TFCN25331D1_003055-T1
GF00004431	TFCN25331D1_008962-T1, TFCN25331D1_009443-T1
GF00004432	TFCN25331D1_000145-T1, TFCN25331D1_002782-T1
GF00004433	TFCN25331D1_002116-T1, TFCN25331D1_001900-T1
GF00004434	TFCN25331D1_007856-T1, TFCN25331D1_000932-T1
GF00004435	TFCN25331D1_000447-T1, TFCN25331D1_008075-T1
GF00004436	TFCN25331D1_007571-T1, TFCN25331D1_003959-T1
GF00004437	TFCN25331D1_011317-T1, TFCN25331D1_013619-T1
GF00004438	TFCN25331D1_011652-T1, TFCN25331D1_012832-T1
GF00004439	TFCN25331D1_008254-T1, TFCN25331D1_013067-T1
GF00004440	TFCN25331D1_002831-T1, TFCN25331D1_000195-T1
GF00004441	TFCN25331D1_011579-T1, TFCN25331D1_010223-T1
GF00004442	TFCN25331D1_000644-T1, TFCN25331D1_006712-T1
GF00004443	TFCN25331D1_005028-T1, TFCN25331D1_010685-T1
GF00004444	TFCN25331D1_006403-T1, TFCN25331D1_010744-T1
GF00004445	TFCN25331D1_008373-T1, TFCN25331D1_011838-T1
GF00004446	TFCN25331D1_000385-T1, TFCN25331D1_004104-T1
GF00004447	TFCN25331D1_000380-T1, TFCN25331D1_004109-T1
GF00004448	TFCN25331D1_009129-T1, TFCN25331D1_006087-T1
GF00004449	TFCN25331D1_007769-T1, TFCN25331D1_010526-T1
GF00004450	TFCN25331D1_009903-T1, TFCN25331D1_002270-T1
GF00004451	TFCN25331D1_011213-T1, TFCN25331D1_009354-T1
GF00004452	TFCN25331D1_002377-T1, TFCN25331D1_010081-T1
GF00004453	TFCN25331D1_008520-T1, TFCN25331D1_011370-T1
GF00004454	TFCN25331D1_011184-T1, TFCN25331D1_003575-T1
GF00004455	TFCN25331D1_013027-T1, TFCN25331D1_010618-T1
GF00004456	TFCN25331D1_012192-T1, TFCN25331D1_009540-T1
GF00004457	TFCN25331D1_009451-T1, TFCN25331D1_008954-T1
GF00004458	TFCN25331D1_013305-T1, TFCN25331D1_003467-T1
GF00004459	TFCN25331D1_000635-T1, TFCN25331D1_006703-T1
GF00004460	TFCN25331D1_000391-T1, TFCN25331D1_004096-T1
GF00004461	TFCN25331D1_009278-T1, TFCN25331D1_002476-T1
GF00004462	TFCN25331D1_005114-T1, TFCN25331D1_008717-T1
GF00004463	TFCN25331D1_010184-T1, TFCN25331D1_013113-T1
GF00004464	TFCN25331D1_004868-T1, TFCN25331D1_001068-T1
GF00004465	TFCN25331D1_010682-T1, TFCN25331D1_005025-T1
GF00004466	TFCN25331D1_006711-T1, TFCN25331D1_000643-T1
GF00004467	TFCN25331D1_004633-T1, TFCN25331D1_004304-T1
GF00004468	TFCN25331D1_005830-T1, TFCN25331D1_002679-T1
GF00004469	TFCN25331D1_011917-T1, TFCN25331D1_008865-T1
GF00004470	TFCN25331D1_006046-T1, TFCN25331D1_011502-T1
GF00004471	TFCN25331D1_013307-T1, TFCN25331D1_003465-T1
GF00004472	TFCN25331D1_000064-T1, TFCN25331D1_002699-T1
GF00004473	TFCN25331D1_003518-T1, TFCN25331D1_009845-T1
GF00004474	TFCN25331D1_002607-T1, TFCN25331D1_005904-T1
GF00004475	TFCN25331D1_011937-T1, TFCN25331D1_008844-T1
GF00004476	TFCN25331D1_007397-T1, TFCN25331D1_009685-T1
GF00004477	TFCN25331D1_005905-T1, TFCN25331D1_002606-T1
GF00004478	TFCN25331D1_006633-T1, TFCN25331D1_004538-T1
GF00004479	TFCN25331D1_007406-T1, TFCN25331D1_012636-T1
GF00004480	TFCN25331D1_004488-T1, TFCN25331D1_005505-T1
GF00004481	TFCN25331D1_007663-T1, TFCN25331D1_013343-T1
GF00004482	TFCN25331D1_012400-T1, TFCN25331D1_002526-T1
GF00004483	TFCN25331D1_000522-T1, TFCN25331D1_007704-T1
GF00004484	TFCN25331D1_004209-T1, TFCN25331D1_004727-T1
GF00004485	TFCN25331D1_007736-T1, TFCN25331D1_005669-T1
GF00004486	TFCN25331D1_013147-T1, TFCN25331D1_008466-T1
GF00004487	TFCN25331D1_004065-T1, TFCN25331D1_000420-T1
GF00004488	TFCN25331D1_007702-T1, TFCN25331D1_000520-T1
GF00004489	TFCN25331D1_002028-T1, TFCN25331D1_001811-T1
