	Rhodotorula_mucilaginosa_F8_5S_5P.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa	Sum	PhylogenyCoverage	CopyType
GF00004610	1	1	2	1.0	single-copy
GF00004611	1	1	2	1.0	single-copy
GF00004612	1	1	2	1.0	single-copy
GF00004613	1	1	2	1.0	single-copy
GF00004614	1	1	2	1.0	single-copy
GF00004615	1	1	2	1.0	single-copy
GF00004616	1	1	2	1.0	single-copy
GF00004617	1	1	2	1.0	single-copy
GF00004618	1	1	2	1.0	single-copy
GF00004619	1	1	2	1.0	single-copy
GF00004620	1	1	2	1.0	single-copy
GF00004621	1	1	2	1.0	single-copy
GF00004622	1	1	2	1.0	single-copy
GF00004623	1	1	2	1.0	single-copy
GF00004624	1	1	2	1.0	single-copy
GF00004625	1	1	2	1.0	single-copy
GF00004626	1	1	2	1.0	single-copy
GF00004627	1	1	2	1.0	single-copy
GF00004628	1	1	2	1.0	single-copy
GF00004629	1	1	2	1.0	single-copy
GF00004630	1	1	2	1.0	single-copy
GF00004631	1	1	2	1.0	single-copy
GF00004632	1	1	2	1.0	single-copy
GF00004633	1	1	2	1.0	single-copy
GF00004634	1	1	2	1.0	single-copy
GF00004635	1	1	2	1.0	single-copy
GF00004636	1	1	2	1.0	single-copy
GF00004637	1	1	2	1.0	single-copy
GF00004638	1	1	2	1.0	single-copy
GF00004639	1	1	2	1.0	single-copy
GF00004640	1	1	2	1.0	single-copy
GF00004641	1	1	2	1.0	single-copy
GF00004642	1	1	2	1.0	single-copy
GF00004643	1	1	2	1.0	single-copy
GF00004644	1	1	2	1.0	single-copy
GF00004645	1	1	2	1.0	single-copy
GF00004646	1	1	2	1.0	single-copy
GF00004647	1	1	2	1.0	single-copy
GF00004648	1	1	2	1.0	single-copy
GF00004649	1	1	2	1.0	single-copy
GF00004650	1	1	2	1.0	single-copy
GF00004651	1	1	2	1.0	single-copy
GF00004652	1	1	2	1.0	single-copy
GF00004653	1	1	2	1.0	single-copy
GF00004654	1	1	2	1.0	single-copy
GF00004655	1	1	2	1.0	single-copy
GF00004656	1	1	2	1.0	single-copy
GF00004657	1	1	2	1.0	single-copy
GF00004658	1	1	2	1.0	single-copy
GF00004659	1	1	2	1.0	single-copy
GF00004660	1	1	2	1.0	single-copy
GF00004661	1	1	2	1.0	single-copy
GF00004662	1	1	2	1.0	single-copy
GF00004663	1	1	2	1.0	single-copy
GF00004664	1	1	2	1.0	single-copy
GF00004665	1	1	2	1.0	single-copy
GF00004666	1	1	2	1.0	single-copy
GF00004667	1	1	2	1.0	single-copy
GF00004668	1	1	2	1.0	single-copy
GF00004669	1	1	2	1.0	single-copy
GF00004670	1	1	2	1.0	single-copy
GF00004671	1	1	2	1.0	single-copy
GF00004672	1	1	2	1.0	single-copy
GF00004673	1	1	2	1.0	single-copy
GF00004674	1	1	2	1.0	single-copy
GF00004675	1	1	2	1.0	single-copy
GF00004676	1	1	2	1.0	single-copy
GF00004677	1	1	2	1.0	single-copy
GF00004678	1	1	2	1.0	single-copy
GF00004679	1	1	2	1.0	single-copy
GF00004680	1	1	2	1.0	single-copy
GF00004681	1	1	2	1.0	single-copy
GF00004682	1	1	2	1.0	single-copy
GF00004683	1	1	2	1.0	single-copy
GF00004684	1	1	2	1.0	single-copy
GF00004685	1	1	2	1.0	single-copy
GF00004686	1	1	2	1.0	single-copy
GF00004687	1	1	2	1.0	single-copy
GF00004688	1	1	2	1.0	single-copy
GF00004689	1	1	2	1.0	single-copy
GF00004690	1	1	2	1.0	single-copy
GF00004691	1	1	2	1.0	single-copy
GF00004692	1	1	2	1.0	single-copy
GF00004693	1	1	2	1.0	single-copy
GF00004694	1	1	2	1.0	single-copy
GF00004695	1	1	2	1.0	single-copy
GF00004696	1	1	2	1.0	single-copy
GF00004697	1	1	2	1.0	single-copy
GF00004698	1	1	2	1.0	single-copy
GF00004699	1	1	2	1.0	single-copy
GF00004700	1	1	2	1.0	single-copy
GF00004701	1	1	2	1.0	single-copy
GF00004702	1	1	2	1.0	single-copy
GF00004703	1	1	2	1.0	single-copy
GF00004704	1	1	2	1.0	single-copy
GF00004705	1	1	2	1.0	single-copy
GF00004706	1	1	2	1.0	single-copy
GF00004707	1	1	2	1.0	single-copy
GF00004708	1	1	2	1.0	single-copy
GF00004709	1	1	2	1.0	single-copy
GF00004710	1	1	2	1.0	single-copy
GF00004711	1	1	2	1.0	single-copy
GF00004712	1	1	2	1.0	single-copy
GF00004713	1	1	2	1.0	single-copy
GF00004714	1	1	2	1.0	single-copy
GF00004715	1	1	2	1.0	single-copy
GF00004716	1	1	2	1.0	single-copy
GF00004717	1	1	2	1.0	single-copy
GF00004718	1	1	2	1.0	single-copy
GF00004719	1	1	2	1.0	single-copy
GF00004720	1	1	2	1.0	single-copy
GF00004721	1	1	2	1.0	single-copy
GF00004722	1	1	2	1.0	single-copy
GF00004723	1	1	2	1.0	single-copy
GF00004724	1	1	2	1.0	single-copy
GF00004725	1	1	2	1.0	single-copy
GF00004726	1	1	2	1.0	single-copy
GF00004727	1	1	2	1.0	single-copy
GF00004728	1	1	2	1.0	single-copy
GF00004729	1	1	2	1.0	single-copy
GF00004730	1	1	2	1.0	single-copy
GF00004731	1	1	2	1.0	single-copy
GF00004732	1	1	2	1.0	single-copy
GF00004733	1	1	2	1.0	single-copy
GF00004734	1	1	2	1.0	single-copy
GF00004735	1	1	2	1.0	single-copy
GF00004736	1	1	2	1.0	single-copy
GF00004737	1	1	2	1.0	single-copy
GF00004738	1	1	2	1.0	single-copy
GF00004739	1	1	2	1.0	single-copy
GF00004740	1	1	2	1.0	single-copy
GF00004741	1	1	2	1.0	single-copy
GF00004742	1	1	2	1.0	single-copy
GF00004743	1	1	2	1.0	single-copy
GF00004744	1	1	2	1.0	single-copy
GF00004745	1	1	2	1.0	single-copy
GF00004746	1	1	2	1.0	single-copy
GF00004747	1	1	2	1.0	single-copy
GF00004748	1	1	2	1.0	single-copy
GF00004749	1	1	2	1.0	single-copy
GF00004750	1	1	2	1.0	single-copy
GF00004751	1	1	2	1.0	single-copy
GF00004752	1	1	2	1.0	single-copy
GF00004753	1	1	2	1.0	single-copy
GF00004754	1	1	2	1.0	single-copy
GF00004755	1	1	2	1.0	single-copy
GF00004756	1	1	2	1.0	single-copy
GF00004757	1	1	2	1.0	single-copy
GF00004758	1	1	2	1.0	single-copy
GF00004759	1	1	2	1.0	single-copy
GF00004760	1	1	2	1.0	single-copy
GF00004761	1	1	2	1.0	single-copy
GF00004762	1	1	2	1.0	single-copy
GF00004763	1	1	2	1.0	single-copy
GF00004764	1	1	2	1.0	single-copy
GF00004765	1	1	2	1.0	single-copy
GF00004766	1	1	2	1.0	single-copy
GF00004767	1	1	2	1.0	single-copy
GF00004768	1	1	2	1.0	single-copy
GF00004769	1	1	2	1.0	single-copy
GF00004770	1	1	2	1.0	single-copy
GF00004771	1	1	2	1.0	single-copy
GF00004772	1	1	2	1.0	single-copy
GF00004773	1	1	2	1.0	single-copy
GF00004774	1	1	2	1.0	single-copy
GF00004775	1	1	2	1.0	single-copy
GF00004776	1	1	2	1.0	single-copy
GF00004777	1	1	2	1.0	single-copy
GF00004778	1	1	2	1.0	single-copy
GF00004779	1	1	2	1.0	single-copy
GF00004780	1	1	2	1.0	single-copy
GF00004781	1	1	2	1.0	single-copy
GF00004782	1	1	2	1.0	single-copy
GF00004783	1	1	2	1.0	single-copy
GF00004784	1	1	2	1.0	single-copy
GF00004785	1	1	2	1.0	single-copy
GF00004786	1	1	2	1.0	single-copy
GF00004787	1	1	2	1.0	single-copy
GF00004788	1	1	2	1.0	single-copy
GF00004789	1	1	2	1.0	single-copy
GF00004790	1	1	2	1.0	single-copy
GF00004791	1	1	2	1.0	single-copy
GF00004792	1	1	2	1.0	single-copy
GF00004793	1	1	2	1.0	single-copy
GF00004794	1	1	2	1.0	single-copy
GF00004795	1	1	2	1.0	single-copy
GF00004796	1	1	2	1.0	single-copy
GF00004797	1	1	2	1.0	single-copy
GF00004798	1	1	2	1.0	single-copy
GF00004799	1	1	2	1.0	single-copy
GF00004800	1	1	2	1.0	single-copy
GF00004801	1	1	2	1.0	single-copy
GF00004802	1	1	2	1.0	single-copy
GF00004803	1	1	2	1.0	single-copy
GF00004804	1	1	2	1.0	single-copy
GF00004805	1	1	2	1.0	single-copy
GF00004806	1	1	2	1.0	single-copy
GF00004807	1	1	2	1.0	single-copy
GF00004808	1	1	2	1.0	single-copy
GF00004809	1	1	2	1.0	single-copy
GF00004810	1	1	2	1.0	single-copy
GF00004811	1	1	2	1.0	single-copy
GF00004812	1	1	2	1.0	single-copy
GF00004813	1	1	2	1.0	single-copy
GF00004814	1	1	2	1.0	single-copy
GF00004815	1	1	2	1.0	single-copy
GF00004816	1	1	2	1.0	single-copy
GF00004817	1	1	2	1.0	single-copy
GF00004818	1	1	2	1.0	single-copy
GF00004819	1	1	2	1.0	single-copy
GF00004820	1	1	2	1.0	single-copy
GF00004821	1	1	2	1.0	single-copy
GF00004822	1	1	2	1.0	single-copy
GF00004823	1	1	2	1.0	single-copy
GF00004824	1	1	2	1.0	single-copy
GF00004825	1	1	2	1.0	single-copy
GF00004826	1	1	2	1.0	single-copy
GF00004827	1	1	2	1.0	single-copy
GF00004828	1	1	2	1.0	single-copy
GF00004829	1	1	2	1.0	single-copy
GF00004830	1	1	2	1.0	single-copy
GF00004831	1	1	2	1.0	single-copy
GF00004832	1	1	2	1.0	single-copy
GF00004833	1	1	2	1.0	single-copy
GF00004834	1	1	2	1.0	single-copy
GF00004835	1	1	2	1.0	single-copy
GF00004836	1	1	2	1.0	single-copy
GF00004837	1	1	2	1.0	single-copy
GF00004838	1	1	2	1.0	single-copy
GF00004839	1	1	2	1.0	single-copy
GF00004840	1	1	2	1.0	single-copy
GF00004841	1	1	2	1.0	single-copy
GF00004842	1	1	2	1.0	single-copy
GF00004843	1	1	2	1.0	single-copy
GF00004844	1	1	2	1.0	single-copy
GF00004845	1	1	2	1.0	single-copy
GF00004846	1	1	2	1.0	single-copy
GF00004847	1	1	2	1.0	single-copy
GF00004848	1	1	2	1.0	single-copy
GF00004849	1	1	2	1.0	single-copy
GF00004850	1	1	2	1.0	single-copy
GF00004851	1	1	2	1.0	single-copy
GF00004852	1	1	2	1.0	single-copy
GF00004853	1	1	2	1.0	single-copy
GF00004854	1	1	2	1.0	single-copy
GF00004855	1	1	2	1.0	single-copy
GF00004856	1	1	2	1.0	single-copy
GF00004857	1	1	2	1.0	single-copy
GF00004858	1	1	2	1.0	single-copy
GF00004859	1	1	2	1.0	single-copy
GF00004860	1	1	2	1.0	single-copy
GF00004861	1	1	2	1.0	single-copy
GF00004862	1	1	2	1.0	single-copy
GF00004863	1	1	2	1.0	single-copy
GF00004864	1	1	2	1.0	single-copy
GF00004865	1	1	2	1.0	single-copy
GF00004866	1	1	2	1.0	single-copy
GF00004867	1	1	2	1.0	single-copy
GF00004868	1	1	2	1.0	single-copy
GF00004869	1	1	2	1.0	single-copy
GF00004870	1	1	2	1.0	single-copy
GF00004871	1	1	2	1.0	single-copy
GF00004872	1	1	2	1.0	single-copy
GF00004873	1	1	2	1.0	single-copy
GF00004874	1	1	2	1.0	single-copy
GF00004875	1	1	2	1.0	single-copy
GF00004876	1	1	2	1.0	single-copy
GF00004877	1	1	2	1.0	single-copy
GF00004878	1	1	2	1.0	single-copy
GF00004879	1	1	2	1.0	single-copy
GF00004880	1	1	2	1.0	single-copy
GF00004881	1	1	2	1.0	single-copy
GF00004882	1	1	2	1.0	single-copy
GF00004883	1	1	2	1.0	single-copy
GF00004884	1	1	2	1.0	single-copy
GF00004885	1	1	2	1.0	single-copy
GF00004886	1	1	2	1.0	single-copy
GF00004887	1	1	2	1.0	single-copy
GF00004888	1	1	2	1.0	single-copy
GF00004889	1	1	2	1.0	single-copy
GF00004890	1	1	2	1.0	single-copy
GF00004891	1	1	2	1.0	single-copy
GF00004892	1	1	2	1.0	single-copy
GF00004893	1	1	2	1.0	single-copy
GF00004894	1	1	2	1.0	single-copy
GF00004895	1	1	2	1.0	single-copy
GF00004896	1	1	2	1.0	single-copy
GF00004897	1	1	2	1.0	single-copy
GF00004898	1	1	2	1.0	single-copy
GF00004899	1	1	2	1.0	single-copy
GF00004900	1	1	2	1.0	single-copy
GF00004901	1	1	2	1.0	single-copy
GF00004902	1	1	2	1.0	single-copy
GF00004903	1	1	2	1.0	single-copy
GF00004904	1	1	2	1.0	single-copy
GF00004905	1	1	2	1.0	single-copy
GF00004906	1	1	2	1.0	single-copy
GF00004907	1	1	2	1.0	single-copy
GF00004908	1	1	2	1.0	single-copy
GF00004909	1	1	2	1.0	single-copy
GF00004910	1	1	2	1.0	single-copy
GF00004911	1	1	2	1.0	single-copy
GF00004912	1	1	2	1.0	single-copy
GF00004913	1	1	2	1.0	single-copy
GF00004914	1	1	2	1.0	single-copy
GF00004915	1	1	2	1.0	single-copy
GF00004916	1	1	2	1.0	single-copy
GF00004917	1	1	2	1.0	single-copy
GF00004918	1	1	2	1.0	single-copy
GF00004919	1	1	2	1.0	single-copy
GF00004920	1	1	2	1.0	single-copy
GF00004921	1	1	2	1.0	single-copy
GF00004922	1	1	2	1.0	single-copy
GF00004923	1	1	2	1.0	single-copy
GF00004924	1	1	2	1.0	single-copy
GF00004925	1	1	2	1.0	single-copy
GF00004926	1	1	2	1.0	single-copy
GF00004927	1	1	2	1.0	single-copy
GF00004928	1	1	2	1.0	single-copy
GF00004929	1	1	2	1.0	single-copy
GF00004930	1	1	2	1.0	single-copy
GF00004931	1	1	2	1.0	single-copy
GF00004932	1	1	2	1.0	single-copy
GF00004933	1	1	2	1.0	single-copy
GF00004934	1	1	2	1.0	single-copy
GF00004935	1	1	2	1.0	single-copy
GF00004936	1	1	2	1.0	single-copy
GF00004937	1	1	2	1.0	single-copy
GF00004938	1	1	2	1.0	single-copy
GF00004939	1	1	2	1.0	single-copy
GF00004940	1	1	2	1.0	single-copy
GF00004941	1	1	2	1.0	single-copy
GF00004942	1	1	2	1.0	single-copy
GF00004943	1	1	2	1.0	single-copy
GF00004944	1	1	2	1.0	single-copy
GF00004945	1	1	2	1.0	single-copy
GF00004946	1	1	2	1.0	single-copy
GF00004947	1	1	2	1.0	single-copy
GF00004948	1	1	2	1.0	single-copy
GF00004949	1	1	2	1.0	single-copy
GF00004950	1	1	2	1.0	single-copy
GF00004951	1	1	2	1.0	single-copy
GF00004952	1	1	2	1.0	single-copy
GF00004953	1	1	2	1.0	single-copy
GF00004954	1	1	2	1.0	single-copy
GF00004955	1	1	2	1.0	single-copy
GF00004956	1	1	2	1.0	single-copy
GF00004957	1	1	2	1.0	single-copy
GF00004958	1	1	2	1.0	single-copy
GF00004959	1	1	2	1.0	single-copy
GF00004960	1	1	2	1.0	single-copy
GF00004961	1	1	2	1.0	single-copy
GF00004962	1	1	2	1.0	single-copy
GF00004963	1	1	2	1.0	single-copy
GF00004964	1	1	2	1.0	single-copy
GF00004965	1	1	2	1.0	single-copy
GF00004966	1	1	2	1.0	single-copy
GF00004967	1	1	2	1.0	single-copy
GF00004968	1	1	2	1.0	single-copy
GF00004969	1	1	2	1.0	single-copy
GF00004970	1	1	2	1.0	single-copy
GF00004971	1	1	2	1.0	single-copy
GF00004972	1	1	2	1.0	single-copy
GF00004973	1	1	2	1.0	single-copy
GF00004974	1	1	2	1.0	single-copy
GF00004975	1	1	2	1.0	single-copy
GF00004976	1	1	2	1.0	single-copy
GF00004977	1	1	2	1.0	single-copy
GF00004978	1	1	2	1.0	single-copy
GF00004979	1	1	2	1.0	single-copy
GF00004980	1	1	2	1.0	single-copy
GF00004981	1	1	2	1.0	single-copy
GF00004982	1	1	2	1.0	single-copy
GF00004983	1	1	2	1.0	single-copy
GF00004984	1	1	2	1.0	single-copy
GF00004985	1	1	2	1.0	single-copy
GF00004986	1	1	2	1.0	single-copy
GF00004987	1	1	2	1.0	single-copy
GF00004988	1	1	2	1.0	single-copy
GF00004989	1	1	2	1.0	single-copy
GF00004990	1	1	2	1.0	single-copy
GF00004991	1	1	2	1.0	single-copy
GF00004992	1	1	2	1.0	single-copy
GF00004993	1	1	2	1.0	single-copy
GF00004994	1	1	2	1.0	single-copy
GF00004995	1	1	2	1.0	single-copy
GF00004996	1	1	2	1.0	single-copy
GF00004997	1	1	2	1.0	single-copy
GF00004998	1	1	2	1.0	single-copy
GF00004999	1	1	2	1.0	single-copy
GF00005000	1	1	2	1.0	single-copy
GF00005001	1	1	2	1.0	single-copy
GF00005002	1	1	2	1.0	single-copy
GF00005003	1	1	2	1.0	single-copy
GF00005004	1	1	2	1.0	single-copy
GF00005005	1	1	2	1.0	single-copy
GF00005006	1	1	2	1.0	single-copy
GF00005007	1	1	2	1.0	single-copy
GF00005008	1	1	2	1.0	single-copy
GF00005009	1	1	2	1.0	single-copy
GF00005010	1	1	2	1.0	single-copy
GF00005011	1	1	2	1.0	single-copy
GF00005012	1	1	2	1.0	single-copy
GF00005013	1	1	2	1.0	single-copy
GF00005014	1	1	2	1.0	single-copy
GF00005015	1	1	2	1.0	single-copy
GF00005016	1	1	2	1.0	single-copy
GF00005017	1	1	2	1.0	single-copy
GF00005018	1	1	2	1.0	single-copy
GF00005019	1	1	2	1.0	single-copy
GF00005020	1	1	2	1.0	single-copy
GF00005021	1	1	2	1.0	single-copy
GF00005022	1	1	2	1.0	single-copy
GF00005023	1	1	2	1.0	single-copy
GF00005024	1	1	2	1.0	single-copy
GF00005025	1	1	2	1.0	single-copy
GF00005026	1	1	2	1.0	single-copy
GF00005027	1	1	2	1.0	single-copy
GF00005028	1	1	2	1.0	single-copy
GF00005029	1	1	2	1.0	single-copy
GF00005030	1	1	2	1.0	single-copy
GF00005031	1	1	2	1.0	single-copy
GF00005032	1	1	2	1.0	single-copy
GF00005033	1	1	2	1.0	single-copy
GF00005034	1	1	2	1.0	single-copy
GF00005035	1	1	2	1.0	single-copy
GF00005036	1	1	2	1.0	single-copy
GF00005037	1	1	2	1.0	single-copy
GF00005038	1	1	2	1.0	single-copy
GF00005039	1	1	2	1.0	single-copy
GF00005040	1	1	2	1.0	single-copy
GF00005041	1	1	2	1.0	single-copy
GF00005042	1	1	2	1.0	single-copy
GF00005043	1	1	2	1.0	single-copy
GF00005044	1	1	2	1.0	single-copy
GF00005045	1	1	2	1.0	single-copy
GF00005046	1	1	2	1.0	single-copy
GF00005047	1	1	2	1.0	single-copy
GF00005048	1	1	2	1.0	single-copy
GF00005049	1	1	2	1.0	single-copy
GF00005050	1	1	2	1.0	single-copy
GF00005051	1	1	2	1.0	single-copy
GF00005052	1	1	2	1.0	single-copy
GF00005053	1	1	2	1.0	single-copy
GF00005054	1	1	2	1.0	single-copy
GF00005055	1	1	2	1.0	single-copy
GF00005056	1	1	2	1.0	single-copy
GF00005057	1	1	2	1.0	single-copy
GF00005058	1	1	2	1.0	single-copy
GF00005059	1	1	2	1.0	single-copy
GF00005060	1	1	2	1.0	single-copy
GF00005061	1	1	2	1.0	single-copy
GF00005062	1	1	2	1.0	single-copy
GF00005063	1	1	2	1.0	single-copy
GF00005064	1	1	2	1.0	single-copy
GF00005065	1	1	2	1.0	single-copy
GF00005066	1	1	2	1.0	single-copy
GF00005067	1	1	2	1.0	single-copy
GF00005068	1	1	2	1.0	single-copy
GF00005069	1	1	2	1.0	single-copy
GF00005070	1	1	2	1.0	single-copy
GF00005071	1	1	2	1.0	single-copy
GF00005072	1	1	2	1.0	single-copy
GF00005073	1	1	2	1.0	single-copy
GF00005074	1	1	2	1.0	single-copy
GF00005075	1	1	2	1.0	single-copy
GF00005076	1	1	2	1.0	single-copy
GF00005077	1	1	2	1.0	single-copy
GF00005078	1	1	2	1.0	single-copy
GF00005079	1	1	2	1.0	single-copy
GF00005080	1	1	2	1.0	single-copy
GF00005081	1	1	2	1.0	single-copy
GF00005082	1	1	2	1.0	single-copy
GF00005083	1	1	2	1.0	single-copy
GF00005084	1	1	2	1.0	single-copy
GF00005085	1	1	2	1.0	single-copy
GF00005086	1	1	2	1.0	single-copy
GF00005087	1	1	2	1.0	single-copy
GF00005088	1	1	2	1.0	single-copy
GF00005089	1	1	2	1.0	single-copy
GF00005090	1	1	2	1.0	single-copy
GF00005091	1	1	2	1.0	single-copy
GF00005092	1	1	2	1.0	single-copy
GF00005093	1	1	2	1.0	single-copy
GF00005094	1	1	2	1.0	single-copy
GF00005095	1	1	2	1.0	single-copy
GF00005096	1	1	2	1.0	single-copy
GF00005097	1	1	2	1.0	single-copy
GF00005098	1	1	2	1.0	single-copy
GF00005099	1	1	2	1.0	single-copy
GF00005100	1	1	2	1.0	single-copy
GF00005101	1	1	2	1.0	single-copy
GF00005102	1	1	2	1.0	single-copy
GF00005103	1	1	2	1.0	single-copy
GF00005104	1	1	2	1.0	single-copy
GF00005105	1	1	2	1.0	single-copy
GF00005106	1	1	2	1.0	single-copy
GF00005107	1	1	2	1.0	single-copy
GF00005108	1	1	2	1.0	single-copy
GF00005109	1	1	2	1.0	single-copy
GF00005110	1	1	2	1.0	single-copy
GF00005111	1	1	2	1.0	single-copy
GF00005112	1	1	2	1.0	single-copy
GF00005113	1	1	2	1.0	single-copy
GF00005114	1	1	2	1.0	single-copy
GF00005115	1	1	2	1.0	single-copy
GF00005116	1	1	2	1.0	single-copy
GF00005117	1	1	2	1.0	single-copy
GF00005118	1	1	2	1.0	single-copy
GF00005119	1	1	2	1.0	single-copy
GF00005120	1	1	2	1.0	single-copy
GF00005121	1	1	2	1.0	single-copy
GF00005122	1	1	2	1.0	single-copy
GF00005123	1	1	2	1.0	single-copy
GF00005124	1	1	2	1.0	single-copy
GF00005125	1	1	2	1.0	single-copy
GF00005126	1	1	2	1.0	single-copy
GF00005127	1	1	2	1.0	single-copy
GF00005128	1	1	2	1.0	single-copy
GF00005129	1	1	2	1.0	single-copy
GF00005130	1	1	2	1.0	single-copy
GF00005131	1	1	2	1.0	single-copy
GF00005132	1	1	2	1.0	single-copy
GF00005133	1	1	2	1.0	single-copy
GF00005134	1	1	2	1.0	single-copy
GF00005135	1	1	2	1.0	single-copy
GF00005136	1	1	2	1.0	single-copy
GF00005137	1	1	2	1.0	single-copy
GF00005138	1	1	2	1.0	single-copy
GF00005139	1	1	2	1.0	single-copy
GF00005140	1	1	2	1.0	single-copy
GF00005141	1	1	2	1.0	single-copy
GF00005142	1	1	2	1.0	single-copy
GF00005143	1	1	2	1.0	single-copy
GF00005144	1	1	2	1.0	single-copy
GF00005145	1	1	2	1.0	single-copy
GF00005146	1	1	2	1.0	single-copy
GF00005147	1	1	2	1.0	single-copy
GF00005148	1	1	2	1.0	single-copy
GF00005149	1	1	2	1.0	single-copy
GF00005150	1	1	2	1.0	single-copy
GF00005151	1	1	2	1.0	single-copy
GF00005152	1	1	2	1.0	single-copy
GF00005153	1	1	2	1.0	single-copy
GF00005154	1	1	2	1.0	single-copy
GF00005155	1	1	2	1.0	single-copy
GF00005156	1	1	2	1.0	single-copy
GF00005157	1	1	2	1.0	single-copy
GF00005158	1	1	2	1.0	single-copy
GF00005159	1	1	2	1.0	single-copy
GF00005160	1	1	2	1.0	single-copy
GF00005161	1	1	2	1.0	single-copy
GF00005162	1	1	2	1.0	single-copy
GF00005163	1	1	2	1.0	single-copy
GF00005164	1	1	2	1.0	single-copy
GF00005165	1	1	2	1.0	single-copy
GF00005166	1	1	2	1.0	single-copy
GF00005167	1	1	2	1.0	single-copy
GF00005168	1	1	2	1.0	single-copy
GF00005169	1	1	2	1.0	single-copy
GF00005170	1	1	2	1.0	single-copy
GF00005171	1	1	2	1.0	single-copy
GF00005172	1	1	2	1.0	single-copy
GF00005173	1	1	2	1.0	single-copy
GF00005174	1	1	2	1.0	single-copy
GF00005175	1	1	2	1.0	single-copy
GF00005176	1	1	2	1.0	single-copy
GF00005177	1	1	2	1.0	single-copy
GF00005178	1	1	2	1.0	single-copy
GF00005179	1	1	2	1.0	single-copy
GF00005180	1	1	2	1.0	single-copy
GF00005181	1	1	2	1.0	single-copy
GF00005182	1	1	2	1.0	single-copy
GF00005183	1	1	2	1.0	single-copy
GF00005184	1	1	2	1.0	single-copy
GF00005185	1	1	2	1.0	single-copy
GF00005186	1	1	2	1.0	single-copy
GF00005187	1	1	2	1.0	single-copy
GF00005188	1	1	2	1.0	single-copy
GF00005189	1	1	2	1.0	single-copy
GF00005190	1	1	2	1.0	single-copy
GF00005191	1	1	2	1.0	single-copy
GF00005192	1	1	2	1.0	single-copy
GF00005193	1	1	2	1.0	single-copy
GF00005194	1	1	2	1.0	single-copy
GF00005195	1	1	2	1.0	single-copy
GF00005196	1	1	2	1.0	single-copy
GF00005197	1	1	2	1.0	single-copy
GF00005198	1	1	2	1.0	single-copy
GF00005199	1	1	2	1.0	single-copy
GF00005200	1	1	2	1.0	single-copy
GF00005201	1	1	2	1.0	single-copy
GF00005202	1	1	2	1.0	single-copy
GF00005203	1	1	2	1.0	single-copy
GF00005204	1	1	2	1.0	single-copy
GF00005205	1	1	2	1.0	single-copy
GF00005206	1	1	2	1.0	single-copy
GF00005207	1	1	2	1.0	single-copy
GF00005208	1	1	2	1.0	single-copy
GF00005209	1	1	2	1.0	single-copy
GF00005210	1	1	2	1.0	single-copy
GF00005211	1	1	2	1.0	single-copy
GF00005212	1	1	2	1.0	single-copy
GF00005213	1	1	2	1.0	single-copy
GF00005214	1	1	2	1.0	single-copy
GF00005215	1	1	2	1.0	single-copy
GF00005216	1	1	2	1.0	single-copy
GF00005217	1	1	2	1.0	single-copy
GF00005218	1	1	2	1.0	single-copy
GF00005219	1	1	2	1.0	single-copy
GF00005220	1	1	2	1.0	single-copy
GF00005221	1	1	2	1.0	single-copy
GF00005222	1	1	2	1.0	single-copy
GF00005223	1	1	2	1.0	single-copy
GF00005224	1	1	2	1.0	single-copy
GF00005225	1	1	2	1.0	single-copy
GF00005226	1	1	2	1.0	single-copy
GF00005227	1	1	2	1.0	single-copy
GF00005228	1	1	2	1.0	single-copy
GF00005229	1	1	2	1.0	single-copy
GF00005230	1	1	2	1.0	single-copy
GF00005231	1	1	2	1.0	single-copy
GF00005232	1	1	2	1.0	single-copy
GF00005233	1	1	2	1.0	single-copy
GF00005234	1	1	2	1.0	single-copy
GF00005235	1	1	2	1.0	single-copy
GF00005236	1	1	2	1.0	single-copy
GF00005237	1	1	2	1.0	single-copy
GF00005238	1	1	2	1.0	single-copy
GF00005239	1	1	2	1.0	single-copy
GF00005240	1	1	2	1.0	single-copy
GF00005241	1	1	2	1.0	single-copy
GF00005242	1	1	2	1.0	single-copy
GF00005243	1	1	2	1.0	single-copy
GF00005244	1	1	2	1.0	single-copy
GF00005245	1	1	2	1.0	single-copy
GF00005246	1	1	2	1.0	single-copy
GF00005247	1	1	2	1.0	single-copy
GF00005248	1	1	2	1.0	single-copy
GF00005249	1	1	2	1.0	single-copy
GF00005250	1	1	2	1.0	single-copy
GF00005251	1	1	2	1.0	single-copy
GF00005252	1	1	2	1.0	single-copy
GF00005253	1	1	2	1.0	single-copy
GF00005254	1	1	2	1.0	single-copy
GF00005255	1	1	2	1.0	single-copy
GF00005256	1	1	2	1.0	single-copy
GF00005257	1	1	2	1.0	single-copy
GF00005258	1	1	2	1.0	single-copy
GF00005259	1	1	2	1.0	single-copy
GF00005260	1	1	2	1.0	single-copy
GF00005261	1	1	2	1.0	single-copy
GF00005262	1	1	2	1.0	single-copy
GF00005263	1	1	2	1.0	single-copy
GF00005264	1	1	2	1.0	single-copy
GF00005265	1	1	2	1.0	single-copy
GF00005266	1	1	2	1.0	single-copy
GF00005267	1	1	2	1.0	single-copy
GF00005268	1	1	2	1.0	single-copy
GF00005269	1	1	2	1.0	single-copy
GF00005270	1	1	2	1.0	single-copy
GF00005271	1	1	2	1.0	single-copy
