	Rhodotorula_mucilaginosa_TFCN_17-291Y-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00003997	TFCN17291Y1_007262-T1	DBVPG3775_003380-T1
GF00003998	TFCN17291Y1_007195-T1	DBVPG3775_003381-T1
GF00003999	TFCN17291Y1_007196-T1	DBVPG3775_003382-T1
GF00004000	TFCN17291Y1_007198-T1	DBVPG3775_003384-T1
GF00004001	TFCN17291Y1_007257-T1	DBVPG3775_003385-T1
GF00004002	TFCN17291Y1_007307-T1	DBVPG3775_002539-T1
GF00004003	TFCN17291Y1_011728-T1	DBVPG3775_002538-T1
GF00004004	TFCN17291Y1_007309-T1	DBVPG3775_002537-T1
GF00004005	TFCN17291Y1_011726-T1	DBVPG3775_002536-T1
GF00004006	TFCN17291Y1_007311-T1	DBVPG3775_002534-T1
GF00004007	TFCN17291Y1_011722-T1	DBVPG3775_002531-T1
GF00004008	TFCN17291Y1_011717-T1	DBVPG3775_002525-T1
GF00004009	TFCN17291Y1_007324-T1	DBVPG3775_002520-T1
GF00004010	TFCN17291Y1_007325-T1	DBVPG3775_002519-T1
GF00004011	TFCN17291Y1_007327-T1	DBVPG3775_002518-T1
GF00004012	TFCN17291Y1_007330-T1	DBVPG3775_002515-T1
GF00004013	TFCN17291Y1_012648-T1	DBVPG3775_002514-T1
GF00004014	TFCN17291Y1_012647-T1	DBVPG3775_002513-T1
GF00004015	TFCN17291Y1_007333-T1	DBVPG3775_002512-T1
GF00004016	TFCN17291Y1_007334-T1	DBVPG3775_002511-T1
GF00004017	TFCN17291Y1_007355-T1	DBVPG3775_002800-T1
GF00004018	TFCN17291Y1_007356-T1	DBVPG3775_002803-T1
GF00004019	TFCN17291Y1_007357-T1	DBVPG3775_002804-T1
GF00004020	TFCN17291Y1_007358-T1	DBVPG3775_002805-T1
GF00004021	TFCN17291Y1_007359-T1	DBVPG3775_002806-T1
GF00004022	TFCN17291Y1_009647-T1	DBVPG3775_002815-T1
GF00004023	TFCN17291Y1_007368-T1	DBVPG3775_002816-T1
GF00004024	TFCN17291Y1_009649-T1	DBVPG3775_002817-T1
GF00004025	TFCN17291Y1_009650-T1	DBVPG3775_002818-T1
GF00004026	TFCN17291Y1_007410-T1	DBVPG3775_006279-T1
GF00004027	TFCN17291Y1_012598-T1	DBVPG3775_006275-T1
GF00004028	TFCN17291Y1_012597-T1	DBVPG3775_006274-T1
GF00004029	TFCN17291Y1_012596-T1	DBVPG3775_006273-T1
GF00004030	TFCN17291Y1_007417-T1	DBVPG3775_006272-T1
GF00004031	TFCN17291Y1_008912-T1	DBVPG3775_006268-T1
GF00004032	TFCN17291Y1_007427-T1	DBVPG3775_006258-T1
GF00004033	TFCN17291Y1_007433-T1	DBVPG3775_006251-T1
GF00004034	TFCN17291Y1_008928-T1	DBVPG3775_006245-T1
GF00004035	TFCN17291Y1_007440-T1	DBVPG3775_006240-T1
GF00004036	TFCN17291Y1_008934-T1	DBVPG3775_006239-T1
GF00004037	TFCN17291Y1_008935-T1	DBVPG3775_006238-T1
GF00004038	TFCN17291Y1_007445-T1	DBVPG3775_006233-T1
GF00004039	TFCN17291Y1_007446-T1	DBVPG3775_006232-T1
GF00004040	TFCN17291Y1_008944-T1	DBVPG3775_006229-T1
GF00004041	TFCN17291Y1_009694-T1	DBVPG3775_006934-T1
GF00004042	TFCN17291Y1_007459-T1	DBVPG3775_006783-T1
GF00004043	TFCN17291Y1_012467-T1	DBVPG3775_006785-T1
GF00004044	TFCN17291Y1_012465-T1	DBVPG3775_006787-T1
GF00004045	TFCN17291Y1_012463-T1	DBVPG3775_006789-T1
GF00004046	TFCN17291Y1_007466-T1	DBVPG3775_006791-T1
GF00004047	TFCN17291Y1_007467-T1	DBVPG3775_006792-T1
GF00004048	TFCN17291Y1_012460-T1	DBVPG3775_006793-T1
GF00004049	TFCN17291Y1_007470-T1	DBVPG3775_006796-T1
GF00004050	TFCN17291Y1_007471-T1	DBVPG3775_006797-T1
GF00004051	TFCN17291Y1_008954-T1	DBVPG3775_006800-T1
GF00004052	TFCN17291Y1_008955-T1	DBVPG3775_006801-T1
GF00004053	TFCN17291Y1_008957-T1	DBVPG3775_006803-T1
GF00004054	TFCN17291Y1_008958-T1	DBVPG3775_006804-T1
GF00004055	TFCN17291Y1_007481-T1	DBVPG3775_006807-T1
GF00004056	TFCN17291Y1_008965-T1	DBVPG3775_006813-T1
GF00004057	TFCN17291Y1_008967-T1	DBVPG3775_007449-T1
GF00004058	TFCN17291Y1_008968-T1	DBVPG3775_007448-T1
GF00004059	TFCN17291Y1_007490-T1	DBVPG3775_007447-T1
GF00004060	TFCN17291Y1_007491-T1	DBVPG3775_007446-T1
GF00004061	TFCN17291Y1_008971-T1	DBVPG3775_007445-T1
GF00004062	TFCN17291Y1_008973-T1	DBVPG3775_007443-T1
GF00004063	TFCN17291Y1_007496-T1	DBVPG3775_007441-T1
GF00004064	TFCN17291Y1_008976-T1	DBVPG3775_007440-T1
GF00004065	TFCN17291Y1_007498-T1	DBVPG3775_007439-T1
GF00004066	TFCN17291Y1_008978-T1	DBVPG3775_007437-T1
GF00004067	TFCN17291Y1_007501-T1	DBVPG3775_007436-T1
GF00004068	TFCN17291Y1_007502-T1	DBVPG3775_007435-T1
GF00004069	TFCN17291Y1_008981-T1	DBVPG3775_007434-T1
GF00004070	TFCN17291Y1_007543-T1	DBVPG3775_007345-T1
GF00004071	TFCN17291Y1_007547-T1	DBVPG3775_007340-T1
GF00004072	TFCN17291Y1_007548-T1	DBVPG3775_007339-T1
GF00004073	TFCN17291Y1_011817-T1	DBVPG3775_007338-T1
GF00004074	TFCN17291Y1_007551-T1	DBVPG3775_007336-T1
GF00004075	TFCN17291Y1_011820-T1	DBVPG3775_007335-T1
GF00004076	TFCN17291Y1_011821-T1	DBVPG3775_007334-T1
GF00004077	TFCN17291Y1_007555-T1	DBVPG3775_007332-T1
GF00004078	TFCN17291Y1_011825-T1	DBVPG3775_007330-T1
GF00004079	TFCN17291Y1_007559-T1	DBVPG3775_007328-T1
GF00004080	TFCN17291Y1_007867-T1	DBVPG3775_000563-T1
GF00004081	TFCN17291Y1_007869-T1	DBVPG3775_000565-T1
GF00004082	TFCN17291Y1_007870-T1	DBVPG3775_000566-T1
GF00004083	TFCN17291Y1_007871-T1	DBVPG3775_000567-T1
GF00004084	TFCN17291Y1_007872-T1	DBVPG3775_000568-T1
GF00004085	TFCN17291Y1_011575-T1	DBVPG3775_000571-T1
GF00004086	TFCN17291Y1_011573-T1	DBVPG3775_000574-T1
GF00004087	TFCN17291Y1_011572-T1	DBVPG3775_000575-T1
GF00004088	TFCN17291Y1_007879-T1	DBVPG3775_000579-T1
GF00004089	TFCN17291Y1_007880-T1	DBVPG3775_000580-T1
GF00004090	TFCN17291Y1_007882-T1	DBVPG3775_000583-T1
GF00004091	TFCN17291Y1_007885-T1	DBVPG3775_000586-T1
GF00004092	TFCN17291Y1_008618-T1	DBVPG3775_001619-T1
GF00004093	TFCN17291Y1_007942-T1	DBVPG3775_001620-T1
GF00004094	TFCN17291Y1_008616-T1	DBVPG3775_001621-T1
GF00004095	TFCN17291Y1_007945-T1	DBVPG3775_001625-T1
GF00004096	TFCN17291Y1_008613-T1	DBVPG3775_001626-T1
GF00004097	TFCN17291Y1_007949-T1	DBVPG3775_001631-T1
GF00004098	TFCN17291Y1_007951-T1	DBVPG3775_001634-T1
GF00004099	TFCN17291Y1_008605-T1	DBVPG3775_001635-T1
GF00004100	TFCN17291Y1_008604-T1	DBVPG3775_001636-T1
GF00004101	TFCN17291Y1_008603-T1	DBVPG3775_001637-T1
GF00004102	TFCN17291Y1_007955-T1	DBVPG3775_001638-T1
GF00004103	TFCN17291Y1_007956-T1	DBVPG3775_005451-T1
GF00004104	TFCN17291Y1_008600-T1	DBVPG3775_005450-T1
GF00004105	TFCN17291Y1_008598-T1	DBVPG3775_005448-T1
GF00004106	TFCN17291Y1_007960-T1	DBVPG3775_005447-T1
GF00004107	TFCN17291Y1_007965-T1	DBVPG3775_005440-T1
GF00004108	TFCN17291Y1_007966-T1	DBVPG3775_005439-T1
GF00004109	TFCN17291Y1_008590-T1	DBVPG3775_005438-T1
GF00004110	TFCN17291Y1_007968-T1	DBVPG3775_005437-T1
GF00004111	TFCN17291Y1_007973-T1	DBVPG3775_005434-T1
GF00004112	TFCN17291Y1_007974-T1	DBVPG3775_005433-T1
GF00004113	TFCN17291Y1_008582-T1	DBVPG3775_005430-T1
GF00004114	TFCN17291Y1_008581-T1	DBVPG3775_005429-T1
GF00004115	TFCN17291Y1_008580-T1	DBVPG3775_005428-T1
GF00004116	TFCN17291Y1_007981-T1	DBVPG3775_005427-T1
GF00004117	TFCN17291Y1_008576-T1	DBVPG3775_005423-T1
GF00004118	TFCN17291Y1_008575-T1	DBVPG3775_005422-T1
GF00004119	TFCN17291Y1_008574-T1	DBVPG3775_005421-T1
GF00004120	TFCN17291Y1_008045-T1	DBVPG3775_005961-T1
GF00004121	TFCN17291Y1_008048-T1	DBVPG3775_005958-T1
GF00004122	TFCN17291Y1_008050-T1	DBVPG3775_005956-T1
GF00004123	TFCN17291Y1_008051-T1	DBVPG3775_005955-T1
GF00004124	TFCN17291Y1_010243-T1	DBVPG3775_006690-T1
GF00004125	TFCN17291Y1_010244-T1	DBVPG3775_006689-T1
GF00004126	TFCN17291Y1_010245-T1	DBVPG3775_006688-T1
GF00004127	TFCN17291Y1_008059-T1	DBVPG3775_006687-T1
GF00004128	TFCN17291Y1_010247-T1	DBVPG3775_006686-T1
GF00004129	TFCN17291Y1_008064-T1	DBVPG3775_006680-T1
GF00004130	TFCN17291Y1_008068-T1	DBVPG3775_006676-T1
GF00004131	TFCN17291Y1_008069-T1	DBVPG3775_006675-T1
GF00004132	TFCN17291Y1_008070-T1	DBVPG3775_006674-T1
GF00004133	TFCN17291Y1_010258-T1	DBVPG3775_006672-T1
GF00004134	TFCN17291Y1_008073-T1	DBVPG3775_006671-T1
GF00004135	TFCN17291Y1_008076-T1	DBVPG3775_006668-T1
GF00004136	TFCN17291Y1_012327-T1	DBVPG3775_003621-T1
GF00004137	TFCN17291Y1_010264-T1	DBVPG3775_006666-T1
GF00004138	TFCN17291Y1_012819-T1	DBVPG3775_006664-T1
GF00004139	TFCN17291Y1_012818-T1	DBVPG3775_006663-T1
GF00004140	TFCN17291Y1_008087-T1	DBVPG3775_006657-T1
GF00004141	TFCN17291Y1_008091-T1	DBVPG3775_006653-T1
GF00004142	TFCN17291Y1_009022-T1	DBVPG3775_007552-T1
GF00004143	TFCN17291Y1_008101-T1	DBVPG3775_007553-T1
GF00004144	TFCN17291Y1_009016-T1	DBVPG3775_007521-T1
GF00004145	TFCN17291Y1_008109-T1	DBVPG3775_007490-T1
GF00004146	TFCN17291Y1_008111-T1	DBVPG3775_007488-T1
GF00004147	TFCN17291Y1_008113-T1	DBVPG3775_007486-T1
GF00004148	TFCN17291Y1_008114-T1	DBVPG3775_007485-T1
GF00004149	TFCN17291Y1_009006-T1	DBVPG3775_007484-T1
GF00004150	TFCN17291Y1_008117-T1	DBVPG3775_007482-T1
GF00004151	TFCN17291Y1_009003-T1	DBVPG3775_007480-T1
GF00004152	TFCN17291Y1_008119-T1	DBVPG3775_007479-T1
GF00004153	TFCN17291Y1_008120-T1	DBVPG3775_006595-T1
GF00004154	TFCN17291Y1_008121-T1	DBVPG3775_006596-T1
GF00004155	TFCN17291Y1_008122-T1	DBVPG3775_006597-T1
GF00004156	TFCN17291Y1_008123-T1	DBVPG3775_006598-T1
GF00004157	TFCN17291Y1_010114-T1	DBVPG3775_002589-T1
GF00004158	TFCN17291Y1_008144-T1	DBVPG3775_002588-T1
GF00004159	TFCN17291Y1_008147-T1	DBVPG3775_002584-T1
GF00004160	TFCN17291Y1_010108-T1	DBVPG3775_002582-T1
GF00004161	TFCN17291Y1_010107-T1	DBVPG3775_002581-T1
GF00004162	TFCN17291Y1_008151-T1	DBVPG3775_002580-T1
GF00004163	TFCN17291Y1_008153-T1	DBVPG3775_002578-T1
GF00004164	TFCN17291Y1_008155-T1	DBVPG3775_002576-T1
GF00004165	TFCN17291Y1_008159-T1	DBVPG3775_002572-T1
GF00004166	TFCN17291Y1_008160-T1	DBVPG3775_002570-T1
GF00004167	TFCN17291Y1_008326-T1	DBVPG3775_001829-T1
GF00004168	TFCN17291Y1_010096-T1	DBVPG3775_002568-T1
GF00004169	TFCN17291Y1_008163-T1	DBVPG3775_002567-T1
GF00004170	TFCN17291Y1_008164-T1	DBVPG3775_002566-T1
GF00004171	TFCN17291Y1_010093-T1	DBVPG3775_002565-T1
GF00004172	TFCN17291Y1_008167-T1	DBVPG3775_002563-T1
GF00004173	TFCN17291Y1_008169-T1	DBVPG3775_002561-T1
GF00004174	TFCN17291Y1_008173-T1	DBVPG3775_002556-T1
GF00004175	TFCN17291Y1_008174-T1	DBVPG3775_002555-T1
GF00004176	TFCN17291Y1_012767-T1	DBVPG3775_002554-T1
GF00004177	TFCN17291Y1_012769-T1	DBVPG3775_002552-T1
GF00004178	TFCN17291Y1_008183-T1	DBVPG3775_002546-T1
GF00004179	TFCN17291Y1_012230-T1	DBVPG3775_002545-T1
GF00004180	TFCN17291Y1_008185-T1	DBVPG3775_002544-T1
GF00004181	TFCN17291Y1_012226-T1	DBVPG3775_002541-T1
GF00004182	TFCN17291Y1_008197-T1	DBVPG3775_005971-T1
GF00004183	TFCN17291Y1_009965-T1	DBVPG3775_005974-T1
GF00004184	TFCN17291Y1_008200-T1	DBVPG3775_005975-T1
GF00004185	TFCN17291Y1_008202-T1	DBVPG3775_005978-T1
GF00004186	TFCN17291Y1_009962-T1	DBVPG3775_005979-T1
GF00004187	TFCN17291Y1_008204-T1	DBVPG3775_005980-T1
GF00004188	TFCN17291Y1_008206-T1	DBVPG3775_005982-T1
GF00004189	TFCN17291Y1_008211-T1	DBVPG3775_005989-T1
GF00004190	TFCN17291Y1_008213-T1	DBVPG3775_005991-T1
GF00004191	TFCN17291Y1_009950-T1	DBVPG3775_005992-T1
GF00004192	TFCN17291Y1_008215-T1	DBVPG3775_005993-T1
GF00004193	TFCN17291Y1_009948-T1	DBVPG3775_005994-T1
GF00004194	TFCN17291Y1_008218-T1	DBVPG3775_005997-T1
GF00004195	TFCN17291Y1_008219-T1	DBVPG3775_005998-T1
GF00004196	TFCN17291Y1_009944-T1	DBVPG3775_005999-T1
GF00004197	TFCN17291Y1_009942-T1	DBVPG3775_006002-T1
GF00004198	TFCN17291Y1_008223-T1	DBVPG3775_006003-T1
GF00004199	TFCN17291Y1_009940-T1	DBVPG3775_006004-T1
GF00004200	TFCN17291Y1_008225-T1	DBVPG3775_006005-T1
GF00004201	TFCN17291Y1_011782-T1	DBVPG3775_006010-T1
GF00004202	TFCN17291Y1_011783-T1	DBVPG3775_006011-T1
GF00004203	TFCN17291Y1_008230-T1	DBVPG3775_006012-T1
GF00004204	TFCN17291Y1_008233-T1	DBVPG3775_006017-T1
GF00004205	TFCN17291Y1_008234-T1	DBVPG3775_006018-T1
GF00004206	TFCN17291Y1_011789-T1	DBVPG3775_006019-T1
GF00004207	TFCN17291Y1_011790-T1	DBVPG3775_006020-T1
GF00004208	TFCN17291Y1_008238-T1	DBVPG3775_006457-T1
GF00004209	TFCN17291Y1_008239-T1	DBVPG3775_006458-T1
GF00004210	TFCN17291Y1_012520-T1	DBVPG3775_006463-T1
GF00004211	TFCN17291Y1_008245-T1	DBVPG3775_006466-T1
GF00004212	TFCN17291Y1_008246-T1	DBVPG3775_006467-T1
GF00004213	TFCN17291Y1_008247-T1	DBVPG3775_006468-T1
GF00004214	TFCN17291Y1_012630-T1	DBVPG3775_006473-T1
GF00004215	TFCN17291Y1_008255-T1	DBVPG3775_006477-T1
GF00004216	TFCN17291Y1_012811-T1	DBVPG3775_006478-T1
GF00004217	TFCN17291Y1_012810-T1	DBVPG3775_006479-T1
GF00004218	TFCN17291Y1_008258-T1	DBVPG3775_006480-T1
GF00004219	TFCN17291Y1_008259-T1	DBVPG3775_006481-T1
GF00004220	TFCN17291Y1_010386-T1	DBVPG3775_006483-T1
GF00004221	TFCN17291Y1_008263-T1	DBVPG3775_006486-T1
GF00004222	TFCN17291Y1_008364-T1	DBVPG3775_006487-T1
GF00004223	TFCN17291Y1_008361-T1	DBVPG3775_006491-T1
GF00004224	TFCN17291Y1_008268-T1	DBVPG3775_006492-T1
GF00004225	TFCN17291Y1_008270-T1	DBVPG3775_006494-T1
GF00004226	TFCN17291Y1_008357-T1	DBVPG3775_006495-T1
GF00004227	TFCN17291Y1_008272-T1	DBVPG3775_006496-T1
GF00004228	TFCN17291Y1_008350-T1	DBVPG3775_006504-T1
GF00004229	TFCN17291Y1_008279-T1	DBVPG3775_006505-T1
GF00004230	TFCN17291Y1_008283-T1	DBVPG3775_001879-T1
GF00004231	TFCN17291Y1_008284-T1	DBVPG3775_001878-T1
GF00004232	TFCN17291Y1_011522-T1	DBVPG3775_001875-T1
GF00004233	TFCN17291Y1_008288-T1	DBVPG3775_001874-T1
GF00004234	TFCN17291Y1_008291-T1	DBVPG3775_001871-T1
GF00004235	TFCN17291Y1_008292-T1	DBVPG3775_001870-T1
GF00004236	TFCN17291Y1_008293-T1	DBVPG3775_001869-T1
GF00004237	TFCN17291Y1_008294-T1	DBVPG3775_001868-T1
GF00004238	TFCN17291Y1_008295-T1	DBVPG3775_001867-T1
GF00004239	TFCN17291Y1_011894-T1	DBVPG3775_001865-T1
GF00004240	TFCN17291Y1_008298-T1	DBVPG3775_001864-T1
GF00004241	TFCN17291Y1_008299-T1	DBVPG3775_001863-T1
GF00004242	TFCN17291Y1_011888-T1	DBVPG3775_001857-T1
GF00004243	TFCN17291Y1_011887-T1	DBVPG3775_001856-T1
GF00004244	TFCN17291Y1_011883-T1	DBVPG3775_001850-T1
GF00004245	TFCN17291Y1_011882-T1	DBVPG3775_001849-T1
GF00004246	TFCN17291Y1_008310-T1	DBVPG3775_001848-T1
GF00004247	TFCN17291Y1_012141-T1	DBVPG3775_001844-T1
GF00004248	TFCN17291Y1_008316-T1	DBVPG3775_001842-T1
GF00004249	TFCN17291Y1_008317-T1	DBVPG3775_001841-T1
GF00004250	TFCN17291Y1_008318-T1	DBVPG3775_001840-T1
GF00004251	TFCN17291Y1_008323-T1	DBVPG3775_001833-T1
GF00004252	TFCN17291Y1_010995-T1	DBVPG3775_005373-T1
GF00004253	TFCN17291Y1_010993-T1	DBVPG3775_005371-T1
GF00004254	TFCN17291Y1_010991-T1	DBVPG3775_005369-T1
GF00004255	TFCN17291Y1_010990-T1	DBVPG3775_005368-T1
GF00004256	TFCN17291Y1_008339-T1	DBVPG3775_005366-T1
GF00004257	TFCN17291Y1_010987-T1	DBVPG3775_005365-T1
GF00004258	TFCN17291Y1_010986-T1	DBVPG3775_005364-T1
GF00004259	TFCN17291Y1_010985-T1	DBVPG3775_005363-T1
GF00004260	TFCN17291Y1_010981-T1	DBVPG3775_005357-T1
GF00004261	TFCN17291Y1_010980-T1	DBVPG3775_005356-T1
GF00004262	TFCN17291Y1_008410-T1	DBVPG3775_006394-T1
GF00004263	TFCN17291Y1_012760-T1	DBVPG3775_006393-T1
GF00004264	TFCN17291Y1_012759-T1	DBVPG3775_006392-T1
GF00004265	TFCN17291Y1_008413-T1	DBVPG3775_006391-T1
GF00004266	TFCN17291Y1_008414-T1	DBVPG3775_006390-T1
GF00004267	TFCN17291Y1_008415-T1	DBVPG3775_006389-T1
GF00004268	TFCN17291Y1_010835-T1	DBVPG3775_006387-T1
GF00004269	TFCN17291Y1_008418-T1	DBVPG3775_006386-T1
GF00004270	TFCN17291Y1_010833-T1	DBVPG3775_006385-T1
GF00004271	TFCN17291Y1_008420-T1	DBVPG3775_006384-T1
GF00004272	TFCN17291Y1_008422-T1	DBVPG3775_006381-T1
GF00004273	TFCN17291Y1_008423-T1	DBVPG3775_006380-T1
GF00004274	TFCN17291Y1_008424-T1	DBVPG3775_006379-T1
GF00004275	TFCN17291Y1_008474-T1	DBVPG3775_007091-T1
GF00004276	TFCN17291Y1_010120-T1	DBVPG3775_007090-T1
GF00004277	TFCN17291Y1_008478-T1	DBVPG3775_007087-T1
GF00004278	TFCN17291Y1_010125-T1	DBVPG3775_007085-T1
GF00004279	TFCN17291Y1_008481-T1	DBVPG3775_007084-T1
GF00004280	TFCN17291Y1_008483-T1	DBVPG3775_007082-T1
GF00004281	TFCN17291Y1_008484-T1	DBVPG3775_007081-T1
GF00004282	TFCN17291Y1_008485-T1	DBVPG3775_007080-T1
GF00004283	TFCN17291Y1_008568-T1	DBVPG3775_005415-T1
GF00004284	TFCN17291Y1_008569-T1	DBVPG3775_005416-T1
GF00004285	TFCN17291Y1_009937-T1	DBVPG3775_005418-T1
GF00004286	TFCN17291Y1_008572-T1	DBVPG3775_005419-T1
GF00004287	TFCN17291Y1_008573-T1	DBVPG3775_005420-T1
GF00004288	TFCN17291Y1_008619-T1	DBVPG3775_002119-T1
GF00004289	TFCN17291Y1_012834-T1	DBVPG3775_002117-T1
GF00004290	TFCN17291Y1_012835-T1	DBVPG3775_002116-T1
GF00004291	TFCN17291Y1_012836-T1	DBVPG3775_002115-T1
GF00004292	TFCN17291Y1_012837-T1	DBVPG3775_002114-T1
GF00004293	TFCN17291Y1_008627-T1	DBVPG3775_002109-T1
GF00004294	TFCN17291Y1_008700-T1	DBVPG3775_002108-T1
GF00004295	TFCN17291Y1_008698-T1	DBVPG3775_002105-T1
GF00004296	TFCN17291Y1_008632-T1	DBVPG3775_002103-T1
GF00004297	TFCN17291Y1_008635-T1	DBVPG3775_002099-T1
GF00004298	TFCN17291Y1_008692-T1	DBVPG3775_002098-T1
GF00004299	TFCN17291Y1_008637-T1	DBVPG3775_002097-T1
GF00004300	TFCN17291Y1_008639-T1	DBVPG3775_002093-T1
GF00004301	TFCN17291Y1_008686-T1	DBVPG3775_002092-T1
GF00004302	TFCN17291Y1_008641-T1	DBVPG3775_002091-T1
GF00004303	TFCN17291Y1_008643-T1	DBVPG3775_002089-T1
GF00004304	TFCN17291Y1_008682-T1	DBVPG3775_002088-T1
GF00004305	TFCN17291Y1_008645-T1	DBVPG3775_002087-T1
GF00004306	TFCN17291Y1_008680-T1	DBVPG3775_002086-T1
GF00004307	TFCN17291Y1_008677-T1	DBVPG3775_002082-T1
GF00004308	TFCN17291Y1_008676-T1	DBVPG3775_002081-T1
GF00004309	TFCN17291Y1_008675-T1	DBVPG3775_002080-T1
GF00004310	TFCN17291Y1_008674-T1	DBVPG3775_002079-T1
GF00004311	TFCN17291Y1_008654-T1	DBVPG3775_002075-T1
GF00004312	TFCN17291Y1_008670-T1	DBVPG3775_002072-T1
GF00004313	TFCN17291Y1_008668-T1	DBVPG3775_002069-T1
GF00004314	TFCN17291Y1_008667-T1	DBVPG3775_002068-T1
GF00004315	TFCN17291Y1_012356-T1	DBVPG3775_002062-T1
GF00004316	TFCN17291Y1_008703-T1	DBVPG3775_002059-T1
GF00004317	TFCN17291Y1_012360-T1	DBVPG3775_002058-T1
GF00004318	TFCN17291Y1_008705-T1	DBVPG3775_002057-T1
GF00004319	TFCN17291Y1_012363-T1	DBVPG3775_002055-T1
GF00004320	TFCN17291Y1_011194-T1	DBVPG3775_007202-T1
GF00004321	TFCN17291Y1_008757-T1	DBVPG3775_007244-T1
GF00004322	TFCN17291Y1_008788-T1	DBVPG3775_003328-T1
GF00004323	TFCN17291Y1_008793-T1	DBVPG3775_003323-T1
GF00004324	TFCN17291Y1_008797-T1	DBVPG3775_003318-T1
GF00004325	TFCN17291Y1_008798-T1	DBVPG3775_003317-T1
GF00004326	TFCN17291Y1_010184-T1	DBVPG3775_003316-T1
GF00004327	TFCN17291Y1_008804-T1	DBVPG3775_003311-T1
GF00004328	TFCN17291Y1_010179-T1	DBVPG3775_003310-T1
GF00004329	TFCN17291Y1_008807-T1	DBVPG3775_003308-T1
GF00004330	TFCN17291Y1_008808-T1	DBVPG3775_003307-T1
GF00004331	TFCN17291Y1_008812-T1	DBVPG3775_003304-T1
GF00004332	TFCN17291Y1_008813-T1	DBVPG3775_003303-T1
GF00004333	TFCN17291Y1_008816-T1	DBVPG3775_003300-T1
GF00004334	TFCN17291Y1_008818-T1	DBVPG3775_003298-T1
GF00004335	TFCN17291Y1_010164-T1	DBVPG3775_003296-T1
GF00004336	TFCN17291Y1_010163-T1	DBVPG3775_003295-T1
GF00004337	TFCN17291Y1_008823-T1	DBVPG3775_003292-T1
GF00004338	TFCN17291Y1_008825-T1	DBVPG3775_003290-T1
GF00004339	TFCN17291Y1_012936-T1	DBVPG3775_003287-T1
GF00004340	TFCN17291Y1_009727-T1	DBVPG3775_003285-T1
GF00004341	TFCN17291Y1_008833-T1	DBVPG3775_003284-T1
GF00004342	TFCN17291Y1_008837-T1	DBVPG3775_000415-T1
GF00004343	TFCN17291Y1_008839-T1	DBVPG3775_000413-T1
GF00004344	TFCN17291Y1_010612-T1	DBVPG3775_000412-T1
GF00004345	TFCN17291Y1_010614-T1	DBVPG3775_000410-T1
GF00004346	TFCN17291Y1_008843-T1	DBVPG3775_000409-T1
GF00004347	TFCN17291Y1_010616-T1	DBVPG3775_000408-T1
GF00004348	TFCN17291Y1_008845-T1	DBVPG3775_000407-T1
GF00004349	TFCN17291Y1_008849-T1	DBVPG3775_000403-T1
GF00004350	TFCN17291Y1_010621-T1	DBVPG3775_000402-T1
GF00004351	TFCN17291Y1_008855-T1	DBVPG3775_000396-T1
GF00004352	TFCN17291Y1_008875-T1	DBVPG3775_002642-T1
GF00004353	TFCN17291Y1_008876-T1	DBVPG3775_002641-T1
GF00004354	TFCN17291Y1_008877-T1	DBVPG3775_002640-T1
GF00004355	TFCN17291Y1_008878-T1	DBVPG3775_002639-T1
GF00004356	TFCN17291Y1_009211-T1	DBVPG3775_002638-T1
GF00004357	TFCN17291Y1_008881-T1	DBVPG3775_002636-T1
GF00004358	TFCN17291Y1_008882-T1	DBVPG3775_002635-T1
GF00004359	TFCN17291Y1_009215-T1	DBVPG3775_002634-T1
GF00004360	TFCN17291Y1_009218-T1	DBVPG3775_002630-T1
GF00004361	TFCN17291Y1_009219-T1	DBVPG3775_002629-T1
GF00004362	TFCN17291Y1_008887-T1	DBVPG3775_002628-T1
GF00004363	TFCN17291Y1_009221-T1	DBVPG3775_002627-T1
GF00004364	TFCN17291Y1_008892-T1	DBVPG3775_002621-T1
GF00004365	TFCN17291Y1_009227-T1	DBVPG3775_002620-T1
GF00004366	TFCN17291Y1_008894-T1	DBVPG3775_002619-T1
GF00004367	TFCN17291Y1_009232-T1	DBVPG3775_002615-T1
GF00004368	TFCN17291Y1_009233-T1	DBVPG3775_002614-T1
GF00004369	TFCN17291Y1_008899-T1	DBVPG3775_002613-T1
GF00004370	TFCN17291Y1_009237-T1	DBVPG3775_002607-T1
GF00004371	TFCN17291Y1_008905-T1	DBVPG3775_002603-T1
GF00004372	TFCN17291Y1_009241-T1	DBVPG3775_002602-T1
GF00004373	TFCN17291Y1_012813-T1	DBVPG3775_002598-T1
GF00004374	TFCN17291Y1_012081-T1	DBVPG3775_004644-T1
GF00004375	TFCN17291Y1_012082-T1	DBVPG3775_004643-T1
GF00004376	TFCN17291Y1_008987-T1	DBVPG3775_004641-T1
GF00004377	TFCN17291Y1_012085-T1	DBVPG3775_004640-T1
GF00004378	TFCN17291Y1_008989-T1	DBVPG3775_004639-T1
GF00004379	TFCN17291Y1_012087-T1	DBVPG3775_004638-T1
GF00004380	TFCN17291Y1_012410-T1	DBVPG3775_007495-T1
GF00004381	TFCN17291Y1_009026-T1	DBVPG3775_007494-T1
GF00004382	TFCN17291Y1_012408-T1	DBVPG3775_007493-T1
GF00004383	TFCN17291Y1_009034-T1	DBVPG3775_006851-T1
