	Rhodotorula_mucilaginosa_TFCN_17-291Y-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00003389	TFCN17291Y1_005099-T1, TFCN17291Y1_010547-T1	DBVPG3775_007184-T1
GF00003390	TFCN17291Y1_005101-T1, TFCN17291Y1_011688-T1	DBVPG3775_007181-T1
GF00003391	TFCN17291Y1_005104-T1, TFCN17291Y1_011691-T1	DBVPG3775_007176-T1
GF00003392	TFCN17291Y1_005105-T1, TFCN17291Y1_011692-T1	DBVPG3775_007175-T1
GF00003393	TFCN17291Y1_005107-T1, TFCN17291Y1_011694-T1	DBVPG3775_007173-T1
GF00003394	TFCN17291Y1_005108-T1, TFCN17291Y1_011695-T1	DBVPG3775_007172-T1
GF00003395	TFCN17291Y1_005109-T1, TFCN17291Y1_011696-T1	DBVPG3775_007171-T1
GF00003396	TFCN17291Y1_005141-T1, TFCN17291Y1_010801-T1	DBVPG3775_000305-T1
GF00003397	TFCN17291Y1_008851-T1, TFCN17291Y1_010622-T1	DBVPG3775_000401-T1
GF00003398	TFCN17291Y1_005143-T1, TFCN17291Y1_010799-T1	DBVPG3775_000307-T1
GF00003399	TFCN17291Y1_005144-T1, TFCN17291Y1_010798-T1	DBVPG3775_000308-T1
GF00003400	TFCN17291Y1_005145-T1, TFCN17291Y1_010797-T1	DBVPG3775_000309-T1
GF00003401	TFCN17291Y1_005147-T1, TFCN17291Y1_010795-T1	DBVPG3775_000311-T1
GF00003402	TFCN17291Y1_005149-T1, TFCN17291Y1_010793-T1	DBVPG3775_000313-T1
GF00003403	TFCN17291Y1_005150-T1, TFCN17291Y1_010792-T1	DBVPG3775_000314-T1
GF00003404	TFCN17291Y1_005152-T1, TFCN17291Y1_010790-T1	DBVPG3775_000316-T1
GF00003405	TFCN17291Y1_005154-T1, TFCN17291Y1_010788-T1	DBVPG3775_000318-T1
GF00003406	TFCN17291Y1_005155-T1, TFCN17291Y1_010787-T1	DBVPG3775_000319-T1
GF00003407	TFCN17291Y1_005156-T1, TFCN17291Y1_010786-T1	DBVPG3775_000320-T1
GF00003408	TFCN17291Y1_005157-T1, TFCN17291Y1_010785-T1	DBVPG3775_000321-T1
GF00003409	TFCN17291Y1_005159-T1, TFCN17291Y1_010782-T1	DBVPG3775_000324-T1
GF00003410	TFCN17291Y1_005160-T1, TFCN17291Y1_010781-T1	DBVPG3775_000325-T1
GF00003411	TFCN17291Y1_005161-T1, TFCN17291Y1_010780-T1	DBVPG3775_000326-T1
GF00003412	TFCN17291Y1_005163-T1, TFCN17291Y1_010778-T1	DBVPG3775_000329-T1
GF00003413	TFCN17291Y1_005164-T1, TFCN17291Y1_010777-T1	DBVPG3775_000330-T1
GF00003414	TFCN17291Y1_005165-T1, TFCN17291Y1_010776-T1	DBVPG3775_000331-T1
GF00003415	TFCN17291Y1_005166-T1, TFCN17291Y1_010775-T1	DBVPG3775_000332-T1
GF00003416	TFCN17291Y1_005169-T1, TFCN17291Y1_010772-T1	DBVPG3775_000336-T1
GF00003417	TFCN17291Y1_005170-T1, TFCN17291Y1_010771-T1	DBVPG3775_000337-T1
GF00003418	TFCN17291Y1_005171-T1, TFCN17291Y1_010770-T1	DBVPG3775_000338-T1
GF00003419	TFCN17291Y1_005173-T1, TFCN17291Y1_010768-T1	DBVPG3775_000340-T1
GF00003420	TFCN17291Y1_005174-T1, TFCN17291Y1_010767-T1	DBVPG3775_000341-T1
GF00003421	TFCN17291Y1_005175-T1, TFCN17291Y1_010766-T1	DBVPG3775_000342-T1
GF00003422	TFCN17291Y1_005180-T1, TFCN17291Y1_012028-T1	DBVPG3775_000347-T1
GF00003423	TFCN17291Y1_005181-T1, TFCN17291Y1_012027-T1	DBVPG3775_000348-T1
GF00003424	TFCN17291Y1_005182-T1, TFCN17291Y1_012026-T1	DBVPG3775_000349-T1
GF00003425	TFCN17291Y1_005185-T1, TFCN17291Y1_008857-T1	DBVPG3775_000352-T1
GF00003426	TFCN17291Y1_005186-T1, TFCN17291Y1_008858-T1	DBVPG3775_000353-T1
GF00003427	TFCN17291Y1_005189-T1, TFCN17291Y1_008860-T1	DBVPG3775_000356-T1
GF00003428	TFCN17291Y1_005191-T1, TFCN17291Y1_008863-T1	DBVPG3775_000359-T1
GF00003429	TFCN17291Y1_005194-T1, TFCN17291Y1_008866-T1	DBVPG3775_000362-T1
GF00003430	TFCN17291Y1_005195-T1, TFCN17291Y1_008867-T1	DBVPG3775_000363-T1
GF00003431	TFCN17291Y1_005201-T1, TFCN17291Y1_008872-T1	DBVPG3775_000372-T1
GF00003432	TFCN17291Y1_005205-T1, TFCN17291Y1_008874-T1	DBVPG3775_000380-T1
GF00003433	TFCN17291Y1_005206-T1, TFCN17291Y1_012012-T1	DBVPG3775_000381-T1
GF00003434	TFCN17291Y1_005208-T1, TFCN17291Y1_007747-T1	DBVPG3775_001077-T1
GF00003435	TFCN17291Y1_005214-T1, TFCN17291Y1_007742-T1	DBVPG3775_001068-T1
GF00003436	TFCN17291Y1_005215-T1, TFCN17291Y1_007741-T1	DBVPG3775_001067-T1
GF00003437	TFCN17291Y1_005218-T1, TFCN17291Y1_007738-T1	DBVPG3775_001064-T1
GF00003438	TFCN17291Y1_005219-T1, TFCN17291Y1_007736-T1	DBVPG3775_001062-T1
GF00003439	TFCN17291Y1_005223-T1, TFCN17291Y1_007732-T1	DBVPG3775_001057-T1
GF00003440	TFCN17291Y1_005228-T1, TFCN17291Y1_007729-T1	DBVPG3775_001052-T1
GF00003441	TFCN17291Y1_005301-T1, TFCN17291Y1_007564-T1	DBVPG3775_005663-T1
GF00003442	TFCN17291Y1_005302-T1, TFCN17291Y1_007565-T1	DBVPG3775_005662-T1
GF00003443	TFCN17291Y1_005304-T1, TFCN17291Y1_007567-T1	DBVPG3775_005660-T1
GF00003444	TFCN17291Y1_005305-T1, TFCN17291Y1_007568-T1	DBVPG3775_005659-T1
GF00003445	TFCN17291Y1_005306-T1, TFCN17291Y1_007569-T1	DBVPG3775_005658-T1
GF00003446	TFCN17291Y1_005307-T1, TFCN17291Y1_007570-T1	DBVPG3775_005657-T1
GF00003447	TFCN17291Y1_005311-T1, TFCN17291Y1_007574-T1	DBVPG3775_005654-T1
GF00003448	TFCN17291Y1_005312-T1, TFCN17291Y1_007575-T1	DBVPG3775_005653-T1
GF00003449	TFCN17291Y1_005314-T1, TFCN17291Y1_007577-T1	DBVPG3775_005651-T1
GF00003450	TFCN17291Y1_005315-T1, TFCN17291Y1_007578-T1	DBVPG3775_005650-T1
GF00003451	TFCN17291Y1_005318-T1, TFCN17291Y1_007580-T1	DBVPG3775_005647-T1
GF00003452	TFCN17291Y1_005321-T1, TFCN17291Y1_007582-T1	DBVPG3775_005644-T1
GF00003453	TFCN17291Y1_005324-T1, TFCN17291Y1_007587-T1	DBVPG3775_005639-T1
GF00003454	TFCN17291Y1_005326-T1, TFCN17291Y1_007589-T1	DBVPG3775_005637-T1
GF00003455	TFCN17291Y1_005331-T1, TFCN17291Y1_007597-T1	DBVPG3775_007283-T1
GF00003456	TFCN17291Y1_005335-T1, TFCN17291Y1_007600-T1	DBVPG3775_007278-T1
GF00003457	TFCN17291Y1_005341-T1, TFCN17291Y1_007602-T1	DBVPG3775_007268-T1
GF00003458	TFCN17291Y1_005347-T1, TFCN17291Y1_007606-T1	DBVPG3775_007263-T1
GF00003459	TFCN17291Y1_005348-T1, TFCN17291Y1_007607-T1	DBVPG3775_007262-T1
GF00003460	TFCN17291Y1_005349-T1, TFCN17291Y1_007608-T1	DBVPG3775_007261-T1
GF00003461	TFCN17291Y1_005350-T1, TFCN17291Y1_012094-T1	DBVPG3775_007260-T1
GF00003462	TFCN17291Y1_005351-T1, TFCN17291Y1_012095-T1	DBVPG3775_007259-T1
GF00003463	TFCN17291Y1_005352-T1, TFCN17291Y1_012096-T1	DBVPG3775_007307-T1
GF00003464	TFCN17291Y1_005355-T1, TFCN17291Y1_012102-T1	DBVPG3775_007301-T1
GF00003465	TFCN17291Y1_005359-T1, TFCN17291Y1_012720-T1	DBVPG3775_007296-T1
GF00003466	TFCN17291Y1_005360-T1, TFCN17291Y1_012719-T1	DBVPG3775_007295-T1
GF00003467	TFCN17291Y1_005363-T1, TFCN17291Y1_012716-T1	DBVPG3775_007292-T1
GF00003468	TFCN17291Y1_005364-T1, TFCN17291Y1_012715-T1	DBVPG3775_007291-T1
GF00003469	TFCN17291Y1_005365-T1, TFCN17291Y1_012714-T1	DBVPG3775_007290-T1
GF00003470	TFCN17291Y1_005366-T1, TFCN17291Y1_012713-T1	DBVPG3775_007288-T1
GF00003471	TFCN17291Y1_005367-T1, TFCN17291Y1_012712-T1	DBVPG3775_007287-T1
GF00003472	TFCN17291Y1_005369-T1, TFCN17291Y1_009086-T1	DBVPG3775_001401-T1
GF00003473	TFCN17291Y1_005370-T1, TFCN17291Y1_009085-T1	DBVPG3775_001402-T1
GF00003474	TFCN17291Y1_005373-T1, TFCN17291Y1_009083-T1	DBVPG3775_001406-T1
GF00003475	TFCN17291Y1_005376-T1, TFCN17291Y1_009079-T1	DBVPG3775_001410-T1
GF00003476	TFCN17291Y1_005377-T1, TFCN17291Y1_009078-T1	DBVPG3775_001411-T1
GF00003477	TFCN17291Y1_005380-T1, TFCN17291Y1_009075-T1	DBVPG3775_001415-T1
GF00003478	TFCN17291Y1_005384-T1, TFCN17291Y1_009070-T1	DBVPG3775_001421-T1
GF00003479	TFCN17291Y1_005385-T1, TFCN17291Y1_009069-T1	DBVPG3775_001422-T1
GF00003480	TFCN17291Y1_005386-T1, TFCN17291Y1_009068-T1	DBVPG3775_001423-T1
GF00003481	TFCN17291Y1_005387-T1, TFCN17291Y1_009067-T1	DBVPG3775_001424-T1
GF00003482	TFCN17291Y1_005391-T1, TFCN17291Y1_009063-T1	DBVPG3775_001428-T1
GF00003483	TFCN17291Y1_005392-T1, TFCN17291Y1_009062-T1	DBVPG3775_001429-T1
GF00003484	TFCN17291Y1_005397-T1, TFCN17291Y1_012580-T1	DBVPG3775_001435-T1
GF00003485	TFCN17291Y1_005398-T1, TFCN17291Y1_012581-T1	DBVPG3775_001436-T1
GF00003486	TFCN17291Y1_005399-T1, TFCN17291Y1_012582-T1	DBVPG3775_001437-T1
GF00003487	TFCN17291Y1_005400-T1, TFCN17291Y1_012583-T1	DBVPG3775_001438-T1
GF00003488	TFCN17291Y1_005401-T1, TFCN17291Y1_012584-T1	DBVPG3775_001439-T1
GF00003489	TFCN17291Y1_005406-T1, TFCN17291Y1_008373-T1	DBVPG3775_001444-T1
GF00003490	TFCN17291Y1_005407-T1, TFCN17291Y1_008372-T1	DBVPG3775_001445-T1
GF00003491	TFCN17291Y1_005408-T1, TFCN17291Y1_008371-T1	DBVPG3775_001446-T1
GF00003492	TFCN17291Y1_005409-T1, TFCN17291Y1_008370-T1	DBVPG3775_001447-T1
GF00003493	TFCN17291Y1_005414-T1, TFCN17291Y1_010384-T1	DBVPG3775_001453-T1
GF00003494	TFCN17291Y1_005417-T1, TFCN17291Y1_010380-T1	DBVPG3775_001457-T1
GF00003495	TFCN17291Y1_005418-T1, TFCN17291Y1_010379-T1	DBVPG3775_001458-T1
GF00003496	TFCN17291Y1_005420-T1, TFCN17291Y1_010377-T1	DBVPG3775_001460-T1
GF00003497	TFCN17291Y1_005421-T1, TFCN17291Y1_010376-T1	DBVPG3775_001461-T1
GF00003498	TFCN17291Y1_005422-T1, TFCN17291Y1_010375-T1	DBVPG3775_001462-T1
GF00003499	TFCN17291Y1_005423-T1, TFCN17291Y1_010374-T1	DBVPG3775_001463-T1
GF00003500	TFCN17291Y1_005426-T1, TFCN17291Y1_010371-T1	DBVPG3775_001467-T1
GF00003501	TFCN17291Y1_005427-T1, TFCN17291Y1_010370-T1	DBVPG3775_001468-T1
GF00003502	TFCN17291Y1_005428-T1, TFCN17291Y1_010369-T1	DBVPG3775_001469-T1
GF00003503	TFCN17291Y1_005432-T1, TFCN17291Y1_010365-T1	DBVPG3775_001473-T1
GF00003504	TFCN17291Y1_005433-T1, TFCN17291Y1_010364-T1	DBVPG3775_001474-T1
GF00003505	TFCN17291Y1_005439-T1, TFCN17291Y1_010361-T1	DBVPG3775_001481-T1
GF00003506	TFCN17291Y1_005443-T1, TFCN17291Y1_010357-T1	DBVPG3775_001484-T1
GF00003507	TFCN17291Y1_005444-T1, TFCN17291Y1_010356-T1	DBVPG3775_001485-T1
GF00003508	TFCN17291Y1_005445-T1, TFCN17291Y1_011450-T1	DBVPG3775_001486-T1
GF00003509	TFCN17291Y1_005502-T1, TFCN17291Y1_007054-T1	DBVPG3775_000036-T1
GF00003510	TFCN17291Y1_005506-T1, TFCN17291Y1_007057-T1	DBVPG3775_000031-T1
GF00003511	TFCN17291Y1_005507-T1, TFCN17291Y1_007058-T1	DBVPG3775_000030-T1
GF00003512	TFCN17291Y1_005508-T1, TFCN17291Y1_007059-T1	DBVPG3775_000029-T1
GF00003513	TFCN17291Y1_005512-T1, TFCN17291Y1_007065-T1	DBVPG3775_000023-T1
GF00003514	TFCN17291Y1_005513-T1, TFCN17291Y1_007066-T1	DBVPG3775_000022-T1
GF00003515	TFCN17291Y1_005515-T1, TFCN17291Y1_007069-T1	DBVPG3775_000018-T1
GF00003516	TFCN17291Y1_005517-T1, TFCN17291Y1_007072-T1	DBVPG3775_000016-T1
GF00003517	TFCN17291Y1_005518-T1, TFCN17291Y1_007073-T1	DBVPG3775_000015-T1
GF00003518	TFCN17291Y1_005519-T1, TFCN17291Y1_007074-T1	DBVPG3775_000014-T1
GF00003519	TFCN17291Y1_005524-T1, TFCN17291Y1_011997-T1	DBVPG3775_005551-T1
GF00003520	TFCN17291Y1_005525-T1, TFCN17291Y1_011996-T1	DBVPG3775_005552-T1
GF00003521	TFCN17291Y1_005526-T1, TFCN17291Y1_011995-T1	DBVPG3775_005553-T1
GF00003522	TFCN17291Y1_005527-T1, TFCN17291Y1_011994-T1	DBVPG3775_005554-T1
GF00003523	TFCN17291Y1_005532-T1, TFCN17291Y1_011991-T1	DBVPG3775_005559-T1
GF00003524	TFCN17291Y1_005533-T1, TFCN17291Y1_011990-T1	DBVPG3775_005560-T1
GF00003525	TFCN17291Y1_005534-T1, TFCN17291Y1_011989-T1	DBVPG3775_005561-T1
GF00003526	TFCN17291Y1_005539-T1, TFCN17291Y1_012271-T1	DBVPG3775_005566-T1
GF00003527	TFCN17291Y1_005540-T1, TFCN17291Y1_012272-T1	DBVPG3775_005567-T1
GF00003528	TFCN17291Y1_005542-T1, TFCN17291Y1_012274-T1	DBVPG3775_005570-T1
GF00003529	TFCN17291Y1_005557-T1, TFCN17291Y1_012593-T1	DBVPG3775_005588-T1
GF00003530	TFCN17291Y1_005558-T1, TFCN17291Y1_012592-T1	DBVPG3775_005589-T1
GF00003531	TFCN17291Y1_005559-T1, TFCN17291Y1_012591-T1	DBVPG3775_005590-T1
GF00003532	TFCN17291Y1_005560-T1, TFCN17291Y1_012590-T1	DBVPG3775_005591-T1
GF00003533	TFCN17291Y1_005561-T1, TFCN17291Y1_012589-T1	DBVPG3775_005592-T1
GF00003534	TFCN17291Y1_005562-T1, TFCN17291Y1_012588-T1	DBVPG3775_005593-T1
GF00003535	TFCN17291Y1_005563-T1, TFCN17291Y1_012587-T1	DBVPG3775_005594-T1
GF00003536	TFCN17291Y1_005569-T1, TFCN17291Y1_007506-T1	DBVPG3775_005600-T1
GF00003537	TFCN17291Y1_005570-T1, TFCN17291Y1_007507-T1	DBVPG3775_005601-T1
GF00003538	TFCN17291Y1_005574-T1, TFCN17291Y1_007510-T1	DBVPG3775_005605-T1
GF00003539	TFCN17291Y1_005575-T1, TFCN17291Y1_007511-T1	DBVPG3775_005606-T1
GF00003540	TFCN17291Y1_005576-T1, TFCN17291Y1_007512-T1	DBVPG3775_005607-T1
GF00003541	TFCN17291Y1_005577-T1, TFCN17291Y1_007513-T1	DBVPG3775_005608-T1
GF00003542	TFCN17291Y1_005579-T1, TFCN17291Y1_007515-T1	DBVPG3775_005610-T1
GF00003543	TFCN17291Y1_005580-T1, TFCN17291Y1_007516-T1	DBVPG3775_005611-T1
GF00003544	TFCN17291Y1_005582-T1, TFCN17291Y1_007518-T1	DBVPG3775_005614-T1
GF00003545	TFCN17291Y1_005583-T1, TFCN17291Y1_007519-T1	DBVPG3775_005615-T1
GF00003546	TFCN17291Y1_005585-T1, TFCN17291Y1_007522-T1	DBVPG3775_005619-T1
GF00003547	TFCN17291Y1_005586-T1, TFCN17291Y1_007523-T1	DBVPG3775_005620-T1
GF00003548	TFCN17291Y1_005588-T1, TFCN17291Y1_007525-T1	DBVPG3775_005622-T1
GF00003549	TFCN17291Y1_005589-T1, TFCN17291Y1_007526-T1	DBVPG3775_005623-T1
GF00003550	TFCN17291Y1_005590-T1, TFCN17291Y1_007527-T1	DBVPG3775_005624-T1
GF00003551	TFCN17291Y1_005592-T1, TFCN17291Y1_007529-T1	DBVPG3775_005627-T1
GF00003552	TFCN17291Y1_005595-T1, TFCN17291Y1_007532-T1	DBVPG3775_005630-T1
GF00003553	TFCN17291Y1_005596-T1, TFCN17291Y1_007533-T1	DBVPG3775_005631-T1
GF00003554	TFCN17291Y1_005599-T1, TFCN17291Y1_007536-T1	DBVPG3775_005634-T1
GF00003555	TFCN17291Y1_005603-T1, TFCN17291Y1_006065-T1	DBVPG3775_006926-T1
GF00003556	TFCN17291Y1_005604-T1, TFCN17291Y1_006064-T1	DBVPG3775_006927-T1
GF00003557	TFCN17291Y1_005606-T1, TFCN17291Y1_006062-T1	DBVPG3775_006930-T1
GF00003558	TFCN17291Y1_005608-T1, TFCN17291Y1_006059-T1	DBVPG3775_006025-T1
GF00003559	TFCN17291Y1_005609-T1, TFCN17291Y1_006058-T1	DBVPG3775_006026-T1
GF00003560	TFCN17291Y1_005611-T1, TFCN17291Y1_006056-T1	DBVPG3775_006028-T1
GF00003561	TFCN17291Y1_005612-T1, TFCN17291Y1_006055-T1	DBVPG3775_006029-T1
GF00003562	TFCN17291Y1_009674-T1, TFCN17291Y1_011447-T1	DBVPG3775_005332-T1
GF00003563	TFCN17291Y1_005616-T1, TFCN17291Y1_006052-T1	DBVPG3775_006032-T1
GF00003564	TFCN17291Y1_005617-T1, TFCN17291Y1_006051-T1	DBVPG3775_006033-T1
GF00003565	TFCN17291Y1_005618-T1, TFCN17291Y1_006049-T1	DBVPG3775_006035-T1
GF00003566	TFCN17291Y1_005619-T1, TFCN17291Y1_006048-T1	DBVPG3775_006036-T1
GF00003567	TFCN17291Y1_005621-T1, TFCN17291Y1_006047-T1	DBVPG3775_006037-T1
GF00003568	TFCN17291Y1_005624-T1, TFCN17291Y1_006044-T1	DBVPG3775_006040-T1
GF00003569	TFCN17291Y1_005625-T1, TFCN17291Y1_006043-T1	DBVPG3775_006041-T1
GF00003570	TFCN17291Y1_005627-T1, TFCN17291Y1_006041-T1	DBVPG3775_006043-T1
GF00003571	TFCN17291Y1_005628-T1, TFCN17291Y1_006040-T1	DBVPG3775_006044-T1
GF00003572	TFCN17291Y1_005632-T1, TFCN17291Y1_006036-T1	DBVPG3775_006048-T1
GF00003573	TFCN17291Y1_005633-T1, TFCN17291Y1_006035-T1	DBVPG3775_006049-T1
GF00003574	TFCN17291Y1_005635-T1, TFCN17291Y1_008376-T1	DBVPG3775_006052-T1
GF00003575	TFCN17291Y1_005636-T1, TFCN17291Y1_008377-T1	DBVPG3775_006053-T1
GF00003576	TFCN17291Y1_005638-T1, TFCN17291Y1_008379-T1	DBVPG3775_006056-T1
GF00003577	TFCN17291Y1_005639-T1, TFCN17291Y1_008380-T1	DBVPG3775_006057-T1
GF00003578	TFCN17291Y1_005640-T1, TFCN17291Y1_008382-T1	DBVPG3775_006058-T1
GF00003579	TFCN17291Y1_005641-T1, TFCN17291Y1_008383-T1	DBVPG3775_006059-T1
GF00003580	TFCN17291Y1_005642-T1, TFCN17291Y1_008384-T1	DBVPG3775_006060-T1
GF00003581	TFCN17291Y1_005645-T1, TFCN17291Y1_008386-T1	DBVPG3775_006064-T1
GF00003582	TFCN17291Y1_005646-T1, TFCN17291Y1_008387-T1	DBVPG3775_006065-T1
GF00003583	TFCN17291Y1_005649-T1, TFCN17291Y1_008391-T1	DBVPG3775_006070-T1
GF00003584	TFCN17291Y1_005650-T1, TFCN17291Y1_008392-T1	DBVPG3775_006071-T1
GF00003585	TFCN17291Y1_005651-T1, TFCN17291Y1_008393-T1	DBVPG3775_006072-T1
GF00003586	TFCN17291Y1_005652-T1, TFCN17291Y1_008394-T1	DBVPG3775_006073-T1
GF00003587	TFCN17291Y1_005653-T1, TFCN17291Y1_008395-T1	DBVPG3775_006074-T1
GF00003588	TFCN17291Y1_005654-T1, TFCN17291Y1_008396-T1	DBVPG3775_006075-T1
GF00003589	TFCN17291Y1_005656-T1, TFCN17291Y1_008398-T1	DBVPG3775_006077-T1
GF00003590	TFCN17291Y1_005657-T1, TFCN17291Y1_008399-T1	DBVPG3775_006078-T1
GF00003591	TFCN17291Y1_005658-T1, TFCN17291Y1_008400-T1	DBVPG3775_006081-T1
GF00003592	TFCN17291Y1_005661-T1, TFCN17291Y1_008406-T1	DBVPG3775_006398-T1
GF00003593	TFCN17291Y1_005663-T1, TFCN17291Y1_008408-T1	DBVPG3775_006396-T1
GF00003594	TFCN17291Y1_005694-T1, TFCN17291Y1_011986-T1	DBVPG3775_001946-T1
GF00003595	TFCN17291Y1_005696-T1, TFCN17291Y1_011984-T1	DBVPG3775_001944-T1
GF00003596	TFCN17291Y1_005697-T1, TFCN17291Y1_011983-T1	DBVPG3775_001942-T1
GF00003597	TFCN17291Y1_005698-T1, TFCN17291Y1_011982-T1	DBVPG3775_001941-T1
GF00003598	TFCN17291Y1_005699-T1, TFCN17291Y1_011981-T1	DBVPG3775_001940-T1
GF00003599	TFCN17291Y1_005701-T1, TFCN17291Y1_011979-T1	DBVPG3775_001938-T1
GF00003600	TFCN17291Y1_005702-T1, TFCN17291Y1_011978-T1	DBVPG3775_001937-T1
GF00003601	TFCN17291Y1_005704-T1, TFCN17291Y1_011976-T1	DBVPG3775_001935-T1
GF00003602	TFCN17291Y1_005706-T1, TFCN17291Y1_011974-T1	DBVPG3775_001933-T1
GF00003603	TFCN17291Y1_005707-T1, TFCN17291Y1_011973-T1	DBVPG3775_001932-T1
GF00003604	TFCN17291Y1_005708-T1, TFCN17291Y1_011972-T1	DBVPG3775_001931-T1
GF00003605	TFCN17291Y1_005709-T1, TFCN17291Y1_011971-T1	DBVPG3775_001930-T1
GF00003606	TFCN17291Y1_005710-T1, TFCN17291Y1_010668-T1	DBVPG3775_001929-T1
GF00003607	TFCN17291Y1_005711-T1, TFCN17291Y1_010669-T1	DBVPG3775_001928-T1
GF00003608	TFCN17291Y1_005712-T1, TFCN17291Y1_010670-T1	DBVPG3775_001927-T1
GF00003609	TFCN17291Y1_005713-T1, TFCN17291Y1_010671-T1	DBVPG3775_001926-T1
GF00003610	TFCN17291Y1_005714-T1, TFCN17291Y1_010672-T1	DBVPG3775_001925-T1
GF00003611	TFCN17291Y1_005717-T1, TFCN17291Y1_010675-T1	DBVPG3775_001919-T1
GF00003612	TFCN17291Y1_005719-T1, TFCN17291Y1_010677-T1	DBVPG3775_001917-T1
GF00003613	TFCN17291Y1_005720-T1, TFCN17291Y1_010678-T1	DBVPG3775_001916-T1
GF00003614	TFCN17291Y1_005722-T1, TFCN17291Y1_010680-T1	DBVPG3775_001914-T1
GF00003615	TFCN17291Y1_005723-T1, TFCN17291Y1_010681-T1	DBVPG3775_001913-T1
GF00003616	TFCN17291Y1_005724-T1, TFCN17291Y1_010682-T1	DBVPG3775_001912-T1
GF00003617	TFCN17291Y1_005725-T1, TFCN17291Y1_010683-T1	DBVPG3775_001911-T1
GF00003618	TFCN17291Y1_005726-T1, TFCN17291Y1_010684-T1	DBVPG3775_001910-T1
GF00003619	TFCN17291Y1_005727-T1, TFCN17291Y1_010685-T1	DBVPG3775_001909-T1
GF00003620	TFCN17291Y1_005728-T1, TFCN17291Y1_010686-T1	DBVPG3775_001908-T1
GF00003621	TFCN17291Y1_005730-T1, TFCN17291Y1_010688-T1	DBVPG3775_001906-T1
GF00003622	TFCN17291Y1_005734-T1, TFCN17291Y1_010692-T1	DBVPG3775_001901-T1
GF00003623	TFCN17291Y1_005735-T1, TFCN17291Y1_010693-T1	DBVPG3775_001900-T1
GF00003624	TFCN17291Y1_005736-T1, TFCN17291Y1_010694-T1	DBVPG3775_001899-T1
GF00003625	TFCN17291Y1_005737-T1, TFCN17291Y1_010695-T1	DBVPG3775_001898-T1
GF00003626	TFCN17291Y1_005738-T1, TFCN17291Y1_010696-T1	DBVPG3775_001897-T1
GF00003627	TFCN17291Y1_005740-T1, TFCN17291Y1_010698-T1	DBVPG3775_001895-T1
GF00003628	TFCN17291Y1_005741-T1, TFCN17291Y1_010699-T1	DBVPG3775_001894-T1
GF00003629	TFCN17291Y1_005898-T1, TFCN17291Y1_007888-T1	DBVPG3775_005728-T1
GF00003630	TFCN17291Y1_005899-T1, TFCN17291Y1_007889-T1	DBVPG3775_005729-T1
GF00003631	TFCN17291Y1_005900-T1, TFCN17291Y1_007890-T1	DBVPG3775_005730-T1
GF00003632	TFCN17291Y1_005901-T1, TFCN17291Y1_007893-T1	DBVPG3775_005731-T1
GF00003633	TFCN17291Y1_005902-T1, TFCN17291Y1_007894-T1	DBVPG3775_005732-T1
GF00003634	TFCN17291Y1_005903-T1, TFCN17291Y1_007895-T1	DBVPG3775_005733-T1
GF00003635	TFCN17291Y1_005904-T1, TFCN17291Y1_007896-T1	DBVPG3775_005734-T1
GF00003636	TFCN17291Y1_005907-T1, TFCN17291Y1_007898-T1	DBVPG3775_005737-T1
GF00003637	TFCN17291Y1_005908-T1, TFCN17291Y1_007899-T1	DBVPG3775_005738-T1
GF00003638	TFCN17291Y1_005909-T1, TFCN17291Y1_007900-T1	DBVPG3775_005739-T1
GF00003639	TFCN17291Y1_005910-T1, TFCN17291Y1_007901-T1	DBVPG3775_005740-T1
GF00003640	TFCN17291Y1_005914-T1, TFCN17291Y1_007906-T1	DBVPG3775_005746-T1
GF00003641	TFCN17291Y1_005915-T1, TFCN17291Y1_007907-T1	DBVPG3775_005747-T1
GF00003642	TFCN17291Y1_005919-T1, TFCN17291Y1_007910-T1	DBVPG3775_005751-T1
GF00003643	TFCN17291Y1_005927-T1, TFCN17291Y1_007916-T1	DBVPG3775_005766-T1
GF00003644	TFCN17291Y1_005933-T1, TFCN17291Y1_007921-T1	DBVPG3775_005773-T1
GF00003645	TFCN17291Y1_005938-T1, TFCN17291Y1_007927-T1	DBVPG3775_005783-T1
GF00003646	TFCN17291Y1_005940-T1, TFCN17291Y1_011846-T1	DBVPG3775_005785-T1
GF00003647	TFCN17291Y1_005941-T1, TFCN17291Y1_011845-T1	DBVPG3775_005786-T1
GF00003648	TFCN17291Y1_005942-T1, TFCN17291Y1_011844-T1	DBVPG3775_005787-T1
GF00003649	TFCN17291Y1_005944-T1, TFCN17291Y1_011841-T1	DBVPG3775_005789-T1
GF00003650	TFCN17291Y1_005945-T1, TFCN17291Y1_011840-T1	DBVPG3775_005790-T1
GF00003651	TFCN17291Y1_009009-T1, TFCN17291Y1_008112-T1	DBVPG3775_007487-T1
GF00003652	TFCN17291Y1_005951-T1, TFCN17291Y1_011834-T1	DBVPG3775_005797-T1
GF00003653	TFCN17291Y1_005953-T1, TFCN17291Y1_011831-T1	DBVPG3775_005801-T1
GF00003654	TFCN17291Y1_006068-T1, TFCN17291Y1_006436-T1	DBVPG3775_006923-T1
GF00003655	TFCN17291Y1_006069-T1, TFCN17291Y1_006437-T1	DBVPG3775_006922-T1
