	Rhodotorula_mucilaginosa_TFCN_17-334D-6.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00004944	TFCN17334D6_009672-T1	DBVPG3775_006087-T1
GF00004945	TFCN17334D6_010214-T1	DBVPG3775_003256-T1
GF00004946	TFCN17334D6_010219-T1	DBVPG3775_003262-T1
GF00004947	TFCN17334D6_009685-T1	DBVPG3775_003264-T1
GF00004948	TFCN17334D6_009686-T1	DBVPG3775_003265-T1
GF00004949	TFCN17334D6_010225-T1	DBVPG3775_003266-T1
GF00004950	TFCN17334D6_013938-T1	DBVPG3775_003270-T1
GF00004951	TFCN17334D6_009694-T1	DBVPG3775_003271-T1
GF00004952	TFCN17334D6_013940-T1	DBVPG3775_003272-T1
GF00004953	TFCN17334D6_009700-T1	DBVPG3775_003281-T1
GF00004954	TFCN17334D6_009711-T1	DBVPG3775_005403-T1
GF00004955	TFCN17334D6_009712-T1	DBVPG3775_005404-T1
GF00004956	TFCN17334D6_011014-T1	DBVPG3775_005405-T1
GF00004957	TFCN17334D6_009714-T1	DBVPG3775_005406-T1
GF00004958	TFCN17334D6_009716-T1	DBVPG3775_005408-T1
GF00004959	TFCN17334D6_009719-T1	DBVPG3775_005412-T1
GF00004960	TFCN17334D6_009720-T1	DBVPG3775_005413-T1
GF00004961	TFCN17334D6_009722-T1	DBVPG3775_005415-T1
GF00004962	TFCN17334D6_009723-T1	DBVPG3775_005416-T1
GF00004963	TFCN17334D6_014608-T1	DBVPG3775_005418-T1
GF00004964	TFCN17334D6_009726-T1	DBVPG3775_005419-T1
GF00004965	TFCN17334D6_009727-T1	DBVPG3775_005420-T1
GF00004966	TFCN17334D6_009728-T1	DBVPG3775_005421-T1
GF00004967	TFCN17334D6_009729-T1	DBVPG3775_005422-T1
GF00004968	TFCN17334D6_009730-T1	DBVPG3775_005423-T1
GF00004969	TFCN17334D6_009733-T1	DBVPG3775_005427-T1
GF00004970	TFCN17334D6_009734-T1	DBVPG3775_005428-T1
GF00004971	TFCN17334D6_009735-T1	DBVPG3775_005429-T1
GF00004972	TFCN17334D6_009736-T1	DBVPG3775_005430-T1
GF00004973	TFCN17334D6_009739-T1	DBVPG3775_005433-T1
GF00004974	TFCN17334D6_009740-T1	DBVPG3775_005434-T1
GF00004975	TFCN17334D6_012541-T1	DBVPG3775_005437-T1
GF00004976	TFCN17334D6_009744-T1	DBVPG3775_005438-T1
GF00004977	TFCN17334D6_009745-T1	DBVPG3775_005439-T1
GF00004978	TFCN17334D6_009746-T1	DBVPG3775_005440-T1
GF00004979	TFCN17334D6_009748-T1	DBVPG3775_005442-T1
GF00004980	TFCN17334D6_009749-T1	DBVPG3775_005443-T1
GF00004981	TFCN17334D6_009750-T1	DBVPG3775_005444-T1
GF00004982	TFCN17334D6_014669-T1	DBVPG3775_000137-T1
GF00004983	TFCN17334D6_014668-T1	DBVPG3775_000138-T1
GF00004984	TFCN17334D6_014691-T1	DBVPG3775_002797-T1
GF00004985	TFCN17334D6_009905-T1	DBVPG3775_002796-T1
GF00004986	TFCN17334D6_014689-T1	DBVPG3775_002795-T1
GF00004987	TFCN17334D6_009907-T1	DBVPG3775_002793-T1
GF00004988	TFCN17334D6_014686-T1	DBVPG3775_002792-T1
GF00004989	TFCN17334D6_009909-T1	DBVPG3775_002791-T1
GF00004990	TFCN17334D6_014256-T1	DBVPG3775_002788-T1
GF00004991	TFCN17334D6_009912-T1	DBVPG3775_002786-T1
GF00004992	TFCN17334D6_009913-T1	DBVPG3775_002785-T1
GF00004993	TFCN17334D6_014252-T1	DBVPG3775_002784-T1
GF00004994	TFCN17334D6_010067-T1	DBVPG3775_003445-T1
GF00004995	TFCN17334D6_010068-T1	DBVPG3775_003444-T1
GF00004996	TFCN17334D6_010070-T1	DBVPG3775_003442-T1
GF00004997	TFCN17334D6_010072-T1	DBVPG3775_003440-T1
GF00004998	TFCN17334D6_011824-T1	DBVPG3775_003438-T1
GF00004999	TFCN17334D6_011823-T1	DBVPG3775_003437-T1
GF00005000	TFCN17334D6_010076-T1	DBVPG3775_003436-T1
GF00005001	TFCN17334D6_011821-T1	DBVPG3775_003435-T1
GF00005002	TFCN17334D6_011820-T1	DBVPG3775_003434-T1
GF00005003	TFCN17334D6_010079-T1	DBVPG3775_003433-T1
GF00005004	TFCN17334D6_010080-T1	DBVPG3775_003432-T1
GF00005005	TFCN17334D6_010081-T1	DBVPG3775_003431-T1
GF00005006	TFCN17334D6_013406-T1	DBVPG3775_003430-T1
GF00005007	TFCN17334D6_010083-T1	DBVPG3775_003429-T1
GF00005008	TFCN17334D6_010084-T1	DBVPG3775_003428-T1
GF00005009	TFCN17334D6_010085-T1	DBVPG3775_003427-T1
GF00005010	TFCN17334D6_010086-T1	DBVPG3775_003426-T1
GF00005011	TFCN17334D6_013401-T1	DBVPG3775_003425-T1
GF00005012	TFCN17334D6_010088-T1	DBVPG3775_003424-T1
GF00005013	TFCN17334D6_010089-T1	DBVPG3775_003423-T1
GF00005014	TFCN17334D6_010091-T1	DBVPG3775_003421-T1
GF00005015	TFCN17334D6_013396-T1	DBVPG3775_003419-T1
GF00005016	TFCN17334D6_010098-T1	DBVPG3775_003415-T1
GF00005017	TFCN17334D6_013393-T1	DBVPG3775_003414-T1
GF00005018	TFCN17334D6_013392-T1	DBVPG3775_003413-T1
GF00005019	TFCN17334D6_014227-T1	DBVPG3775_003412-T1
GF00005020	TFCN17334D6_014225-T1	DBVPG3775_003410-T1
GF00005021	TFCN17334D6_010105-T1	DBVPG3775_003408-T1
GF00005022	TFCN17334D6_014221-T1	DBVPG3775_003406-T1
GF00005023	TFCN17334D6_010108-T1	DBVPG3775_003405-T1
GF00005024	TFCN17334D6_010196-T1	DBVPG3775_003238-T1
GF00005025	TFCN17334D6_010197-T1	DBVPG3775_003239-T1
GF00005026	TFCN17334D6_010198-T1	DBVPG3775_003240-T1
GF00005027	TFCN17334D6_013049-T1	DBVPG3775_003241-T1
GF00005028	TFCN17334D6_013047-T1	DBVPG3775_003243-T1
GF00005029	TFCN17334D6_010207-T1	DBVPG3775_003250-T1
GF00005030	TFCN17334D6_010211-T1	DBVPG3775_003253-T1
GF00005031	TFCN17334D6_010212-T1	DBVPG3775_003254-T1
GF00005032	TFCN17334D6_010229-T1	DBVPG3775_006223-T1
GF00005033	TFCN17334D6_013025-T1	DBVPG3775_006222-T1
GF00005034	TFCN17334D6_013019-T1	DBVPG3775_006215-T1
GF00005035	TFCN17334D6_010237-T1	DBVPG3775_006213-T1
GF00005036	TFCN17334D6_010239-T1	DBVPG3775_006211-T1
GF00005037	TFCN17334D6_010240-T1	DBVPG3775_006210-T1
GF00005038	TFCN17334D6_010245-T1	DBVPG3775_006205-T1
GF00005039	TFCN17334D6_010247-T1	DBVPG3775_006203-T1
GF00005040	TFCN17334D6_013847-T1	DBVPG3775_006202-T1
GF00005041	TFCN17334D6_010249-T1	DBVPG3775_006199-T1
GF00005042	TFCN17334D6_010250-T1	DBVPG3775_006198-T1
GF00005043	TFCN17334D6_013850-T1	DBVPG3775_006197-T1
GF00005044	TFCN17334D6_010252-T1	DBVPG3775_006196-T1
GF00005045	TFCN17334D6_010253-T1	DBVPG3775_006195-T1
GF00005046	TFCN17334D6_010254-T1	DBVPG3775_006194-T1
GF00005047	TFCN17334D6_010260-T1	DBVPG3775_007080-T1
GF00005048	TFCN17334D6_010261-T1	DBVPG3775_007081-T1
GF00005049	TFCN17334D6_010262-T1	DBVPG3775_007082-T1
GF00005050	TFCN17334D6_010264-T1	DBVPG3775_007084-T1
GF00005051	TFCN17334D6_013537-T1	DBVPG3775_007085-T1
GF00005052	TFCN17334D6_010305-T1	DBVPG3775_002711-T1
GF00005053	TFCN17334D6_010306-T1	DBVPG3775_002712-T1
GF00005054	TFCN17334D6_010307-T1	DBVPG3775_002713-T1
GF00005055	TFCN17334D6_012665-T1	DBVPG3775_002714-T1
GF00005056	TFCN17334D6_010309-T1	DBVPG3775_002715-T1
GF00005057	TFCN17334D6_010311-T1	DBVPG3775_002717-T1
GF00005058	TFCN17334D6_012669-T1	DBVPG3775_002718-T1
GF00005059	TFCN17334D6_012670-T1	DBVPG3775_002719-T1
GF00005060	TFCN17334D6_012672-T1	DBVPG3775_002721-T1
GF00005061	TFCN17334D6_010316-T1	DBVPG3775_002722-T1
GF00005062	TFCN17334D6_012674-T1	DBVPG3775_002725-T1
GF00005063	TFCN17334D6_012675-T1	DBVPG3775_002726-T1
GF00005064	TFCN17334D6_010322-T1	DBVPG3775_002728-T1
GF00005065	TFCN17334D6_010323-T1	DBVPG3775_002729-T1
GF00005066	TFCN17334D6_014840-T1	DBVPG3775_002731-T1
GF00005067	TFCN17334D6_010326-T1	DBVPG3775_002733-T1
GF00005068	TFCN17334D6_014457-T1	DBVPG3775_002734-T1
GF00005069	TFCN17334D6_014456-T1	DBVPG3775_002735-T1
GF00005070	TFCN17334D6_010330-T1	DBVPG3775_002737-T1
GF00005071	TFCN17334D6_010333-T1	DBVPG3775_002559-T1
GF00005072	TFCN17334D6_011306-T1	DBVPG3775_002560-T1
GF00005073	TFCN17334D6_011302-T1	DBVPG3775_002563-T1
GF00005074	TFCN17334D6_010339-T1	DBVPG3775_002565-T1
GF00005075	TFCN17334D6_011299-T1	DBVPG3775_002566-T1
GF00005076	TFCN17334D6_011298-T1	DBVPG3775_002567-T1
GF00005077	TFCN17334D6_010342-T1	DBVPG3775_002568-T1
GF00005078	TFCN17334D6_010344-T1	DBVPG3775_002570-T1
GF00005079	TFCN17334D6_011293-T1	DBVPG3775_002572-T1
GF00005080	TFCN17334D6_011291-T1	DBVPG3775_002574-T1
GF00005081	TFCN17334D6_010349-T1	DBVPG3775_002576-T1
GF00005082	TFCN17334D6_011287-T1	DBVPG3775_002578-T1
GF00005083	TFCN17334D6_011285-T1	DBVPG3775_002580-T1
GF00005084	TFCN17334D6_011284-T1	DBVPG3775_002581-T1
GF00005085	TFCN17334D6_010355-T1	DBVPG3775_002582-T1
GF00005086	TFCN17334D6_011281-T1	DBVPG3775_002584-T1
GF00005087	TFCN17334D6_011278-T1	DBVPG3775_002588-T1
GF00005088	TFCN17334D6_010361-T1	DBVPG3775_002589-T1
GF00005089	TFCN17334D6_010410-T1	DBVPG3775_003363-T1
GF00005090	TFCN17334D6_010412-T1	DBVPG3775_003361-T1
GF00005091	TFCN17334D6_010413-T1	DBVPG3775_003360-T1
GF00005092	TFCN17334D6_011421-T1	DBVPG3775_003359-T1
GF00005093	TFCN17334D6_010416-T1	DBVPG3775_003357-T1
GF00005094	TFCN17334D6_011418-T1	DBVPG3775_003356-T1
GF00005095	TFCN17334D6_011415-T1	DBVPG3775_003354-T1
GF00005096	TFCN17334D6_010420-T1	DBVPG3775_003353-T1
GF00005097	TFCN17334D6_011413-T1	DBVPG3775_003352-T1
GF00005098	TFCN17334D6_010422-T1	DBVPG3775_003351-T1
GF00005099	TFCN17334D6_011411-T1	DBVPG3775_003350-T1
GF00005100	TFCN17334D6_011410-T1	DBVPG3775_003349-T1
GF00005101	TFCN17334D6_010425-T1	DBVPG3775_003348-T1
GF00005102	TFCN17334D6_010426-T1	DBVPG3775_003347-T1
GF00005103	TFCN17334D6_010427-T1	DBVPG3775_003346-T1
GF00005104	TFCN17334D6_010432-T1	DBVPG3775_003332-T1
GF00005105	TFCN17334D6_013921-T1	DBVPG3775_003333-T1
GF00005106	TFCN17334D6_010436-T1	DBVPG3775_003335-T1
GF00005107	TFCN17334D6_013918-T1	DBVPG3775_003336-T1
GF00005108	TFCN17334D6_013917-T1	DBVPG3775_003337-T1
GF00005109	TFCN17334D6_013916-T1	DBVPG3775_003338-T1
GF00005110	TFCN17334D6_010440-T1	DBVPG3775_003339-T1
GF00005111	TFCN17334D6_013913-T1	DBVPG3775_003341-T1
GF00005112	TFCN17334D6_013912-T1	DBVPG3775_003342-T1
GF00005113	TFCN17334D6_010447-T1	DBVPG3775_002161-T1
GF00005114	TFCN17334D6_010450-T1	DBVPG3775_002158-T1
GF00005115	TFCN17334D6_010454-T1	DBVPG3775_002154-T1
GF00005116	TFCN17334D6_010455-T1	DBVPG3775_002153-T1
GF00005117	TFCN17334D6_010456-T1	DBVPG3775_002152-T1
GF00005118	TFCN17334D6_010457-T1	DBVPG3775_002151-T1
GF00005119	TFCN17334D6_010458-T1	DBVPG3775_002150-T1
GF00005120	TFCN17334D6_010459-T1	DBVPG3775_002149-T1
GF00005121	TFCN17334D6_010460-T1	DBVPG3775_002148-T1
GF00005122	TFCN17334D6_010560-T1	DBVPG3775_002147-T1
GF00005123	TFCN17334D6_010466-T1	DBVPG3775_002142-T1
GF00005124	TFCN17334D6_010467-T1	DBVPG3775_002141-T1
GF00005125	TFCN17334D6_010469-T1	DBVPG3775_002139-T1
GF00005126	TFCN17334D6_014382-T1	DBVPG3775_002134-T1
GF00005127	TFCN17334D6_010474-T1	DBVPG3775_002133-T1
GF00005128	TFCN17334D6_010475-T1	DBVPG3775_002132-T1
GF00005129	TFCN17334D6_010476-T1	DBVPG3775_002131-T1
GF00005130	TFCN17334D6_010477-T1	DBVPG3775_002130-T1
GF00005131	TFCN17334D6_010478-T1	DBVPG3775_002129-T1
GF00005132	TFCN17334D6_012458-T1	DBVPG3775_002879-T1
GF00005133	TFCN17334D6_012461-T1	DBVPG3775_002882-T1
GF00005134	TFCN17334D6_012462-T1	DBVPG3775_002883-T1
GF00005135	TFCN17334D6_010528-T1	DBVPG3775_002884-T1
GF00005136	TFCN17334D6_010530-T1	DBVPG3775_002886-T1
GF00005137	TFCN17334D6_012466-T1	DBVPG3775_002887-T1
GF00005138	TFCN17334D6_010532-T1	DBVPG3775_002888-T1
GF00005139	TFCN17334D6_010534-T1	DBVPG3775_002891-T1
GF00005140	TFCN17334D6_012473-T1	DBVPG3775_002893-T1
GF00005141	TFCN17334D6_010538-T1	DBVPG3775_002895-T1
GF00005142	TFCN17334D6_010539-T1	DBVPG3775_002896-T1
GF00005143	TFCN17334D6_011681-T1	DBVPG3775_002897-T1
GF00005144	TFCN17334D6_010542-T1	DBVPG3775_002899-T1
GF00005145	TFCN17334D6_011677-T1	DBVPG3775_002902-T1
GF00005146	TFCN17334D6_010547-T1	DBVPG3775_002906-T1
GF00005147	TFCN17334D6_010551-T1	DBVPG3775_002910-T1
GF00005148	TFCN17334D6_011664-T1	DBVPG3775_002911-T1
GF00005149	TFCN17334D6_011663-T1	DBVPG3775_002912-T1
GF00005150	TFCN17334D6_011662-T1	DBVPG3775_002913-T1
GF00005151	TFCN17334D6_010704-T1	DBVPG3775_002319-T1
GF00005152	TFCN17334D6_010705-T1	DBVPG3775_002320-T1
GF00005153	TFCN17334D6_010707-T1	DBVPG3775_002322-T1
GF00005154	TFCN17334D6_013478-T1	DBVPG3775_002323-T1
GF00005155	TFCN17334D6_010709-T1	DBVPG3775_002324-T1
GF00005156	TFCN17334D6_013472-T1	DBVPG3775_002329-T1
GF00005157	TFCN17334D6_010720-T1	DBVPG3775_002334-T1
GF00005158	TFCN17334D6_010721-T1	DBVPG3775_002335-T1
GF00005159	TFCN17334D6_010723-T1	DBVPG3775_002337-T1
GF00005160	TFCN17334D6_010725-T1	DBVPG3775_002339-T1
GF00005161	TFCN17334D6_010726-T1	DBVPG3775_002340-T1
GF00005162	TFCN17334D6_010727-T1	DBVPG3775_002341-T1
GF00005163	TFCN17334D6_013729-T1	DBVPG3775_002342-T1
GF00005164	TFCN17334D6_010729-T1	DBVPG3775_002343-T1
GF00005165	TFCN17334D6_010730-T1	DBVPG3775_002344-T1
GF00005166	TFCN17334D6_010731-T1	DBVPG3775_002345-T1
GF00005167	TFCN17334D6_010732-T1	DBVPG3775_002346-T1
GF00005168	TFCN17334D6_010733-T1	DBVPG3775_002347-T1
GF00005169	TFCN17334D6_010734-T1	DBVPG3775_002348-T1
GF00005170	TFCN17334D6_013722-T1	DBVPG3775_002349-T1
GF00005171	TFCN17334D6_010736-T1	DBVPG3775_002350-T1
GF00005172	TFCN17334D6_013692-T1	DBVPG3775_000742-T1
GF00005173	TFCN17334D6_010739-T1	DBVPG3775_000741-T1
GF00005174	TFCN17334D6_013694-T1	DBVPG3775_000740-T1
GF00005175	TFCN17334D6_010741-T1	DBVPG3775_000739-T1
GF00005176	TFCN17334D6_010743-T1	DBVPG3775_000737-T1
GF00005177	TFCN17334D6_010744-T1	DBVPG3775_000736-T1
GF00005178	TFCN17334D6_010747-T1	DBVPG3775_000732-T1
GF00005179	TFCN17334D6_010748-T1	DBVPG3775_000731-T1
GF00005180	TFCN17334D6_010751-T1	DBVPG3775_000727-T1
GF00005181	TFCN17334D6_010753-T1	DBVPG3775_000725-T1
GF00005182	TFCN17334D6_010754-T1	DBVPG3775_000724-T1
GF00005183	TFCN17334D6_011167-T1	DBVPG3775_000723-T1
GF00005184	TFCN17334D6_010756-T1	DBVPG3775_000722-T1
GF00005185	TFCN17334D6_011164-T1	DBVPG3775_000720-T1
GF00005186	TFCN17334D6_010759-T1	DBVPG3775_000719-T1
GF00005187	TFCN17334D6_011162-T1	DBVPG3775_000717-T1
GF00005188	TFCN17334D6_010763-T1	DBVPG3775_000715-T1
GF00005189	TFCN17334D6_011159-T1	DBVPG3775_000714-T1
GF00005190	TFCN17334D6_010766-T1	DBVPG3775_000712-T1
GF00005191	TFCN17334D6_010767-T1	DBVPG3775_000711-T1
GF00005192	TFCN17334D6_010768-T1	DBVPG3775_000710-T1
GF00005193	TFCN17334D6_010770-T1	DBVPG3775_000708-T1
GF00005194	TFCN17334D6_010771-T1	DBVPG3775_000707-T1
GF00005195	TFCN17334D6_011150-T1	DBVPG3775_000705-T1
GF00005196	TFCN17334D6_010775-T1	DBVPG3775_003546-T1
GF00005197	TFCN17334D6_013434-T1	DBVPG3775_003545-T1
GF00005198	TFCN17334D6_010779-T1	DBVPG3775_003543-T1
GF00005199	TFCN17334D6_013438-T1	DBVPG3775_003541-T1
GF00005200	TFCN17334D6_010784-T1	DBVPG3775_004592-T1
GF00005201	TFCN17334D6_010785-T1	DBVPG3775_004591-T1
GF00005202	TFCN17334D6_010787-T1	DBVPG3775_004589-T1
GF00005203	TFCN17334D6_010788-T1	DBVPG3775_004588-T1
GF00005204	TFCN17334D6_013739-T1	DBVPG3775_004587-T1
GF00005205	TFCN17334D6_013741-T1	DBVPG3775_004584-T1
GF00005206	TFCN17334D6_010792-T1	DBVPG3775_004583-T1
GF00005207	TFCN17334D6_013744-T1	DBVPG3775_004581-T1
GF00005208	TFCN17334D6_010795-T1	DBVPG3775_004580-T1
GF00005209	TFCN17334D6_010796-T1	DBVPG3775_004579-T1
GF00005210	TFCN17334D6_010800-T1	DBVPG3775_004574-T1
GF00005211	TFCN17334D6_013893-T1	DBVPG3775_004573-T1
GF00005212	TFCN17334D6_010900-T1	DBVPG3775_001906-T1
GF00005213	TFCN17334D6_010905-T1	DBVPG3775_001901-T1
GF00005214	TFCN17334D6_013979-T1	DBVPG3775_001900-T1
GF00005215	TFCN17334D6_013978-T1	DBVPG3775_001899-T1
GF00005216	TFCN17334D6_010908-T1	DBVPG3775_001898-T1
GF00005217	TFCN17334D6_010909-T1	DBVPG3775_001897-T1
GF00005218	TFCN17334D6_010912-T1	DBVPG3775_001894-T1
GF00005219	TFCN17334D6_014766-T1	DBVPG3775_006340-T1
GF00005220	TFCN17334D6_010923-T1	DBVPG3775_006342-T1
GF00005221	TFCN17334D6_010924-T1	DBVPG3775_006343-T1
GF00005222	TFCN17334D6_010925-T1	DBVPG3775_006344-T1
GF00005223	TFCN17334D6_011106-T1	DBVPG3775_006346-T1
GF00005224	TFCN17334D6_010929-T1	DBVPG3775_006348-T1
GF00005225	TFCN17334D6_010931-T1	DBVPG3775_006350-T1
GF00005226	TFCN17334D6_010932-T1	DBVPG3775_006351-T1
GF00005227	TFCN17334D6_011110-T1	DBVPG3775_006352-T1
GF00005228	TFCN17334D6_010934-T1	DBVPG3775_006353-T1
GF00005229	TFCN17334D6_011113-T1	DBVPG3775_006355-T1
GF00005230	TFCN17334D6_011116-T1	DBVPG3775_006358-T1
GF00005231	TFCN17334D6_011117-T1	DBVPG3775_006359-T1
GF00005232	TFCN17334D6_010942-T1	DBVPG3775_006360-T1
GF00005233	TFCN17334D6_010943-T1	DBVPG3775_006361-T1
GF00005234	TFCN17334D6_010945-T1	DBVPG3775_006363-T1
GF00005235	TFCN17334D6_011122-T1	DBVPG3775_006364-T1
GF00005236	TFCN17334D6_010947-T1	DBVPG3775_006365-T1
GF00005237	TFCN17334D6_011124-T1	DBVPG3775_006366-T1
GF00005238	TFCN17334D6_010949-T1	DBVPG3775_006367-T1
GF00005239	TFCN17334D6_010950-T1	DBVPG3775_006368-T1
GF00005240	TFCN17334D6_010951-T1	DBVPG3775_006369-T1
GF00005241	TFCN17334D6_010954-T1	DBVPG3775_006372-T1
GF00005242	TFCN17334D6_010955-T1	DBVPG3775_006373-T1
GF00005243	TFCN17334D6_014019-T1	DBVPG3775_006893-T1
GF00005244	TFCN17334D6_014018-T1	DBVPG3775_006894-T1
GF00005245	TFCN17334D6_014017-T1	DBVPG3775_006895-T1
GF00005246	TFCN17334D6_010990-T1	DBVPG3775_006899-T1
GF00005247	TFCN17334D6_014012-T1	DBVPG3775_006900-T1
GF00005248	TFCN17334D6_014214-T1	DBVPG3775_005402-T1
GF00005249	TFCN17334D6_011018-T1	DBVPG3775_005401-T1
GF00005250	TFCN17334D6_014210-T1	DBVPG3775_005398-T1
GF00005251	TFCN17334D6_014209-T1	DBVPG3775_005397-T1
GF00005252	TFCN17334D6_011023-T1	DBVPG3775_005396-T1
GF00005253	TFCN17334D6_014207-T1	DBVPG3775_005395-T1
GF00005254	TFCN17334D6_011025-T1	DBVPG3775_005394-T1
GF00005255	TFCN17334D6_014205-T1	DBVPG3775_005393-T1
GF00005256	TFCN17334D6_014202-T1	DBVPG3775_005390-T1
GF00005257	TFCN17334D6_014201-T1	DBVPG3775_005389-T1
GF00005258	TFCN17334D6_014200-T1	DBVPG3775_005388-T1
GF00005259	TFCN17334D6_011071-T1	
GF00005260	TFCN17334D6_011135-T1	DBVPG3775_006378-T1
GF00005261	TFCN17334D6_014770-T1	DBVPG3775_006379-T1
GF00005262	TFCN17334D6_014769-T1	DBVPG3775_006380-T1
GF00005263	TFCN17334D6_014675-T1	DBVPG3775_000974-T1
GF00005264	TFCN17334D6_011200-T1	DBVPG3775_000973-T1
GF00005265	TFCN17334D6_014673-T1	DBVPG3775_000972-T1
GF00005266	TFCN17334D6_011203-T1	DBVPG3775_000970-T1
GF00005267	TFCN17334D6_011332-T1	DBVPG3775_004846-T1
GF00005268	TFCN17334D6_014836-T1	DBVPG3775_004845-T1
GF00005269	TFCN17334D6_011624-T1	DBVPG3775_003716-T1
GF00005270	TFCN17334D6_011625-T1	DBVPG3775_003715-T1
GF00005271	TFCN17334D6_011377-T1	DBVPG3775_003714-T1
GF00005272	TFCN17334D6_011627-T1	DBVPG3775_003713-T1
GF00005273	TFCN17334D6_011379-T1	DBVPG3775_003712-T1
GF00005274	TFCN17334D6_011630-T1	DBVPG3775_003710-T1
GF00005275	TFCN17334D6_011386-T1	DBVPG3775_003705-T1
GF00005276	TFCN17334D6_011639-T1	DBVPG3775_003702-T1
GF00005277	TFCN17334D6_011640-T1	DBVPG3775_003701-T1
GF00005278	TFCN17334D6_011641-T1	DBVPG3775_003700-T1
GF00005279	TFCN17334D6_011644-T1	DBVPG3775_003695-T1
GF00005280	TFCN17334D6_011395-T1	DBVPG3775_003694-T1
GF00005281	TFCN17334D6_011396-T1	DBVPG3775_003693-T1
GF00005282	TFCN17334D6_011397-T1	DBVPG3775_003692-T1
GF00005283	TFCN17334D6_011650-T1	DBVPG3775_003687-T1
GF00005284	TFCN17334D6_011427-T1	DBVPG3775_003364-T1
GF00005285	TFCN17334D6_011429-T1	DBVPG3775_003366-T1
GF00005286	TFCN17334D6_014433-T1	DBVPG3775_003369-T1
GF00005287	TFCN17334D6_014432-T1	DBVPG3775_003370-T1
GF00005288	TFCN17334D6_011435-T1	DBVPG3775_003372-T1
GF00005289	TFCN17334D6_014764-T1	DBVPG3775_007355-T1
GF00005290	TFCN17334D6_011499-T1	DBVPG3775_007356-T1
GF00005291	TFCN17334D6_013057-T1	DBVPG3775_007357-T1
GF00005292	TFCN17334D6_011501-T1	DBVPG3775_007358-T1
GF00005293	TFCN17334D6_011504-T1	DBVPG3775_007361-T1
GF00005294	TFCN17334D6_013066-T1	DBVPG3775_007450-T1
GF00005295	TFCN17334D6_011514-T1	DBVPG3775_007453-T1
GF00005296	TFCN17334D6_014482-T1	DBVPG3775_007456-T1
GF00005297	TFCN17334D6_011519-T1	DBVPG3775_007457-T1
GF00005298	TFCN17334D6_011520-T1	DBVPG3775_007458-T1
GF00005299	TFCN17334D6_011522-T1	DBVPG3775_007460-T1
GF00005300	TFCN17334D6_014476-T1	DBVPG3775_007462-T1
GF00005301	TFCN17334D6_011653-T1	DBVPG3775_002922-T1
GF00005302	TFCN17334D6_011654-T1	DBVPG3775_002921-T1
GF00005303	TFCN17334D6_013649-T1	DBVPG3775_002920-T1
GF00005304	TFCN17334D6_011657-T1	DBVPG3775_002918-T1
GF00005305	TFCN17334D6_011863-T1	DBVPG3775_007210-T1
GF00005306	TFCN17334D6_011867-T1	DBVPG3775_007206-T1
GF00005307	TFCN17334D6_011868-T1	DBVPG3775_007205-T1
GF00005308	TFCN17334D6_011869-T1	DBVPG3775_007204-T1
GF00005309	TFCN17334D6_011870-T1	DBVPG3775_007203-T1
GF00005310	TFCN17334D6_012974-T1	DBVPG3775_007201-T1
GF00005311	TFCN17334D6_011962-T1	DBVPG3775_002739-T1
GF00005312	TFCN17334D6_011963-T1	DBVPG3775_002740-T1
GF00005313	TFCN17334D6_014053-T1	DBVPG3775_002741-T1
GF00005314	TFCN17334D6_013355-T1	DBVPG3775_002773-T1
GF00005315	TFCN17334D6_011982-T1	DBVPG3775_002758-T1
GF00005316	TFCN17334D6_011983-T1	DBVPG3775_002759-T1
GF00005317	TFCN17334D6_011984-T1	DBVPG3775_002760-T1
GF00005318	TFCN17334D6_011985-T1	DBVPG3775_002761-T1
GF00005319	TFCN17334D6_011986-T1	DBVPG3775_002762-T1
GF00005320	TFCN17334D6_012805-T1	DBVPG3775_002763-T1
GF00005321	TFCN17334D6_012802-T1	DBVPG3775_002765-T1
GF00005322	TFCN17334D6_012017-T1	DBVPG3775_006778-T1
GF00005323	TFCN17334D6_012019-T1	DBVPG3775_006776-T1
GF00005324	TFCN17334D6_013952-T1	DBVPG3775_006775-T1
GF00005325	TFCN17334D6_013953-T1	DBVPG3775_006772-T1
GF00005326	TFCN17334D6_012023-T1	DBVPG3775_006771-T1
GF00005327	TFCN17334D6_013955-T1	DBVPG3775_006770-T1
GF00005328	TFCN17334D6_013956-T1	DBVPG3775_006769-T1
GF00005329	TFCN17334D6_013957-T1	DBVPG3775_006768-T1
GF00005330	TFCN17334D6_013711-T1	DBVPG3775_006765-T1
GF00005331	TFCN17334D6_012030-T1	DBVPG3775_006764-T1
GF00005332	TFCN17334D6_012033-T1	DBVPG3775_006761-T1
GF00005333	TFCN17334D6_012034-T1	DBVPG3775_006760-T1
GF00005334	TFCN17334D6_012035-T1	DBVPG3775_006759-T1
GF00005335	TFCN17334D6_012040-T1	DBVPG3775_004828-T1
GF00005336	TFCN17334D6_014650-T1	DBVPG3775_004827-T1
GF00005337	TFCN17334D6_012043-T1	DBVPG3775_004824-T1
GF00005338	TFCN17334D6_012315-T1	DBVPG3775_005329-T1
GF00005339	TFCN17334D6_012316-T1	DBVPG3775_005330-T1
GF00005340	TFCN17334D6_012317-T1	DBVPG3775_005331-T1
GF00005341	TFCN17334D6_012222-T1	DBVPG3775_005333-T1
