	Rhodotorula_mucilaginosa_RIT389.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00004634	RIT389_007961-T1, RIT389_011350-T1	DBVPG3775_001001-T1
GF00004635	RIT389_013594-T1, RIT389_009280-T1	DBVPG3775_003947-T1
GF00004636	RIT389_007974-T1, RIT389_014351-T1	DBVPG3775_001994-T1
GF00004637	RIT389_010572-T1, RIT389_015028-T1	DBVPG3775_002173-T1
GF00004638	RIT389_007976-T1, RIT389_012171-T1	DBVPG3775_001992-T1
GF00004639	RIT389_007978-T1, RIT389_012168-T1	DBVPG3775_001990-T1
GF00004640	RIT389_008005-T1, RIT389_015089-T1	DBVPG3775_003828-T1
GF00004641	RIT389_008012-T1, RIT389_009827-T1	DBVPG3775_003820-T1
GF00004642	RIT389_008014-T1, RIT389_009825-T1	DBVPG3775_003818-T1
GF00004643	RIT389_008015-T1, RIT389_009824-T1	DBVPG3775_003817-T1
GF00004644	RIT389_008016-T1, RIT389_009823-T1	DBVPG3775_003816-T1
GF00004645	RIT389_008017-T1, RIT389_009822-T1	DBVPG3775_003815-T1
GF00004646	RIT389_008018-T1, RIT389_009821-T1	DBVPG3775_003814-T1
GF00004647	RIT389_008019-T1, RIT389_009820-T1	DBVPG3775_003813-T1
GF00004648	RIT389_008049-T1, RIT389_012872-T1	DBVPG3775_004663-T1
GF00004649	RIT389_008050-T1, RIT389_012873-T1	DBVPG3775_004662-T1
GF00004650	RIT389_008051-T1, RIT389_012874-T1	DBVPG3775_004661-T1
GF00004651	RIT389_008052-T1, RIT389_009937-T1	DBVPG3775_004660-T1
GF00004652	RIT389_008054-T1, RIT389_009935-T1	DBVPG3775_004658-T1
GF00004653	RIT389_008055-T1, RIT389_009934-T1	DBVPG3775_004657-T1
GF00004654	RIT389_008056-T1, RIT389_009933-T1	DBVPG3775_004656-T1
GF00004655	RIT389_008057-T1, RIT389_009932-T1	DBVPG3775_004655-T1
GF00004656	RIT389_008058-T1, RIT389_009931-T1	DBVPG3775_004654-T1
GF00004657	RIT389_008059-T1, RIT389_009930-T1	DBVPG3775_004653-T1
GF00004658	RIT389_008060-T1, RIT389_009929-T1	DBVPG3775_004652-T1
GF00004659	RIT389_008062-T1, RIT389_009927-T1	DBVPG3775_004650-T1
GF00004660	RIT389_008063-T1, RIT389_009926-T1	DBVPG3775_004649-T1
GF00004661	RIT389_008065-T1, RIT389_012074-T1	DBVPG3775_006460-T1
GF00004662	RIT389_008067-T1, RIT389_012076-T1	DBVPG3775_006462-T1
GF00004663	RIT389_008069-T1, RIT389_014863-T1	DBVPG3775_006464-T1
GF00004664	RIT389_008071-T1, RIT389_014282-T1	DBVPG3775_006466-T1
GF00004665	RIT389_008072-T1, RIT389_014281-T1	DBVPG3775_006467-T1
GF00004666	RIT389_008073-T1, RIT389_014280-T1	DBVPG3775_006468-T1
GF00004667	RIT389_008095-T1, RIT389_014022-T1	DBVPG3775_000846-T1
GF00004668	RIT389_008096-T1, RIT389_014023-T1	DBVPG3775_000847-T1
GF00004669	RIT389_008097-T1, RIT389_014024-T1	DBVPG3775_000848-T1
GF00004670	RIT389_008115-T1, RIT389_014639-T1	DBVPG3775_001061-T1
GF00004671	RIT389_008167-T1, RIT389_012734-T1	DBVPG3775_005056-T1
GF00004672	RIT389_008191-T1, RIT389_014266-T1	DBVPG3775_002066-T1
GF00004673	RIT389_008193-T1, RIT389_012061-T1	DBVPG3775_002068-T1
GF00004674	RIT389_008194-T1, RIT389_012060-T1	DBVPG3775_002069-T1
GF00004675	RIT389_008197-T1, RIT389_012058-T1	DBVPG3775_002072-T1
GF00004676	RIT389_008199-T1, RIT389_012057-T1	DBVPG3775_002075-T1
GF00004677	RIT389_008202-T1, RIT389_012055-T1	DBVPG3775_002079-T1
GF00004678	RIT389_008203-T1, RIT389_014847-T1	DBVPG3775_002080-T1
GF00004679	RIT389_008204-T1, RIT389_014848-T1	DBVPG3775_002081-T1
GF00004680	RIT389_008249-T1, RIT389_015144-T1	DBVPG3775_002950-T1
GF00004681	RIT389_008256-T1, RIT389_013858-T1	DBVPG3775_003575-T1
GF00004682	RIT389_008258-T1, RIT389_013860-T1	DBVPG3775_003577-T1
GF00004683	RIT389_008273-T1, RIT389_014495-T1	DBVPG3775_007563-T1
GF00004684	RIT389_008278-T1, RIT389_014890-T1	DBVPG3775_007167-T1
GF00004685	RIT389_008282-T1, RIT389_014451-T1	DBVPG3775_007171-T1
GF00004686	RIT389_008284-T1, RIT389_013577-T1	DBVPG3775_007173-T1
GF00004687	RIT389_008287-T1, RIT389_013580-T1	DBVPG3775_007176-T1
GF00004688	RIT389_008288-T1, RIT389_009856-T1	DBVPG3775_001209-T1
GF00004689	RIT389_008289-T1, RIT389_009855-T1	DBVPG3775_001210-T1
GF00004690	RIT389_008290-T1, RIT389_009854-T1	DBVPG3775_001211-T1
GF00004691	RIT389_008291-T1, RIT389_008866-T1	DBVPG3775_001212-T1
GF00004692	RIT389_008292-T1, RIT389_008867-T1	DBVPG3775_001213-T1
GF00004693	RIT389_008294-T1, RIT389_008871-T1	DBVPG3775_001217-T1
GF00004694	RIT389_008295-T1, RIT389_008872-T1	DBVPG3775_001218-T1
GF00004695	RIT389_008296-T1, RIT389_008873-T1	DBVPG3775_001219-T1
GF00004696	RIT389_008297-T1, RIT389_008874-T1	DBVPG3775_001220-T1
GF00004697	RIT389_008298-T1, RIT389_008875-T1	DBVPG3775_001221-T1
GF00004698	RIT389_008299-T1, RIT389_008876-T1	DBVPG3775_001222-T1
GF00004699	RIT389_008300-T1, RIT389_008877-T1	DBVPG3775_001223-T1
GF00004700	RIT389_008301-T1, RIT389_008878-T1	DBVPG3775_001224-T1
GF00004701	RIT389_008314-T1, RIT389_009938-T1	DBVPG3775_001118-T1
GF00004702	RIT389_008339-T1, RIT389_011771-T1	DBVPG3775_000681-T1
GF00004703	RIT389_008340-T1, RIT389_011772-T1	DBVPG3775_000682-T1
GF00004704	RIT389_008341-T1, RIT389_011773-T1	DBVPG3775_000683-T1
GF00004705	RIT389_008342-T1, RIT389_011774-T1	DBVPG3775_000684-T1
GF00004706	RIT389_008344-T1, RIT389_011775-T1	DBVPG3775_000686-T1
GF00004707	RIT389_008345-T1, RIT389_011776-T1	DBVPG3775_000687-T1
GF00004708	RIT389_008346-T1, RIT389_011777-T1	DBVPG3775_000688-T1
GF00004709	RIT389_008347-T1, RIT389_011778-T1	DBVPG3775_000689-T1
GF00004710	RIT389_008348-T1, RIT389_011779-T1	DBVPG3775_000690-T1
GF00004711	RIT389_008349-T1, RIT389_011780-T1	DBVPG3775_000691-T1
GF00004712	RIT389_008352-T1, RIT389_014793-T1	DBVPG3775_000694-T1
GF00004713	RIT389_008354-T1, RIT389_014592-T1	DBVPG3775_000696-T1
GF00004714	RIT389_008355-T1, RIT389_010468-T1	DBVPG3775_000697-T1
GF00004715	RIT389_008358-T1, RIT389_012786-T1	DBVPG3775_003788-T1
GF00004716	RIT389_009306-T1, RIT389_008452-T1	DBVPG3775_006763-T1
GF00004717	RIT389_008365-T1, RIT389_012446-T1	DBVPG3775_003795-T1
GF00004718	RIT389_008366-T1, RIT389_012447-T1	DBVPG3775_003796-T1
GF00004719	RIT389_008367-T1, RIT389_012448-T1	DBVPG3775_003797-T1
GF00004720	RIT389_008368-T1, RIT389_012449-T1	DBVPG3775_003798-T1
GF00004721	RIT389_008369-T1, RIT389_012450-T1	DBVPG3775_003799-T1
GF00004722	RIT389_008373-T1, RIT389_012453-T1	DBVPG3775_003803-T1
GF00004723	RIT389_008374-T1, RIT389_012454-T1	DBVPG3775_003804-T1
GF00004724	RIT389_009982-T1, RIT389_014575-T1	DBVPG3775_004699-T1
GF00004725	RIT389_012185-T1, RIT389_011717-T1	DBVPG3775_002894-T1
GF00004726	RIT389_008379-T1, RIT389_008590-T1	DBVPG3775_002888-T1
GF00004727	RIT389_008380-T1, RIT389_008589-T1	DBVPG3775_002887-T1
GF00004728	RIT389_008381-T1, RIT389_008588-T1	DBVPG3775_002886-T1
GF00004729	RIT389_008382-T1, RIT389_008587-T1	DBVPG3775_002885-T1
GF00004730	RIT389_008383-T1, RIT389_008586-T1	DBVPG3775_002884-T1
GF00004731	RIT389_008384-T1, RIT389_008585-T1	DBVPG3775_002883-T1
GF00004732	RIT389_008385-T1, RIT389_008584-T1	DBVPG3775_002882-T1
GF00004733	RIT389_008388-T1, RIT389_008581-T1	DBVPG3775_002879-T1
GF00004734	RIT389_008425-T1, RIT389_012095-T1	DBVPG3775_001375-T1
GF00004735	RIT389_008427-T1, RIT389_012097-T1	DBVPG3775_001372-T1
GF00004736	RIT389_008438-T1, RIT389_010101-T1	DBVPG3775_000710-T1
GF00004737	RIT389_008439-T1, RIT389_010102-T1	DBVPG3775_000711-T1
GF00004738	RIT389_008440-T1, RIT389_010103-T1	DBVPG3775_000712-T1
GF00004739	RIT389_008442-T1, RIT389_010105-T1	DBVPG3775_000714-T1
GF00004740	RIT389_008443-T1, RIT389_010106-T1	DBVPG3775_000715-T1
GF00004741	RIT389_008445-T1, RIT389_010108-T1	DBVPG3775_000717-T1
GF00004742	RIT389_008446-T1, RIT389_010110-T1	DBVPG3775_000719-T1
GF00004743	RIT389_008447-T1, RIT389_010111-T1	DBVPG3775_000720-T1
GF00004744	RIT389_008449-T1, RIT389_013071-T1	DBVPG3775_000722-T1
GF00004745	RIT389_008450-T1, RIT389_013072-T1	DBVPG3775_000723-T1
GF00004746	RIT389_008451-T1, RIT389_013073-T1	DBVPG3775_000724-T1
GF00004747	RIT389_008453-T1, RIT389_009305-T1	DBVPG3775_006764-T1
GF00004748	RIT389_008454-T1, RIT389_009304-T1	DBVPG3775_006765-T1
GF00004749	RIT389_008455-T1, RIT389_009212-T1	DBVPG3775_006768-T1
GF00004750	RIT389_008457-T1, RIT389_009214-T1	DBVPG3775_006770-T1
GF00004751	RIT389_008458-T1, RIT389_009215-T1	DBVPG3775_006771-T1
GF00004752	RIT389_008461-T1, RIT389_014223-T1	DBVPG3775_002541-T1
GF00004753	RIT389_008464-T1, RIT389_014891-T1	DBVPG3775_002544-T1
GF00004754	RIT389_008465-T1, RIT389_011031-T1	DBVPG3775_002545-T1
GF00004755	RIT389_008466-T1, RIT389_011030-T1	DBVPG3775_002546-T1
GF00004756	RIT389_008477-T1, RIT389_014304-T1	DBVPG3775_004996-T1
GF00004757	RIT389_008478-T1, RIT389_014303-T1	DBVPG3775_004995-T1
GF00004758	RIT389_008541-T1, RIT389_014089-T1	DBVPG3775_007037-T1
GF00004759	RIT389_008543-T1, RIT389_014091-T1	DBVPG3775_007039-T1
GF00004760	RIT389_008544-T1, RIT389_014092-T1	DBVPG3775_007040-T1
GF00004761	RIT389_008547-T1, RIT389_011661-T1	DBVPG3775_007043-T1
GF00004762	RIT389_008548-T1, RIT389_011660-T1	DBVPG3775_007044-T1
GF00004763	RIT389_008550-T1, RIT389_011659-T1	DBVPG3775_007045-T1
GF00004764	RIT389_008551-T1, RIT389_011658-T1	DBVPG3775_007046-T1
GF00004765	RIT389_008568-T1, RIT389_012194-T1	DBVPG3775_000607-T1
GF00004766	RIT389_008573-T1, RIT389_009302-T1	DBVPG3775_000612-T1
GF00004767	RIT389_008577-T1, RIT389_009297-T1	DBVPG3775_000617-T1
GF00004768	RIT389_008578-T1, RIT389_009296-T1	DBVPG3775_000618-T1
GF00004769	RIT389_008602-T1, RIT389_014197-T1	DBVPG3775_003597-T1
GF00004770	RIT389_008603-T1, RIT389_014198-T1	DBVPG3775_003598-T1
GF00004771	RIT389_008607-T1, RIT389_010506-T1	DBVPG3775_003603-T1
GF00004772	RIT389_008620-T1, RIT389_013842-T1	DBVPG3775_002476-T1
GF00004773	RIT389_008621-T1, RIT389_013843-T1	DBVPG3775_002475-T1
GF00004774	RIT389_008622-T1, RIT389_013844-T1	DBVPG3775_002474-T1
GF00004775	RIT389_008623-T1, RIT389_013845-T1	DBVPG3775_002473-T1
GF00004776	RIT389_008624-T1, RIT389_013846-T1	DBVPG3775_002472-T1
GF00004777	RIT389_008625-T1, RIT389_015087-T1	DBVPG3775_002471-T1
GF00004778	RIT389_008650-T1, RIT389_014082-T1	DBVPG3775_004570-T1
GF00004779	RIT389_008651-T1, RIT389_014081-T1	DBVPG3775_004569-T1
GF00004780	RIT389_008652-T1, RIT389_014080-T1	DBVPG3775_004568-T1
GF00004781	RIT389_008655-T1, RIT389_012524-T1	DBVPG3775_004565-T1
GF00004782	RIT389_008659-T1, RIT389_012527-T1	DBVPG3775_004562-T1
GF00004783	RIT389_008670-T1, RIT389_012771-T1	DBVPG3775_000921-T1
GF00004784	RIT389_008671-T1, RIT389_012772-T1	DBVPG3775_000920-T1
GF00004785	RIT389_008672-T1, RIT389_012773-T1	DBVPG3775_000919-T1
GF00004786	RIT389_008673-T1, RIT389_012774-T1	DBVPG3775_000918-T1
GF00004787	RIT389_008674-T1, RIT389_012775-T1	DBVPG3775_000917-T1
GF00004788	RIT389_008675-T1, RIT389_012776-T1	DBVPG3775_000916-T1
GF00004789	RIT389_008691-T1, RIT389_011301-T1	DBVPG3775_002021-T1
GF00004790	RIT389_008693-T1, RIT389_011303-T1	DBVPG3775_002019-T1
GF00004791	RIT389_008697-T1, RIT389_011307-T1	DBVPG3775_002015-T1
GF00004792	RIT389_008698-T1, RIT389_011308-T1	DBVPG3775_002014-T1
GF00004793	RIT389_008717-T1, RIT389_010036-T1	DBVPG3775_004110-T1
GF00004794	RIT389_008718-T1, RIT389_010037-T1	DBVPG3775_004111-T1
GF00004795	RIT389_008719-T1, RIT389_010038-T1	DBVPG3775_004112-T1
GF00004796	RIT389_008720-T1, RIT389_010039-T1	DBVPG3775_004350-T1
GF00004797	RIT389_008721-T1, RIT389_010040-T1	DBVPG3775_004349-T1
GF00004798	RIT389_008722-T1, RIT389_010042-T1	DBVPG3775_004347-T1
GF00004799	RIT389_008723-T1, RIT389_010043-T1	DBVPG3775_004346-T1
GF00004800	RIT389_008724-T1, RIT389_010044-T1	DBVPG3775_004345-T1
GF00004801	RIT389_008725-T1, RIT389_010045-T1	DBVPG3775_004344-T1
GF00004802	RIT389_008728-T1, RIT389_010047-T1	DBVPG3775_004341-T1
GF00004803	RIT389_008736-T1, RIT389_012936-T1	DBVPG3775_004834-T1
GF00004804	RIT389_008750-T1, RIT389_008838-T1	DBVPG3775_004415-T1
GF00004805	RIT389_008752-T1, RIT389_008837-T1	DBVPG3775_004417-T1
GF00004806	RIT389_008753-T1, RIT389_008836-T1	DBVPG3775_004418-T1
GF00004807	RIT389_008754-T1, RIT389_008835-T1	DBVPG3775_004419-T1
GF00004808	RIT389_008755-T1, RIT389_008834-T1	DBVPG3775_004420-T1
GF00004809	RIT389_008756-T1, RIT389_008833-T1	DBVPG3775_004421-T1
GF00004810	RIT389_008761-T1, RIT389_008828-T1	DBVPG3775_004426-T1
GF00004811	RIT389_008764-T1, RIT389_008825-T1	DBVPG3775_004428-T1
GF00004812	RIT389_008765-T1, RIT389_008824-T1	DBVPG3775_004429-T1
GF00004813	RIT389_008766-T1, RIT389_008953-T1	DBVPG3775_004305-T1
GF00004814	RIT389_008767-T1, RIT389_008954-T1	DBVPG3775_004304-T1
GF00004815	RIT389_008768-T1, RIT389_014434-T1	DBVPG3775_004303-T1
GF00004816	RIT389_008769-T1, RIT389_014433-T1	DBVPG3775_004302-T1
GF00004817	RIT389_008801-T1, RIT389_012294-T1	DBVPG3775_005154-T1
GF00004818	RIT389_008802-T1, RIT389_012295-T1	DBVPG3775_005153-T1
GF00004819	RIT389_008803-T1, RIT389_012296-T1	DBVPG3775_005152-T1
GF00004820	RIT389_008840-T1, RIT389_009267-T1	DBVPG3775_003366-T1
GF00004821	RIT389_008842-T1, RIT389_009265-T1	DBVPG3775_003369-T1
GF00004822	RIT389_008843-T1, RIT389_009264-T1	DBVPG3775_003370-T1
GF00004823	RIT389_008847-T1, RIT389_009262-T1	DBVPG3775_003374-T1
GF00004824	RIT389_008853-T1, RIT389_010943-T1	DBVPG3775_000906-T1
GF00004825	RIT389_008854-T1, RIT389_010941-T1	DBVPG3775_000904-T1
GF00004826	RIT389_008855-T1, RIT389_010940-T1	DBVPG3775_000903-T1
GF00004827	RIT389_008890-T1, RIT389_013937-T1	DBVPG3775_000272-T1
GF00004828	RIT389_008891-T1, RIT389_013936-T1	DBVPG3775_000273-T1
GF00004829	RIT389_008892-T1, RIT389_013935-T1	DBVPG3775_000274-T1
GF00004830	RIT389_008893-T1, RIT389_013934-T1	DBVPG3775_000275-T1
GF00004831	RIT389_008894-T1, RIT389_014345-T1	DBVPG3775_000276-T1
GF00004832	RIT389_008895-T1, RIT389_014344-T1	DBVPG3775_000277-T1
GF00004833	RIT389_008897-T1, RIT389_014654-T1	DBVPG3775_000279-T1
GF00004834	RIT389_008899-T1, RIT389_010882-T1	DBVPG3775_000281-T1
GF00004835	RIT389_008901-T1, RIT389_010880-T1	DBVPG3775_000284-T1
GF00004836	RIT389_008902-T1, RIT389_010879-T1	DBVPG3775_000285-T1
GF00004837	RIT389_008903-T1, RIT389_010878-T1	DBVPG3775_000286-T1
GF00004838	RIT389_008906-T1, RIT389_010875-T1	DBVPG3775_000289-T1
GF00004839	RIT389_008943-T1, RIT389_009234-T1	DBVPG3775_004317-T1
GF00004840	RIT389_008944-T1, RIT389_009235-T1	DBVPG3775_004316-T1
GF00004841	RIT389_008945-T1, RIT389_009236-T1	DBVPG3775_004315-T1
GF00004842	RIT389_008946-T1, RIT389_009237-T1	DBVPG3775_004314-T1
GF00004843	RIT389_008947-T1, RIT389_009238-T1	DBVPG3775_004313-T1
GF00004844	RIT389_008948-T1, RIT389_009239-T1	DBVPG3775_004312-T1
GF00004845	RIT389_008970-T1, RIT389_009744-T1	DBVPG3775_006040-T1
GF00004846	RIT389_008973-T1, RIT389_009747-T1	DBVPG3775_006037-T1
GF00004847	RIT389_008975-T1, RIT389_013948-T1	DBVPG3775_006036-T1
GF00004848	RIT389_008976-T1, RIT389_013947-T1	DBVPG3775_006035-T1
GF00004849	RIT389_008998-T1, RIT389_014922-T1	DBVPG3775_002223-T1
GF00004850	RIT389_008999-T1, RIT389_011419-T1	DBVPG3775_002222-T1
GF00004851	RIT389_009000-T1, RIT389_011420-T1	DBVPG3775_002221-T1
GF00004852	RIT389_009004-T1, RIT389_011424-T1	DBVPG3775_002217-T1
GF00004853	RIT389_009008-T1, RIT389_011427-T1	DBVPG3775_002214-T1
GF00004854	RIT389_009037-T1, RIT389_012836-T1	DBVPG3775_007464-T1
GF00004855	RIT389_009040-T1, RIT389_012834-T1	DBVPG3775_007467-T1
GF00004856	RIT389_009041-T1, RIT389_012833-T1	DBVPG3775_007468-T1
GF00004857	RIT389_009042-T1, RIT389_012832-T1	DBVPG3775_007469-T1
GF00004858	RIT389_009044-T1, RIT389_012830-T1	DBVPG3775_007471-T1
GF00004859	RIT389_009045-T1, RIT389_012605-T1	DBVPG3775_007472-T1
GF00004860	RIT389_009046-T1, RIT389_012604-T1	DBVPG3775_007474-T1
GF00004861	RIT389_009047-T1, RIT389_012603-T1	DBVPG3775_007475-T1
GF00004862	RIT389_009048-T1, RIT389_012602-T1	DBVPG3775_007476-T1
GF00004863	RIT389_009053-T1, RIT389_014595-T1	DBVPG3775_001026-T1
GF00004864	RIT389_009055-T1, RIT389_015088-T1	DBVPG3775_001024-T1
GF00004865	RIT389_009056-T1, RIT389_012619-T1	DBVPG3775_001023-T1
GF00004866	RIT389_009057-T1, RIT389_012618-T1	DBVPG3775_001022-T1
GF00004867	RIT389_009058-T1, RIT389_012617-T1	DBVPG3775_001021-T1
GF00004868	RIT389_009060-T1, RIT389_012614-T1	DBVPG3775_001019-T1
GF00004869	RIT389_009062-T1, RIT389_012612-T1	DBVPG3775_001017-T1
GF00004870	RIT389_009063-T1, RIT389_012611-T1	DBVPG3775_001016-T1
GF00004871	RIT389_009094-T1, RIT389_012262-T1	DBVPG3775_006141-T1
GF00004872	RIT389_009098-T1, RIT389_012266-T1	DBVPG3775_006138-T1
GF00004873	RIT389_009099-T1, RIT389_012267-T1	DBVPG3775_006137-T1
GF00004874	RIT389_009104-T1, RIT389_010019-T1	DBVPG3775_006131-T1
GF00004875	RIT389_009169-T1, RIT389_009664-T1	DBVPG3775_002303-T1
GF00004876	RIT389_009171-T1, RIT389_012827-T1	DBVPG3775_002305-T1
GF00004877	RIT389_009176-T1, RIT389_012824-T1	DBVPG3775_002310-T1
GF00004878	RIT389_009183-T1, RIT389_010620-T1	DBVPG3775_005504-T1
GF00004879	RIT389_009186-T1, RIT389_010617-T1	DBVPG3775_005507-T1
GF00004880	RIT389_009187-T1, RIT389_010616-T1	DBVPG3775_005508-T1
GF00004881	RIT389_009188-T1, RIT389_010615-T1	DBVPG3775_005509-T1
GF00004882	RIT389_009192-T1, RIT389_012351-T1	DBVPG3775_005512-T1
GF00004883	RIT389_012350-T1, RIT389_009193-T1	DBVPG3775_005513-T1
GF00004884	RIT389_009194-T1, RIT389_012349-T1	DBVPG3775_005514-T1
GF00004885	RIT389_009195-T1, RIT389_012348-T1	DBVPG3775_005515-T1
GF00004886	RIT389_009196-T1, RIT389_012347-T1	DBVPG3775_005516-T1
GF00004887	RIT389_009197-T1, RIT389_012346-T1	DBVPG3775_005517-T1
GF00004888	RIT389_009199-T1, RIT389_014730-T1	DBVPG3775_005893-T1
GF00004889	RIT389_009218-T1, RIT389_013814-T1	DBVPG3775_006776-T1
GF00004890	RIT389_009219-T1, RIT389_013816-T1	DBVPG3775_006778-T1
GF00004891	RIT389_009249-T1, RIT389_012999-T1	DBVPG3775_002593-T1
GF00004892	RIT389_009250-T1, RIT389_013000-T1	DBVPG3775_002594-T1
GF00004893	RIT389_009252-T1, RIT389_011322-T1	DBVPG3775_002589-T1
GF00004894	RIT389_009253-T1, RIT389_011323-T1	DBVPG3775_002588-T1
GF00004895	RIT389_009256-T1, RIT389_011326-T1	DBVPG3775_002584-T1
GF00004896	RIT389_009257-T1, RIT389_011327-T1	DBVPG3775_002583-T1
GF00004897	RIT389_009268-T1, RIT389_011485-T1	DBVPG3775_007305-T1
GF00004898	RIT389_009269-T1, RIT389_011484-T1	DBVPG3775_007304-T1
GF00004899	RIT389_009270-T1, RIT389_011483-T1	DBVPG3775_007303-T1
GF00004900	RIT389_009271-T1, RIT389_011482-T1	DBVPG3775_007302-T1
GF00004901	RIT389_009272-T1, RIT389_012412-T1	DBVPG3775_007301-T1
GF00004902	RIT389_009273-T1, RIT389_012411-T1	DBVPG3775_007300-T1
GF00004903	RIT389_009274-T1, RIT389_012410-T1	DBVPG3775_007299-T1
GF00004904	RIT389_009281-T1, RIT389_013595-T1	DBVPG3775_003946-T1
GF00004905	RIT389_009283-T1, RIT389_013903-T1	DBVPG3775_003944-T1
GF00004906	RIT389_009284-T1, RIT389_013902-T1	DBVPG3775_003943-T1
GF00004907	RIT389_009291-T1, RIT389_013994-T1	DBVPG3775_000623-T1
GF00004908	RIT389_009308-T1, RIT389_011193-T1	DBVPG3775_006761-T1
GF00004909	RIT389_009309-T1, RIT389_011194-T1	DBVPG3775_006760-T1
GF00004910	RIT389_009310-T1, RIT389_011195-T1	DBVPG3775_006759-T1
GF00004911	RIT389_009313-T1, RIT389_014631-T1	DBVPG3775_006756-T1
GF00004912	RIT389_009314-T1, RIT389_010258-T1	DBVPG3775_007432-T1
GF00004913	RIT389_009315-T1, RIT389_010257-T1	DBVPG3775_007431-T1
GF00004914	RIT389_009316-T1, RIT389_010256-T1	DBVPG3775_007430-T1
GF00004915	RIT389_009320-T1, RIT389_010253-T1	DBVPG3775_007426-T1
GF00004916	RIT389_009341-T1, RIT389_010334-T1	DBVPG3775_002712-T1
GF00004917	RIT389_009342-T1, RIT389_010333-T1	DBVPG3775_002713-T1
GF00004918	RIT389_009343-T1, RIT389_010332-T1	DBVPG3775_002714-T1
GF00004919	RIT389_009345-T1, RIT389_010331-T1	DBVPG3775_002715-T1
GF00004920	RIT389_009347-T1, RIT389_010329-T1	DBVPG3775_002717-T1
GF00004921	RIT389_009348-T1, RIT389_010328-T1	DBVPG3775_002718-T1
GF00004922	RIT389_009349-T1, RIT389_010327-T1	DBVPG3775_002719-T1
GF00004923	RIT389_009394-T1, RIT389_011971-T1	DBVPG3775_001185-T1
GF00004924	RIT389_009395-T1, RIT389_011970-T1	DBVPG3775_001186-T1
GF00004925	RIT389_009396-T1, RIT389_011969-T1	DBVPG3775_001187-T1
GF00004926	RIT389_009397-T1, RIT389_011968-T1	DBVPG3775_001188-T1
GF00004927	RIT389_009398-T1, RIT389_011967-T1	DBVPG3775_001190-T1
GF00004928	RIT389_009399-T1, RIT389_011966-T1	DBVPG3775_001191-T1
GF00004929	RIT389_009408-T1, RIT389_014059-T1	DBVPG3775_005974-T1
GF00004930	RIT389_009409-T1, RIT389_014060-T1	DBVPG3775_005973-T1
GF00004931	RIT389_009411-T1, RIT389_013118-T1	DBVPG3775_005971-T1
GF00004932	RIT389_009416-T1, RIT389_013665-T1	DBVPG3775_005966-T1
GF00004933	RIT389_009439-T1, RIT389_012132-T1	DBVPG3775_003201-T1
GF00004934	RIT389_009440-T1, RIT389_012133-T1	DBVPG3775_003200-T1
GF00004935	RIT389_009441-T1, RIT389_012134-T1	DBVPG3775_003199-T1
GF00004936	RIT389_009444-T1, RIT389_012137-T1	DBVPG3775_003196-T1
GF00004937	RIT389_009445-T1, RIT389_012138-T1	DBVPG3775_003195-T1
GF00004938	RIT389_009446-T1, RIT389_014758-T1	DBVPG3775_003194-T1
GF00004939	RIT389_009492-T1, RIT389_014845-T1	DBVPG3775_002687-T1
GF00004940	RIT389_009493-T1, RIT389_014136-T1	DBVPG3775_002686-T1
GF00004941	RIT389_009494-T1, RIT389_014137-T1	DBVPG3775_002685-T1
GF00004942	RIT389_009497-T1, RIT389_014139-T1	DBVPG3775_002683-T1
GF00004943	RIT389_009520-T1, RIT389_012521-T1	DBVPG3775_004945-T1
GF00004944	RIT389_009521-T1, RIT389_012520-T1	DBVPG3775_004946-T1
GF00004945	RIT389_009523-T1, RIT389_012519-T1	DBVPG3775_004948-T1
GF00004946	RIT389_009525-T1, RIT389_012518-T1	DBVPG3775_004949-T1
GF00004947	RIT389_009526-T1, RIT389_012517-T1	DBVPG3775_004950-T1
GF00004948	RIT389_009528-T1, RIT389_012368-T1	DBVPG3775_004952-T1
GF00004949	RIT389_009529-T1, RIT389_012369-T1	DBVPG3775_004953-T1
GF00004950	RIT389_009531-T1, RIT389_012371-T1	DBVPG3775_004955-T1
GF00004951	RIT389_009540-T1, RIT389_009739-T1	DBVPG3775_006044-T1
GF00004952	RIT389_009541-T1, RIT389_009740-T1	DBVPG3775_006043-T1
GF00004953	RIT389_009582-T1, RIT389_009904-T1	DBVPG3775_000506-T1
GF00004954	RIT389_009583-T1, RIT389_009903-T1	DBVPG3775_000505-T1
GF00004955	RIT389_009584-T1, RIT389_009902-T1	DBVPG3775_000504-T1
GF00004956	RIT389_009586-T1, RIT389_009900-T1	DBVPG3775_000501-T1
GF00004957	RIT389_009590-T1, RIT389_012963-T1	DBVPG3775_003414-T1
GF00004958	RIT389_009591-T1, RIT389_012964-T1	DBVPG3775_003415-T1
GF00004959	RIT389_009595-T1, RIT389_013291-T1	DBVPG3775_003419-T1
GF00004960	RIT389_009597-T1, RIT389_013292-T1	DBVPG3775_003421-T1
GF00004961	RIT389_009599-T1, RIT389_013294-T1	DBVPG3775_003423-T1
GF00004962	RIT389_009628-T1, RIT389_009711-T1	DBVPG3775_000752-T1
GF00004963	RIT389_009631-T1, RIT389_009714-T1	DBVPG3775_000755-T1
GF00004964	RIT389_009632-T1, RIT389_009715-T1	DBVPG3775_000756-T1
