	Rhodotorula_mucilaginosa_RIT389.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00004902	RIT389_012411-T1	DBVPG3775_007300-T1
GF00004903	RIT389_009274-T1	DBVPG3775_007299-T1
GF00004904	RIT389_009281-T1	DBVPG3775_003946-T1
GF00004905	RIT389_013903-T1	DBVPG3775_003944-T1
GF00004906	RIT389_009284-T1	DBVPG3775_003943-T1
GF00004907	RIT389_009291-T1	DBVPG3775_000623-T1
GF00004908	RIT389_009308-T1	DBVPG3775_006761-T1
GF00004909	RIT389_011194-T1	DBVPG3775_006760-T1
GF00004910	RIT389_009310-T1	DBVPG3775_006759-T1
GF00004911	RIT389_014631-T1	DBVPG3775_006756-T1
GF00004912	RIT389_009314-T1	DBVPG3775_007432-T1
GF00004913	RIT389_009315-T1	DBVPG3775_007431-T1
GF00004914	RIT389_010256-T1	DBVPG3775_007430-T1
GF00004915	RIT389_009320-T1	DBVPG3775_007426-T1
GF00004916	RIT389_009341-T1	DBVPG3775_002712-T1
GF00004917	RIT389_010333-T1	DBVPG3775_002713-T1
GF00004918	RIT389_010332-T1	DBVPG3775_002714-T1
GF00004919	RIT389_009345-T1	DBVPG3775_002715-T1
GF00004920	RIT389_009347-T1	DBVPG3775_002717-T1
GF00004921	RIT389_009348-T1	DBVPG3775_002718-T1
GF00004922	RIT389_010327-T1	DBVPG3775_002719-T1
GF00004923	RIT389_011971-T1	DBVPG3775_001185-T1
GF00004924	RIT389_011970-T1	DBVPG3775_001186-T1
GF00004925	RIT389_011969-T1	DBVPG3775_001187-T1
GF00004926	RIT389_011968-T1	DBVPG3775_001188-T1
GF00004927	RIT389_011967-T1	DBVPG3775_001190-T1
GF00004928	RIT389_011966-T1	DBVPG3775_001191-T1
GF00004929	RIT389_014059-T1	DBVPG3775_005974-T1
GF00004930	RIT389_014060-T1	DBVPG3775_005973-T1
GF00004931	RIT389_013118-T1	DBVPG3775_005971-T1
GF00004932	RIT389_009416-T1	DBVPG3775_005966-T1
GF00004933	RIT389_009439-T1	DBVPG3775_003201-T1
GF00004934	RIT389_009440-T1	DBVPG3775_003200-T1
GF00004935	RIT389_009441-T1	DBVPG3775_003199-T1
GF00004936	RIT389_009444-T1	DBVPG3775_003196-T1
GF00004937	RIT389_012138-T1	DBVPG3775_003195-T1
GF00004938	RIT389_009446-T1	DBVPG3775_003194-T1
GF00004939	RIT389_014845-T1	DBVPG3775_002687-T1
GF00004940	RIT389_009493-T1	DBVPG3775_002686-T1
GF00004941	RIT389_009494-T1	DBVPG3775_002685-T1
GF00004942	RIT389_014139-T1	DBVPG3775_002683-T1
GF00004943	RIT389_009520-T1	DBVPG3775_004945-T1
GF00004944	RIT389_009521-T1	DBVPG3775_004946-T1
GF00004945	RIT389_009523-T1	DBVPG3775_004948-T1
GF00004946	RIT389_012518-T1	DBVPG3775_004949-T1
GF00004947	RIT389_009526-T1	DBVPG3775_004950-T1
GF00004948	RIT389_009528-T1	DBVPG3775_004952-T1
GF00004949	RIT389_009529-T1	DBVPG3775_004953-T1
GF00004950	RIT389_009531-T1	DBVPG3775_004955-T1
GF00004951	RIT389_009540-T1	DBVPG3775_006044-T1
GF00004952	RIT389_009541-T1	DBVPG3775_006043-T1
GF00004953	RIT389_009904-T1	DBVPG3775_000506-T1
GF00004954	RIT389_009903-T1	DBVPG3775_000505-T1
GF00004955	RIT389_009902-T1	DBVPG3775_000504-T1
GF00004956	RIT389_009586-T1	DBVPG3775_000501-T1
GF00004957	RIT389_012963-T1	DBVPG3775_003414-T1
GF00004958	RIT389_009591-T1	DBVPG3775_003415-T1
GF00004959	RIT389_009595-T1	DBVPG3775_003419-T1
GF00004960	RIT389_009597-T1	DBVPG3775_003421-T1
GF00004961	RIT389_013294-T1	DBVPG3775_003423-T1
GF00004962	RIT389_009628-T1	DBVPG3775_000752-T1
GF00004963	RIT389_009714-T1	DBVPG3775_000755-T1
GF00004964	RIT389_009715-T1	DBVPG3775_000756-T1
GF00004965	RIT389_009634-T1	DBVPG3775_000758-T1
GF00004966	RIT389_009639-T1	DBVPG3775_000761-T1
GF00004967	RIT389_009640-T1	DBVPG3775_000762-T1
GF00004968	RIT389_009653-T1	DBVPG3775_002434-T1
GF00004969	RIT389_009655-T1	DBVPG3775_002436-T1
GF00004970	RIT389_009658-T1	DBVPG3775_002299-T1
GF00004971	RIT389_011764-T1	DBVPG3775_002300-T1
GF00004972	RIT389_010899-T1	DBVPG3775_004357-T1
GF00004973	RIT389_009776-T1	DBVPG3775_007512-T1
GF00004974	RIT389_009727-T1	DBVPG3775_007513-T1
GF00004975	RIT389_009779-T1	DBVPG3775_007509-T1
GF00004976	RIT389_009784-T1	DBVPG3775_007009-T1
GF00004977	RIT389_011499-T1	DBVPG3775_007007-T1
GF00004978	RIT389_014098-T1	DBVPG3775_007413-T1
GF00004979	RIT389_009804-T1	DBVPG3775_007416-T1
GF00004980	RIT389_009805-T1	DBVPG3775_004944-T1
GF00004981	RIT389_009806-T1	DBVPG3775_004943-T1
GF00004982	RIT389_009807-T1	DBVPG3775_004942-T1
GF00004983	RIT389_009808-T1	DBVPG3775_004941-T1
GF00004984	RIT389_013373-T1	DBVPG3775_004939-T1
GF00004985	RIT389_009811-T1	DBVPG3775_004938-T1
GF00004986	RIT389_013371-T1	DBVPG3775_004937-T1
GF00004987	RIT389_013692-T1	DBVPG3775_003806-T1
GF00004988	RIT389_009814-T1	DBVPG3775_003807-T1
GF00004989	RIT389_013694-T1	DBVPG3775_003808-T1
GF00004990	RIT389_009816-T1	DBVPG3775_003809-T1
GF00004991	RIT389_009817-T1	DBVPG3775_003810-T1
GF00004992	RIT389_013697-T1	DBVPG3775_003811-T1
GF00004993	RIT389_009832-T1	DBVPG3775_003402-T1
GF00004994	RIT389_009833-T1	DBVPG3775_003401-T1
GF00004995	RIT389_009834-T1	DBVPG3775_003400-T1
GF00004996	RIT389_009835-T1	DBVPG3775_003399-T1
GF00004997	RIT389_011360-T1	DBVPG3775_003398-T1
GF00004998	RIT389_009837-T1	DBVPG3775_003397-T1
GF00004999	RIT389_009839-T1	DBVPG3775_003395-T1
GF00005000	RIT389_009840-T1	DBVPG3775_003394-T1
GF00005001	RIT389_009841-T1	DBVPG3775_003393-T1
GF00005002	RIT389_009842-T1	DBVPG3775_003392-T1
GF00005003	RIT389_011353-T1	DBVPG3775_003391-T1
GF00005004	RIT389_014063-T1	DBVPG3775_007354-T1
GF00005005	RIT389_009845-T1	
GF00005006	RIT389_009869-T1	DBVPG3775_000859-T1
GF00005007	RIT389_009870-T1	DBVPG3775_000860-T1
GF00005008	RIT389_009871-T1	DBVPG3775_000861-T1
GF00005009	RIT389_009872-T1	DBVPG3775_000862-T1
GF00005010	RIT389_010428-T1	DBVPG3775_000863-T1
GF00005011	RIT389_009874-T1	DBVPG3775_000864-T1
GF00005012	RIT389_009875-T1	DBVPG3775_000865-T1
GF00005013	RIT389_009876-T1	DBVPG3775_000866-T1
GF00005014	RIT389_009878-T1	DBVPG3775_000868-T1
GF00005015	RIT389_014003-T1	DBVPG3775_000497-T1
GF00005016	RIT389_014002-T1	DBVPG3775_000498-T1
GF00005017	RIT389_010082-T1	DBVPG3775_007358-T1
GF00005018	RIT389_009925-T1	DBVPG3775_004648-T1
GF00005019	RIT389_013872-T1	DBVPG3775_004708-T1
GF00005020	RIT389_013871-T1	DBVPG3775_004707-T1
GF00005021	RIT389_013870-T1	DBVPG3775_004706-T1
GF00005022	RIT389_009976-T1	DBVPG3775_004705-T1
GF00005023	RIT389_009977-T1	DBVPG3775_004704-T1
GF00005024	RIT389_009978-T1	DBVPG3775_004703-T1
GF00005025	RIT389_009980-T1	DBVPG3775_004701-T1
GF00005026	RIT389_009981-T1	DBVPG3775_004700-T1
GF00005027	RIT389_009986-T1	DBVPG3775_000262-T1
GF00005028	RIT389_009988-T1	DBVPG3775_000264-T1
GF00005029	RIT389_014504-T1	DBVPG3775_000266-T1
GF00005030	RIT389_014031-T1	DBVPG3775_000270-T1
GF00005031	RIT389_010024-T1	DBVPG3775_005800-T1
GF00005032	RIT389_013634-T1	DBVPG3775_005797-T1
GF00005033	RIT389_014752-T1	DBVPG3775_004109-T1
GF00005034	RIT389_013945-T1	DBVPG3775_007017-T1
GF00005035	RIT389_014062-T1	DBVPG3775_007355-T1
GF00005036	RIT389_012034-T1	DBVPG3775_007357-T1
GF00005037	RIT389_010098-T1	DBVPG3775_000707-T1
GF00005038	RIT389_014382-T1	DBVPG3775_000708-T1
GF00005039	RIT389_010113-T1	DBVPG3775_002048-T1
GF00005040	RIT389_010114-T1	DBVPG3775_002047-T1
GF00005041	RIT389_012419-T1	DBVPG3775_002324-T1
GF00005042	RIT389_012418-T1	DBVPG3775_002323-T1
GF00005043	RIT389_010152-T1	DBVPG3775_002322-T1
GF00005044	RIT389_010154-T1	DBVPG3775_002320-T1
GF00005045	RIT389_010155-T1	DBVPG3775_002319-T1
GF00005046	RIT389_011685-T1	DBVPG3775_007401-T1
GF00005047	RIT389_010174-T1	DBVPG3775_007399-T1
GF00005048	RIT389_010176-T1	DBVPG3775_007397-T1
GF00005049	RIT389_010177-T1	DBVPG3775_007396-T1
GF00005050	RIT389_010211-T1	DBVPG3775_000542-T1
GF00005051	RIT389_013671-T1	DBVPG3775_000541-T1
GF00005052	RIT389_010213-T1	DBVPG3775_000539-T1
GF00005053	RIT389_013669-T1	DBVPG3775_000538-T1
GF00005054	RIT389_010215-T1	DBVPG3775_000537-T1
GF00005055	RIT389_010230-T1	DBVPG3775_003316-T1
GF00005056	RIT389_010243-T1	DBVPG3775_007498-T1
GF00005057	RIT389_010244-T1	DBVPG3775_007499-T1
GF00005058	RIT389_013046-T1	DBVPG3775_007502-T1
GF00005059	RIT389_013047-T1	DBVPG3775_007503-T1
GF00005060	RIT389_011168-T1	DBVPG3775_000590-T1
GF00005061	RIT389_010290-T1	DBVPG3775_000598-T1
GF00005062	RIT389_012710-T1	DBVPG3775_000600-T1
GF00005063	RIT389_010295-T1	DBVPG3775_003303-T1
GF00005064	RIT389_010296-T1	DBVPG3775_003304-T1
GF00005065	RIT389_012473-T1	DBVPG3775_003307-T1
GF00005066	RIT389_010301-T1	DBVPG3775_003308-T1
GF00005067	RIT389_010303-T1	DBVPG3775_003310-T1
GF00005068	RIT389_010304-T1	DBVPG3775_003311-T1
GF00005069	RIT389_014160-T1	DBVPG3775_006856-T1
GF00005070	RIT389_010317-T1	DBVPG3775_006860-T1
GF00005071	RIT389_010318-T1	DBVPG3775_006861-T1
GF00005072	RIT389_012653-T1	DBVPG3775_006868-T1
GF00005073	RIT389_010335-T1	DBVPG3775_002711-T1
GF00005074	RIT389_010573-T1	DBVPG3775_002172-T1
GF00005075	RIT389_010337-T1	DBVPG3775_002171-T1
GF00005076	RIT389_010365-T1	DBVPG3775_000422-T1
GF00005077	RIT389_010366-T1	DBVPG3775_000419-T1
GF00005078	RIT389_010369-T1	DBVPG3775_007533-T1
GF00005079	RIT389_010370-T1	DBVPG3775_007534-T1
GF00005080	RIT389_012405-T1	DBVPG3775_007535-T1
GF00005081	RIT389_012406-T1	DBVPG3775_007536-T1
GF00005082	RIT389_010387-T1	DBVPG3775_007434-T1
GF00005083	RIT389_010388-T1	DBVPG3775_007435-T1
GF00005084	RIT389_010389-T1	DBVPG3775_007436-T1
GF00005085	RIT389_010390-T1	DBVPG3775_007437-T1
GF00005086	RIT389_010391-T1	DBVPG3775_007438-T1
GF00005087	RIT389_010394-T1	DBVPG3775_007441-T1
GF00005088	RIT389_013274-T1	DBVPG3775_006749-T1
GF00005089	RIT389_010418-T1	DBVPG3775_006751-T1
GF00005090	RIT389_012635-T1	DBVPG3775_006754-T1
GF00005091	RIT389_012634-T1	DBVPG3775_006755-T1
GF00005092	RIT389_010434-T1	DBVPG3775_000856-T1
GF00005093	RIT389_011157-T1	DBVPG3775_000700-T1
GF00005094	RIT389_010477-T1	DBVPG3775_000705-T1
GF00005095	RIT389_010540-T1	DBVPG3775_005063-T1
GF00005096	RIT389_010541-T1	DBVPG3775_005064-T1
GF00005097	RIT389_010483-T1	DBVPG3775_005066-T1
GF00005098	RIT389_010484-T1	DBVPG3775_005067-T1
GF00005099	RIT389_010485-T1	DBVPG3775_005068-T1
GF00005100	RIT389_010546-T1	DBVPG3775_005069-T1
GF00005101	RIT389_010489-T1	DBVPG3775_005072-T1
GF00005102	RIT389_010550-T1	DBVPG3775_005073-T1
GF00005103	RIT389_010551-T1	DBVPG3775_005074-T1
GF00005104	RIT389_010492-T1	DBVPG3775_005075-T1
GF00005105	RIT389_014537-T1	DBVPG3775_006125-T1
GF00005106	RIT389_010497-T1	DBVPG3775_006123-T1
GF00005107	RIT389_010498-T1	DBVPG3775_006122-T1
GF00005108	RIT389_010526-T1	DBVPG3775_006121-T1
GF00005109	RIT389_010500-T1	DBVPG3775_006120-T1
GF00005110	RIT389_010501-T1	DBVPG3775_006118-T1
GF00005111	RIT389_010502-T1	DBVPG3775_006117-T1
GF00005112	RIT389_010534-T1	DBVPG3775_002050-T1
GF00005113	RIT389_014670-T1	DBVPG3775_002051-T1
GF00005114	RIT389_014184-T1	DBVPG3775_002052-T1
GF00005115	RIT389_010537-T1	DBVPG3775_002053-T1
GF00005116	RIT389_014412-T1	DBVPG3775_001731-T1
GF00005117	RIT389_010622-T1	DBVPG3775_005502-T1
GF00005118	RIT389_013755-T1	DBVPG3775_005501-T1
GF00005119	RIT389_010624-T1	DBVPG3775_005500-T1
GF00005120	RIT389_010644-T1	DBVPG3775_002442-T1
GF00005121	RIT389_010645-T1	DBVPG3775_002441-T1
GF00005122	RIT389_010646-T1	DBVPG3775_002440-T1
GF00005123	RIT389_010647-T1	DBVPG3775_002439-T1
GF00005124	RIT389_010658-T1	DBVPG3775_002518-T1
GF00005125	RIT389_010661-T1	DBVPG3775_002515-T1
GF00005126	RIT389_010662-T1	DBVPG3775_002514-T1
GF00005127	RIT389_011609-T1	DBVPG3775_002513-T1
GF00005128	RIT389_010664-T1	DBVPG3775_002512-T1
GF00005129	RIT389_010665-T1	DBVPG3775_002511-T1
GF00005130	RIT389_010666-T1	DBVPG3775_002510-T1
GF00005131	RIT389_010668-T1	DBVPG3775_001674-T1
GF00005132	RIT389_010670-T1	DBVPG3775_001672-T1
GF00005133	RIT389_010766-T1	DBVPG3775_004353-T1
GF00005134	RIT389_010767-T1	DBVPG3775_004354-T1
GF00005135	RIT389_010768-T1	DBVPG3775_004355-T1
GF00005136	RIT389_010898-T1	DBVPG3775_004356-T1
GF00005137	RIT389_010901-T1	DBVPG3775_004359-T1
GF00005138	RIT389_010773-T1	DBVPG3775_004360-T1
GF00005139	RIT389_010903-T1	DBVPG3775_004361-T1
GF00005140	RIT389_010775-T1	DBVPG3775_004362-T1
GF00005141	RIT389_010778-T1	DBVPG3775_003996-T1
GF00005142	RIT389_010781-T1	DBVPG3775_003991-T1
GF00005143	RIT389_010782-T1	DBVPG3775_003990-T1
GF00005144	RIT389_010783-T1	DBVPG3775_003989-T1
GF00005145	RIT389_011414-T1	DBVPG3775_003988-T1
GF00005146	RIT389_010787-T1	DBVPG3775_003986-T1
GF00005147	RIT389_010788-T1	DBVPG3775_003985-T1
GF00005148	RIT389_010789-T1	DBVPG3775_003984-T1
GF00005149	RIT389_010825-T1	DBVPG3775_006268-T1
GF00005150	RIT389_010828-T1	DBVPG3775_006271-T1
GF00005151	RIT389_011009-T1	DBVPG3775_006272-T1
GF00005152	RIT389_010854-T1	DBVPG3775_003847-T1
GF00005153	RIT389_010855-T1	DBVPG3775_003846-T1
GF00005154	RIT389_010859-T1	DBVPG3775_003842-T1
GF00005155	RIT389_010937-T1	DBVPG3775_003838-T1
GF00005156	RIT389_010872-T1	DBVPG3775_000292-T1
GF00005157	RIT389_010873-T1	DBVPG3775_000291-T1
GF00005158	RIT389_010874-T1	DBVPG3775_000290-T1
GF00005159	RIT389_010885-T1	DBVPG3775_000466-T1
GF00005160	RIT389_013509-T1	DBVPG3775_000468-T1
GF00005161	RIT389_010888-T1	DBVPG3775_000469-T1
GF00005162	RIT389_010889-T1	DBVPG3775_000470-T1
GF00005163	RIT389_011848-T1	DBVPG3775_005363-T1
GF00005164	RIT389_011846-T1	DBVPG3775_005361-T1
GF00005165	RIT389_010908-T1	DBVPG3775_005360-T1
GF00005166	RIT389_010912-T1	DBVPG3775_005356-T1
GF00005167	RIT389_010917-T1	DBVPG3775_007255-T1
GF00005168	RIT389_010918-T1	DBVPG3775_007254-T1
GF00005169	RIT389_012880-T1	DBVPG3775_007253-T1
GF00005170	RIT389_012881-T1	DBVPG3775_007252-T1
GF00005171	RIT389_010921-T1	DBVPG3775_007251-T1
GF00005172	RIT389_010927-T1	
GF00005173	RIT389_010968-T1	DBVPG3775_000552-T1
GF00005174	RIT389_010969-T1	DBVPG3775_000551-T1
GF00005175	RIT389_013836-T1	DBVPG3775_000549-T1
GF00005176	RIT389_010972-T1	DBVPG3775_000548-T1
GF00005177	RIT389_010973-T1	DBVPG3775_000547-T1
GF00005178	RIT389_010975-T1	DBVPG3775_000545-T1
GF00005179	RIT389_010976-T1	DBVPG3775_000544-T1
GF00005180	RIT389_010984-T1	DBVPG3775_007457-T1
GF00005181	RIT389_011794-T1	DBVPG3775_007456-T1
GF00005182	RIT389_010988-T1	DBVPG3775_007453-T1
GF00005183	RIT389_014638-T1	DBVPG3775_001060-T1
GF00005184	RIT389_011013-T1	DBVPG3775_001057-T1
GF00005185	RIT389_011014-T1	DBVPG3775_001056-T1
GF00005186	RIT389_011019-T1	DBVPG3775_001051-T1
GF00005187	RIT389_013361-T1	DBVPG3775_002729-T1
GF00005188	RIT389_011045-T1	DBVPG3775_002728-T1
GF00005189	RIT389_011047-T1	DBVPG3775_002725-T1
GF00005190	RIT389_011075-T1	DBVPG3775_002739-T1
GF00005191	RIT389_011077-T1	DBVPG3775_002737-T1
GF00005192	RIT389_011080-T1	DBVPG3775_003410-T1
GF00005193	RIT389_013217-T1	DBVPG3775_003408-T1
GF00005194	RIT389_011084-T1	DBVPG3775_003406-T1
GF00005195	RIT389_011085-T1	DBVPG3775_003405-T1
GF00005196	RIT389_011120-T1	DBVPG3775_004490-T1
GF00005197	RIT389_011123-T1	DBVPG3775_004487-T1
GF00005198	RIT389_011124-T1	DBVPG3775_004486-T1
GF00005199	RIT389_011125-T1	DBVPG3775_004485-T1
GF00005200	RIT389_011664-T1	DBVPG3775_000427-T1
GF00005201	RIT389_011140-T1	DBVPG3775_000428-T1
GF00005202	RIT389_011667-T1	DBVPG3775_000430-T1
GF00005203	RIT389_011668-T1	DBVPG3775_000431-T1
GF00005204	RIT389_013878-T1	DBVPG3775_000745-T1
GF00005205	RIT389_011149-T1	DBVPG3775_000744-T1
GF00005206	RIT389_011150-T1	DBVPG3775_000743-T1
GF00005207	RIT389_011151-T1	DBVPG3775_000742-T1
GF00005208	RIT389_011152-T1	DBVPG3775_000741-T1
GF00005209	RIT389_011153-T1	DBVPG3775_000739-T1
GF00005210	RIT389_011956-T1	DBVPG3775_000588-T1
GF00005211	RIT389_011171-T1	DBVPG3775_000587-T1
GF00005212	RIT389_011954-T1	DBVPG3775_000586-T1
GF00005213	RIT389_011173-T1	DBVPG3775_000585-T1
GF00005214	RIT389_011177-T1	DBVPG3775_000992-T1
GF00005215	RIT389_013434-T1	DBVPG3775_003010-T1
GF00005216	RIT389_011185-T1	DBVPG3775_003012-T1
GF00005217	RIT389_011186-T1	DBVPG3775_003013-T1
GF00005218	RIT389_011187-T1	DBVPG3775_003014-T1
GF00005219	RIT389_011189-T1	DBVPG3775_003016-T1
GF00005220	RIT389_011190-T1	DBVPG3775_003017-T1
GF00005221	RIT389_011197-T1	DBVPG3775_006510-T1
GF00005222	RIT389_011480-T1	DBVPG3775_006511-T1
GF00005223	RIT389_011206-T1	DBVPG3775_001382-T1
GF00005224	RIT389_011207-T1	DBVPG3775_001383-T1
GF00005225	RIT389_011208-T1	DBVPG3775_001384-T1
GF00005226	RIT389_011210-T1	DBVPG3775_001386-T1
GF00005227	RIT389_011211-T1	DBVPG3775_001387-T1
GF00005228	RIT389_011213-T1	DBVPG3775_001389-T1
GF00005229	RIT389_011215-T1	DBVPG3775_001391-T1
GF00005230	RIT389_012238-T1	DBVPG3775_000766-T1
GF00005231	RIT389_012237-T1	DBVPG3775_000767-T1
GF00005232	RIT389_011222-T1	DBVPG3775_000768-T1
GF00005233	RIT389_011223-T1	DBVPG3775_000769-T1
GF00005234	RIT389_011224-T1	DBVPG3775_000771-T1
GF00005235	RIT389_012435-T1	DBVPG3775_001875-T1
GF00005236	RIT389_012436-T1	DBVPG3775_001874-T1
GF00005237	RIT389_011310-T1	DBVPG3775_002055-T1
GF00005238	RIT389_011312-T1	DBVPG3775_002057-T1
GF00005239	RIT389_011313-T1	DBVPG3775_002058-T1
GF00005240	RIT389_011314-T1	DBVPG3775_002059-T1
GF00005241	RIT389_011318-T1	DBVPG3775_002062-T1
GF00005242	RIT389_011517-T1	DBVPG3775_004404-T1
GF00005243	RIT389_011332-T1	DBVPG3775_004401-T1
GF00005244	RIT389_011333-T1	DBVPG3775_004400-T1
GF00005245	RIT389_011334-T1	DBVPG3775_004399-T1
GF00005246	RIT389_011337-T1	DBVPG3775_004396-T1
GF00005247	RIT389_011338-T1	DBVPG3775_004395-T1
GF00005248	RIT389_011737-T1	DBVPG3775_004394-T1
GF00005249	RIT389_011340-T1	DBVPG3775_004393-T1
GF00005250	RIT389_011614-T1	DBVPG3775_005369-T1
GF00005251	RIT389_014400-T1	DBVPG3775_004826-T1
GF00005252	RIT389_011431-T1	DBVPG3775_004824-T1
GF00005253	RIT389_011432-T1	DBVPG3775_004823-T1
GF00005254	RIT389_012594-T1	DBVPG3775_004821-T1
GF00005255	RIT389_011435-T1	DBVPG3775_004820-T1
GF00005256	RIT389_011438-T1	DBVPG3775_004817-T1
GF00005257	RIT389_011467-T1	DBVPG3775_001225-T1
GF00005258	RIT389_013918-T1	DBVPG3775_001226-T1
GF00005259	RIT389_011469-T1	DBVPG3775_001227-T1
GF00005260	RIT389_013916-T1	DBVPG3775_001228-T1
GF00005261	RIT389_011471-T1	DBVPG3775_001229-T1
GF00005262	RIT389_011476-T1	DBVPG3775_006507-T1
GF00005263	RIT389_011477-T1	DBVPG3775_006508-T1
GF00005264	RIT389_011486-T1	DBVPG3775_007306-T1
GF00005265	RIT389_011487-T1	DBVPG3775_007307-T1
GF00005266	RIT389_011489-T1	DBVPG3775_006549-T1
GF00005267	RIT389_011651-T1	DBVPG3775_006543-T1
GF00005268	RIT389_011495-T1	DBVPG3775_006542-T1
GF00005269	RIT389_011518-T1	DBVPG3775_004405-T1
GF00005270	RIT389_012761-T1	DBVPG3775_004407-T1
GF00005271	RIT389_012760-T1	DBVPG3775_004408-T1
GF00005272	RIT389_011523-T1	DBVPG3775_004410-T1
GF00005273	RIT389_012757-T1	DBVPG3775_004411-T1
GF00005274	RIT389_011525-T1	DBVPG3775_004412-T1
GF00005275	RIT389_014936-T1	DBVPG3775_004413-T1
GF00005276	RIT389_012213-T1	DBVPG3775_006274-T1
GF00005277	RIT389_012214-T1	DBVPG3775_006275-T1
GF00005278	RIT389_012217-T1	DBVPG3775_006278-T1
GF00005279	RIT389_011582-T1	DBVPG3775_006279-T1
GF00005280	RIT389_011599-T1	DBVPG3775_007264-T1
GF00005281	RIT389_011602-T1	DBVPG3775_007261-T1
GF00005282	RIT389_011617-T1	DBVPG3775_005373-T1
GF00005283	RIT389_011619-T1	DBVPG3775_005375-T1
GF00005284	RIT389_011629-T1	DBVPG3775_005430-T1
GF00005285	RIT389_011630-T1	DBVPG3775_005429-T1
GF00005286	RIT389_011631-T1	DBVPG3775_005428-T1
GF00005287	RIT389_013462-T1	DBVPG3775_005423-T1
GF00005288	RIT389_013463-T1	DBVPG3775_005422-T1
GF00005289	RIT389_011640-T1	DBVPG3775_002873-T1
GF00005290	RIT389_011641-T1	DBVPG3775_002872-T1
GF00005291	RIT389_011642-T1	DBVPG3775_002871-T1
GF00005292	RIT389_011643-T1	DBVPG3775_002870-T1
GF00005293	RIT389_011645-T1	DBVPG3775_002868-T1
GF00005294	RIT389_012814-T1	DBVPG3775_002867-T1
GF00005295	RIT389_011647-T1	DBVPG3775_002866-T1
GF00005296	RIT389_011679-T1	DBVPG3775_007407-T1
GF00005297	RIT389_011680-T1	DBVPG3775_007406-T1
GF00005298	RIT389_013242-T1	DBVPG3775_007405-T1
GF00005299	RIT389_011682-T1	DBVPG3775_007404-T1
GF00005300	RIT389_012186-T1	DBVPG3775_002893-T1
GF00005301	RIT389_011718-T1	DBVPG3775_002895-T1
GF00005302	RIT389_011719-T1	DBVPG3775_002896-T1
GF00005303	RIT389_014806-T1	DBVPG3775_002897-T1
GF00005304	RIT389_014322-T1	DBVPG3775_004928-T1
GF00005305	RIT389_011727-T1	DBVPG3775_004929-T1
GF00005306	RIT389_011728-T1	DBVPG3775_004930-T1
GF00005307	RIT389_011731-T1	DBVPG3775_004933-T1
GF00005308	RIT389_011785-T1	DBVPG3775_000044-T1
GF00005309	RIT389_011786-T1	DBVPG3775_000043-T1
GF00005310	RIT389_011787-T1	DBVPG3775_000042-T1
GF00005311	RIT389_014540-T1	DBVPG3775_000041-T1
GF00005312	RIT389_013759-T1	DBVPG3775_007460-T1
GF00005313	RIT389_011800-T1	DBVPG3775_007462-T1
GF00005314	RIT389_011804-T1	DBVPG3775_005566-T1
GF00005315	RIT389_011805-T1	DBVPG3775_005567-T1
GF00005316	RIT389_012113-T1	DBVPG3775_005568-T1
GF00005317	RIT389_011808-T1	DBVPG3775_005570-T1
GF00005318	RIT389_011915-T1	DBVPG3775_003999-T1
GF00005319	RIT389_011828-T1	DBVPG3775_004000-T1
GF00005320	RIT389_011829-T1	DBVPG3775_004001-T1
GF00005321	RIT389_011831-T1	DBVPG3775_004003-T1
GF00005322	RIT389_011832-T1	DBVPG3775_004004-T1
GF00005323	RIT389_011908-T1	DBVPG3775_004006-T1
GF00005324	RIT389_011907-T1	DBVPG3775_004007-T1
GF00005325	RIT389_011836-T1	DBVPG3775_004014-T1
GF00005326	RIT389_011837-T1	DBVPG3775_004013-T1
GF00005327	RIT389_012630-T1	DBVPG3775_004012-T1
GF00005328	RIT389_012631-T1	DBVPG3775_004011-T1
GF00005329	RIT389_011840-T1	DBVPG3775_004010-T1
GF00005330	RIT389_011849-T1	DBVPG3775_005364-T1
GF00005331	RIT389_014557-T1	DBVPG3775_005365-T1
GF00005332	RIT389_014797-T1	DBVPG3775_000348-T1
GF00005333	RIT389_012101-T1	DBVPG3775_003380-T1
GF00005334	RIT389_011958-T1	DBVPG3775_003381-T1
GF00005335	RIT389_011959-T1	DBVPG3775_003382-T1
GF00005336	RIT389_012105-T1	DBVPG3775_003384-T1
GF00005337	RIT389_011962-T1	DBVPG3775_003385-T1
GF00005338	RIT389_011980-T1	DBVPG3775_000047-T1
GF00005339	RIT389_011994-T1	DBVPG3775_006282-T1
GF00005340	RIT389_011996-T1	DBVPG3775_006284-T1
GF00005341	RIT389_011997-T1	DBVPG3775_006285-T1
GF00005342	RIT389_012279-T1	DBVPG3775_006290-T1
GF00005343	RIT389_012000-T1	DBVPG3775_006291-T1
GF00005344	RIT389_013223-T1	DBVPG3775_001879-T1
GF00005345	RIT389_012023-T1	DBVPG3775_001882-T1
GF00005346	RIT389_012024-T1	DBVPG3775_001883-T1
GF00005347	RIT389_012025-T1	DBVPG3775_001884-T1
GF00005348	RIT389_012026-T1	DBVPG3775_001885-T1
GF00005349	RIT389_012027-T1	DBVPG3775_001886-T1
GF00005350	RIT389_012690-T1	DBVPG3775_006454-T1
GF00005351	RIT389_012041-T1	DBVPG3775_006451-T1
