	Rhodotorula_mucilaginosa_TFCN_17Y-278-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00004846	TFCN17Y2781_010148-T1, TFCN17Y2781_011606-T1	DBVPG3775_007222-T1
GF00004847	TFCN17Y2781_010212-T1, TFCN17Y2781_013482-T1	DBVPG3775_002797-T1
GF00004848	TFCN17Y2781_010213-T1, TFCN17Y2781_013481-T1	DBVPG3775_002796-T1
GF00004849	TFCN17Y2781_010214-T1, TFCN17Y2781_013480-T1	DBVPG3775_002795-T1
GF00004850	TFCN17Y2781_010216-T1, TFCN17Y2781_013478-T1	DBVPG3775_002792-T1
GF00004851	TFCN17Y2781_010217-T1, TFCN17Y2781_013216-T1	DBVPG3775_002791-T1
GF00004852	TFCN17Y2781_010218-T1, TFCN17Y2781_013214-T1	DBVPG3775_002788-T1
GF00004853	TFCN17Y2781_010220-T1, TFCN17Y2781_013212-T1	DBVPG3775_002786-T1
GF00004854	TFCN17Y2781_010221-T1, TFCN17Y2781_013211-T1	DBVPG3775_002785-T1
GF00004855	TFCN17Y2781_010222-T1, TFCN17Y2781_013210-T1	DBVPG3775_002784-T1
GF00004856	TFCN17Y2781_010269-T1, TFCN17Y2781_013340-T1	DBVPG3775_003281-T1
GF00004857	TFCN17Y2781_010271-T1, TFCN17Y2781_013338-T1	DBVPG3775_003279-T1
GF00004858	TFCN17Y2781_010275-T1, TFCN17Y2781_013334-T1	DBVPG3775_003272-T1
GF00004859	TFCN17Y2781_010346-T1, TFCN17Y2781_012809-T1	DBVPG3775_006097-T1
GF00004860	TFCN17Y2781_010347-T1, TFCN17Y2781_012810-T1	DBVPG3775_006096-T1
GF00004861	TFCN17Y2781_010348-T1, TFCN17Y2781_012811-T1	DBVPG3775_006095-T1
GF00004862	TFCN17Y2781_010349-T1, TFCN17Y2781_012812-T1	DBVPG3775_006094-T1
GF00004863	TFCN17Y2781_010350-T1, TFCN17Y2781_012813-T1	DBVPG3775_006093-T1
GF00004864	TFCN17Y2781_010351-T1, TFCN17Y2781_012814-T1	DBVPG3775_006092-T1
GF00004865	TFCN17Y2781_010352-T1, TFCN17Y2781_012815-T1	DBVPG3775_006091-T1
GF00004866	TFCN17Y2781_010353-T1, TFCN17Y2781_012816-T1	DBVPG3775_006090-T1
GF00004867	TFCN17Y2781_010355-T1, TFCN17Y2781_012818-T1	DBVPG3775_006088-T1
GF00004868	TFCN17Y2781_010356-T1, TFCN17Y2781_012819-T1	DBVPG3775_006087-T1
GF00004869	TFCN17Y2781_010361-T1, TFCN17Y2781_013191-T1	DBVPG3775_003405-T1
GF00004870	TFCN17Y2781_010362-T1, TFCN17Y2781_013190-T1	DBVPG3775_003406-T1
GF00004871	TFCN17Y2781_010364-T1, TFCN17Y2781_013188-T1	DBVPG3775_003408-T1
GF00004872	TFCN17Y2781_010366-T1, TFCN17Y2781_013186-T1	DBVPG3775_003410-T1
GF00004873	TFCN17Y2781_010368-T1, TFCN17Y2781_013184-T1	DBVPG3775_003412-T1
GF00004874	TFCN17Y2781_010369-T1, TFCN17Y2781_012776-T1	DBVPG3775_003413-T1
GF00004875	TFCN17Y2781_010370-T1, TFCN17Y2781_012775-T1	DBVPG3775_003414-T1
GF00004876	TFCN17Y2781_010371-T1, TFCN17Y2781_012774-T1	DBVPG3775_003415-T1
GF00004877	TFCN17Y2781_010374-T1, TFCN17Y2781_012772-T1	DBVPG3775_003419-T1
GF00004878	TFCN17Y2781_010375-T1, TFCN17Y2781_012770-T1	DBVPG3775_003421-T1
GF00004879	TFCN17Y2781_010378-T1, TFCN17Y2781_012768-T1	DBVPG3775_003424-T1
GF00004880	TFCN17Y2781_010379-T1, TFCN17Y2781_012767-T1	DBVPG3775_003425-T1
GF00004881	TFCN17Y2781_010380-T1, TFCN17Y2781_012766-T1	DBVPG3775_003426-T1
GF00004882	TFCN17Y2781_010381-T1, TFCN17Y2781_012765-T1	DBVPG3775_003427-T1
GF00004883	TFCN17Y2781_010382-T1, TFCN17Y2781_012764-T1	DBVPG3775_003428-T1
GF00004884	TFCN17Y2781_010383-T1, TFCN17Y2781_012763-T1	DBVPG3775_003429-T1
GF00004885	TFCN17Y2781_010384-T1, TFCN17Y2781_012762-T1	DBVPG3775_003430-T1
GF00004886	TFCN17Y2781_010385-T1, TFCN17Y2781_013269-T1	DBVPG3775_003431-T1
GF00004887	TFCN17Y2781_010386-T1, TFCN17Y2781_013268-T1	DBVPG3775_003432-T1
GF00004888	TFCN17Y2781_010387-T1, TFCN17Y2781_013267-T1	DBVPG3775_003433-T1
GF00004889	TFCN17Y2781_010388-T1, TFCN17Y2781_013266-T1	DBVPG3775_003434-T1
GF00004890	TFCN17Y2781_010390-T1, TFCN17Y2781_013264-T1	DBVPG3775_003437-T1
GF00004891	TFCN17Y2781_010391-T1, TFCN17Y2781_013263-T1	DBVPG3775_003438-T1
GF00004892	TFCN17Y2781_010393-T1, TFCN17Y2781_013261-T1	DBVPG3775_003440-T1
GF00004893	TFCN17Y2781_010395-T1, TFCN17Y2781_013259-T1	DBVPG3775_003442-T1
GF00004894	TFCN17Y2781_010397-T1, TFCN17Y2781_010928-T1	DBVPG3775_003444-T1
GF00004895	TFCN17Y2781_010398-T1, TFCN17Y2781_010929-T1	DBVPG3775_003445-T1
GF00004896	TFCN17Y2781_010470-T1, TFCN17Y2781_012949-T1	DBVPG3775_000705-T1
GF00004897	TFCN17Y2781_010472-T1, TFCN17Y2781_011652-T1	DBVPG3775_000707-T1
GF00004898	TFCN17Y2781_010473-T1, TFCN17Y2781_011651-T1	DBVPG3775_000708-T1
GF00004899	TFCN17Y2781_010475-T1, TFCN17Y2781_011649-T1	DBVPG3775_000710-T1
GF00004900	TFCN17Y2781_010476-T1, TFCN17Y2781_011648-T1	DBVPG3775_000711-T1
GF00004901	TFCN17Y2781_010477-T1, TFCN17Y2781_011647-T1	DBVPG3775_000712-T1
GF00004902	TFCN17Y2781_010481-T1, TFCN17Y2781_011643-T1	DBVPG3775_000717-T1
GF00004903	TFCN17Y2781_010483-T1, TFCN17Y2781_011642-T1	DBVPG3775_000719-T1
GF00004904	TFCN17Y2781_010484-T1, TFCN17Y2781_011641-T1	DBVPG3775_000720-T1
GF00004905	TFCN17Y2781_010486-T1, TFCN17Y2781_011639-T1	DBVPG3775_000722-T1
GF00004906	TFCN17Y2781_010487-T1, TFCN17Y2781_011638-T1	DBVPG3775_000723-T1
GF00004907	TFCN17Y2781_010488-T1, TFCN17Y2781_011637-T1	DBVPG3775_000724-T1
GF00004908	TFCN17Y2781_010491-T1, TFCN17Y2781_011635-T1	DBVPG3775_000727-T1
GF00004909	TFCN17Y2781_010498-T1, TFCN17Y2781_011630-T1	DBVPG3775_000736-T1
GF00004910	TFCN17Y2781_010501-T1, TFCN17Y2781_013301-T1	DBVPG3775_000739-T1
GF00004911	TFCN17Y2781_010504-T1, TFCN17Y2781_013299-T1	DBVPG3775_000742-T1
GF00004912	TFCN17Y2781_010505-T1, TFCN17Y2781_013298-T1	DBVPG3775_000743-T1
GF00004913	TFCN17Y2781_010506-T1, TFCN17Y2781_013297-T1	DBVPG3775_000744-T1
GF00004914	TFCN17Y2781_010507-T1, TFCN17Y2781_013296-T1	DBVPG3775_000745-T1
GF00004915	TFCN17Y2781_010509-T1, TFCN17Y2781_012013-T1	DBVPG3775_002559-T1
GF00004916	TFCN17Y2781_010510-T1, TFCN17Y2781_011283-T1	DBVPG3775_002560-T1
GF00004917	TFCN17Y2781_010511-T1, TFCN17Y2781_011284-T1	DBVPG3775_002561-T1
GF00004918	TFCN17Y2781_010515-T1, TFCN17Y2781_011287-T1	DBVPG3775_002565-T1
GF00004919	TFCN17Y2781_010516-T1, TFCN17Y2781_011288-T1	DBVPG3775_002566-T1
GF00004920	TFCN17Y2781_010517-T1, TFCN17Y2781_011289-T1	DBVPG3775_002567-T1
GF00004921	TFCN17Y2781_010518-T1, TFCN17Y2781_011290-T1	DBVPG3775_002568-T1
GF00004922	TFCN17Y2781_010520-T1, TFCN17Y2781_011292-T1	DBVPG3775_002570-T1
GF00004923	TFCN17Y2781_010522-T1, TFCN17Y2781_011293-T1	DBVPG3775_002572-T1
GF00004924	TFCN17Y2781_010524-T1, TFCN17Y2781_011295-T1	DBVPG3775_002574-T1
GF00004925	TFCN17Y2781_010526-T1, TFCN17Y2781_011297-T1	DBVPG3775_002576-T1
GF00004926	TFCN17Y2781_010529-T1, TFCN17Y2781_011299-T1	DBVPG3775_002578-T1
GF00004927	TFCN17Y2781_010531-T1, TFCN17Y2781_011301-T1	DBVPG3775_002580-T1
GF00004928	TFCN17Y2781_010532-T1, TFCN17Y2781_011302-T1	DBVPG3775_002581-T1
GF00004929	TFCN17Y2781_010533-T1, TFCN17Y2781_011303-T1	DBVPG3775_002582-T1
GF00004930	TFCN17Y2781_010535-T1, TFCN17Y2781_011305-T1	DBVPG3775_002584-T1
GF00004931	TFCN17Y2781_010538-T1, TFCN17Y2781_011308-T1	DBVPG3775_002588-T1
GF00004932	TFCN17Y2781_010539-T1, TFCN17Y2781_011309-T1	DBVPG3775_002589-T1
GF00004933	TFCN17Y2781_010541-T1, TFCN17Y2781_013419-T1	DBVPG3775_002594-T1
GF00004934	TFCN17Y2781_010542-T1, TFCN17Y2781_013420-T1	DBVPG3775_002593-T1
GF00004935	TFCN17Y2781_010543-T1, TFCN17Y2781_013421-T1	DBVPG3775_002592-T1
GF00004936	TFCN17Y2781_010670-T1, TFCN17Y2781_013530-T1	DBVPG3775_007416-T1
GF00004937	TFCN17Y2781_010898-T1, TFCN17Y2781_011960-T1	DBVPG3775_002351-T1
GF00004938	TFCN17Y2781_010899-T1, TFCN17Y2781_011959-T1	DBVPG3775_002350-T1
GF00004939	TFCN17Y2781_010900-T1, TFCN17Y2781_011958-T1	DBVPG3775_002349-T1
GF00004940	TFCN17Y2781_010901-T1, TFCN17Y2781_011957-T1	DBVPG3775_002348-T1
GF00004941	TFCN17Y2781_010902-T1, TFCN17Y2781_011956-T1	DBVPG3775_002347-T1
GF00004942	TFCN17Y2781_010905-T1, TFCN17Y2781_011954-T1	DBVPG3775_002344-T1
GF00004943	TFCN17Y2781_010906-T1, TFCN17Y2781_011953-T1	DBVPG3775_002343-T1
GF00004944	TFCN17Y2781_010907-T1, TFCN17Y2781_011952-T1	DBVPG3775_002342-T1
GF00004945	TFCN17Y2781_010908-T1, TFCN17Y2781_011951-T1	DBVPG3775_002341-T1
GF00004946	TFCN17Y2781_010909-T1, TFCN17Y2781_011950-T1	DBVPG3775_002340-T1
GF00004947	TFCN17Y2781_010910-T1, TFCN17Y2781_011949-T1	DBVPG3775_002339-T1
GF00004948	TFCN17Y2781_010912-T1, TFCN17Y2781_011947-T1	DBVPG3775_002337-T1
GF00004949	TFCN17Y2781_010917-T1, TFCN17Y2781_012823-T1	DBVPG3775_002329-T1
GF00004950	TFCN17Y2781_010922-T1, TFCN17Y2781_012827-T1	DBVPG3775_002324-T1
GF00004951	TFCN17Y2781_010923-T1, TFCN17Y2781_012828-T1	DBVPG3775_002323-T1
GF00004952	TFCN17Y2781_010924-T1, TFCN17Y2781_012829-T1	DBVPG3775_002322-T1
GF00004953	TFCN17Y2781_010926-T1, TFCN17Y2781_012831-T1	DBVPG3775_002320-T1
GF00004954	TFCN17Y2781_010927-T1, TFCN17Y2781_012832-T1	DBVPG3775_002319-T1
GF00004955	TFCN17Y2781_011155-T1, TFCN17Y2781_013056-T1	DBVPG3775_006387-T1
GF00004956	TFCN17Y2781_011156-T1, TFCN17Y2781_013055-T1	DBVPG3775_006386-T1
GF00004957	TFCN17Y2781_011157-T1, TFCN17Y2781_013054-T1	DBVPG3775_006385-T1
GF00004958	TFCN17Y2781_011158-T1, TFCN17Y2781_013053-T1	DBVPG3775_006384-T1
GF00004959	TFCN17Y2781_011159-T1, TFCN17Y2781_013052-T1	DBVPG3775_006383-T1
GF00004960	TFCN17Y2781_011160-T1, TFCN17Y2781_013051-T1	DBVPG3775_006382-T1
GF00004961	TFCN17Y2781_011161-T1, TFCN17Y2781_013050-T1	DBVPG3775_006381-T1
GF00004962	TFCN17Y2781_011162-T1, TFCN17Y2781_013049-T1	DBVPG3775_006380-T1
GF00004963	TFCN17Y2781_011163-T1, TFCN17Y2781_013048-T1	DBVPG3775_006379-T1
GF00004964	TFCN17Y2781_011164-T1, TFCN17Y2781_013047-T1	DBVPG3775_006378-T1
GF00004965	TFCN17Y2781_011168-T1, TFCN17Y2781_011191-T1	DBVPG3775_006373-T1
GF00004966	TFCN17Y2781_011169-T1, TFCN17Y2781_011192-T1	DBVPG3775_006372-T1
GF00004967	TFCN17Y2781_011172-T1, TFCN17Y2781_011195-T1	DBVPG3775_006369-T1
GF00004968	TFCN17Y2781_011173-T1, TFCN17Y2781_011196-T1	DBVPG3775_006368-T1
GF00004969	TFCN17Y2781_011174-T1, TFCN17Y2781_011197-T1	DBVPG3775_006367-T1
GF00004970	TFCN17Y2781_011175-T1, TFCN17Y2781_011198-T1	DBVPG3775_006366-T1
GF00004971	TFCN17Y2781_011177-T1, TFCN17Y2781_011201-T1	DBVPG3775_006363-T1
GF00004972	TFCN17Y2781_011180-T1, TFCN17Y2781_011205-T1	DBVPG3775_006359-T1
GF00004973	TFCN17Y2781_011181-T1, TFCN17Y2781_011206-T1	DBVPG3775_006358-T1
GF00004974	TFCN17Y2781_011184-T1, TFCN17Y2781_011209-T1	DBVPG3775_006355-T1
GF00004975	TFCN17Y2781_011186-T1, TFCN17Y2781_011211-T1	DBVPG3775_006353-T1
GF00004976	TFCN17Y2781_011213-T1, TFCN17Y2781_013321-T1	DBVPG3775_006351-T1
GF00004977	TFCN17Y2781_011214-T1, TFCN17Y2781_013322-T1	DBVPG3775_006350-T1
GF00004978	TFCN17Y2781_011219-T1, TFCN17Y2781_013325-T1	DBVPG3775_006344-T1
GF00004979	TFCN17Y2781_011598-T1, TFCN17Y2781_013537-T1	DBVPG3775_004259-T1
GF00004980	TFCN17Y2781_011608-T1, TFCN17Y2781_012881-T1	DBVPG3775_007220-T1
GF00004981	TFCN17Y2781_011609-T1, TFCN17Y2781_012882-T1	DBVPG3775_007219-T1
GF00004982	TFCN17Y2781_011611-T1, TFCN17Y2781_012884-T1	DBVPG3775_007216-T1
GF00004983	TFCN17Y2781_011612-T1, TFCN17Y2781_012885-T1	DBVPG3775_007215-T1
GF00004984	TFCN17Y2781_011613-T1, TFCN17Y2781_012886-T1	DBVPG3775_007214-T1
GF00004985	TFCN17Y2781_011614-T1, TFCN17Y2781_012887-T1	DBVPG3775_007213-T1
GF00004986	TFCN17Y2781_011615-T1, TFCN17Y2781_012888-T1	DBVPG3775_007212-T1
GF00004987	TFCN17Y2781_011616-T1, TFCN17Y2781_012889-T1	DBVPG3775_007211-T1
GF00004988	TFCN17Y2781_011797-T1, TFCN17Y2781_013001-T1	DBVPG3775_006778-T1
GF00004989	TFCN17Y2781_011798-T1, TFCN17Y2781_013000-T1	DBVPG3775_006776-T1
GF00004990	TFCN17Y2781_011799-T1, TFCN17Y2781_012999-T1	DBVPG3775_006775-T1
GF00004991	TFCN17Y2781_011800-T1, TFCN17Y2781_012998-T1	DBVPG3775_006772-T1
GF00004992	TFCN17Y2781_011801-T1, TFCN17Y2781_012997-T1	DBVPG3775_006771-T1
GF00004993	TFCN17Y2781_011802-T1, TFCN17Y2781_012996-T1	DBVPG3775_006770-T1
GF00004994	TFCN17Y2781_011803-T1, TFCN17Y2781_012995-T1	DBVPG3775_006769-T1
GF00004995	TFCN17Y2781_011804-T1, TFCN17Y2781_012994-T1	DBVPG3775_006768-T1
GF00004996	TFCN17Y2781_011807-T1, TFCN17Y2781_012909-T1	DBVPG3775_006765-T1
GF00004997	TFCN17Y2781_011808-T1, TFCN17Y2781_012908-T1	DBVPG3775_006764-T1
GF00004998	TFCN17Y2781_011812-T1, TFCN17Y2781_012906-T1	DBVPG3775_006761-T1
GF00004999	TFCN17Y2781_011813-T1, TFCN17Y2781_012905-T1	DBVPG3775_006760-T1
GF00005000	TFCN17Y2781_011814-T1, TFCN17Y2781_012904-T1	DBVPG3775_006759-T1
GF00005001	TFCN17Y2781_011819-T1, TFCN17Y2781_012175-T1	DBVPG3775_002729-T1
GF00005002	TFCN17Y2781_011820-T1, TFCN17Y2781_012176-T1	DBVPG3775_002728-T1
GF00005003	TFCN17Y2781_011822-T1, TFCN17Y2781_012177-T1	DBVPG3775_002726-T1
GF00005004	TFCN17Y2781_011823-T1, TFCN17Y2781_012178-T1	DBVPG3775_002725-T1
GF00005005	TFCN17Y2781_011826-T1, TFCN17Y2781_012180-T1	DBVPG3775_002721-T1
GF00005006	TFCN17Y2781_011828-T1, TFCN17Y2781_012182-T1	DBVPG3775_002719-T1
GF00005007	TFCN17Y2781_011831-T1, TFCN17Y2781_012186-T1	DBVPG3775_002715-T1
GF00005008	TFCN17Y2781_011832-T1, TFCN17Y2781_012187-T1	DBVPG3775_002714-T1
GF00005009	TFCN17Y2781_011833-T1, TFCN17Y2781_012188-T1	DBVPG3775_002713-T1
GF00005010	TFCN17Y2781_011834-T1, TFCN17Y2781_012189-T1	DBVPG3775_002712-T1
GF00005011	TFCN17Y2781_011835-T1, TFCN17Y2781_012190-T1	DBVPG3775_002711-T1
GF00005012	TFCN17Y2781_011900-T1, TFCN17Y2781_013456-T1	DBVPG3775_004828-T1
GF00005013	TFCN17Y2781_011901-T1, TFCN17Y2781_013455-T1	DBVPG3775_004827-T1
GF00005014	TFCN17Y2781_011902-T1, TFCN17Y2781_013454-T1	DBVPG3775_004826-T1
GF00005015	TFCN17Y2781_011903-T1, TFCN17Y2781_013453-T1	DBVPG3775_004824-T1
GF00005016	TFCN17Y2781_011924-T1, TFCN17Y2781_012422-T1	DBVPG3775_007358-T1
GF00005017	TFCN17Y2781_011927-T1, TFCN17Y2781_012419-T1	DBVPG3775_007361-T1
GF00005018	TFCN17Y2781_011932-T1, TFCN17Y2781_012423-T1	DBVPG3775_007450-T1
GF00005019	TFCN17Y2781_011934-T1, TFCN17Y2781_012425-T1	DBVPG3775_007453-T1
GF00005020	TFCN17Y2781_011937-T1, TFCN17Y2781_013355-T1	DBVPG3775_007456-T1
GF00005021	TFCN17Y2781_011940-T1, TFCN17Y2781_013352-T1	DBVPG3775_007460-T1
GF00005022	TFCN17Y2781_011942-T1, TFCN17Y2781_013350-T1	DBVPG3775_007462-T1
GF00005023	TFCN17Y2781_011962-T1, TFCN17Y2781_013470-T1	DBVPG3775_002353-T1
GF00005024	TFCN17Y2781_011963-T1, TFCN17Y2781_013471-T1	DBVPG3775_002354-T1
GF00005025	TFCN17Y2781_011964-T1, TFCN17Y2781_013472-T1	DBVPG3775_002355-T1
GF00005026	TFCN17Y2781_011994-T1, TFCN17Y2781_012861-T1	DBVPG3775_002540-T1
GF00005027	TFCN17Y2781_011995-T1, TFCN17Y2781_012860-T1	DBVPG3775_002541-T1
GF00005028	TFCN17Y2781_011998-T1, TFCN17Y2781_012857-T1	DBVPG3775_002544-T1
GF00005029	TFCN17Y2781_011999-T1, TFCN17Y2781_012856-T1	DBVPG3775_002545-T1
GF00005030	TFCN17Y2781_012000-T1, TFCN17Y2781_012855-T1	DBVPG3775_002546-T1
GF00005031	TFCN17Y2781_012006-T1, TFCN17Y2781_013407-T1	DBVPG3775_002552-T1
GF00005032	TFCN17Y2781_012008-T1, TFCN17Y2781_013405-T1	DBVPG3775_002554-T1
GF00005033	TFCN17Y2781_012009-T1, TFCN17Y2781_013404-T1	DBVPG3775_002555-T1
GF00005034	TFCN17Y2781_012010-T1, TFCN17Y2781_013403-T1	DBVPG3775_002556-T1
GF00005035	TFCN17Y2781_012095-T1, TFCN17Y2781_012680-T1	DBVPG3775_007046-T1
GF00005036	TFCN17Y2781_012096-T1, TFCN17Y2781_012679-T1	DBVPG3775_007045-T1
GF00005037	TFCN17Y2781_012097-T1, TFCN17Y2781_012678-T1	DBVPG3775_007044-T1
GF00005038	TFCN17Y2781_012098-T1, TFCN17Y2781_012677-T1	DBVPG3775_007043-T1
GF00005039	TFCN17Y2781_012100-T1, TFCN17Y2781_012676-T1	DBVPG3775_007040-T1
GF00005040	TFCN17Y2781_012102-T1, TFCN17Y2781_012673-T1	DBVPG3775_007037-T1
GF00005041	TFCN17Y2781_012103-T1, TFCN17Y2781_012672-T1	DBVPG3775_007036-T1
GF00005042	TFCN17Y2781_012104-T1, TFCN17Y2781_012671-T1	DBVPG3775_007035-T1
GF00005043	TFCN17Y2781_012107-T1, TFCN17Y2781_012668-T1	DBVPG3775_007032-T1
GF00005044	TFCN17Y2781_012108-T1, TFCN17Y2781_012393-T1	DBVPG3775_007031-T1
GF00005045	TFCN17Y2781_012109-T1, TFCN17Y2781_012392-T1	DBVPG3775_007030-T1
GF00005046	TFCN17Y2781_012334-T1, TFCN17Y2781_012699-T1	DBVPG3775_001001-T1
GF00005047	TFCN17Y2781_012335-T1, TFCN17Y2781_012698-T1	DBVPG3775_001002-T1
GF00005048	TFCN17Y2781_012337-T1, TFCN17Y2781_012696-T1	DBVPG3775_001004-T1
GF00005049	TFCN17Y2781_012338-T1, TFCN17Y2781_012695-T1	DBVPG3775_001005-T1
GF00005050	TFCN17Y2781_012341-T1, TFCN17Y2781_012692-T1	DBVPG3775_001008-T1
GF00005051	TFCN17Y2781_012342-T1, TFCN17Y2781_012691-T1	DBVPG3775_001009-T1
GF00005052	TFCN17Y2781_012343-T1, TFCN17Y2781_012690-T1	DBVPG3775_001010-T1
GF00005053	TFCN17Y2781_012344-T1, TFCN17Y2781_012689-T1	DBVPG3775_001011-T1
GF00005054	TFCN17Y2781_012345-T1, TFCN17Y2781_012688-T1	DBVPG3775_001012-T1
GF00005055	TFCN17Y2781_012346-T1, TFCN17Y2781_012687-T1	DBVPG3775_001013-T1
GF00005056	TFCN17Y2781_012347-T1, TFCN17Y2781_012686-T1	DBVPG3775_001014-T1
GF00005057	TFCN17Y2781_012348-T1, TFCN17Y2781_012685-T1	DBVPG3775_001015-T1
GF00005058	TFCN17Y2781_012349-T1, TFCN17Y2781_012391-T1	DBVPG3775_007029-T1
GF00005059	TFCN17Y2781_012350-T1, TFCN17Y2781_012390-T1	DBVPG3775_007028-T1
GF00005060	TFCN17Y2781_012352-T1, TFCN17Y2781_012388-T1	DBVPG3775_007026-T1
GF00005061	TFCN17Y2781_012356-T1, TFCN17Y2781_012384-T1	DBVPG3775_007021-T1
GF00005062	TFCN17Y2781_012357-T1, TFCN17Y2781_012383-T1	DBVPG3775_007020-T1
GF00005063	TFCN17Y2781_012358-T1, TFCN17Y2781_012382-T1	DBVPG3775_007019-T1
GF00005064	TFCN17Y2781_012360-T1, TFCN17Y2781_012380-T1	DBVPG3775_007017-T1
GF00005065	TFCN17Y2781_012362-T1, TFCN17Y2781_013543-T1	DBVPG3775_007013-T1
GF00005066	TFCN17Y2781_012363-T1, TFCN17Y2781_013542-T1	DBVPG3775_007012-T1
GF00005067	TFCN17Y2781_012365-T1, TFCN17Y2781_013318-T1	DBVPG3775_004244-T1
GF00005068	TFCN17Y2781_012366-T1, TFCN17Y2781_013319-T1	DBVPG3775_004245-T1
GF00005069	TFCN17Y2781_012367-T1, TFCN17Y2781_012458-T1	DBVPG3775_004247-T1
GF00005070	TFCN17Y2781_012370-T1, TFCN17Y2781_012461-T1	DBVPG3775_004252-T1
GF00005071	TFCN17Y2781_012371-T1, TFCN17Y2781_012460-T1	DBVPG3775_004251-T1
GF00005072	TFCN17Y2781_012374-T1, TFCN17Y2781_012465-T1	DBVPG3775_004255-T1
GF00005073	TFCN17Y2781_012375-T1, TFCN17Y2781_012466-T1	DBVPG3775_004256-T1
GF00005074	TFCN17Y2781_012376-T1, TFCN17Y2781_012467-T1	DBVPG3775_004257-T1
GF00005075	TFCN17Y2781_012377-T1, TFCN17Y2781_012468-T1	DBVPG3775_004258-T1
GF00005076	TFCN17Y2781_012412-T1, TFCN17Y2781_013431-T1	DBVPG3775_007356-T1
GF00005077	TFCN17Y2781_012413-T1, TFCN17Y2781_013430-T1	DBVPG3775_007357-T1
GF00005078	TFCN17Y2781_012443-T1, TFCN17Y2781_013414-T1	DBVPG3775_002860-T1
GF00005079	TFCN17Y2781_012444-T1, TFCN17Y2781_013413-T1	DBVPG3775_002861-T1
GF00005080	TFCN17Y2781_012445-T1, TFCN17Y2781_013412-T1	DBVPG3775_002862-T1
GF00005081	TFCN17Y2781_012446-T1, TFCN17Y2781_013411-T1	DBVPG3775_002863-T1
GF00005082	TFCN17Y2781_012447-T1, TFCN17Y2781_013410-T1	DBVPG3775_002864-T1
GF00005083	TFCN17Y2781_012450-T1, TFCN17Y2781_013073-T1	DBVPG3775_002868-T1
GF00005084	TFCN17Y2781_012452-T1, TFCN17Y2781_013075-T1	DBVPG3775_002870-T1
GF00005085	TFCN17Y2781_012453-T1, TFCN17Y2781_013076-T1	DBVPG3775_002871-T1
GF00005086	TFCN17Y2781_012455-T1, TFCN17Y2781_013078-T1	DBVPG3775_002874-T1
GF00005087	TFCN17Y2781_012456-T1, TFCN17Y2781_013079-T1	DBVPG3775_002875-T1
GF00005088	TFCN17Y2781_012457-T1, TFCN17Y2781_013080-T1	DBVPG3775_002876-T1
GF00005089	TFCN17Y2781_012525-T1, TFCN17Y2781_013378-T1	DBVPG3775_001035-T1
GF00005090	TFCN17Y2781_012526-T1, TFCN17Y2781_013379-T1	DBVPG3775_001034-T1
GF00005091	TFCN17Y2781_012619-T1, TFCN17Y2781_013028-T1	DBVPG3775_006816-T1
GF00005092	TFCN17Y2781_012620-T1, TFCN17Y2781_013027-T1	DBVPG3775_006817-T1
GF00005093	TFCN17Y2781_013038-T1, TFCN17Y2781_013290-T1	DBVPG3775_003394-T1
GF00005094	TFCN17Y2781_013039-T1, TFCN17Y2781_013291-T1	DBVPG3775_003395-T1
GF00005095	TFCN17Y2781_013041-T1, TFCN17Y2781_013293-T1	DBVPG3775_003397-T1
GF00005096	TFCN17Y2781_013042-T1, TFCN17Y2781_013294-T1	DBVPG3775_003398-T1
GF00005097	TFCN17Y2781_013043-T1, TFCN17Y2781_013295-T1	DBVPG3775_003399-T1
GF00005098	TFCN17Y2781_013044-T1, TFCN17Y2781_013196-T1	DBVPG3775_003400-T1
GF00005099	TFCN17Y2781_013045-T1, TFCN17Y2781_013195-T1	DBVPG3775_003401-T1
GF00005100	TFCN17Y2781_013046-T1, TFCN17Y2781_013194-T1	DBVPG3775_003402-T1
GF00005101	TFCN17Y2781_013063-T1, TFCN17Y2781_013342-T1	DBVPG3775_007496-T1
GF00005102	TFCN17Y2781_013064-T1, TFCN17Y2781_013343-T1	DBVPG3775_007497-T1
GF00005103	TFCN17Y2781_013065-T1, TFCN17Y2781_013344-T1	DBVPG3775_007498-T1
GF00005104	TFCN17Y2781_013066-T1, TFCN17Y2781_013345-T1	DBVPG3775_007499-T1
GF00005105	TFCN17Y2781_013068-T1, TFCN17Y2781_013347-T1	DBVPG3775_007502-T1
GF00005106	TFCN17Y2781_013069-T1, TFCN17Y2781_013499-T1	DBVPG3775_007503-T1
GF00005107	TFCN17Y2781_013070-T1, TFCN17Y2781_013500-T1	DBVPG3775_007504-T1
GF00005108	TFCN17Y2781_013081-T1, TFCN17Y2781_013513-T1	DBVPG3775_007258-T1
GF00005109	TFCN17Y2781_013082-T1, TFCN17Y2781_013512-T1	DBVPG3775_007257-T1
GF00005110	TFCN17Y2781_013084-T1, TFCN17Y2781_013510-T1	DBVPG3775_007255-T1
GF00005111	TFCN17Y2781_013151-T1, TFCN17Y2781_013328-T1	DBVPG3775_006542-T1
GF00005112	TFCN17Y2781_013152-T1, TFCN17Y2781_013329-T1	DBVPG3775_006543-T1
