	Rhodotorula_mucilaginosa_TFCN_17-334Y-5.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00004812	TFCN17334Y5_013247-T1	DBVPG3775_006010-T1
GF00004813	TFCN17334Y5_013248-T1	DBVPG3775_006011-T1
GF00004814	TFCN17334Y5_009455-T1	DBVPG3775_006012-T1
GF00004815	TFCN17334Y5_009458-T1	DBVPG3775_006017-T1
GF00004816	TFCN17334Y5_009459-T1	DBVPG3775_006018-T1
GF00004817	TFCN17334Y5_013256-T1	DBVPG3775_006019-T1
GF00004818	TFCN17334Y5_013257-T1	DBVPG3775_006020-T1
GF00004819	TFCN17334Y5_009463-T1	DBVPG3775_006022-T1
GF00004820	TFCN17334Y5_009465-T1	DBVPG3775_006505-T1
GF00004821	TFCN17334Y5_009466-T1	DBVPG3775_006504-T1
GF00004822	TFCN17334Y5_009471-T1	DBVPG3775_006498-T1
GF00004823	TFCN17334Y5_009472-T1	DBVPG3775_006497-T1
GF00004824	TFCN17334Y5_009474-T1	DBVPG3775_006496-T1
GF00004825	TFCN17334Y5_009477-T1	DBVPG3775_006494-T1
GF00004826	TFCN17334Y5_009479-T1	DBVPG3775_006492-T1
GF00004827	TFCN17334Y5_009480-T1	DBVPG3775_006491-T1
GF00004828	TFCN17334Y5_009481-T1	DBVPG3775_006490-T1
GF00004829	TFCN17334Y5_009482-T1	DBVPG3775_006489-T1
GF00004830	TFCN17334Y5_009553-T1	DBVPG3775_006487-T1
GF00004831	TFCN17334Y5_009485-T1	DBVPG3775_006486-T1
GF00004832	TFCN17334Y5_009487-T1	DBVPG3775_006484-T1
GF00004833	TFCN17334Y5_011397-T1	DBVPG3775_006483-T1
GF00004834	TFCN17334Y5_009489-T1	DBVPG3775_006482-T1
GF00004835	TFCN17334Y5_009490-T1	DBVPG3775_006481-T1
GF00004836	TFCN17334Y5_009491-T1	DBVPG3775_006480-T1
GF00004837	TFCN17334Y5_009492-T1	DBVPG3775_006479-T1
GF00004838	TFCN17334Y5_009493-T1	DBVPG3775_006478-T1
GF00004839	TFCN17334Y5_009494-T1	DBVPG3775_006477-T1
GF00004840	TFCN17334Y5_014241-T1	DBVPG3775_006475-T1
GF00004841	TFCN17334Y5_009497-T1	DBVPG3775_006474-T1
GF00004842	TFCN17334Y5_009498-T1	DBVPG3775_006473-T1
GF00004843	TFCN17334Y5_009500-T1	DBVPG3775_006471-T1
GF00004844	TFCN17334Y5_009501-T1	DBVPG3775_006470-T1
GF00004845	TFCN17334Y5_009503-T1	DBVPG3775_006468-T1
GF00004846	TFCN17334Y5_009504-T1	DBVPG3775_006467-T1
GF00004847	TFCN17334Y5_009505-T1	DBVPG3775_006466-T1
GF00004848	TFCN17334Y5_009506-T1	DBVPG3775_006465-T1
GF00004849	TFCN17334Y5_009507-T1	DBVPG3775_006464-T1
GF00004850	TFCN17334Y5_014096-T1	DBVPG3775_006463-T1
GF00004851	TFCN17334Y5_009509-T1	DBVPG3775_006462-T1
GF00004852	TFCN17334Y5_009511-T1	DBVPG3775_006460-T1
GF00004853	TFCN17334Y5_014091-T1	DBVPG3775_006458-T1
GF00004854	TFCN17334Y5_009514-T1	DBVPG3775_006457-T1
GF00004855	TFCN17334Y5_011914-T1	DBVPG3775_005373-T1
GF00004856	TFCN17334Y5_011916-T1	DBVPG3775_005371-T1
GF00004857	TFCN17334Y5_011918-T1	DBVPG3775_005369-T1
GF00004858	TFCN17334Y5_011919-T1	DBVPG3775_005368-T1
GF00004859	TFCN17334Y5_009524-T1	DBVPG3775_005366-T1
GF00004860	TFCN17334Y5_011922-T1	DBVPG3775_005365-T1
GF00004861	TFCN17334Y5_009526-T1	DBVPG3775_005364-T1
GF00004862	TFCN17334Y5_011924-T1	DBVPG3775_005363-T1
GF00004863	TFCN17334Y5_011926-T1	DBVPG3775_005361-T1
GF00004864	TFCN17334Y5_009530-T1	DBVPG3775_005360-T1
GF00004865	TFCN17334Y5_011932-T1	DBVPG3775_005356-T1
GF00004866	TFCN17334Y5_009622-T1	DBVPG3775_001557-T1
GF00004867	TFCN17334Y5_009624-T1	DBVPG3775_001555-T1
GF00004868	TFCN17334Y5_009627-T1	DBVPG3775_001552-T1
GF00004869	TFCN17334Y5_012277-T1	DBVPG3775_001551-T1
GF00004870	TFCN17334Y5_009632-T1	DBVPG3775_001547-T1
GF00004871	TFCN17334Y5_009634-T1	DBVPG3775_001545-T1
GF00004872	TFCN17334Y5_009635-T1	DBVPG3775_001544-T1
GF00004873	TFCN17334Y5_009636-T1	DBVPG3775_001543-T1
GF00004874	TFCN17334Y5_012286-T1	DBVPG3775_001542-T1
GF00004875	TFCN17334Y5_009638-T1	DBVPG3775_001541-T1
GF00004876	TFCN17334Y5_009646-T1	DBVPG3775_001532-T1
GF00004877	TFCN17334Y5_009647-T1	DBVPG3775_001531-T1
GF00004878	TFCN17334Y5_009648-T1	DBVPG3775_001530-T1
GF00004879	TFCN17334Y5_009650-T1	DBVPG3775_001528-T1
GF00004880	TFCN17334Y5_009651-T1	DBVPG3775_001527-T1
GF00004881	TFCN17334Y5_009652-T1	DBVPG3775_001526-T1
GF00004882	TFCN17334Y5_012301-T1	DBVPG3775_001524-T1
GF00004883	TFCN17334Y5_009654-T1	DBVPG3775_001523-T1
GF00004884	TFCN17334Y5_009655-T1	DBVPG3775_001522-T1
GF00004885	TFCN17334Y5_014346-T1	DBVPG3775_001519-T1
GF00004886	TFCN17334Y5_009661-T1	DBVPG3775_001516-T1
GF00004887	TFCN17334Y5_009662-T1	DBVPG3775_001515-T1
GF00004888	TFCN17334Y5_014351-T1	DBVPG3775_001514-T1
GF00004889	TFCN17334Y5_009665-T1	DBVPG3775_001512-T1
GF00004890	TFCN17334Y5_009666-T1	DBVPG3775_001511-T1
GF00004891	TFCN17334Y5_009668-T1	DBVPG3775_001510-T1
GF00004892	TFCN17334Y5_009670-T1	DBVPG3775_001508-T1
GF00004893	TFCN17334Y5_012740-T1	DBVPG3775_001503-T1
GF00004894	TFCN17334Y5_009677-T1	DBVPG3775_001501-T1
GF00004895	TFCN17334Y5_009678-T1	DBVPG3775_001500-T1
GF00004896	TFCN17334Y5_009681-T1	DBVPG3775_001498-T1
GF00004897	TFCN17334Y5_009682-T1	DBVPG3775_001497-T1
GF00004898	TFCN17334Y5_012731-T1	DBVPG3775_001495-T1
GF00004899	TFCN17334Y5_012732-T1	DBVPG3775_001494-T1
GF00004900	TFCN17334Y5_009686-T1	DBVPG3775_005951-T1
GF00004901	TFCN17334Y5_009842-T1	DBVPG3775_005420-T1
GF00004902	TFCN17334Y5_009843-T1	DBVPG3775_005419-T1
GF00004903	TFCN17334Y5_009844-T1	DBVPG3775_005418-T1
GF00004904	TFCN17334Y5_009846-T1	DBVPG3775_005416-T1
GF00004905	TFCN17334Y5_009847-T1	DBVPG3775_005415-T1
GF00004906	TFCN17334Y5_013088-T1	DBVPG3775_004487-T1
GF00004907	TFCN17334Y5_009899-T1	DBVPG3775_004486-T1
GF00004908	TFCN17334Y5_013086-T1	DBVPG3775_004485-T1
GF00004909	TFCN17334Y5_009905-T1	DBVPG3775_006508-T1
GF00004910	TFCN17334Y5_009907-T1	DBVPG3775_006510-T1
GF00004911	TFCN17334Y5_009908-T1	DBVPG3775_006511-T1
GF00004912	TFCN17334Y5_009909-T1	DBVPG3775_006512-T1
GF00004913	TFCN17334Y5_013078-T1	DBVPG3775_006513-T1
GF00004914	TFCN17334Y5_009913-T1	DBVPG3775_006515-T1
GF00004915	TFCN17334Y5_012268-T1	DBVPG3775_006516-T1
GF00004916	TFCN17334Y5_009915-T1	DBVPG3775_006517-T1
GF00004917	TFCN17334Y5_009919-T1	DBVPG3775_006521-T1
GF00004918	TFCN17334Y5_009920-T1	DBVPG3775_006522-T1
GF00004919	TFCN17334Y5_009926-T1	DBVPG3775_006527-T1
GF00004920	TFCN17334Y5_009931-T1	DBVPG3775_006532-T1
GF00004921	TFCN17334Y5_009933-T1	DBVPG3775_006534-T1
GF00004922	TFCN17334Y5_012249-T1	DBVPG3775_006535-T1
GF00004923	TFCN17334Y5_009935-T1	DBVPG3775_006536-T1
GF00004924	TFCN17334Y5_009940-T1	DBVPG3775_003283-T1
GF00004925	TFCN17334Y5_009941-T1	DBVPG3775_003284-T1
GF00004926	TFCN17334Y5_014562-T1	DBVPG3775_003287-T1
GF00004927	TFCN17334Y5_014563-T1	DBVPG3775_003288-T1
GF00004928	TFCN17334Y5_011144-T1	DBVPG3775_003290-T1
GF00004929	TFCN17334Y5_009951-T1	DBVPG3775_003292-T1
GF00004930	TFCN17334Y5_009952-T1	DBVPG3775_003293-T1
GF00004931	TFCN17334Y5_009953-T1	DBVPG3775_003294-T1
GF00004932	TFCN17334Y5_009954-T1	DBVPG3775_003295-T1
GF00004933	TFCN17334Y5_009957-T1	DBVPG3775_003298-T1
GF00004934	TFCN17334Y5_009959-T1	DBVPG3775_003300-T1
GF00004935	TFCN17334Y5_009960-T1	DBVPG3775_003301-T1
GF00004936	TFCN17334Y5_009962-T1	DBVPG3775_003303-T1
GF00004937	TFCN17334Y5_009963-T1	DBVPG3775_003304-T1
GF00004938	TFCN17334Y5_011163-T1	DBVPG3775_003307-T1
GF00004939	TFCN17334Y5_009968-T1	DBVPG3775_003308-T1
GF00004940	TFCN17334Y5_009970-T1	DBVPG3775_003310-T1
GF00004941	TFCN17334Y5_009971-T1	DBVPG3775_003311-T1
GF00004942	TFCN17334Y5_011171-T1	DBVPG3775_003316-T1
GF00004943	TFCN17334Y5_011172-T1	DBVPG3775_003317-T1
GF00004944	TFCN17334Y5_009978-T1	DBVPG3775_003318-T1
GF00004945	TFCN17334Y5_011174-T1	DBVPG3775_003319-T1
GF00004946	TFCN17334Y5_009980-T1	DBVPG3775_003320-T1
GF00004947	TFCN17334Y5_009983-T1	DBVPG3775_003323-T1
GF00004948	TFCN17334Y5_009990-T1	DBVPG3775_002641-T1
GF00004949	TFCN17334Y5_009991-T1	DBVPG3775_002640-T1
GF00004950	TFCN17334Y5_009992-T1	DBVPG3775_002639-T1
GF00004951	TFCN17334Y5_009993-T1	DBVPG3775_002638-T1
GF00004952	TFCN17334Y5_009995-T1	DBVPG3775_002636-T1
GF00004953	TFCN17334Y5_009996-T1	DBVPG3775_002635-T1
GF00004954	TFCN17334Y5_009997-T1	DBVPG3775_002634-T1
GF00004955	TFCN17334Y5_010372-T1	DBVPG3775_002630-T1
GF00004956	TFCN17334Y5_010373-T1	DBVPG3775_002629-T1
GF00004957	TFCN17334Y5_010002-T1	DBVPG3775_002628-T1
GF00004958	TFCN17334Y5_010375-T1	DBVPG3775_002627-T1
GF00004959	TFCN17334Y5_010006-T1	DBVPG3775_002624-T1
GF00004960	TFCN17334Y5_010381-T1	DBVPG3775_002620-T1
GF00004961	TFCN17334Y5_010011-T1	DBVPG3775_002619-T1
GF00004962	TFCN17334Y5_010014-T1	DBVPG3775_002616-T1
GF00004963	TFCN17334Y5_010015-T1	DBVPG3775_002615-T1
GF00004964	TFCN17334Y5_010387-T1	DBVPG3775_002614-T1
GF00004965	TFCN17334Y5_010388-T1	DBVPG3775_002613-T1
GF00004966	TFCN17334Y5_010018-T1	DBVPG3775_002612-T1
GF00004967	TFCN17334Y5_010019-T1	DBVPG3775_002611-T1
GF00004968	TFCN17334Y5_010022-T1	DBVPG3775_002607-T1
GF00004969	TFCN17334Y5_010025-T1	DBVPG3775_002604-T1
GF00004970	TFCN17334Y5_010396-T1	DBVPG3775_002603-T1
GF00004971	TFCN17334Y5_010033-T1	DBVPG3775_002599-T1
GF00004972	TFCN17334Y5_013732-T1	DBVPG3775_001560-T1
GF00004973	TFCN17334Y5_013733-T1	DBVPG3775_001561-T1
GF00004974	TFCN17334Y5_010083-T1	DBVPG3775_001562-T1
GF00004975	TFCN17334Y5_010084-T1	DBVPG3775_001563-T1
GF00004976	TFCN17334Y5_013737-T1	DBVPG3775_001566-T1
GF00004977	TFCN17334Y5_013738-T1	DBVPG3775_001567-T1
GF00004978	TFCN17334Y5_013739-T1	DBVPG3775_001568-T1
GF00004979	TFCN17334Y5_010089-T1	DBVPG3775_001569-T1
GF00004980	TFCN17334Y5_013741-T1	DBVPG3775_001570-T1
GF00004981	TFCN17334Y5_013742-T1	DBVPG3775_001571-T1
GF00004982	TFCN17334Y5_010092-T1	DBVPG3775_001573-T1
GF00004983	TFCN17334Y5_013744-T1	DBVPG3775_001574-T1
GF00004984	TFCN17334Y5_010521-T1	DBVPG3775_001575-T1
GF00004985	TFCN17334Y5_010517-T1	DBVPG3775_001580-T1
GF00004986	TFCN17334Y5_010516-T1	DBVPG3775_001581-T1
GF00004987	TFCN17334Y5_010100-T1	DBVPG3775_001582-T1
GF00004988	TFCN17334Y5_010514-T1	DBVPG3775_001583-T1
GF00004989	TFCN17334Y5_010105-T1	DBVPG3775_001587-T1
GF00004990	TFCN17334Y5_010509-T1	DBVPG3775_001588-T1
GF00004991	TFCN17334Y5_010507-T1	DBVPG3775_001590-T1
GF00004992	TFCN17334Y5_010505-T1	DBVPG3775_001592-T1
GF00004993	TFCN17334Y5_010111-T1	DBVPG3775_001593-T1
GF00004994	TFCN17334Y5_010112-T1	DBVPG3775_001594-T1
GF00004995	TFCN17334Y5_010114-T1	DBVPG3775_001596-T1
GF00004996	TFCN17334Y5_010499-T1	DBVPG3775_001598-T1
GF00004997	TFCN17334Y5_010118-T1	DBVPG3775_001600-T1
GF00004998	TFCN17334Y5_010496-T1	DBVPG3775_001601-T1
GF00004999	TFCN17334Y5_010493-T1	DBVPG3775_001604-T1
GF00005000	TFCN17334Y5_013120-T1	DBVPG3775_007345-T1
GF00005001	TFCN17334Y5_010157-T1	DBVPG3775_007340-T1
GF00005002	TFCN17334Y5_010158-T1	DBVPG3775_007339-T1
GF00005003	TFCN17334Y5_013115-T1	DBVPG3775_007338-T1
GF00005004	TFCN17334Y5_013112-T1	DBVPG3775_007335-T1
GF00005005	TFCN17334Y5_013111-T1	DBVPG3775_007334-T1
GF00005006	TFCN17334Y5_010166-T1	DBVPG3775_007332-T1
GF00005007	TFCN17334Y5_013107-T1	DBVPG3775_007330-T1
GF00005008	TFCN17334Y5_010170-T1	DBVPG3775_007328-T1
GF00005009	TFCN17334Y5_013220-T1	DBVPG3775_004647-T1
GF00005010	TFCN17334Y5_010173-T1	DBVPG3775_004645-T1
GF00005011	TFCN17334Y5_013223-T1	DBVPG3775_004644-T1
GF00005012	TFCN17334Y5_013224-T1	DBVPG3775_004643-T1
GF00005013	TFCN17334Y5_013227-T1	DBVPG3775_004640-T1
GF00005014	TFCN17334Y5_010179-T1	DBVPG3775_004639-T1
GF00005015	TFCN17334Y5_013229-T1	DBVPG3775_004638-T1
GF00005016	TFCN17334Y5_013234-T1	DBVPG3775_004634-T1
GF00005017	TFCN17334Y5_013236-T1	DBVPG3775_004632-T1
GF00005018	TFCN17334Y5_010226-T1	DBVPG3775_000705-T1
GF00005019	TFCN17334Y5_010228-T1	DBVPG3775_000707-T1
GF00005020	TFCN17334Y5_010826-T1	DBVPG3775_000708-T1
GF00005021	TFCN17334Y5_010824-T1	DBVPG3775_000710-T1
GF00005022	TFCN17334Y5_010232-T1	DBVPG3775_000711-T1
GF00005023	TFCN17334Y5_010822-T1	DBVPG3775_000712-T1
GF00005024	TFCN17334Y5_010235-T1	DBVPG3775_000714-T1
GF00005025	TFCN17334Y5_010236-T1	DBVPG3775_000715-T1
GF00005026	TFCN17334Y5_010238-T1	DBVPG3775_000717-T1
GF00005027	TFCN17334Y5_010239-T1	DBVPG3775_000720-T1
GF00005028	TFCN17334Y5_010811-T1	DBVPG3775_000722-T1
GF00005029	TFCN17334Y5_010810-T1	DBVPG3775_000723-T1
GF00005030	TFCN17334Y5_010243-T1	DBVPG3775_000724-T1
GF00005031	TFCN17334Y5_010808-T1	DBVPG3775_000725-T1
GF00005032	TFCN17334Y5_010245-T1	DBVPG3775_000726-T1
GF00005033	TFCN17334Y5_010246-T1	DBVPG3775_000727-T1
GF00005034	TFCN17334Y5_010249-T1	DBVPG3775_000731-T1
GF00005035	TFCN17334Y5_010250-T1	DBVPG3775_000732-T1
GF00005036	TFCN17334Y5_010253-T1	DBVPG3775_000736-T1
GF00005037	TFCN17334Y5_010257-T1	DBVPG3775_000739-T1
GF00005038	TFCN17334Y5_010792-T1	DBVPG3775_000741-T1
GF00005039	TFCN17334Y5_010791-T1	DBVPG3775_000742-T1
GF00005040	TFCN17334Y5_013450-T1	DBVPG3775_001399-T1
GF00005041	TFCN17334Y5_013449-T1	DBVPG3775_001398-T1
GF00005042	TFCN17334Y5_013448-T1	DBVPG3775_001397-T1
GF00005043	TFCN17334Y5_010300-T1	DBVPG3775_001394-T1
GF00005044	TFCN17334Y5_010304-T1	DBVPG3775_001389-T1
GF00005045	TFCN17334Y5_013437-T1	DBVPG3775_001387-T1
GF00005046	TFCN17334Y5_010307-T1	DBVPG3775_001386-T1
GF00005047	TFCN17334Y5_013432-T1	DBVPG3775_001383-T1
GF00005048	TFCN17334Y5_013817-T1	DBVPG3775_006744-T1
GF00005049	TFCN17334Y5_013994-T1	DBVPG3775_007495-T1
GF00005050	TFCN17334Y5_013995-T1	DBVPG3775_007494-T1
GF00005051	TFCN17334Y5_013996-T1	DBVPG3775_007493-T1
GF00005052	TFCN17334Y5_010409-T1	DBVPG3775_006851-T1
GF00005053	TFCN17334Y5_010411-T1	DBVPG3775_006849-T1
GF00005054	TFCN17334Y5_010412-T1	DBVPG3775_006847-T1
GF00005055	TFCN17334Y5_010413-T1	DBVPG3775_006846-T1
GF00005056	TFCN17334Y5_010414-T1	DBVPG3775_006845-T1
GF00005057	TFCN17334Y5_010419-T1	DBVPG3775_006840-T1
GF00005058	TFCN17334Y5_010420-T1	DBVPG3775_006839-T1
GF00005059	TFCN17334Y5_010421-T1	DBVPG3775_006838-T1
GF00005060	TFCN17334Y5_012606-T1	DBVPG3775_006835-T1
GF00005061	TFCN17334Y5_012605-T1	DBVPG3775_006834-T1
GF00005062	TFCN17334Y5_010428-T1	DBVPG3775_006824-T1
GF00005063	TFCN17334Y5_010429-T1	DBVPG3775_006823-T1
GF00005064	TFCN17334Y5_013643-T1	DBVPG3775_006820-T1
GF00005065	TFCN17334Y5_013966-T1	DBVPG3775_006900-T1
GF00005066	TFCN17334Y5_010435-T1	DBVPG3775_006899-T1
GF00005067	TFCN17334Y5_013971-T1	DBVPG3775_006895-T1
GF00005068	TFCN17334Y5_013972-T1	DBVPG3775_006894-T1
GF00005069	TFCN17334Y5_013973-T1	DBVPG3775_006893-T1
GF00005070	TFCN17334Y5_010443-T1	DBVPG3775_006891-T1
GF00005071	TFCN17334Y5_010663-T1	DBVPG3775_006884-T1
GF00005072	TFCN17334Y5_010450-T1	DBVPG3775_006883-T1
GF00005073	TFCN17334Y5_010451-T1	DBVPG3775_006882-T1
GF00005074	TFCN17334Y5_010458-T1	DBVPG3775_006876-T1
GF00005075	TFCN17334Y5_010459-T1	DBVPG3775_006875-T1
GF00005076	TFCN17334Y5_010461-T1	DBVPG3775_006873-T1
GF00005077	TFCN17334Y5_010463-T1	DBVPG3775_006871-T1
GF00005078	TFCN17334Y5_010674-T1	DBVPG3775_006870-T1
GF00005079	TFCN17334Y5_010675-T1	DBVPG3775_006868-T1
GF00005080	TFCN17334Y5_010676-T1	DBVPG3775_006867-T1
GF00005081	TFCN17334Y5_010472-T1	DBVPG3775_006861-T1
GF00005082	TFCN17334Y5_010680-T1	DBVPG3775_006860-T1
GF00005083	TFCN17334Y5_010474-T1	DBVPG3775_006859-T1
GF00005084	TFCN17334Y5_010477-T1	DBVPG3775_006856-T1
GF00005085	TFCN17334Y5_010478-T1	DBVPG3775_006855-T1
GF00005086	TFCN17334Y5_013341-T1	DBVPG3775_003243-T1
GF00005087	TFCN17334Y5_010619-T1	DBVPG3775_006099-T1
GF00005088	TFCN17334Y5_012593-T1	DBVPG3775_006104-T1
GF00005089	TFCN17334Y5_010628-T1	DBVPG3775_006112-T1
GF00005090	TFCN17334Y5_012599-T1	DBVPG3775_006113-T1
GF00005091	TFCN17334Y5_010633-T1	DBVPG3775_006117-T1
GF00005092	TFCN17334Y5_010634-T1	DBVPG3775_006118-T1
GF00005093	TFCN17334Y5_010635-T1	DBVPG3775_006120-T1
GF00005094	TFCN17334Y5_013825-T1	DBVPG3775_006122-T1
GF00005095	TFCN17334Y5_010638-T1	DBVPG3775_006123-T1
GF00005096	TFCN17334Y5_013823-T1	DBVPG3775_006124-T1
GF00005097	TFCN17334Y5_013822-T1	DBVPG3775_006125-T1
GF00005098	TFCN17334Y5_010641-T1	DBVPG3775_006126-T1
GF00005099	TFCN17334Y5_013359-T1	DBVPG3775_006131-T1
GF00005100	TFCN17334Y5_013360-T1	DBVPG3775_006132-T1
GF00005101	TFCN17334Y5_010651-T1	DBVPG3775_006137-T1
GF00005102	TFCN17334Y5_013363-T1	DBVPG3775_006138-T1
GF00005103	TFCN17334Y5_010655-T1	DBVPG3775_006141-T1
GF00005104	TFCN17334Y5_010657-T1	DBVPG3775_006144-T1
GF00005105	TFCN17334Y5_013371-T1	DBVPG3775_006145-T1
GF00005106	TFCN17334Y5_010659-T1	DBVPG3775_006146-T1
GF00005107	TFCN17334Y5_012382-T1	DBVPG3775_007228-T1
GF00005108	TFCN17334Y5_012383-T1	DBVPG3775_007227-T1
GF00005109	TFCN17334Y5_012385-T1	DBVPG3775_007225-T1
GF00005110	TFCN17334Y5_010698-T1	DBVPG3775_007222-T1
GF00005111	TFCN17334Y5_013139-T1	DBVPG3775_001015-T1
GF00005112	TFCN17334Y5_010701-T1	DBVPG3775_001014-T1
GF00005113	TFCN17334Y5_013137-T1	DBVPG3775_001013-T1
GF00005114	TFCN17334Y5_010703-T1	DBVPG3775_001012-T1
GF00005115	TFCN17334Y5_013135-T1	DBVPG3775_001011-T1
GF00005116	TFCN17334Y5_010705-T1	DBVPG3775_001010-T1
GF00005117	TFCN17334Y5_013133-T1	DBVPG3775_001009-T1
GF00005118	TFCN17334Y5_010707-T1	DBVPG3775_001008-T1
GF00005119	TFCN17334Y5_013129-T1	DBVPG3775_001005-T1
GF00005120	TFCN17334Y5_010711-T1	DBVPG3775_001004-T1
GF00005121	TFCN17334Y5_010712-T1	DBVPG3775_001003-T1
GF00005122	TFCN17334Y5_010713-T1	DBVPG3775_001002-T1
GF00005123	TFCN17334Y5_010714-T1	DBVPG3775_001001-T1
GF00005124	TFCN17334Y5_014448-T1	DBVPG3775_000745-T1
GF00005125	TFCN17334Y5_010789-T1	DBVPG3775_000744-T1
GF00005126	TFCN17334Y5_014450-T1	DBVPG3775_000743-T1
GF00005127	TFCN17334Y5_011552-T1	DBVPG3775_003256-T1
GF00005128	TFCN17334Y5_011557-T1	DBVPG3775_003262-T1
GF00005129	TFCN17334Y5_010921-T1	DBVPG3775_003264-T1
GF00005130	TFCN17334Y5_010922-T1	DBVPG3775_003265-T1
GF00005131	TFCN17334Y5_010923-T1	DBVPG3775_003266-T1
GF00005132	TFCN17334Y5_011567-T1	DBVPG3775_003270-T1
GF00005133	TFCN17334Y5_014299-T1	DBVPG3775_003272-T1
GF00005134	TFCN17334Y5_014293-T1	DBVPG3775_003279-T1
GF00005135	TFCN17334Y5_010935-T1	DBVPG3775_003281-T1
GF00005136	TFCN17334Y5_010977-T1	DBVPG3775_003405-T1
GF00005137	TFCN17334Y5_014137-T1	DBVPG3775_003406-T1
GF00005138	TFCN17334Y5_010980-T1	DBVPG3775_003408-T1
GF00005139	TFCN17334Y5_014133-T1	DBVPG3775_003410-T1
GF00005140	TFCN17334Y5_014131-T1	DBVPG3775_003412-T1
GF00005141	TFCN17334Y5_013526-T1	DBVPG3775_003413-T1
GF00005142	TFCN17334Y5_013527-T1	DBVPG3775_003414-T1
GF00005143	TFCN17334Y5_010987-T1	DBVPG3775_003415-T1
GF00005144	TFCN17334Y5_010991-T1	DBVPG3775_003419-T1
GF00005145	TFCN17334Y5_010994-T1	DBVPG3775_003421-T1
GF00005146	TFCN17334Y5_010996-T1	DBVPG3775_003423-T1
GF00005147	TFCN17334Y5_010997-T1	DBVPG3775_003424-T1
GF00005148	TFCN17334Y5_013534-T1	DBVPG3775_003425-T1
GF00005149	TFCN17334Y5_010999-T1	DBVPG3775_003426-T1
GF00005150	TFCN17334Y5_011000-T1	DBVPG3775_003427-T1
GF00005151	TFCN17334Y5_011001-T1	DBVPG3775_003428-T1
GF00005152	TFCN17334Y5_011002-T1	DBVPG3775_003429-T1
GF00005153	TFCN17334Y5_013539-T1	DBVPG3775_003430-T1
GF00005154	TFCN17334Y5_011004-T1	DBVPG3775_003431-T1
GF00005155	TFCN17334Y5_011005-T1	DBVPG3775_003432-T1
GF00005156	TFCN17334Y5_011006-T1	DBVPG3775_003433-T1
GF00005157	TFCN17334Y5_012357-T1	DBVPG3775_003434-T1
GF00005158	TFCN17334Y5_012358-T1	DBVPG3775_003435-T1
GF00005159	TFCN17334Y5_011009-T1	DBVPG3775_003436-T1
GF00005160	TFCN17334Y5_012360-T1	DBVPG3775_003437-T1
GF00005161	TFCN17334Y5_011012-T1	DBVPG3775_003438-T1
GF00005162	TFCN17334Y5_011014-T1	DBVPG3775_003440-T1
GF00005163	TFCN17334Y5_011016-T1	DBVPG3775_003442-T1
GF00005164	TFCN17334Y5_011019-T1	DBVPG3775_003445-T1
GF00005165	TFCN17334Y5_011184-T1	DBVPG3775_006666-T1
GF00005166	TFCN17334Y5_011366-T1	DBVPG3775_006668-T1
GF00005167	TFCN17334Y5_011363-T1	DBVPG3775_006671-T1
GF00005168	TFCN17334Y5_011190-T1	DBVPG3775_006672-T1
GF00005169	TFCN17334Y5_011360-T1	DBVPG3775_006674-T1
GF00005170	TFCN17334Y5_011193-T1	DBVPG3775_006675-T1
GF00005171	TFCN17334Y5_011358-T1	DBVPG3775_006676-T1
GF00005172	TFCN17334Y5_011196-T1	DBVPG3775_006678-T1
GF00005173	TFCN17334Y5_011355-T1	DBVPG3775_006679-T1
GF00005174	TFCN17334Y5_011198-T1	DBVPG3775_006680-T1
GF00005175	TFCN17334Y5_011199-T1	DBVPG3775_006681-T1
GF00005176	TFCN17334Y5_011352-T1	DBVPG3775_006682-T1
GF00005177	TFCN17334Y5_011201-T1	DBVPG3775_006683-T1
GF00005178	TFCN17334Y5_011203-T1	DBVPG3775_006686-T1
GF00005179	TFCN17334Y5_011347-T1	DBVPG3775_006687-T1
GF00005180	TFCN17334Y5_011205-T1	DBVPG3775_006688-T1
GF00005181	TFCN17334Y5_011345-T1	DBVPG3775_006689-T1
GF00005182	TFCN17334Y5_011207-T1	DBVPG3775_006690-T1
GF00005183	TFCN17334Y5_011210-T1	DBVPG3775_005953-T1
GF00005184	TFCN17334Y5_011339-T1	DBVPG3775_005955-T1
GF00005185	TFCN17334Y5_011338-T1	DBVPG3775_005956-T1
GF00005186	TFCN17334Y5_011333-T1	DBVPG3775_005961-T1
GF00005187	TFCN17334Y5_011294-T1	DBVPG3775_001035-T1
GF00005188	TFCN17334Y5_011295-T1	DBVPG3775_001034-T1
GF00005189	TFCN17334Y5_011465-T1	DBVPG3775_005375-T1
GF00005190	TFCN17334Y5_011911-T1	DBVPG3775_005376-T1
GF00005191	TFCN17334Y5_011467-T1	DBVPG3775_005377-T1
GF00005192	TFCN17334Y5_011468-T1	DBVPG3775_005378-T1
GF00005193	TFCN17334Y5_011470-T1	DBVPG3775_005380-T1
GF00005194	TFCN17334Y5_011471-T1	DBVPG3775_005382-T1
GF00005195	TFCN17334Y5_011904-T1	DBVPG3775_005384-T1
GF00005196	TFCN17334Y5_011475-T1	DBVPG3775_005385-T1
GF00005197	TFCN17334Y5_011476-T1	DBVPG3775_005386-T1
GF00005198	TFCN17334Y5_014062-T1	DBVPG3775_005413-T1
