	Rhodotorula_mucilaginosa_CHIFNET_14NJ214.cds.fa
GF00005728	CHIFNET14NJ214_009091-T1, CHIFNET14NJ214_003068-T1
GF00005729	CHIFNET14NJ214_011066-T1, CHIFNET14NJ214_011101-T1
GF00005730	CHIFNET14NJ214_014866-T1, CHIFNET14NJ214_013221-T1
GF00005731	CHIFNET14NJ214_004016-T1, CHIFNET14NJ214_008328-T1
GF00005732	CHIFNET14NJ214_008016-T1, CHIFNET14NJ214_008982-T1
GF00005733	CHIFNET14NJ214_011002-T1, CHIFNET14NJ214_012012-T1
GF00005734	CHIFNET14NJ214_012943-T1, CHIFNET14NJ214_005693-T1
GF00005735	CHIFNET14NJ214_014820-T1, CHIFNET14NJ214_003309-T1
GF00005736	CHIFNET14NJ214_002476-T1, CHIFNET14NJ214_006180-T1
GF00005737	CHIFNET14NJ214_010405-T1, CHIFNET14NJ214_013833-T1
GF00005738	CHIFNET14NJ214_008418-T1, CHIFNET14NJ214_000703-T1
GF00005739	CHIFNET14NJ214_007340-T1, CHIFNET14NJ214_009768-T1
GF00005740	CHIFNET14NJ214_007565-T1, CHIFNET14NJ214_011565-T1
GF00005741	CHIFNET14NJ214_013826-T1, CHIFNET14NJ214_005785-T1
GF00005742	CHIFNET14NJ214_007651-T1, CHIFNET14NJ214_012880-T1
GF00005743	CHIFNET14NJ214_006218-T1, CHIFNET14NJ214_011122-T1
GF00005744	CHIFNET14NJ214_003043-T1, CHIFNET14NJ214_005585-T1
GF00005745	CHIFNET14NJ214_011808-T1, CHIFNET14NJ214_014248-T1
GF00005746	CHIFNET14NJ214_002088-T1, CHIFNET14NJ214_007656-T1
GF00005747	CHIFNET14NJ214_010570-T1, CHIFNET14NJ214_003443-T1
GF00005748	CHIFNET14NJ214_012350-T1, CHIFNET14NJ214_012500-T1
GF00005749	CHIFNET14NJ214_006211-T1, CHIFNET14NJ214_000285-T1
GF00005750	CHIFNET14NJ214_006593-T1, CHIFNET14NJ214_012114-T1
GF00005751	CHIFNET14NJ214_006884-T1, CHIFNET14NJ214_009862-T1
GF00005752	CHIFNET14NJ214_002060-T1, CHIFNET14NJ214_003611-T1
GF00005753	CHIFNET14NJ214_004440-T1, CHIFNET14NJ214_012024-T1
GF00005754	CHIFNET14NJ214_006844-T1, CHIFNET14NJ214_015590-T1
GF00005755	CHIFNET14NJ214_010058-T1, CHIFNET14NJ214_011480-T1
GF00005756	CHIFNET14NJ214_004569-T1, CHIFNET14NJ214_006316-T1
GF00005757	CHIFNET14NJ214_009698-T1, CHIFNET14NJ214_000662-T1
GF00005758	CHIFNET14NJ214_008250-T1, CHIFNET14NJ214_003219-T1
GF00005759	CHIFNET14NJ214_007679-T1, CHIFNET14NJ214_008223-T1
GF00005760	CHIFNET14NJ214_001826-T1, CHIFNET14NJ214_012552-T1
GF00005761	CHIFNET14NJ214_006972-T1, CHIFNET14NJ214_007325-T1
GF00005762	CHIFNET14NJ214_013970-T1, CHIFNET14NJ214_004381-T1
GF00005763	CHIFNET14NJ214_014278-T1, CHIFNET14NJ214_010084-T1
GF00005764	CHIFNET14NJ214_002704-T1, CHIFNET14NJ214_006291-T1
GF00005765	CHIFNET14NJ214_003013-T1, CHIFNET14NJ214_003012-T1
GF00005766	CHIFNET14NJ214_005853-T1, CHIFNET14NJ214_009474-T1
GF00005767	CHIFNET14NJ214_005098-T1, CHIFNET14NJ214_010942-T1
GF00005768	CHIFNET14NJ214_005980-T1, CHIFNET14NJ214_013308-T1
GF00005769	CHIFNET14NJ214_014133-T1, CHIFNET14NJ214_007807-T1
GF00005770	CHIFNET14NJ214_011884-T1, CHIFNET14NJ214_007720-T1
GF00005771	CHIFNET14NJ214_011883-T1, CHIFNET14NJ214_007721-T1
GF00005772	CHIFNET14NJ214_006196-T1, CHIFNET14NJ214_002492-T1
GF00005773	CHIFNET14NJ214_000942-T1, CHIFNET14NJ214_013733-T1
GF00005774	CHIFNET14NJ214_012503-T1, CHIFNET14NJ214_012347-T1
GF00005775	CHIFNET14NJ214_002678-T1, CHIFNET14NJ214_008141-T1
GF00005776	CHIFNET14NJ214_004629-T1, CHIFNET14NJ214_014827-T1
GF00005777	CHIFNET14NJ214_007561-T1, CHIFNET14NJ214_011562-T1
GF00005778	CHIFNET14NJ214_014018-T1, CHIFNET14NJ214_014088-T1
GF00005779	CHIFNET14NJ214_008299-T1, CHIFNET14NJ214_002973-T1
GF00005780	CHIFNET14NJ214_010169-T1, CHIFNET14NJ214_006419-T1
GF00005781	CHIFNET14NJ214_004614-T1, CHIFNET14NJ214_009254-T1
GF00005782	CHIFNET14NJ214_008517-T1, CHIFNET14NJ214_000741-T1
GF00005783	CHIFNET14NJ214_008100-T1, CHIFNET14NJ214_010204-T1
GF00005784	CHIFNET14NJ214_013683-T1, CHIFNET14NJ214_011024-T1
GF00005785	CHIFNET14NJ214_012325-T1, CHIFNET14NJ214_004399-T1
GF00005786	CHIFNET14NJ214_001976-T1, CHIFNET14NJ214_000007-T1
GF00005787	CHIFNET14NJ214_004907-T1, CHIFNET14NJ214_011180-T1
GF00005788	CHIFNET14NJ214_006488-T1, CHIFNET14NJ214_002309-T1
GF00005789	CHIFNET14NJ214_003672-T1, CHIFNET14NJ214_003664-T1
GF00005790	CHIFNET14NJ214_003758-T1, CHIFNET14NJ214_010369-T1
GF00005791	CHIFNET14NJ214_011515-T1, CHIFNET14NJ214_010858-T1
GF00005792	CHIFNET14NJ214_008595-T1, CHIFNET14NJ214_000764-T1
GF00005793	CHIFNET14NJ214_014509-T1, CHIFNET14NJ214_011076-T1
GF00005794	CHIFNET14NJ214_001453-T1, CHIFNET14NJ214_004778-T1
GF00005795	CHIFNET14NJ214_015636-T1, CHIFNET14NJ214_010419-T1
GF00005796	CHIFNET14NJ214_015255-T1, CHIFNET14NJ214_012789-T1
GF00005797	CHIFNET14NJ214_011575-T1, CHIFNET14NJ214_010511-T1
GF00005798	CHIFNET14NJ214_013381-T1, CHIFNET14NJ214_008499-T1
GF00005799	CHIFNET14NJ214_011211-T1, CHIFNET14NJ214_015261-T1
GF00005800	CHIFNET14NJ214_009184-T1, CHIFNET14NJ214_012374-T1
GF00005801	CHIFNET14NJ214_008284-T1, CHIFNET14NJ214_004313-T1
GF00005802	CHIFNET14NJ214_010420-T1, CHIFNET14NJ214_014411-T1
GF00005803	CHIFNET14NJ214_002649-T1, CHIFNET14NJ214_006525-T1
GF00005804	CHIFNET14NJ214_010616-T1, CHIFNET14NJ214_004771-T1
GF00005805	CHIFNET14NJ214_015285-T1, CHIFNET14NJ214_005495-T1
GF00005806	CHIFNET14NJ214_002043-T1, CHIFNET14NJ214_004218-T1
GF00005807	CHIFNET14NJ214_001345-T1, CHIFNET14NJ214_012632-T1
GF00005808	CHIFNET14NJ214_012967-T1, CHIFNET14NJ214_010459-T1
GF00005809	CHIFNET14NJ214_003566-T1, CHIFNET14NJ214_000361-T1
GF00005810	CHIFNET14NJ214_010065-T1, CHIFNET14NJ214_000439-T1
GF00005811	CHIFNET14NJ214_006920-T1, CHIFNET14NJ214_010326-T1
GF00005812	CHIFNET14NJ214_006040-T1, CHIFNET14NJ214_000078-T1
GF00005813	CHIFNET14NJ214_010142-T1, CHIFNET14NJ214_006564-T1
GF00005814	CHIFNET14NJ214_014017-T1, CHIFNET14NJ214_000988-T1
GF00005815	CHIFNET14NJ214_004174-T1, CHIFNET14NJ214_003120-T1
GF00005816	CHIFNET14NJ214_007488-T1, CHIFNET14NJ214_008145-T1
GF00005817	CHIFNET14NJ214_005839-T1, CHIFNET14NJ214_006001-T1
GF00005818	CHIFNET14NJ214_004602-T1, CHIFNET14NJ214_001918-T1
GF00005819	CHIFNET14NJ214_010105-T1, CHIFNET14NJ214_014904-T1
GF00005820	CHIFNET14NJ214_006701-T1, CHIFNET14NJ214_003893-T1
GF00005821	CHIFNET14NJ214_010608-T1, CHIFNET14NJ214_011774-T1
GF00005822	CHIFNET14NJ214_012941-T1, CHIFNET14NJ214_005695-T1
GF00005823	CHIFNET14NJ214_008480-T1, CHIFNET14NJ214_014148-T1
GF00005824	CHIFNET14NJ214_003675-T1, CHIFNET14NJ214_003661-T1
GF00005825	CHIFNET14NJ214_000546-T1, CHIFNET14NJ214_003232-T1
GF00005826	CHIFNET14NJ214_006141-T1, CHIFNET14NJ214_014608-T1
GF00005827	CHIFNET14NJ214_013669-T1, CHIFNET14NJ214_007994-T1
GF00005828	CHIFNET14NJ214_010003-T1, CHIFNET14NJ214_005933-T1
GF00005829	CHIFNET14NJ214_005056-T1, CHIFNET14NJ214_008180-T1
GF00005830	CHIFNET14NJ214_003623-T1, CHIFNET14NJ214_003853-T1
GF00005831	CHIFNET14NJ214_015054-T1, CHIFNET14NJ214_008345-T1
GF00005832	CHIFNET14NJ214_010132-T1, CHIFNET14NJ214_005704-T1
GF00005833	CHIFNET14NJ214_011754-T1, CHIFNET14NJ214_008232-T1
GF00005834	CHIFNET14NJ214_011995-T1, CHIFNET14NJ214_007747-T1
GF00005835	CHIFNET14NJ214_001859-T1, CHIFNET14NJ214_015273-T1
GF00005836	CHIFNET14NJ214_004547-T1, CHIFNET14NJ214_001898-T1
GF00005837	CHIFNET14NJ214_011121-T1, CHIFNET14NJ214_006219-T1
GF00005838	CHIFNET14NJ214_012448-T1, CHIFNET14NJ214_002167-T1
GF00005839	CHIFNET14NJ214_013080-T1, CHIFNET14NJ214_001207-T1
GF00005840	CHIFNET14NJ214_015133-T1, CHIFNET14NJ214_015145-T1
GF00005841	CHIFNET14NJ214_014869-T1, CHIFNET14NJ214_013218-T1
GF00005842	CHIFNET14NJ214_003050-T1, CHIFNET14NJ214_012471-T1
GF00005843	CHIFNET14NJ214_002943-T1, CHIFNET14NJ214_009327-T1
GF00005844	CHIFNET14NJ214_002376-T1, CHIFNET14NJ214_005680-T1
GF00005845	CHIFNET14NJ214_013297-T1, CHIFNET14NJ214_005072-T1
GF00005846	CHIFNET14NJ214_014412-T1, CHIFNET14NJ214_010421-T1
GF00005847	CHIFNET14NJ214_008311-T1, CHIFNET14NJ214_002984-T1
GF00005848	CHIFNET14NJ214_009687-T1, CHIFNET14NJ214_009554-T1
GF00005849	CHIFNET14NJ214_012812-T1, CHIFNET14NJ214_001698-T1
GF00005850	CHIFNET14NJ214_010442-T1, CHIFNET14NJ214_014144-T1
GF00005851	CHIFNET14NJ214_004812-T1, CHIFNET14NJ214_011503-T1
GF00005852	CHIFNET14NJ214_010921-T1, CHIFNET14NJ214_002815-T1
GF00005853	CHIFNET14NJ214_003879-T1, CHIFNET14NJ214_003646-T1
GF00005854	CHIFNET14NJ214_014091-T1, CHIFNET14NJ214_005066-T1
GF00005855	CHIFNET14NJ214_009450-T1, CHIFNET14NJ214_003411-T1
GF00005856	CHIFNET14NJ214_008236-T1, CHIFNET14NJ214_011758-T1
GF00005857	CHIFNET14NJ214_002527-T1, CHIFNET14NJ214_008356-T1
GF00005858	CHIFNET14NJ214_002312-T1, CHIFNET14NJ214_006485-T1
GF00005859	CHIFNET14NJ214_009723-T1, CHIFNET14NJ214_007559-T1
GF00005860	CHIFNET14NJ214_001143-T1, CHIFNET14NJ214_006116-T1
GF00005861	CHIFNET14NJ214_013122-T1, CHIFNET14NJ214_010847-T1
GF00005862	CHIFNET14NJ214_014429-T1, CHIFNET14NJ214_006999-T1
GF00005863	CHIFNET14NJ214_008045-T1, CHIFNET14NJ214_000259-T1
GF00005864	CHIFNET14NJ214_010164-T1, CHIFNET14NJ214_007064-T1
GF00005865	CHIFNET14NJ214_002222-T1, CHIFNET14NJ214_006501-T1
GF00005866	CHIFNET14NJ214_012118-T1, CHIFNET14NJ214_006589-T1
GF00005867	CHIFNET14NJ214_003487-T1, CHIFNET14NJ214_013174-T1
GF00005868	CHIFNET14NJ214_004171-T1, CHIFNET14NJ214_003117-T1
GF00005869	CHIFNET14NJ214_005721-T1, CHIFNET14NJ214_012771-T1
GF00005870	CHIFNET14NJ214_008410-T1, CHIFNET14NJ214_008170-T1
GF00005871	CHIFNET14NJ214_015364-T1, CHIFNET14NJ214_015453-T1
GF00005872	CHIFNET14NJ214_002576-T1, CHIFNET14NJ214_000583-T1
GF00005873	CHIFNET14NJ214_013926-T1, CHIFNET14NJ214_013535-T1
GF00005874	CHIFNET14NJ214_002463-T1, CHIFNET14NJ214_004905-T1
GF00005875	CHIFNET14NJ214_000070-T1, CHIFNET14NJ214_011849-T1
GF00005876	CHIFNET14NJ214_010374-T1, CHIFNET14NJ214_003763-T1
GF00005877	CHIFNET14NJ214_013501-T1, CHIFNET14NJ214_014826-T1
GF00005878	CHIFNET14NJ214_005249-T1, CHIFNET14NJ214_003311-T1
GF00005879	CHIFNET14NJ214_005718-T1, CHIFNET14NJ214_005029-T1
GF00005880	CHIFNET14NJ214_001878-T1, CHIFNET14NJ214_014564-T1
GF00005881	CHIFNET14NJ214_005199-T1, CHIFNET14NJ214_005257-T1
GF00005882	CHIFNET14NJ214_005977-T1, CHIFNET14NJ214_013311-T1
GF00005883	CHIFNET14NJ214_001077-T1, CHIFNET14NJ214_011310-T1
GF00005884	CHIFNET14NJ214_001729-T1, CHIFNET14NJ214_001267-T1
GF00005885	CHIFNET14NJ214_014212-T1, CHIFNET14NJ214_002422-T1
GF00005886	CHIFNET14NJ214_004687-T1, CHIFNET14NJ214_009935-T1
GF00005887	CHIFNET14NJ214_005413-T1, CHIFNET14NJ214_011844-T1
GF00005888	CHIFNET14NJ214_012172-T1, CHIFNET14NJ214_009651-T1
GF00005889	CHIFNET14NJ214_003716-T1, CHIFNET14NJ214_003919-T1
GF00005890	CHIFNET14NJ214_007356-T1, CHIFNET14NJ214_004940-T1
GF00005891	CHIFNET14NJ214_004562-T1, CHIFNET14NJ214_014860-T1
GF00005892	CHIFNET14NJ214_013343-T1, CHIFNET14NJ214_015396-T1
GF00005893	CHIFNET14NJ214_006378-T1, CHIFNET14NJ214_002116-T1
GF00005894	CHIFNET14NJ214_005414-T1, CHIFNET14NJ214_011845-T1
GF00005895	CHIFNET14NJ214_007547-T1, CHIFNET14NJ214_007738-T1
GF00005896	CHIFNET14NJ214_009179-T1, CHIFNET14NJ214_010172-T1
GF00005897	CHIFNET14NJ214_001080-T1, CHIFNET14NJ214_011307-T1
GF00005898	CHIFNET14NJ214_000060-T1, CHIFNET14NJ214_006402-T1
GF00005899	CHIFNET14NJ214_005737-T1, CHIFNET14NJ214_005578-T1
GF00005900	CHIFNET14NJ214_006547-T1, CHIFNET14NJ214_001758-T1
GF00005901	CHIFNET14NJ214_008706-T1, CHIFNET14NJ214_000467-T1
GF00005902	CHIFNET14NJ214_011607-T1, CHIFNET14NJ214_005014-T1
GF00005903	CHIFNET14NJ214_000974-T1, CHIFNET14NJ214_005134-T1
GF00005904	CHIFNET14NJ214_002691-T1, CHIFNET14NJ214_015034-T1
GF00005905	CHIFNET14NJ214_010171-T1, CHIFNET14NJ214_006421-T1
GF00005906	CHIFNET14NJ214_009623-T1, CHIFNET14NJ214_005398-T1
GF00005907	CHIFNET14NJ214_001146-T1, CHIFNET14NJ214_006120-T1
GF00005908	CHIFNET14NJ214_009675-T1, CHIFNET14NJ214_009101-T1
GF00005909	CHIFNET14NJ214_003648-T1, CHIFNET14NJ214_003881-T1
GF00005910	CHIFNET14NJ214_012197-T1, CHIFNET14NJ214_005796-T1
GF00005911	CHIFNET14NJ214_010396-T1, CHIFNET14NJ214_013894-T1
GF00005912	CHIFNET14NJ214_014971-T1, CHIFNET14NJ214_014993-T1
GF00005913	CHIFNET14NJ214_011687-T1, CHIFNET14NJ214_002838-T1
GF00005914	CHIFNET14NJ214_010513-T1, CHIFNET14NJ214_011577-T1
GF00005915	CHIFNET14NJ214_014438-T1, CHIFNET14NJ214_008404-T1
GF00005916	CHIFNET14NJ214_015176-T1, CHIFNET14NJ214_015003-T1
GF00005917	CHIFNET14NJ214_000041-T1, CHIFNET14NJ214_002013-T1
GF00005918	CHIFNET14NJ214_001021-T1, CHIFNET14NJ214_003351-T1
GF00005919	CHIFNET14NJ214_004594-T1, CHIFNET14NJ214_014586-T1
GF00005920	CHIFNET14NJ214_003923-T1, CHIFNET14NJ214_003712-T1
GF00005921	CHIFNET14NJ214_009577-T1, CHIFNET14NJ214_012234-T1
GF00005922	CHIFNET14NJ214_013614-T1, CHIFNET14NJ214_001547-T1
GF00005923	CHIFNET14NJ214_011030-T1, CHIFNET14NJ214_010216-T1
GF00005924	CHIFNET14NJ214_005127-T1, CHIFNET14NJ214_000967-T1
GF00005925	CHIFNET14NJ214_015215-T1, CHIFNET14NJ214_015251-T1
GF00005926	CHIFNET14NJ214_008248-T1, CHIFNET14NJ214_003217-T1
GF00005927	CHIFNET14NJ214_010386-T1, CHIFNET14NJ214_013143-T1
GF00005928	CHIFNET14NJ214_013131-T1, CHIFNET14NJ214_006937-T1
GF00005929	CHIFNET14NJ214_008886-T1, CHIFNET14NJ214_002324-T1
GF00005930	CHIFNET14NJ214_002717-T1, CHIFNET14NJ214_006277-T1
GF00005931	CHIFNET14NJ214_015151-T1, CHIFNET14NJ214_015163-T1
GF00005932	CHIFNET14NJ214_008976-T1, CHIFNET14NJ214_008020-T1
GF00005933	CHIFNET14NJ214_008314-T1, CHIFNET14NJ214_002987-T1
GF00005934	CHIFNET14NJ214_002252-T1, CHIFNET14NJ214_004459-T1
GF00005935	CHIFNET14NJ214_005985-T1, CHIFNET14NJ214_006583-T1
GF00005936	CHIFNET14NJ214_003817-T1, CHIFNET14NJ214_001370-T1
GF00005937	CHIFNET14NJ214_008772-T1, CHIFNET14NJ214_000508-T1
GF00005938	CHIFNET14NJ214_008694-T1, CHIFNET14NJ214_004635-T1
GF00005939	CHIFNET14NJ214_005765-T1, CHIFNET14NJ214_013288-T1
GF00005940	CHIFNET14NJ214_005724-T1, CHIFNET14NJ214_005565-T1
GF00005941	CHIFNET14NJ214_000898-T1, CHIFNET14NJ214_004114-T1
GF00005942	CHIFNET14NJ214_009915-T1, CHIFNET14NJ214_000402-T1
GF00005943	CHIFNET14NJ214_009172-T1, CHIFNET14NJ214_010178-T1
GF00005944	CHIFNET14NJ214_005315-T1, CHIFNET14NJ214_011585-T1
GF00005945	CHIFNET14NJ214_010814-T1, CHIFNET14NJ214_000989-T1
GF00005946	CHIFNET14NJ214_013349-T1, CHIFNET14NJ214_011623-T1
GF00005947	CHIFNET14NJ214_000790-T1, CHIFNET14NJ214_011338-T1
GF00005948	CHIFNET14NJ214_004347-T1, CHIFNET14NJ214_005221-T1
GF00005949	CHIFNET14NJ214_001936-T1, CHIFNET14NJ214_014705-T1
GF00005950	CHIFNET14NJ214_011379-T1, CHIFNET14NJ214_012050-T1
GF00005951	CHIFNET14NJ214_002184-T1, CHIFNET14NJ214_012027-T1
GF00005952	CHIFNET14NJ214_009837-T1, CHIFNET14NJ214_005464-T1
GF00005953	CHIFNET14NJ214_005223-T1, CHIFNET14NJ214_004349-T1
GF00005954	CHIFNET14NJ214_013522-T1, CHIFNET14NJ214_006994-T1
GF00005955	CHIFNET14NJ214_006467-T1, CHIFNET14NJ214_013870-T1
GF00005956	CHIFNET14NJ214_006738-T1, CHIFNET14NJ214_008462-T1
GF00005957	CHIFNET14NJ214_004620-T1, CHIFNET14NJ214_009248-T1
GF00005958	CHIFNET14NJ214_008861-T1, CHIFNET14NJ214_013235-T1
GF00005959	CHIFNET14NJ214_008974-T1, CHIFNET14NJ214_008022-T1
GF00005960	CHIFNET14NJ214_012772-T1, CHIFNET14NJ214_014932-T1
GF00005961	CHIFNET14NJ214_002048-T1, CHIFNET14NJ214_004211-T1
GF00005962	CHIFNET14NJ214_015094-T1, CHIFNET14NJ214_015122-T1
GF00005963	CHIFNET14NJ214_007879-T1, CHIFNET14NJ214_003083-T1
GF00005964	CHIFNET14NJ214_003393-T1, CHIFNET14NJ214_004067-T1
GF00005965	CHIFNET14NJ214_001087-T1, CHIFNET14NJ214_011300-T1
GF00005966	CHIFNET14NJ214_013804-T1, CHIFNET14NJ214_000185-T1
GF00005967	CHIFNET14NJ214_012667-T1, CHIFNET14NJ214_004708-T1
GF00005968	CHIFNET14NJ214_001801-T1, CHIFNET14NJ214_011169-T1
GF00005969	CHIFNET14NJ214_003775-T1, CHIFNET14NJ214_012312-T1
GF00005970	CHIFNET14NJ214_007714-T1, CHIFNET14NJ214_011890-T1
GF00005971	CHIFNET14NJ214_015373-T1, CHIFNET14NJ214_010282-T1
GF00005972	CHIFNET14NJ214_009762-T1, CHIFNET14NJ214_007347-T1
GF00005973	CHIFNET14NJ214_003248-T1, CHIFNET14NJ214_000562-T1
GF00005974	CHIFNET14NJ214_004058-T1, CHIFNET14NJ214_003291-T1
GF00005975	CHIFNET14NJ214_001942-T1, CHIFNET14NJ214_011856-T1
GF00005976	CHIFNET14NJ214_001974-T1, CHIFNET14NJ214_000005-T1
GF00005977	CHIFNET14NJ214_014683-T1, CHIFNET14NJ214_010828-T1
GF00005978	CHIFNET14NJ214_009263-T1, CHIFNET14NJ214_007238-T1
GF00005979	CHIFNET14NJ214_001753-T1, CHIFNET14NJ214_006542-T1
GF00005980	CHIFNET14NJ214_008495-T1, CHIFNET14NJ214_013386-T1
GF00005981	CHIFNET14NJ214_005589-T1, CHIFNET14NJ214_003039-T1
GF00005982	CHIFNET14NJ214_002648-T1, CHIFNET14NJ214_006524-T1
GF00005983	CHIFNET14NJ214_011350-T1, CHIFNET14NJ214_013847-T1
GF00005984	CHIFNET14NJ214_003230-T1, CHIFNET14NJ214_000544-T1
GF00005985	CHIFNET14NJ214_005569-T1, CHIFNET14NJ214_005728-T1
GF00005986	CHIFNET14NJ214_001498-T1, CHIFNET14NJ214_006659-T1
GF00005987	CHIFNET14NJ214_002573-T1, CHIFNET14NJ214_000586-T1
GF00005988	CHIFNET14NJ214_001410-T1, CHIFNET14NJ214_011746-T1
GF00005989	CHIFNET14NJ214_009808-T1, CHIFNET14NJ214_008114-T1
GF00005990	CHIFNET14NJ214_002224-T1, CHIFNET14NJ214_009890-T1
GF00005991	CHIFNET14NJ214_008388-T1, CHIFNET14NJ214_000939-T1
GF00005992	CHIFNET14NJ214_009002-T1, CHIFNET14NJ214_011281-T1
GF00005993	CHIFNET14NJ214_013681-T1, CHIFNET14NJ214_011026-T1
GF00005994	CHIFNET14NJ214_008149-T1, CHIFNET14NJ214_007484-T1
GF00005995	CHIFNET14NJ214_006395-T1, CHIFNET14NJ214_000066-T1
GF00005996	CHIFNET14NJ214_010621-T1, CHIFNET14NJ214_004765-T1
GF00005997	CHIFNET14NJ214_000956-T1, CHIFNET14NJ214_009901-T1
GF00005998	CHIFNET14NJ214_014373-T1, CHIFNET14NJ214_014400-T1
GF00005999	CHIFNET14NJ214_001335-T1, CHIFNET14NJ214_005649-T1
GF00006000	CHIFNET14NJ214_011087-T1, CHIFNET14NJ214_011941-T1
GF00006001	CHIFNET14NJ214_008583-T1, CHIFNET14NJ214_002274-T1
GF00006002	CHIFNET14NJ214_012828-T1, CHIFNET14NJ214_003137-T1
GF00006003	CHIFNET14NJ214_012831-T1, CHIFNET14NJ214_011452-T1
GF00006004	CHIFNET14NJ214_011461-T1, CHIFNET14NJ214_012658-T1
GF00006005	CHIFNET14NJ214_011035-T1, CHIFNET14NJ214_010222-T1
GF00006006	CHIFNET14NJ214_013859-T1, CHIFNET14NJ214_012766-T1
GF00006007	CHIFNET14NJ214_015248-T1, CHIFNET14NJ214_015456-T1
GF00006008	CHIFNET14NJ214_006050-T1, CHIFNET14NJ214_000091-T1
GF00006009	CHIFNET14NJ214_008461-T1, CHIFNET14NJ214_006739-T1
GF00006010	CHIFNET14NJ214_005658-T1, CHIFNET14NJ214_003750-T1
GF00006011	CHIFNET14NJ214_010424-T1, CHIFNET14NJ214_014415-T1
GF00006012	CHIFNET14NJ214_012258-T1, CHIFNET14NJ214_003183-T1
GF00006013	CHIFNET14NJ214_002131-T1, CHIFNET14NJ214_013333-T1
GF00006014	CHIFNET14NJ214_005262-T1, CHIFNET14NJ214_013094-T1
GF00006015	CHIFNET14NJ214_009018-T1, CHIFNET14NJ214_012889-T1
GF00006016	CHIFNET14NJ214_013184-T1, CHIFNET14NJ214_014672-T1
GF00006017	CHIFNET14NJ214_013123-T1, CHIFNET14NJ214_010848-T1
GF00006018	CHIFNET14NJ214_014274-T1, CHIFNET14NJ214_006502-T1
GF00006019	CHIFNET14NJ214_000832-T1, CHIFNET14NJ214_004286-T1
GF00006020	CHIFNET14NJ214_003467-T1, CHIFNET14NJ214_006259-T1
GF00006021	CHIFNET14NJ214_002813-T1, CHIFNET14NJ214_010919-T1
GF00006022	CHIFNET14NJ214_004645-T1, CHIFNET14NJ214_006760-T1
GF00006023	CHIFNET14NJ214_006544-T1, CHIFNET14NJ214_001755-T1
GF00006024	CHIFNET14NJ214_012890-T1, CHIFNET14NJ214_009017-T1
GF00006025	CHIFNET14NJ214_011966-T1, CHIFNET14NJ214_005363-T1
GF00006026	CHIFNET14NJ214_012908-T1, CHIFNET14NJ214_006729-T1
GF00006027	CHIFNET14NJ214_003433-T1, CHIFNET14NJ214_010580-T1
GF00006028	CHIFNET14NJ214_001761-T1, CHIFNET14NJ214_006550-T1
GF00006029	CHIFNET14NJ214_011611-T1, CHIFNET14NJ214_005010-T1
GF00006030	CHIFNET14NJ214_015500-T1, CHIFNET14NJ214_015545-T1
GF00006031	CHIFNET14NJ214_005364-T1, CHIFNET14NJ214_011965-T1
GF00006032	CHIFNET14NJ214_003413-T1, CHIFNET14NJ214_009452-T1
GF00006033	CHIFNET14NJ214_010737-T1, CHIFNET14NJ214_009855-T1
GF00006034	CHIFNET14NJ214_009361-T1, CHIFNET14NJ214_005484-T1
GF00006035	CHIFNET14NJ214_009645-T1, CHIFNET14NJ214_013639-T1
GF00006036	CHIFNET14NJ214_004713-T1, CHIFNET14NJ214_014025-T1
GF00006037	CHIFNET14NJ214_014375-T1, CHIFNET14NJ214_014398-T1
GF00006038	CHIFNET14NJ214_002203-T1, CHIFNET14NJ214_000489-T1
GF00006039	CHIFNET14NJ214_009240-T1, CHIFNET14NJ214_004628-T1
GF00006040	CHIFNET14NJ214_013406-T1, CHIFNET14NJ214_008741-T1
GF00006041	CHIFNET14NJ214_015167-T1, CHIFNET14NJ214_003598-T1
GF00006042	CHIFNET14NJ214_011215-T1, CHIFNET14NJ214_009588-T1
GF00006043	CHIFNET14NJ214_001203-T1, CHIFNET14NJ214_001164-T1
GF00006044	CHIFNET14NJ214_014861-T1, CHIFNET14NJ214_004561-T1
GF00006045	CHIFNET14NJ214_008475-T1, CHIFNET14NJ214_014695-T1
GF00006046	CHIFNET14NJ214_000501-T1, CHIFNET14NJ214_002216-T1
GF00006047	CHIFNET14NJ214_001792-T1, CHIFNET14NJ214_010475-T1
GF00006048	CHIFNET14NJ214_005337-T1, CHIFNET14NJ214_004850-T1
GF00006049	CHIFNET14NJ214_014713-T1, CHIFNET14NJ214_002796-T1
GF00006050	CHIFNET14NJ214_003556-T1, CHIFNET14NJ214_000324-T1
GF00006051	CHIFNET14NJ214_004300-T1, CHIFNET14NJ214_011157-T1
GF00006052	CHIFNET14NJ214_009576-T1, CHIFNET14NJ214_012233-T1
GF00006053	CHIFNET14NJ214_012785-T1, CHIFNET14NJ214_010588-T1
GF00006054	CHIFNET14NJ214_012416-T1, CHIFNET14NJ214_005889-T1
GF00006055	CHIFNET14NJ214_013979-T1, CHIFNET14NJ214_013272-T1
GF00006056	CHIFNET14NJ214_005461-T1, CHIFNET14NJ214_009833-T1
GF00006057	CHIFNET14NJ214_011413-T1, CHIFNET14NJ214_005758-T1
GF00006058	CHIFNET14NJ214_012657-T1, CHIFNET14NJ214_011462-T1
GF00006059	CHIFNET14NJ214_006415-T1, CHIFNET14NJ214_010165-T1
