	Rhodotorula_mucilaginosa_DBVPG_3444.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa	Sum	PhylogenyCoverage	CopyType
GF00004810	2	1	3	1.0	multi-copy
GF00004811	2	1	3	1.0	multi-copy
GF00004812	2	1	3	1.0	multi-copy
GF00004813	2	1	3	1.0	multi-copy
GF00004814	2	1	3	1.0	multi-copy
GF00004815	2	1	3	1.0	multi-copy
GF00004816	2	1	3	1.0	multi-copy
GF00004817	2	1	3	1.0	multi-copy
GF00004818	2	1	3	1.0	multi-copy
GF00004819	2	1	3	1.0	multi-copy
GF00004820	2	1	3	1.0	multi-copy
GF00004821	2	1	3	1.0	multi-copy
GF00004822	2	1	3	1.0	multi-copy
GF00004823	2	1	3	1.0	multi-copy
GF00004824	2	1	3	1.0	multi-copy
GF00004825	2	1	3	1.0	multi-copy
GF00004826	2	1	3	1.0	multi-copy
GF00004827	2	1	3	1.0	multi-copy
GF00004828	2	1	3	1.0	multi-copy
GF00004829	2	1	3	1.0	multi-copy
GF00004830	2	1	3	1.0	multi-copy
GF00004831	2	1	3	1.0	multi-copy
GF00004832	2	1	3	1.0	multi-copy
GF00004833	2	1	3	1.0	multi-copy
GF00004834	2	1	3	1.0	multi-copy
GF00004835	2	1	3	1.0	multi-copy
GF00004836	2	1	3	1.0	multi-copy
GF00004837	2	1	3	1.0	multi-copy
GF00004838	2	1	3	1.0	multi-copy
GF00004839	2	1	3	1.0	multi-copy
GF00004840	2	1	3	1.0	multi-copy
GF00004841	2	1	3	1.0	multi-copy
GF00004842	2	1	3	1.0	multi-copy
GF00004843	2	1	3	1.0	multi-copy
GF00004844	2	1	3	1.0	multi-copy
GF00004845	2	1	3	1.0	multi-copy
GF00004846	2	1	3	1.0	multi-copy
GF00004847	2	1	3	1.0	multi-copy
GF00004848	2	1	3	1.0	multi-copy
GF00004849	2	1	3	1.0	multi-copy
GF00004850	2	1	3	1.0	multi-copy
GF00004851	2	1	3	1.0	multi-copy
GF00004852	2	1	3	1.0	multi-copy
GF00004853	2	1	3	1.0	multi-copy
GF00004854	2	1	3	1.0	multi-copy
GF00004855	2	1	3	1.0	multi-copy
GF00004856	2	1	3	1.0	multi-copy
GF00004857	2	1	3	1.0	multi-copy
GF00004858	2	1	3	1.0	multi-copy
GF00004859	2	1	3	1.0	multi-copy
GF00004860	2	1	3	1.0	multi-copy
GF00004861	2	1	3	1.0	multi-copy
GF00004862	2	1	3	1.0	multi-copy
GF00004863	2	1	3	1.0	multi-copy
GF00004864	2	1	3	1.0	multi-copy
GF00004865	2	1	3	1.0	multi-copy
GF00004866	2	1	3	1.0	multi-copy
GF00004867	2	1	3	1.0	multi-copy
GF00004868	2	1	3	1.0	multi-copy
GF00004869	2	1	3	1.0	multi-copy
GF00004870	2	1	3	1.0	multi-copy
GF00004871	2	1	3	1.0	multi-copy
GF00004872	2	1	3	1.0	multi-copy
GF00004873	2	1	3	1.0	multi-copy
GF00004874	2	1	3	1.0	multi-copy
GF00004875	2	1	3	1.0	multi-copy
GF00004876	2	1	3	1.0	multi-copy
GF00004877	2	1	3	1.0	multi-copy
GF00004878	2	1	3	1.0	multi-copy
GF00004879	2	1	3	1.0	multi-copy
GF00004880	2	1	3	1.0	multi-copy
GF00004881	2	1	3	1.0	multi-copy
GF00004882	2	1	3	1.0	multi-copy
GF00004883	2	1	3	1.0	multi-copy
GF00004884	2	1	3	1.0	multi-copy
GF00004885	2	1	3	1.0	multi-copy
GF00004886	2	1	3	1.0	multi-copy
GF00004887	2	1	3	1.0	multi-copy
GF00004888	2	1	3	1.0	multi-copy
GF00004889	2	1	3	1.0	multi-copy
GF00004890	2	1	3	1.0	multi-copy
GF00004891	2	1	3	1.0	multi-copy
GF00004892	2	1	3	1.0	multi-copy
GF00004893	2	1	3	1.0	multi-copy
GF00004894	2	1	3	1.0	multi-copy
GF00004895	2	1	3	1.0	multi-copy
GF00004896	2	1	3	1.0	multi-copy
GF00004897	2	1	3	1.0	multi-copy
GF00004898	2	1	3	1.0	multi-copy
GF00004899	2	1	3	1.0	multi-copy
GF00004900	2	1	3	1.0	multi-copy
GF00004901	2	1	3	1.0	multi-copy
GF00004902	2	1	3	1.0	multi-copy
GF00004903	2	1	3	1.0	multi-copy
GF00004904	2	1	3	1.0	multi-copy
GF00004905	2	1	3	1.0	multi-copy
GF00004906	2	1	3	1.0	multi-copy
GF00004907	2	1	3	1.0	multi-copy
GF00004908	2	1	3	1.0	multi-copy
GF00004909	2	1	3	1.0	multi-copy
GF00004910	2	1	3	1.0	multi-copy
GF00004911	2	1	3	1.0	multi-copy
GF00004912	2	1	3	1.0	multi-copy
GF00004913	2	1	3	1.0	multi-copy
GF00004914	2	1	3	1.0	multi-copy
GF00004915	2	1	3	1.0	multi-copy
GF00004916	2	1	3	1.0	multi-copy
GF00004917	2	1	3	1.0	multi-copy
GF00004918	2	1	3	1.0	multi-copy
GF00004919	2	1	3	1.0	multi-copy
GF00004920	2	1	3	1.0	multi-copy
GF00004921	2	1	3	1.0	multi-copy
GF00004922	2	1	3	1.0	multi-copy
GF00004923	2	1	3	1.0	multi-copy
GF00004924	2	1	3	1.0	multi-copy
GF00004925	2	1	3	1.0	multi-copy
GF00004926	2	1	3	1.0	multi-copy
GF00004927	2	1	3	1.0	multi-copy
GF00004928	2	1	3	1.0	multi-copy
GF00004929	2	1	3	1.0	multi-copy
GF00004930	2	1	3	1.0	multi-copy
GF00004931	2	1	3	1.0	multi-copy
GF00004932	2	1	3	1.0	multi-copy
GF00004933	2	1	3	1.0	multi-copy
GF00004934	2	1	3	1.0	multi-copy
GF00004935	2	1	3	1.0	multi-copy
GF00004936	2	1	3	1.0	multi-copy
GF00004937	2	1	3	1.0	multi-copy
GF00004938	2	1	3	1.0	multi-copy
GF00004939	2	1	3	1.0	multi-copy
GF00004940	2	1	3	1.0	multi-copy
GF00004941	2	1	3	1.0	multi-copy
GF00004942	2	1	3	1.0	multi-copy
GF00004943	2	1	3	1.0	multi-copy
GF00004944	2	1	3	1.0	multi-copy
GF00004945	2	1	3	1.0	multi-copy
GF00004946	2	1	3	1.0	multi-copy
GF00004947	2	1	3	1.0	multi-copy
GF00004948	2	1	3	1.0	multi-copy
GF00004949	2	1	3	1.0	multi-copy
GF00004950	2	1	3	1.0	multi-copy
GF00004951	2	1	3	1.0	multi-copy
GF00004952	2	1	3	1.0	multi-copy
GF00004953	2	1	3	1.0	multi-copy
GF00004954	2	1	3	1.0	multi-copy
GF00004955	2	1	3	1.0	multi-copy
GF00004956	2	1	3	1.0	multi-copy
GF00004957	2	1	3	1.0	multi-copy
GF00004958	2	1	3	1.0	multi-copy
GF00004959	2	1	3	1.0	multi-copy
GF00004960	2	1	3	1.0	multi-copy
GF00004961	2	1	3	1.0	multi-copy
GF00004962	2	1	3	1.0	multi-copy
GF00004963	2	1	3	1.0	multi-copy
GF00004964	2	1	3	1.0	multi-copy
GF00004965	2	1	3	1.0	multi-copy
GF00004966	2	1	3	1.0	multi-copy
GF00004967	2	1	3	1.0	multi-copy
GF00004968	2	1	3	1.0	multi-copy
GF00004969	2	1	3	1.0	multi-copy
GF00004970	2	1	3	1.0	multi-copy
GF00004971	2	1	3	1.0	multi-copy
GF00004972	2	1	3	1.0	multi-copy
GF00004973	2	1	3	1.0	multi-copy
GF00004974	2	1	3	1.0	multi-copy
GF00004975	2	1	3	1.0	multi-copy
GF00004976	2	1	3	1.0	multi-copy
GF00004977	2	1	3	1.0	multi-copy
GF00004978	2	1	3	1.0	multi-copy
GF00004979	2	1	3	1.0	multi-copy
GF00004980	2	1	3	1.0	multi-copy
GF00004981	2	1	3	1.0	multi-copy
GF00004982	2	1	3	1.0	multi-copy
GF00004983	2	1	3	1.0	multi-copy
GF00004984	2	1	3	1.0	multi-copy
GF00004985	2	1	3	1.0	multi-copy
GF00004986	2	1	3	1.0	multi-copy
GF00004987	2	1	3	1.0	multi-copy
GF00004988	2	1	3	1.0	multi-copy
GF00004989	2	1	3	1.0	multi-copy
GF00004990	2	1	3	1.0	multi-copy
GF00004991	2	1	3	1.0	multi-copy
GF00004992	2	1	3	1.0	multi-copy
GF00004993	2	1	3	1.0	multi-copy
GF00004994	2	1	3	1.0	multi-copy
GF00004995	2	1	3	1.0	multi-copy
GF00004996	2	1	3	1.0	multi-copy
GF00004997	2	1	3	1.0	multi-copy
GF00004998	2	1	3	1.0	multi-copy
GF00004999	2	1	3	1.0	multi-copy
GF00005000	2	1	3	1.0	multi-copy
GF00005001	2	1	3	1.0	multi-copy
GF00005002	2	1	3	1.0	multi-copy
GF00005003	2	1	3	1.0	multi-copy
GF00005004	2	1	3	1.0	multi-copy
GF00005005	2	1	3	1.0	multi-copy
GF00005006	2	1	3	1.0	multi-copy
GF00005007	2	1	3	1.0	multi-copy
GF00005008	2	1	3	1.0	multi-copy
GF00005009	2	1	3	1.0	multi-copy
GF00005010	2	1	3	1.0	multi-copy
GF00005011	2	1	3	1.0	multi-copy
GF00005012	2	1	3	1.0	multi-copy
GF00005013	2	1	3	1.0	multi-copy
GF00005014	2	1	3	1.0	multi-copy
GF00005015	2	1	3	1.0	multi-copy
GF00005016	2	1	3	1.0	multi-copy
GF00005017	2	1	3	1.0	multi-copy
GF00005018	2	1	3	1.0	multi-copy
GF00005019	2	1	3	1.0	multi-copy
GF00005020	2	1	3	1.0	multi-copy
GF00005021	2	1	3	1.0	multi-copy
GF00005022	2	1	3	1.0	multi-copy
GF00005023	2	1	3	1.0	multi-copy
GF00005024	2	1	3	1.0	multi-copy
GF00005025	2	1	3	1.0	multi-copy
GF00005026	2	1	3	1.0	multi-copy
GF00005027	2	1	3	1.0	multi-copy
GF00005028	2	1	3	1.0	multi-copy
GF00005029	2	1	3	1.0	multi-copy
GF00005030	2	1	3	1.0	multi-copy
GF00005031	2	1	3	1.0	multi-copy
GF00005032	2	1	3	1.0	multi-copy
GF00005033	2	1	3	1.0	multi-copy
GF00005034	2	1	3	1.0	multi-copy
GF00005035	2	1	3	1.0	multi-copy
GF00005036	2	1	3	1.0	multi-copy
GF00005037	2	1	3	1.0	multi-copy
GF00005038	2	1	3	1.0	multi-copy
GF00005039	2	1	3	1.0	multi-copy
GF00005040	2	1	3	1.0	multi-copy
GF00005041	2	1	3	1.0	multi-copy
GF00005042	2	1	3	1.0	multi-copy
GF00005043	2	1	3	1.0	multi-copy
GF00005044	2	1	3	1.0	multi-copy
GF00005045	2	1	3	1.0	multi-copy
GF00005046	2	1	3	1.0	multi-copy
GF00005047	2	1	3	1.0	multi-copy
GF00005048	2	1	3	1.0	multi-copy
GF00005049	2	1	3	1.0	multi-copy
GF00005050	2	1	3	1.0	multi-copy
GF00005051	2	1	3	1.0	multi-copy
GF00005052	2	1	3	1.0	multi-copy
GF00005053	2	1	3	1.0	multi-copy
GF00005054	2	1	3	1.0	multi-copy
GF00005055	2	1	3	1.0	multi-copy
GF00005056	2	1	3	1.0	multi-copy
GF00005057	2	1	3	1.0	multi-copy
GF00005058	2	1	3	1.0	multi-copy
GF00005059	2	1	3	1.0	multi-copy
GF00005060	2	1	3	1.0	multi-copy
GF00005061	2	1	3	1.0	multi-copy
GF00005062	2	1	3	1.0	multi-copy
GF00005063	2	1	3	1.0	multi-copy
GF00005064	2	1	3	1.0	multi-copy
GF00005065	2	1	3	1.0	multi-copy
GF00005066	2	1	3	1.0	multi-copy
GF00005067	2	1	3	1.0	multi-copy
GF00005068	2	1	3	1.0	multi-copy
GF00005069	2	1	3	1.0	multi-copy
GF00005070	2	1	3	1.0	multi-copy
GF00005071	2	1	3	1.0	multi-copy
GF00005072	2	1	3	1.0	multi-copy
GF00005073	2	1	3	1.0	multi-copy
GF00005074	2	1	3	1.0	multi-copy
GF00005075	2	1	3	1.0	multi-copy
GF00005076	2	1	3	1.0	multi-copy
GF00005077	2	1	3	1.0	multi-copy
GF00005078	2	1	3	1.0	multi-copy
GF00005079	2	1	3	1.0	multi-copy
GF00005080	2	1	3	1.0	multi-copy
GF00005081	2	1	3	1.0	multi-copy
GF00005082	2	1	3	1.0	multi-copy
GF00005083	2	1	3	1.0	multi-copy
GF00005084	2	1	3	1.0	multi-copy
GF00005085	2	1	3	1.0	multi-copy
GF00005086	2	1	3	1.0	multi-copy
GF00005087	2	1	3	1.0	multi-copy
GF00005088	2	1	3	1.0	multi-copy
GF00005089	2	1	3	1.0	multi-copy
GF00005090	2	1	3	1.0	multi-copy
GF00005091	2	1	3	1.0	multi-copy
GF00005092	2	1	3	1.0	multi-copy
GF00005093	2	1	3	1.0	multi-copy
GF00005094	2	1	3	1.0	multi-copy
GF00005095	2	1	3	1.0	multi-copy
GF00005096	2	1	3	1.0	multi-copy
GF00005097	2	1	3	1.0	multi-copy
GF00005098	2	1	3	1.0	multi-copy
GF00005099	2	1	3	1.0	multi-copy
GF00005100	2	1	3	1.0	multi-copy
GF00005101	2	1	3	1.0	multi-copy
GF00005102	2	1	3	1.0	multi-copy
GF00005103	2	1	3	1.0	multi-copy
GF00005104	2	1	3	1.0	multi-copy
GF00005105	2	1	3	1.0	multi-copy
GF00005106	2	1	3	1.0	multi-copy
GF00005107	2	1	3	1.0	multi-copy
GF00005108	2	1	3	1.0	multi-copy
GF00005109	2	1	3	1.0	multi-copy
GF00005110	2	1	3	1.0	multi-copy
GF00005111	2	1	3	1.0	multi-copy
GF00005112	2	1	3	1.0	multi-copy
GF00005113	2	1	3	1.0	multi-copy
GF00005114	2	1	3	1.0	multi-copy
GF00005115	2	1	3	1.0	multi-copy
GF00005116	2	1	3	1.0	multi-copy
GF00005117	2	1	3	1.0	multi-copy
GF00005118	2	1	3	1.0	multi-copy
GF00005119	2	1	3	1.0	multi-copy
GF00005120	2	1	3	1.0	multi-copy
GF00005121	2	1	3	1.0	multi-copy
GF00005122	2	1	3	1.0	multi-copy
GF00005123	2	1	3	1.0	multi-copy
GF00005124	2	1	3	1.0	multi-copy
GF00005125	2	1	3	1.0	multi-copy
GF00005126	2	1	3	1.0	multi-copy
GF00005127	2	1	3	1.0	multi-copy
GF00005128	2	1	3	1.0	multi-copy
GF00005129	2	1	3	1.0	multi-copy
GF00005130	2	1	3	1.0	multi-copy
GF00005131	2	1	3	1.0	multi-copy
GF00005132	2	1	3	1.0	multi-copy
GF00005133	2	1	3	1.0	multi-copy
GF00005134	2	1	3	1.0	multi-copy
GF00005135	2	1	3	1.0	multi-copy
GF00005136	2	1	3	1.0	multi-copy
GF00005137	2	1	3	1.0	multi-copy
GF00005138	2	1	3	1.0	multi-copy
GF00005139	2	1	3	1.0	multi-copy
GF00005140	2	1	3	1.0	multi-copy
GF00005141	2	1	3	1.0	multi-copy
GF00005142	2	1	3	1.0	multi-copy
GF00005143	2	1	3	1.0	multi-copy
GF00005144	2	1	3	1.0	multi-copy
GF00005145	2	1	3	1.0	multi-copy
GF00005146	2	1	3	1.0	multi-copy
GF00005147	2	1	3	1.0	multi-copy
GF00005148	2	1	3	1.0	multi-copy
GF00005149	2	1	3	1.0	multi-copy
GF00005150	2	1	3	1.0	multi-copy
GF00005151	2	1	3	1.0	multi-copy
GF00005152	2	1	3	1.0	multi-copy
GF00005153	2	1	3	1.0	multi-copy
GF00005154	2	1	3	1.0	multi-copy
GF00005155	2	1	3	1.0	multi-copy
GF00005156	2	1	3	1.0	multi-copy
GF00005157	2	1	3	1.0	multi-copy
GF00005158	2	1	3	1.0	multi-copy
GF00005159	2	1	3	1.0	multi-copy
GF00005160	2	1	3	1.0	multi-copy
GF00005161	2	1	3	1.0	multi-copy
GF00005162	2	1	3	1.0	multi-copy
GF00005163	2	1	3	1.0	multi-copy
GF00005164	2	1	3	1.0	multi-copy
GF00005165	2	1	3	1.0	multi-copy
GF00005166	2	1	3	1.0	multi-copy
GF00005167	2	1	3	1.0	multi-copy
GF00005168	2	1	3	1.0	multi-copy
GF00005169	2	1	3	1.0	multi-copy
GF00005170	2	1	3	1.0	multi-copy
GF00005171	2	1	3	1.0	multi-copy
GF00005172	2	1	3	1.0	multi-copy
GF00005173	2	1	3	1.0	multi-copy
GF00005174	2	1	3	1.0	multi-copy
GF00005175	2	1	3	1.0	multi-copy
GF00005176	2	1	3	1.0	multi-copy
GF00005177	2	1	3	1.0	multi-copy
GF00005178	2	1	3	1.0	multi-copy
GF00005179	2	1	3	1.0	multi-copy
GF00005180	2	1	3	1.0	multi-copy
GF00005181	2	1	3	1.0	multi-copy
GF00005182	2	1	3	1.0	multi-copy
GF00005183	2	1	3	1.0	multi-copy
GF00005184	2	1	3	1.0	multi-copy
GF00005185	2	1	3	1.0	multi-copy
GF00005186	2	1	3	1.0	multi-copy
GF00005187	2	1	3	1.0	multi-copy
GF00005188	2	1	3	1.0	multi-copy
GF00005189	2	1	3	1.0	multi-copy
GF00005190	2	1	3	1.0	multi-copy
GF00005191	2	1	3	1.0	multi-copy
GF00005192	2	1	3	1.0	multi-copy
GF00005193	2	1	3	1.0	multi-copy
GF00005194	2	1	3	1.0	multi-copy
GF00005195	2	1	3	1.0	multi-copy
GF00005196	2	1	3	1.0	multi-copy
GF00005197	2	1	3	1.0	multi-copy
GF00005198	2	1	3	1.0	multi-copy
GF00005199	2	1	3	1.0	multi-copy
GF00005200	2	1	3	1.0	multi-copy
GF00005201	2	1	3	1.0	multi-copy
GF00005202	2	1	3	1.0	multi-copy
GF00005203	2	1	3	1.0	multi-copy
GF00005204	2	1	3	1.0	multi-copy
GF00005205	2	1	3	1.0	multi-copy
GF00005206	2	1	3	1.0	multi-copy
GF00005207	2	1	3	1.0	multi-copy
GF00005208	2	1	3	1.0	multi-copy
GF00005209	2	1	3	1.0	multi-copy
GF00005210	2	1	3	1.0	multi-copy
GF00005211	2	1	3	1.0	multi-copy
GF00005212	2	1	3	1.0	multi-copy
GF00005213	2	1	3	1.0	multi-copy
GF00005214	2	1	3	1.0	multi-copy
GF00005215	2	1	3	1.0	multi-copy
GF00005216	2	1	3	1.0	multi-copy
GF00005217	2	1	3	1.0	multi-copy
GF00005218	2	1	3	1.0	multi-copy
GF00005219	2	1	3	1.0	multi-copy
GF00005220	2	1	3	1.0	multi-copy
GF00005221	2	1	3	1.0	multi-copy
GF00005222	2	1	3	1.0	multi-copy
GF00005223	2	1	3	1.0	multi-copy
GF00005224	2	1	3	1.0	multi-copy
GF00005225	2	1	3	1.0	multi-copy
GF00005226	2	1	3	1.0	multi-copy
GF00005227	2	1	3	1.0	multi-copy
GF00005228	2	1	3	1.0	multi-copy
GF00005229	2	1	3	1.0	multi-copy
GF00005230	2	1	3	1.0	multi-copy
GF00005231	2	1	3	1.0	multi-copy
GF00005232	2	1	3	1.0	multi-copy
GF00005233	2	1	3	1.0	multi-copy
GF00005234	2	1	3	1.0	multi-copy
GF00005235	2	1	3	1.0	multi-copy
GF00005236	2	1	3	1.0	multi-copy
GF00005237	2	1	3	1.0	multi-copy
GF00005238	2	1	3	1.0	multi-copy
GF00005239	2	1	3	1.0	multi-copy
GF00005240	2	1	3	1.0	multi-copy
GF00005241	2	1	3	1.0	multi-copy
GF00005242	2	1	3	1.0	multi-copy
GF00005243	2	1	3	1.0	multi-copy
GF00005244	2	1	3	1.0	multi-copy
GF00005245	2	1	3	1.0	multi-copy
GF00005246	2	1	3	1.0	multi-copy
GF00005247	2	1	3	1.0	multi-copy
GF00005248	2	1	3	1.0	multi-copy
GF00005249	2	1	3	1.0	multi-copy
GF00005250	2	1	3	1.0	multi-copy
GF00005251	2	1	3	1.0	multi-copy
GF00005252	2	1	3	1.0	multi-copy
GF00005253	2	1	3	1.0	multi-copy
GF00005254	2	1	3	1.0	multi-copy
GF00005255	2	1	3	1.0	multi-copy
GF00005256	2	1	3	1.0	multi-copy
GF00005257	2	1	3	1.0	multi-copy
GF00005258	2	1	3	1.0	multi-copy
GF00005259	2	1	3	1.0	multi-copy
GF00005260	2	1	3	1.0	multi-copy
GF00005261	2	1	3	1.0	multi-copy
GF00005262	2	1	3	1.0	multi-copy
GF00005263	2	1	3	1.0	multi-copy
GF00005264	2	1	3	1.0	multi-copy
GF00005265	2	1	3	1.0	multi-copy
GF00005266	2	1	3	1.0	multi-copy
GF00005267	2	1	3	1.0	multi-copy
GF00005268	2	1	3	1.0	multi-copy
GF00005269	2	1	3	1.0	multi-copy
GF00005270	2	1	3	1.0	multi-copy
GF00005271	2	1	3	1.0	multi-copy
GF00005272	2	1	3	1.0	multi-copy
GF00005273	2	1	3	1.0	multi-copy
GF00005274	2	1	3	1.0	multi-copy
GF00005275	2	1	3	1.0	multi-copy
GF00005276	2	1	3	1.0	multi-copy
GF00005277	2	1	3	1.0	multi-copy
GF00005278	2	1	3	1.0	multi-copy
GF00005279	2	1	3	1.0	multi-copy
GF00005280	2	1	3	1.0	multi-copy
GF00005281	2	1	3	1.0	multi-copy
GF00005282	2	1	3	1.0	multi-copy
GF00005283	2	1	3	1.0	multi-copy
GF00005284	2	1	3	1.0	multi-copy
GF00005285	2	1	3	1.0	multi-copy
GF00005286	2	1	3	1.0	multi-copy
GF00005287	2	1	3	1.0	multi-copy
GF00005288	2	1	3	1.0	multi-copy
GF00005289	2	1	3	1.0	multi-copy
GF00005290	2	1	3	1.0	multi-copy
GF00005291	2	1	3	1.0	multi-copy
GF00005292	2	1	3	1.0	multi-copy
GF00005293	2	1	3	1.0	multi-copy
GF00005294	2	1	3	1.0	multi-copy
GF00005295	2	1	3	1.0	multi-copy
GF00005296	2	1	3	1.0	multi-copy
GF00005297	2	1	3	1.0	multi-copy
GF00005298	2	1	3	1.0	multi-copy
GF00005299	2	1	3	1.0	multi-copy
GF00005300	2	1	3	1.0	multi-copy
GF00005301	2	1	3	1.0	multi-copy
GF00005302	2	1	3	1.0	multi-copy
GF00005303	2	1	3	1.0	multi-copy
GF00005304	2	1	3	1.0	multi-copy
GF00005305	2	1	3	1.0	multi-copy
GF00005306	2	1	3	1.0	multi-copy
GF00005307	2	1	3	1.0	multi-copy
GF00005308	2	1	3	1.0	multi-copy
GF00005309	2	1	3	1.0	multi-copy
GF00005310	2	1	3	1.0	multi-copy
GF00005311	2	1	3	1.0	multi-copy
GF00005312	2	1	3	1.0	multi-copy
GF00005313	2	1	3	1.0	multi-copy
GF00005314	2	1	3	1.0	multi-copy
GF00005315	2	1	3	1.0	multi-copy
GF00005316	2	1	3	1.0	multi-copy
GF00005317	2	1	3	1.0	multi-copy
GF00005318	2	1	3	1.0	multi-copy
GF00005319	2	1	3	1.0	multi-copy
GF00005320	2	1	3	1.0	multi-copy
GF00005321	2	1	3	1.0	multi-copy
GF00005322	2	1	3	1.0	multi-copy
GF00005323	2	1	3	1.0	multi-copy
GF00005324	2	1	3	1.0	multi-copy
GF00005325	2	1	3	1.0	multi-copy
GF00005326	2	1	3	1.0	multi-copy
GF00005327	2	1	3	1.0	multi-copy
GF00005328	2	1	3	1.0	multi-copy
GF00005329	2	1	3	1.0	multi-copy
GF00005330	2	1	3	1.0	multi-copy
GF00005331	2	1	3	1.0	multi-copy
GF00005332	2	1	3	1.0	multi-copy
GF00005333	2	1	3	1.0	multi-copy
GF00005334	2	1	3	1.0	multi-copy
GF00005335	2	1	3	1.0	multi-copy
GF00005336	2	1	3	1.0	multi-copy
GF00005337	2	1	3	1.0	multi-copy
GF00005338	2	1	3	1.0	multi-copy
GF00005339	2	1	3	1.0	multi-copy
GF00005340	2	1	3	1.0	multi-copy
GF00005341	2	1	3	1.0	multi-copy
GF00005342	2	1	3	1.0	multi-copy
GF00005343	2	1	3	1.0	multi-copy
GF00005344	2	1	3	1.0	multi-copy
GF00005345	2	1	3	1.0	multi-copy
GF00005346	2	1	3	1.0	multi-copy
GF00005347	2	1	3	1.0	multi-copy
GF00005348	2	1	3	1.0	multi-copy
GF00005349	2	1	3	1.0	multi-copy
GF00005350	2	1	3	1.0	multi-copy
GF00005351	2	1	3	1.0	multi-copy
GF00005352	2	1	3	1.0	multi-copy
GF00005353	2	1	3	1.0	multi-copy
GF00005354	2	1	3	1.0	multi-copy
GF00005355	2	1	3	1.0	multi-copy
GF00005356	2	1	3	1.0	multi-copy
GF00005357	2	1	3	1.0	multi-copy
GF00005358	2	1	3	1.0	multi-copy
GF00005359	2	1	3	1.0	multi-copy
GF00005360	2	1	3	1.0	multi-copy
GF00005361	2	1	3	1.0	multi-copy
GF00005362	2	1	3	1.0	multi-copy
GF00005363	2	1	3	1.0	multi-copy
GF00005364	2	1	3	1.0	multi-copy
GF00005365	2	1	3	1.0	multi-copy
GF00005366	2	1	3	1.0	multi-copy
GF00005367	2	1	3	1.0	multi-copy
GF00005368	2	1	3	1.0	multi-copy
GF00005369	2	1	3	1.0	multi-copy
GF00005370	2	1	3	1.0	multi-copy
GF00005371	2	1	3	1.0	multi-copy
GF00005372	2	1	3	1.0	multi-copy
GF00005373	2	1	3	1.0	multi-copy
GF00005374	2	1	3	1.0	multi-copy
GF00005375	2	1	3	1.0	multi-copy
GF00005376	2	1	3	1.0	multi-copy
GF00005377	2	1	3	1.0	multi-copy
GF00005378	2	1	3	1.0	multi-copy
GF00005379	2	1	3	1.0	multi-copy
GF00005380	2	1	3	1.0	multi-copy
GF00005381	2	1	3	1.0	multi-copy
GF00005382	2	1	3	1.0	multi-copy
GF00005383	2	1	3	1.0	multi-copy
GF00005384	2	1	3	1.0	multi-copy
GF00005385	2	1	3	1.0	multi-copy
GF00005386	2	1	3	1.0	multi-copy
GF00005387	2	1	3	1.0	multi-copy
GF00005388	2	1	3	1.0	multi-copy
GF00005389	2	1	3	1.0	multi-copy
GF00005390	2	1	3	1.0	multi-copy
GF00005391	2	1	3	1.0	multi-copy
GF00005392	2	1	3	1.0	multi-copy
GF00005393	2	1	3	1.0	multi-copy
GF00005394	2	1	3	1.0	multi-copy
GF00005395	2	1	3	1.0	multi-copy
GF00005396	2	1	3	1.0	multi-copy
GF00005397	2	1	3	1.0	multi-copy
GF00005398	2	1	3	1.0	multi-copy
GF00005399	2	1	3	1.0	multi-copy
GF00005400	2	1	3	1.0	multi-copy
GF00005401	2	1	3	1.0	multi-copy
GF00005402	2	1	3	1.0	multi-copy
GF00005403	2	1	3	1.0	multi-copy
GF00005404	2	1	3	1.0	multi-copy
GF00005405	2	1	3	1.0	multi-copy
GF00005406	2	1	3	1.0	multi-copy
GF00005407	2	1	3	1.0	multi-copy
GF00005408	2	1	3	1.0	multi-copy
GF00005409	2	1	3	1.0	multi-copy
GF00005410	2	1	3	1.0	multi-copy
GF00005411	2	1	3	1.0	multi-copy
GF00005412	2	1	3	1.0	multi-copy
GF00005413	2	1	3	1.0	multi-copy
GF00005414	2	1	3	1.0	multi-copy
GF00005415	2	1	3	1.0	multi-copy
GF00005416	2	1	3	1.0	multi-copy
GF00005417	2	1	3	1.0	multi-copy
GF00005418	2	1	3	1.0	multi-copy
GF00005419	2	1	3	1.0	multi-copy
GF00005420	2	1	3	1.0	multi-copy
GF00005421	2	1	3	1.0	multi-copy
GF00005422	2	1	3	1.0	multi-copy
GF00005423	2	1	3	1.0	multi-copy
GF00005424	2	1	3	1.0	multi-copy
GF00005425	2	1	3	1.0	multi-copy
GF00005426	2	1	3	1.0	multi-copy
GF00005427	2	1	3	1.0	multi-copy
GF00005428	2	1	3	1.0	multi-copy
GF00005429	2	1	3	1.0	multi-copy
GF00005430	2	1	3	1.0	multi-copy
GF00005431	2	1	3	1.0	multi-copy
GF00005432	2	1	3	1.0	multi-copy
GF00005433	2	1	3	1.0	multi-copy
GF00005434	2	1	3	1.0	multi-copy
GF00005435	2	1	3	1.0	multi-copy
GF00005436	2	1	3	1.0	multi-copy
GF00005437	2	1	3	1.0	multi-copy
GF00005438	2	1	3	1.0	multi-copy
GF00005439	2	1	3	1.0	multi-copy
GF00005440	2	1	3	1.0	multi-copy
GF00005441	2	1	3	1.0	multi-copy
