	Rhodotorula_mucilaginosa_TFCN_54D-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00004418	TFCN54D1_009588-T1	DBVPG3775_006870-T1
GF00004419	TFCN54D1_009308-T1	DBVPG3775_006871-T1
GF00004420	TFCN54D1_009584-T1	DBVPG3775_006875-T1
GF00004421	TFCN54D1_009313-T1	DBVPG3775_006876-T1
GF00004422	TFCN54D1_009314-T1	DBVPG3775_006877-T1
GF00004423	TFCN54D1_009318-T1	DBVPG3775_006882-T1
GF00004424	TFCN54D1_009578-T1	DBVPG3775_006883-T1
GF00004425	TFCN54D1_009577-T1	DBVPG3775_006884-T1
GF00004426	TFCN54D1_009326-T1	DBVPG3775_006891-T1
GF00004427	TFCN54D1_012259-T1	DBVPG3775_006744-T1
GF00004428	TFCN54D1_009851-T1	DBVPG3775_003271-T1
GF00004429	TFCN54D1_009854-T1	DBVPG3775_003270-T1
GF00004430	TFCN54D1_009857-T1	DBVPG3775_003265-T1
GF00004431	TFCN54D1_009463-T1	DBVPG3775_003264-T1
GF00004432	TFCN54D1_009859-T1	DBVPG3775_003262-T1
GF00004433	TFCN54D1_009472-T1	DBVPG3775_003256-T1
GF00004434	TFCN54D1_009475-T1	DBVPG3775_003253-T1
GF00004435	TFCN54D1_012092-T1	DBVPG3775_003243-T1
GF00004436	TFCN54D1_012090-T1	DBVPG3775_003241-T1
GF00004437	TFCN54D1_012089-T1	DBVPG3775_003240-T1
GF00004438	TFCN54D1_009489-T1	DBVPG3775_003239-T1
GF00004439	TFCN54D1_009490-T1	DBVPG3775_003238-T1
GF00004440	TFCN54D1_012022-T1	DBVPG3775_006145-T1
GF00004441	TFCN54D1_009541-T1	DBVPG3775_006144-T1
GF00004442	TFCN54D1_009543-T1	DBVPG3775_006141-T1
GF00004443	TFCN54D1_012029-T1	DBVPG3775_006138-T1
GF00004444	TFCN54D1_009546-T1	DBVPG3775_006137-T1
GF00004445	TFCN54D1_012032-T1	DBVPG3775_006132-T1
GF00004446	TFCN54D1_012033-T1	DBVPG3775_006131-T1
GF00004447	TFCN54D1_009554-T1	DBVPG3775_006126-T1
GF00004448	TFCN54D1_010087-T1	DBVPG3775_006125-T1
GF00004449	TFCN54D1_009558-T1	DBVPG3775_006120-T1
GF00004450	TFCN54D1_010093-T1	DBVPG3775_006118-T1
GF00004451	TFCN54D1_010094-T1	DBVPG3775_006117-T1
GF00004452	TFCN54D1_010097-T1	DBVPG3775_006113-T1
GF00004453	TFCN54D1_010098-T1	DBVPG3775_006112-T1
GF00004454	TFCN54D1_010102-T1	DBVPG3775_006104-T1
GF00004455	TFCN54D1_009573-T1	DBVPG3775_006099-T1
GF00004456	TFCN54D1_009607-T1	DBVPG3775_007222-T1
GF00004457	TFCN54D1_009771-T1	DBVPG3775_004270-T1
GF00004458	TFCN54D1_009772-T1	DBVPG3775_004271-T1
GF00004459	TFCN54D1_010780-T1	DBVPG3775_004274-T1
GF00004460	TFCN54D1_009775-T1	DBVPG3775_004275-T1
GF00004461	TFCN54D1_009779-T1	DBVPG3775_004278-T1
GF00004462	TFCN54D1_009780-T1	DBVPG3775_004279-T1
GF00004463	TFCN54D1_010786-T1	DBVPG3775_004280-T1
GF00004464	TFCN54D1_009782-T1	DBVPG3775_004281-T1
GF00004465	TFCN54D1_010788-T1	DBVPG3775_004282-T1
GF00004466	TFCN54D1_009784-T1	DBVPG3775_004283-T1
GF00004467	TFCN54D1_009785-T1	DBVPG3775_004284-T1
GF00004468	TFCN54D1_009786-T1	DBVPG3775_004285-T1
GF00004469	TFCN54D1_010792-T1	DBVPG3775_004286-T1
GF00004470	TFCN54D1_009844-T1	DBVPG3775_003281-T1
GF00004471	TFCN54D1_012698-T1	DBVPG3775_003279-T1
GF00004472	TFCN54D1_012702-T1	DBVPG3775_003272-T1
GF00004473	TFCN54D1_009896-T1	DBVPG3775_003405-T1
GF00004474	TFCN54D1_012500-T1	DBVPG3775_003406-T1
GF00004475	TFCN54D1_012498-T1	DBVPG3775_003408-T1
GF00004476	TFCN54D1_012496-T1	DBVPG3775_003410-T1
GF00004477	TFCN54D1_012494-T1	DBVPG3775_003412-T1
GF00004478	TFCN54D1_009904-T1	DBVPG3775_003413-T1
GF00004479	TFCN54D1_012128-T1	DBVPG3775_003414-T1
GF00004480	TFCN54D1_009906-T1	DBVPG3775_003415-T1
GF00004481	TFCN54D1_012130-T1	DBVPG3775_003419-T1
GF00004482	TFCN54D1_012133-T1	DBVPG3775_003424-T1
GF00004483	TFCN54D1_012134-T1	DBVPG3775_003425-T1
GF00004484	TFCN54D1_009915-T1	DBVPG3775_003426-T1
GF00004485	TFCN54D1_009916-T1	DBVPG3775_003427-T1
GF00004486	TFCN54D1_009917-T1	DBVPG3775_003428-T1
GF00004487	TFCN54D1_009919-T1	DBVPG3775_003431-T1
GF00004488	TFCN54D1_009920-T1	DBVPG3775_003432-T1
GF00004489	TFCN54D1_009921-T1	DBVPG3775_003433-T1
GF00004490	TFCN54D1_012562-T1	DBVPG3775_003437-T1
GF00004491	TFCN54D1_012561-T1	DBVPG3775_003438-T1
GF00004492	TFCN54D1_009928-T1	DBVPG3775_003440-T1
GF00004493	TFCN54D1_009930-T1	DBVPG3775_003442-T1
GF00004494	TFCN54D1_009931-T1	DBVPG3775_003444-T1
GF00004495	TFCN54D1_009932-T1	DBVPG3775_003445-T1
GF00004496	TFCN54D1_010107-T1	DBVPG3775_006097-T1
GF00004497	TFCN54D1_010108-T1	DBVPG3775_006096-T1
GF00004498	TFCN54D1_012167-T1	DBVPG3775_006095-T1
GF00004499	TFCN54D1_010110-T1	DBVPG3775_006094-T1
GF00004500	TFCN54D1_010111-T1	DBVPG3775_006093-T1
GF00004501	TFCN54D1_012164-T1	DBVPG3775_006092-T1
GF00004502	TFCN54D1_010113-T1	DBVPG3775_006091-T1
GF00004503	TFCN54D1_012162-T1	DBVPG3775_006090-T1
GF00004504	TFCN54D1_010116-T1	DBVPG3775_006088-T1
GF00004505	TFCN54D1_010117-T1	DBVPG3775_006087-T1
GF00004506	TFCN54D1_012747-T1	DBVPG3775_002593-T1
GF00004507	TFCN54D1_012748-T1	DBVPG3775_002594-T1
GF00004508	TFCN54D1_010123-T1	DBVPG3775_002589-T1
GF00004509	TFCN54D1_010906-T1	DBVPG3775_002588-T1
GF00004510	TFCN54D1_010903-T1	DBVPG3775_002584-T1
GF00004511	TFCN54D1_010129-T1	DBVPG3775_002582-T1
GF00004512	TFCN54D1_010900-T1	DBVPG3775_002581-T1
GF00004513	TFCN54D1_010899-T1	DBVPG3775_002580-T1
GF00004514	TFCN54D1_010897-T1	DBVPG3775_002578-T1
GF00004515	TFCN54D1_010136-T1	DBVPG3775_002576-T1
GF00004516	TFCN54D1_010893-T1	DBVPG3775_002574-T1
GF00004517	TFCN54D1_010891-T1	DBVPG3775_002572-T1
GF00004518	TFCN54D1_010141-T1	DBVPG3775_002570-T1
GF00004519	TFCN54D1_010143-T1	DBVPG3775_002568-T1
GF00004520	TFCN54D1_010887-T1	DBVPG3775_002567-T1
GF00004521	TFCN54D1_010886-T1	DBVPG3775_002566-T1
GF00004522	TFCN54D1_010146-T1	DBVPG3775_002565-T1
GF00004523	TFCN54D1_010883-T1	DBVPG3775_002563-T1
GF00004524	TFCN54D1_010149-T1	DBVPG3775_002561-T1
GF00004525	TFCN54D1_010880-T1	DBVPG3775_002560-T1
GF00004526	TFCN54D1_010151-T1	DBVPG3775_002559-T1
GF00004527	TFCN54D1_010190-T1	DBVPG3775_006666-T1
GF00004528	TFCN54D1_010259-T1	DBVPG3775_006668-T1
GF00004529	TFCN54D1_010262-T1	DBVPG3775_006671-T1
GF00004530	TFCN54D1_010196-T1	DBVPG3775_006672-T1
GF00004531	TFCN54D1_010265-T1	DBVPG3775_006674-T1
GF00004532	TFCN54D1_010199-T1	DBVPG3775_006675-T1
GF00004533	TFCN54D1_010267-T1	DBVPG3775_006676-T1
GF00004534	TFCN54D1_010204-T1	DBVPG3775_006680-T1
GF00004535	TFCN54D1_010271-T1	DBVPG3775_006682-T1
GF00004536	TFCN54D1_010206-T1	DBVPG3775_006683-T1
GF00004537	TFCN54D1_010208-T1	DBVPG3775_006686-T1
GF00004538	TFCN54D1_010276-T1	DBVPG3775_006687-T1
GF00004539	TFCN54D1_010210-T1	DBVPG3775_006688-T1
GF00004540	TFCN54D1_010211-T1	DBVPG3775_006689-T1
GF00004541	TFCN54D1_010212-T1	DBVPG3775_006690-T1
GF00004542	TFCN54D1_010284-T1	DBVPG3775_005955-T1
GF00004543	TFCN54D1_010285-T1	DBVPG3775_005956-T1
GF00004544	TFCN54D1_010222-T1	DBVPG3775_005961-T1
GF00004545	TFCN54D1_011551-T1	DBVPG3775_007046-T1
GF00004546	TFCN54D1_011550-T1	DBVPG3775_007045-T1
GF00004547	TFCN54D1_010231-T1	DBVPG3775_007044-T1
GF00004548	TFCN54D1_010232-T1	DBVPG3775_007043-T1
GF00004549	TFCN54D1_010233-T1	DBVPG3775_007040-T1
GF00004550	TFCN54D1_010235-T1	DBVPG3775_007037-T1
GF00004551	TFCN54D1_010236-T1	DBVPG3775_007036-T1
GF00004552	TFCN54D1_011542-T1	DBVPG3775_007035-T1
GF00004553	TFCN54D1_010240-T1	DBVPG3775_007032-T1
GF00004554	TFCN54D1_010241-T1	DBVPG3775_007031-T1
GF00004555	TFCN54D1_010242-T1	DBVPG3775_007030-T1
GF00004556	TFCN54D1_011757-T1	DBVPG3775_007029-T1
GF00004557	TFCN54D1_010244-T1	DBVPG3775_007028-T1
GF00004558	TFCN54D1_011754-T1	DBVPG3775_007026-T1
GF00004559	TFCN54D1_011747-T1	DBVPG3775_007017-T1
GF00004560	TFCN54D1_010354-T1	DBVPG3775_002319-T1
GF00004561	TFCN54D1_010355-T1	DBVPG3775_002320-T1
GF00004562	TFCN54D1_010357-T1	DBVPG3775_002322-T1
GF00004563	TFCN54D1_012176-T1	DBVPG3775_002323-T1
GF00004564	TFCN54D1_010359-T1	DBVPG3775_002324-T1
GF00004565	TFCN54D1_010364-T1	DBVPG3775_002329-T1
GF00004566	TFCN54D1_011443-T1	DBVPG3775_002339-T1
GF00004567	TFCN54D1_010373-T1	DBVPG3775_002340-T1
GF00004568	TFCN54D1_011440-T1	DBVPG3775_002343-T1
GF00004569	TFCN54D1_011439-T1	DBVPG3775_002344-T1
GF00004570	TFCN54D1_011437-T1	DBVPG3775_002347-T1
GF00004571	TFCN54D1_010381-T1	DBVPG3775_002348-T1
GF00004572	TFCN54D1_011435-T1	DBVPG3775_002349-T1
GF00004573	TFCN54D1_010383-T1	DBVPG3775_002350-T1
GF00004574	TFCN54D1_010384-T1	DBVPG3775_002351-T1
GF00004575	TFCN54D1_010473-T1	DBVPG3775_000383-T1
GF00004576	TFCN54D1_012052-T1	DBVPG3775_000384-T1
GF00004577	TFCN54D1_012053-T1	DBVPG3775_000385-T1
GF00004578	TFCN54D1_012054-T1	DBVPG3775_000386-T1
GF00004579	TFCN54D1_010479-T1	DBVPG3775_000389-T1
GF00004580	TFCN54D1_010480-T1	DBVPG3775_000390-T1
GF00004581	TFCN54D1_010481-T1	DBVPG3775_000391-T1
GF00004582	TFCN54D1_010482-T1	DBVPG3775_000392-T1
GF00004583	TFCN54D1_012060-T1	DBVPG3775_000393-T1
GF00004584	TFCN54D1_012061-T1	DBVPG3775_000394-T1
GF00004585	TFCN54D1_010576-T1	DBVPG3775_001906-T1
GF00004586	TFCN54D1_010580-T1	DBVPG3775_001901-T1
GF00004587	TFCN54D1_010581-T1	DBVPG3775_001900-T1
GF00004588	TFCN54D1_010583-T1	DBVPG3775_001898-T1
GF00004589	TFCN54D1_010585-T1	DBVPG3775_001895-T1
GF00004590	TFCN54D1_010586-T1	DBVPG3775_001894-T1
GF00004591	TFCN54D1_010704-T1	DBVPG3775_006373-T1
GF00004592	TFCN54D1_010682-T1	DBVPG3775_006372-T1
GF00004593	TFCN54D1_010686-T1	DBVPG3775_006368-T1
GF00004594	TFCN54D1_010709-T1	DBVPG3775_006367-T1
GF00004595	TFCN54D1_010688-T1	DBVPG3775_006366-T1
GF00004596	TFCN54D1_010693-T1	DBVPG3775_006359-T1
GF00004597	TFCN54D1_010697-T1	DBVPG3775_006355-T1
GF00004598	TFCN54D1_010699-T1	DBVPG3775_006353-T1
GF00004599	TFCN54D1_010720-T1	DBVPG3775_006351-T1
GF00004600	TFCN54D1_010721-T1	DBVPG3775_006350-T1
GF00004601	TFCN54D1_012626-T1	DBVPG3775_006344-T1
GF00004602	TFCN54D1_010770-T1	DBVPG3775_004263-T1
GF00004603	TFCN54D1_012820-T1	DBVPG3775_004264-T1
GF00004604	TFCN54D1_010773-T1	DBVPG3775_004266-T1
GF00004605	TFCN54D1_010775-T1	DBVPG3775_004268-T1
GF00004606	TFCN54D1_011069-T1	DBVPG3775_007204-T1
GF00004607	TFCN54D1_011068-T1	DBVPG3775_007203-T1
GF00004608	TFCN54D1_011067-T1	DBVPG3775_007202-T1
GF00004609	TFCN54D1_010851-T1	DBVPG3775_007201-T1
GF00004610	TFCN54D1_010943-T1	DBVPG3775_004578-T1
GF00004611	TFCN54D1_012742-T1	DBVPG3775_004579-T1
GF00004612	TFCN54D1_010945-T1	DBVPG3775_004580-T1
GF00004613	TFCN54D1_012740-T1	DBVPG3775_004581-T1
GF00004614	TFCN54D1_012738-T1	DBVPG3775_004583-T1
GF00004615	TFCN54D1_010949-T1	DBVPG3775_004584-T1
GF00004616	TFCN54D1_012678-T1	DBVPG3775_004587-T1
GF00004617	TFCN54D1_012677-T1	DBVPG3775_004588-T1
GF00004618	TFCN54D1_010953-T1	DBVPG3775_004589-T1
GF00004619	TFCN54D1_012674-T1	DBVPG3775_004591-T1
GF00004620	TFCN54D1_010956-T1	DBVPG3775_004592-T1
GF00004621	TFCN54D1_011043-T1	DBVPG3775_006783-T1
GF00004622	TFCN54D1_012429-T1	DBVPG3775_006785-T1
GF00004623	TFCN54D1_011047-T1	DBVPG3775_006787-T1
GF00004624	TFCN54D1_012425-T1	DBVPG3775_006789-T1
GF00004625	TFCN54D1_011050-T1	DBVPG3775_006791-T1
GF00004626	TFCN54D1_011051-T1	DBVPG3775_006792-T1
GF00004627	TFCN54D1_012422-T1	DBVPG3775_006793-T1
GF00004628	TFCN54D1_011076-T1	DBVPG3775_007211-T1
GF00004629	TFCN54D1_012212-T1	DBVPG3775_007212-T1
GF00004630	TFCN54D1_011078-T1	DBVPG3775_007213-T1
GF00004631	TFCN54D1_012214-T1	DBVPG3775_007214-T1
GF00004632	TFCN54D1_012215-T1	DBVPG3775_007215-T1
GF00004633	TFCN54D1_012216-T1	DBVPG3775_007216-T1
GF00004634	TFCN54D1_011083-T1	DBVPG3775_007219-T1
GF00004635	TFCN54D1_011084-T1	DBVPG3775_007220-T1
GF00004636	TFCN54D1_011138-T1	DBVPG3775_007251-T1
GF00004637	TFCN54D1_011139-T1	DBVPG3775_007252-T1
GF00004638	TFCN54D1_011140-T1	DBVPG3775_007253-T1
GF00004639	TFCN54D1_011141-T1	DBVPG3775_007254-T1
GF00004640	TFCN54D1_011224-T1	DBVPG3775_006759-T1
GF00004641	TFCN54D1_011225-T1	DBVPG3775_006760-T1
GF00004642	TFCN54D1_011226-T1	DBVPG3775_006761-T1
GF00004643	TFCN54D1_011228-T1	DBVPG3775_006764-T1
GF00004644	TFCN54D1_012238-T1	DBVPG3775_006765-T1
GF00004645	TFCN54D1_012119-T1	DBVPG3775_006749-T1
GF00004646	TFCN54D1_012324-T1	DBVPG3775_006768-T1
GF00004647	TFCN54D1_012322-T1	DBVPG3775_006770-T1
GF00004648	TFCN54D1_011234-T1	DBVPG3775_006771-T1
GF00004649	TFCN54D1_012320-T1	DBVPG3775_006772-T1
GF00004650	TFCN54D1_012319-T1	DBVPG3775_006775-T1
GF00004651	TFCN54D1_011238-T1	DBVPG3775_006776-T1
GF00004652	TFCN54D1_011239-T1	DBVPG3775_006778-T1
GF00004653	TFCN54D1_011260-T1	DBVPG3775_007460-T1
GF00004654	TFCN54D1_011262-T1	DBVPG3775_007457-T1
GF00004655	TFCN54D1_012643-T1	DBVPG3775_007456-T1
GF00004656	TFCN54D1_011266-T1	DBVPG3775_007453-T1
GF00004657	TFCN54D1_011881-T1	DBVPG3775_007450-T1
GF00004658	TFCN54D1_011273-T1	DBVPG3775_007361-T1
GF00004659	TFCN54D1_011276-T1	DBVPG3775_007358-T1
GF00004660	TFCN54D1_012788-T1	DBVPG3775_004827-T1
GF00004661	TFCN54D1_012789-T1	DBVPG3775_004826-T1
GF00004662	TFCN54D1_011362-T1	DBVPG3775_004824-T1
GF00004663	TFCN54D1_012795-T1	DBVPG3775_002353-T1
GF00004664	TFCN54D1_012221-T1	DBVPG3775_002541-T1
GF00004665	TFCN54D1_011560-T1	DBVPG3775_002544-T1
GF00004666	TFCN54D1_012225-T1	DBVPG3775_002545-T1
GF00004667	TFCN54D1_011562-T1	DBVPG3775_002546-T1
GF00004668	TFCN54D1_012727-T1	DBVPG3775_002552-T1
GF00004669	TFCN54D1_012725-T1	DBVPG3775_002554-T1
GF00004670	TFCN54D1_011571-T1	DBVPG3775_002555-T1
GF00004671	TFCN54D1_011572-T1	DBVPG3775_002556-T1
GF00004672	TFCN54D1_011701-T1	DBVPG3775_004259-T1
GF00004673	TFCN54D1_011702-T1	DBVPG3775_004258-T1
GF00004674	TFCN54D1_011790-T1	DBVPG3775_004257-T1
GF00004675	TFCN54D1_011788-T1	DBVPG3775_004256-T1
GF00004676	TFCN54D1_011705-T1	DBVPG3775_004255-T1
GF00004677	TFCN54D1_011710-T1	DBVPG3775_004247-T1
GF00004678	TFCN54D1_011744-T1	DBVPG3775_007013-T1
GF00004679	TFCN54D1_012617-T1	DBVPG3775_004244-T1
GF00004680	TFCN54D1_011779-T1	DBVPG3775_004245-T1
GF00004681	TFCN54D1_012754-T1	DBVPG3775_006650-T1
GF00004682	TFCN54D1_011866-T1	DBVPG3775_006653-T1
GF00004683	TFCN54D1_011870-T1	DBVPG3775_006657-T1
GF00004684	TFCN54D1_012785-T1	DBVPG3775_006661-T1
GF00004685	TFCN54D1_012783-T1	DBVPG3775_006663-T1
GF00004686	TFCN54D1_011876-T1	DBVPG3775_006664-T1
GF00004687	TFCN54D1_011891-T1	DBVPG3775_007357-T1
GF00004688	TFCN54D1_012757-T1	DBVPG3775_007356-T1
GF00004689	TFCN54D1_011895-T1	DBVPG3775_002860-T1
GF00004690	TFCN54D1_011896-T1	DBVPG3775_002861-T1
GF00004691	TFCN54D1_012735-T1	DBVPG3775_002864-T1
GF00004692	TFCN54D1_012392-T1	DBVPG3775_002870-T1
GF00004693	TFCN54D1_011903-T1	DBVPG3775_002871-T1
GF00004694	TFCN54D1_012389-T1	DBVPG3775_002874-T1
GF00004695	TFCN54D1_012388-T1	DBVPG3775_002875-T1
GF00004696	TFCN54D1_012387-T1	DBVPG3775_002876-T1
GF00004697	TFCN54D1_011942-T1	DBVPG3775_001035-T1
GF00004698	TFCN54D1_011943-T1	DBVPG3775_001034-T1
GF00004699	TFCN54D1_012256-T1	DBVPG3775_001032-T1
GF00004700	TFCN54D1_012253-T1	DBVPG3775_001029-T1
GF00004701	TFCN54D1_011948-T1	DBVPG3775_001028-T1
GF00004702	TFCN54D1_011950-T1	DBVPG3775_001026-T1
GF00004703	TFCN54D1_012248-T1	DBVPG3775_001024-T1
GF00004704	TFCN54D1_011953-T1	DBVPG3775_001023-T1
GF00004705	TFCN54D1_011954-T1	DBVPG3775_001022-T1
GF00004706	TFCN54D1_011955-T1	DBVPG3775_001021-T1
GF00004707	TFCN54D1_012243-T1	DBVPG3775_001019-T1
GF00004708	TFCN54D1_012241-T1	DBVPG3775_001017-T1
GF00004709	TFCN54D1_012240-T1	DBVPG3775_001016-T1
GF00004710	TFCN54D1_012258-T1	DBVPG3775_006743-T1
GF00004711	TFCN54D1_012261-T1	DBVPG3775_006747-T1
GF00004712	TFCN54D1_012264-T1	DBVPG3775_006751-T1
GF00004713	TFCN54D1_012267-T1	DBVPG3775_006755-T1
GF00004714	TFCN54D1_012268-T1	DBVPG3775_006756-T1
GF00004715	TFCN54D1_012657-T1	DBVPG3775_002059-T1
GF00004716	TFCN54D1_012332-T1	DBVPG3775_002058-T1
GF00004717	TFCN54D1_012333-T1	DBVPG3775_002057-T1
GF00004718	TFCN54D1_012348-T1	DBVPG3775_003402-T1
GF00004719	TFCN54D1_012349-T1	DBVPG3775_003401-T1
GF00004720	TFCN54D1_012506-T1	DBVPG3775_003400-T1
GF00004721	TFCN54D1_012593-T1	DBVPG3775_003398-T1
GF00004722	TFCN54D1_012353-T1	DBVPG3775_003397-T1
GF00004723	TFCN54D1_012355-T1	DBVPG3775_003395-T1
GF00004724	TFCN54D1_012597-T1	DBVPG3775_003394-T1
GF00004725	TFCN54D1_012374-T1	DBVPG3775_007504-T1
GF00004726	TFCN54D1_012822-T1	DBVPG3775_007503-T1
GF00004727	TFCN54D1_012376-T1	DBVPG3775_007502-T1
GF00004728	TFCN54D1_012378-T1	DBVPG3775_007499-T1
GF00004729	TFCN54D1_012379-T1	DBVPG3775_007498-T1
GF00004730	TFCN54D1_012380-T1	DBVPG3775_007497-T1
GF00004731	TFCN54D1_012381-T1	DBVPG3775_007496-T1
GF00004732	TFCN54D1_012638-T1	DBVPG3775_007255-T1
GF00004733	TFCN54D1_012408-T1	DBVPG3775_007257-T1
GF00004734	TFCN54D1_012409-T1	DBVPG3775_007258-T1
GF00004735	TFCN54D1_012567-T1	DBVPG3775_006549-T1
GF00004736	TFCN54D1_012569-T1	DBVPG3775_006547-T1
GF00004737	TFCN54D1_012572-T1	DBVPG3775_006542-T1
GF00004738	TFCN54D1_012619-T1	DBVPG3775_004240-T1
GF00004739	TFCN54D1_012620-T1	DBVPG3775_004239-T1
GF00004740	TFCN54D1_012720-T1	DBVPG3775_001754-T1
GF00004741	TFCN54D1_012831-T1	DBVPG3775_003389-T1
GF00004742	TFCN54D1_012832-T1	DBVPG3775_003388-T1
GF00004743	TFCN54D1_012833-T1	DBVPG3775_003387-T1
GF00004744	TFCN54D1_012837-T1	DBVPG3775_007563-T1
GF00004745	TFCN54D1_012868-T1	DBVPG3775_007555-T1
GF00004746	TFCN54D1_007372-T1	DBVPG3775_000445-T1
GF00004747	TFCN54D1_002332-T1	DBVPG3775_000489-T1
GF00004748	TFCN54D1_002329-T1	DBVPG3775_000492-T1
GF00004749	TFCN54D1_002328-T1	DBVPG3775_000494-T1
GF00004750	TFCN54D1_002303-T1	DBVPG3775_000523-T1
GF00004751	TFCN54D1_012695-T1	DBVPG3775_000556-T1
GF00004752	TFCN54D1_011526-T1	DBVPG3775_000574-T1
GF00004753	TFCN54D1_011516-T1	DBVPG3775_000584-T1
GF00004754	TFCN54D1_003673-T1	DBVPG3775_000596-T1
GF00004755	TFCN54D1_004188-T1	DBVPG3775_000857-T1
GF00004756	TFCN54D1_002667-T1	DBVPG3775_002188-T1
GF00004757	TFCN54D1_006265-T1	DBVPG3775_002801-T1
GF00004758	TFCN54D1_007875-T1	DBVPG3775_002852-T1
GF00004759	TFCN54D1_007167-T1	DBVPG3775_003552-T1
GF00004760	TFCN54D1_002828-T1	DBVPG3775_003839-T1
GF00004761	TFCN54D1_007106-T1	DBVPG3775_005935-T1
GF00004762	TFCN54D1_009547-T1	DBVPG3775_006135-T1
GF00004763	TFCN54D1_010724-T1	DBVPG3775_006347-T1
GF00004764	TFCN54D1_003834-T1	DBVPG3775_006979-T1
GF00004765	TFCN54D1_011743-T1	DBVPG3775_007012-T1
GF00004766	TFCN54D1_011547-T1	DBVPG3775_007042-T1
GF00004767	TFCN54D1_005827-T1	DBVPG3775_006254-T1
GF00004768	TFCN54D1_000499-T1	
GF00004769	TFCN54D1_012688-T1	DBVPG3775_004950-T1
GF00004770	TFCN54D1_001056-T1	DBVPG3775_002891-T1
GF00004771	TFCN54D1_004922-T1	
GF00004772	TFCN54D1_001457-T1	
GF00004773	TFCN54D1_002072-T1	DBVPG3775_002211-T1
GF00004774	TFCN54D1_002323-T1	DBVPG3775_000500-T1
GF00004775	TFCN54D1_002343-T1	DBVPG3775_000476-T1
GF00004776	TFCN54D1_008694-T1	DBVPG3775_004390-T1
GF00004777	TFCN54D1_002544-T1	
GF00004778	TFCN54D1_011524-T1	DBVPG3775_000576-T1
GF00004779	TFCN54D1_012864-T1	
GF00004780	TFCN54D1_009315-T1	DBVPG3775_004668-T1
GF00004781	TFCN54D1_004619-T1	DBVPG3775_001491-T1
GF00004782	TFCN54D1_004620-T1	DBVPG3775_001492-T1
GF00004783	TFCN54D1_009580-T1	
GF00004784	TFCN54D1_005487-T1	DBVPG3775_004576-T1
GF00004785	TFCN54D1_006641-T1	
GF00004786	TFCN54D1_012019-T1	DBVPG3775_002768-T1
GF00004787	TFCN54D1_011819-T1	DBVPG3775_006016-T1
GF00004788	TFCN54D1_008815-T1	
GF00004789	TFCN54D1_008813-T1	
GF00004790	TFCN54D1_009134-T1	
GF00004791	TFCN54D1_009907-T1	DBVPG3775_003416-T1
GF00004792	TFCN54D1_011525-T1	DBVPG3775_000575-T1
GF00004793	TFCN54D1_011872-T1	DBVPG3775_006660-T1
GF00004794	TFCN54D1_012123-T1	DBVPG3775_006754-T1
GF00004795	TFCN54D1_012397-T1	
GF00004796	TFCN54D1_012907-T1	
GF00004797	TFCN54D1_012931-T1	
GF00004798	TFCN54D1_012948-T1	
GF00004799	TFCN54D1_000326-T1	DBVPG3775_000010-T1
GF00004800	TFCN54D1_000331-T1	DBVPG3775_000015-T1
GF00004801	TFCN54D1_005772-T1	DBVPG3775_000063-T1
GF00004802	TFCN54D1_000428-T1	DBVPG3775_000130-T1
GF00004803	TFCN54D1_000443-T1	DBVPG3775_000148-T1
GF00004804	TFCN54D1_006499-T1	DBVPG3775_000151-T1
GF00004805	TFCN54D1_000459-T1	DBVPG3775_000166-T1
GF00004806	TFCN54D1_000465-T1	DBVPG3775_000173-T1
GF00004807	TFCN54D1_000472-T1	DBVPG3775_000182-T1
GF00004808	TFCN54D1_000496-T1	DBVPG3775_000211-T1
GF00004809	TFCN54D1_003543-T1	DBVPG3775_000246-T1
GF00004810	TFCN54D1_003539-T1	DBVPG3775_000251-T1
GF00004811	TFCN54D1_003520-T1	DBVPG3775_000273-T1
GF00004812	TFCN54D1_000552-T1	DBVPG3775_000281-T1
GF00004813	TFCN54D1_009164-T1	DBVPG3775_000403-T1
GF00004814	TFCN54D1_004136-T1	DBVPG3775_000420-T1
GF00004815	TFCN54D1_007363-T1	DBVPG3775_000435-T1
GF00004816	TFCN54D1_007365-T1	DBVPG3775_000437-T1
GF00004817	TFCN54D1_007366-T1	DBVPG3775_000438-T1
GF00004818	TFCN54D1_007370-T1	DBVPG3775_000442-T1
GF00004819	TFCN54D1_007373-T1	DBVPG3775_000447-T1
GF00004820	TFCN54D1_007374-T1	DBVPG3775_000448-T1
GF00004821	TFCN54D1_007376-T1	DBVPG3775_000450-T1
GF00004822	TFCN54D1_007378-T1	DBVPG3775_000452-T1
GF00004823	TFCN54D1_007379-T1	DBVPG3775_000453-T1
GF00004824	TFCN54D1_007380-T1	DBVPG3775_000454-T1
GF00004825	TFCN54D1_007381-T1	DBVPG3775_000455-T1
GF00004826	TFCN54D1_007382-T1	DBVPG3775_000456-T1
GF00004827	TFCN54D1_007383-T1	DBVPG3775_000457-T1
GF00004828	TFCN54D1_007384-T1	DBVPG3775_000458-T1
GF00004829	TFCN54D1_007387-T1	DBVPG3775_000463-T1
GF00004830	TFCN54D1_007388-T1	DBVPG3775_000464-T1
GF00004831	TFCN54D1_007389-T1	DBVPG3775_000465-T1
GF00004832	TFCN54D1_007391-T1	DBVPG3775_000468-T1
