	Rhodotorula_mucilaginosa_TFCN_404D-1.cds.fa	Rhodotorula_mucilaginosa_DBVPG_3775.cds.fa
GF00004839	TFCN404D1_008794-T1	DBVPG3775_000531-T1
GF00004840	TFCN404D1_010523-T1	DBVPG3775_000530-T1
GF00004841	TFCN404D1_008796-T1	DBVPG3775_000529-T1
GF00004842	TFCN404D1_008797-T1	DBVPG3775_000528-T1
GF00004843	TFCN404D1_008799-T1	DBVPG3775_000526-T1
GF00004844	TFCN404D1_010528-T1	DBVPG3775_000525-T1
GF00004845	TFCN404D1_008801-T1	DBVPG3775_000524-T1
GF00004846	TFCN404D1_008802-T1	DBVPG3775_000523-T1
GF00004847	TFCN404D1_008803-T1	DBVPG3775_000521-T1
GF00004848	TFCN404D1_010533-T1	DBVPG3775_000520-T1
GF00004849	TFCN404D1_008805-T1	DBVPG3775_000519-T1
GF00004850	TFCN404D1_010536-T1	DBVPG3775_000517-T1
GF00004851	TFCN404D1_008807-T1	DBVPG3775_000516-T1
GF00004852	TFCN404D1_010538-T1	DBVPG3775_000515-T1
GF00004853	TFCN404D1_008815-T1	DBVPG3775_000910-T1
GF00004854	TFCN404D1_008816-T1	DBVPG3775_000911-T1
GF00004855	TFCN404D1_008819-T1	DBVPG3775_000914-T1
GF00004856	TFCN404D1_008822-T1	DBVPG3775_000916-T1
GF00004857	TFCN404D1_008823-T1	DBVPG3775_000917-T1
GF00004858	TFCN404D1_011580-T1	DBVPG3775_000918-T1
GF00004859	TFCN404D1_011579-T1	DBVPG3775_000919-T1
GF00004860	TFCN404D1_008826-T1	DBVPG3775_000920-T1
GF00004861	TFCN404D1_011577-T1	DBVPG3775_000921-T1
GF00004862	TFCN404D1_008830-T1	DBVPG3775_000925-T1
GF00004863	TFCN404D1_013608-T1	DBVPG3775_000927-T1
GF00004864	TFCN404D1_013609-T1	DBVPG3775_000928-T1
GF00004865	TFCN404D1_013610-T1	DBVPG3775_000929-T1
GF00004866	TFCN404D1_008929-T1	DBVPG3775_007286-T1
GF00004867	TFCN404D1_008928-T1	DBVPG3775_007287-T1
GF00004868	TFCN404D1_008927-T1	DBVPG3775_007288-T1
GF00004869	TFCN404D1_008926-T1	DBVPG3775_007290-T1
GF00004870	TFCN404D1_008867-T1	DBVPG3775_007291-T1
GF00004871	TFCN404D1_008868-T1	DBVPG3775_007292-T1
GF00004872	TFCN404D1_008921-T1	DBVPG3775_007295-T1
GF00004873	TFCN404D1_008872-T1	DBVPG3775_007296-T1
GF00004874	TFCN404D1_008919-T1	DBVPG3775_007297-T1
GF00004875	TFCN404D1_008874-T1	DBVPG3775_007299-T1
GF00004876	TFCN404D1_008875-T1	DBVPG3775_007300-T1
GF00004877	TFCN404D1_008876-T1	DBVPG3775_007301-T1
GF00004878	TFCN404D1_008914-T1	DBVPG3775_007302-T1
GF00004879	TFCN404D1_008913-T1	DBVPG3775_007303-T1
GF00004880	TFCN404D1_008879-T1	DBVPG3775_007304-T1
GF00004881	TFCN404D1_008911-T1	DBVPG3775_007305-T1
GF00004882	TFCN404D1_008881-T1	DBVPG3775_007306-T1
GF00004883	TFCN404D1_008882-T1	DBVPG3775_007307-T1
GF00004884	TFCN404D1_008885-T1	DBVPG3775_002814-T1
GF00004885	TFCN404D1_008886-T1	DBVPG3775_002815-T1
GF00004886	TFCN404D1_008980-T1	DBVPG3775_002816-T1
GF00004887	TFCN404D1_008889-T1	DBVPG3775_002817-T1
GF00004888	TFCN404D1_013407-T1	DBVPG3775_002818-T1
GF00004889	TFCN404D1_013408-T1	DBVPG3775_002819-T1
GF00004890	TFCN404D1_008892-T1	DBVPG3775_002820-T1
GF00004891	TFCN404D1_008895-T1	DBVPG3775_002823-T1
GF00004892	TFCN404D1_008896-T1	DBVPG3775_002824-T1
GF00004893	TFCN404D1_008897-T1	DBVPG3775_002825-T1
GF00004894	TFCN404D1_012710-T1	DBVPG3775_002827-T1
GF00004895	TFCN404D1_008899-T1	DBVPG3775_002828-T1
GF00004896	TFCN404D1_012708-T1	DBVPG3775_002829-T1
GF00004897	TFCN404D1_008901-T1	DBVPG3775_002830-T1
GF00004898	TFCN404D1_008902-T1	DBVPG3775_002831-T1
GF00004899	TFCN404D1_008905-T1	DBVPG3775_002834-T1
GF00004900	TFCN404D1_012479-T1	DBVPG3775_005961-T1
GF00004901	TFCN404D1_012474-T1	DBVPG3775_005956-T1
GF00004902	TFCN404D1_009003-T1	DBVPG3775_005955-T1
GF00004903	TFCN404D1_012472-T1	DBVPG3775_005954-T1
GF00004904	TFCN404D1_009005-T1	DBVPG3775_005953-T1
GF00004905	TFCN404D1_009026-T1	DBVPG3775_007077-T1
GF00004906	TFCN404D1_011440-T1	DBVPG3775_005179-T1
GF00004907	TFCN404D1_009054-T1	DBVPG3775_005180-T1
GF00004908	TFCN404D1_009055-T1	DBVPG3775_005181-T1
GF00004909	TFCN404D1_011437-T1	DBVPG3775_005182-T1
GF00004910	TFCN404D1_011436-T1	DBVPG3775_005183-T1
GF00004911	TFCN404D1_011435-T1	DBVPG3775_005184-T1
GF00004912	TFCN404D1_011434-T1	DBVPG3775_005185-T1
GF00004913	TFCN404D1_009060-T1	DBVPG3775_005186-T1
GF00004914	TFCN404D1_011432-T1	DBVPG3775_005187-T1
GF00004915	TFCN404D1_011431-T1	DBVPG3775_005188-T1
GF00004916	TFCN404D1_009063-T1	DBVPG3775_005189-T1
GF00004917	TFCN404D1_009064-T1	DBVPG3775_005190-T1
GF00004918	TFCN404D1_011428-T1	DBVPG3775_005191-T1
GF00004919	TFCN404D1_009067-T1	DBVPG3775_005193-T1
GF00004920	TFCN404D1_011765-T1	DBVPG3775_005199-T1
GF00004921	TFCN404D1_011766-T1	DBVPG3775_005200-T1
GF00004922	TFCN404D1_009076-T1	DBVPG3775_005204-T1
GF00004923	TFCN404D1_009100-T1	DBVPG3775_001061-T1
GF00004924	TFCN404D1_009101-T1	DBVPG3775_001062-T1
GF00004925	TFCN404D1_009144-T1	DBVPG3775_004827-T1
GF00004926	TFCN404D1_009145-T1	DBVPG3775_004828-T1
GF00004927	TFCN404D1_009149-T1	DBVPG3775_000998-T1
GF00004928	TFCN404D1_009167-T1	DBVPG3775_000997-T1
GF00004929	TFCN404D1_009151-T1	DBVPG3775_000996-T1
GF00004930	TFCN404D1_009155-T1	DBVPG3775_000992-T1
GF00004931	TFCN404D1_010308-T1	DBVPG3775_000984-T1
GF00004932	TFCN404D1_009171-T1	DBVPG3775_003369-T1
GF00004933	TFCN404D1_009173-T1	DBVPG3775_003366-T1
GF00004934	TFCN404D1_014593-T1	DBVPG3775_003364-T1
GF00004935	TFCN404D1_009176-T1	DBVPG3775_003363-T1
GF00004936	TFCN404D1_009194-T1	DBVPG3775_003303-T1
GF00004937	TFCN404D1_009195-T1	DBVPG3775_003304-T1
GF00004938	TFCN404D1_013316-T1	DBVPG3775_003307-T1
GF00004939	TFCN404D1_009200-T1	DBVPG3775_003308-T1
GF00004940	TFCN404D1_009202-T1	DBVPG3775_003310-T1
GF00004941	TFCN404D1_009203-T1	DBVPG3775_003311-T1
GF00004942	TFCN404D1_009211-T1	DBVPG3775_003317-T1
GF00004943	TFCN404D1_012824-T1	DBVPG3775_003318-T1
GF00004944	TFCN404D1_009213-T1	DBVPG3775_003319-T1
GF00004945	TFCN404D1_009214-T1	DBVPG3775_003320-T1
GF00004946	TFCN404D1_012829-T1	DBVPG3775_003323-T1
GF00004947	TFCN404D1_009559-T1	DBVPG3775_004256-T1
GF00004948	TFCN404D1_009558-T1	DBVPG3775_004255-T1
GF00004949	TFCN404D1_009246-T1	DBVPG3775_004254-T1
GF00004950	TFCN404D1_009248-T1	DBVPG3775_004252-T1
GF00004951	TFCN404D1_009249-T1	DBVPG3775_004251-T1
GF00004952	TFCN404D1_009252-T1	DBVPG3775_004247-T1
GF00004953	TFCN404D1_009551-T1	DBVPG3775_004245-T1
GF00004954	TFCN404D1_009254-T1	DBVPG3775_004244-T1
GF00004955	TFCN404D1_009257-T1	DBVPG3775_004241-T1
GF00004956	TFCN404D1_009258-T1	DBVPG3775_004240-T1
GF00004957	TFCN404D1_009259-T1	DBVPG3775_004239-T1
GF00004958	TFCN404D1_014350-T1	DBVPG3775_003372-T1
GF00004959	TFCN404D1_009287-T1	DBVPG3775_003380-T1
GF00004960	TFCN404D1_009288-T1	DBVPG3775_003381-T1
GF00004961	TFCN404D1_011850-T1	DBVPG3775_003382-T1
GF00004962	TFCN404D1_009291-T1	DBVPG3775_003384-T1
GF00004963	TFCN404D1_009292-T1	DBVPG3775_003385-T1
GF00004964	TFCN404D1_009322-T1	DBVPG3775_000611-T1
GF00004965	TFCN404D1_009323-T1	DBVPG3775_000612-T1
GF00004966	TFCN404D1_009327-T1	DBVPG3775_000617-T1
GF00004967	TFCN404D1_009992-T1	DBVPG3775_000618-T1
GF00004968	TFCN404D1_009332-T1	DBVPG3775_000623-T1
GF00004969	TFCN404D1_009336-T1	DBVPG3775_000628-T1
GF00004970	TFCN404D1_009339-T1	DBVPG3775_000630-T1
GF00004971	TFCN404D1_014827-T1	DBVPG3775_003849-T1
GF00004972	TFCN404D1_014154-T1	DBVPG3775_007493-T1
GF00004973	TFCN404D1_014153-T1	DBVPG3775_007494-T1
GF00004974	TFCN404D1_009384-T1	DBVPG3775_007495-T1
GF00004975	TFCN404D1_014644-T1	DBVPG3775_002837-T1
GF00004976	TFCN404D1_009430-T1	DBVPG3775_002836-T1
GF00004977	TFCN404D1_009456-T1	DBVPG3775_001870-T1
GF00004978	TFCN404D1_009457-T1	DBVPG3775_001869-T1
GF00004979	TFCN404D1_009458-T1	DBVPG3775_001868-T1
GF00004980	TFCN404D1_009459-T1	DBVPG3775_001867-T1
GF00004981	TFCN404D1_011022-T1	DBVPG3775_001865-T1
GF00004982	TFCN404D1_009462-T1	DBVPG3775_001864-T1
GF00004983	TFCN404D1_009463-T1	DBVPG3775_001863-T1
GF00004984	TFCN404D1_009464-T1	DBVPG3775_001862-T1
GF00004985	TFCN404D1_009465-T1	DBVPG3775_001861-T1
GF00004986	TFCN404D1_009466-T1	DBVPG3775_001859-T1
GF00004987	TFCN404D1_009467-T1	DBVPG3775_001858-T1
GF00004988	TFCN404D1_011029-T1	DBVPG3775_001857-T1
GF00004989	TFCN404D1_009469-T1	DBVPG3775_001856-T1
GF00004990	TFCN404D1_011035-T1	DBVPG3775_001850-T1
GF00004991	TFCN404D1_009475-T1	DBVPG3775_001849-T1
GF00004992	TFCN404D1_009476-T1	DBVPG3775_001848-T1
GF00004993	TFCN404D1_009512-T1	DBVPG3775_004119-T1
GF00004994	TFCN404D1_011213-T1	DBVPG3775_004120-T1
GF00004995	TFCN404D1_009516-T1	DBVPG3775_004123-T1
GF00004996	TFCN404D1_011217-T1	DBVPG3775_004124-T1
GF00004997	TFCN404D1_011218-T1	DBVPG3775_004125-T1
GF00004998	TFCN404D1_009519-T1	DBVPG3775_004126-T1
GF00004999	TFCN404D1_011221-T1	DBVPG3775_004128-T1
GF00005000	TFCN404D1_011222-T1	DBVPG3775_004129-T1
GF00005001	TFCN404D1_011223-T1	DBVPG3775_004130-T1
GF00005002	TFCN404D1_009526-T1	DBVPG3775_001578-T1
GF00005003	TFCN404D1_009527-T1	DBVPG3775_001579-T1
GF00005004	TFCN404D1_009528-T1	DBVPG3775_001580-T1
GF00005005	TFCN404D1_009529-T1	DBVPG3775_001581-T1
GF00005006	TFCN404D1_011169-T1	DBVPG3775_001582-T1
GF00005007	TFCN404D1_009531-T1	DBVPG3775_001583-T1
GF00005008	TFCN404D1_009535-T1	DBVPG3775_001587-T1
GF00005009	TFCN404D1_009536-T1	DBVPG3775_001588-T1
GF00005010	TFCN404D1_009560-T1	DBVPG3775_004257-T1
GF00005011	TFCN404D1_009561-T1	DBVPG3775_004258-T1
GF00005012	TFCN404D1_013978-T1	DBVPG3775_004259-T1
GF00005013	TFCN404D1_011798-T1	DBVPG3775_002711-T1
GF00005014	TFCN404D1_011799-T1	DBVPG3775_002712-T1
GF00005015	TFCN404D1_009584-T1	DBVPG3775_002713-T1
GF00005016	TFCN404D1_009585-T1	DBVPG3775_002714-T1
GF00005017	TFCN404D1_011803-T1	DBVPG3775_002715-T1
GF00005018	TFCN404D1_011805-T1	DBVPG3775_002717-T1
GF00005019	TFCN404D1_011806-T1	DBVPG3775_002718-T1
GF00005020	TFCN404D1_009590-T1	DBVPG3775_002719-T1
GF00005021	TFCN404D1_011809-T1	DBVPG3775_002721-T1
GF00005022	TFCN404D1_009593-T1	DBVPG3775_002725-T1
GF00005023	TFCN404D1_014181-T1	DBVPG3775_002726-T1
GF00005024	TFCN404D1_014180-T1	DBVPG3775_002727-T1
GF00005025	TFCN404D1_012455-T1	DBVPG3775_002729-T1
GF00005026	TFCN404D1_009930-T1	DBVPG3775_006533-T1
GF00005027	TFCN404D1_009931-T1	DBVPG3775_006532-T1
GF00005028	TFCN404D1_009936-T1	DBVPG3775_006527-T1
GF00005029	TFCN404D1_009610-T1	DBVPG3775_006522-T1
GF00005030	TFCN404D1_009942-T1	DBVPG3775_006521-T1
GF00005031	TFCN404D1_009616-T1	DBVPG3775_006517-T1
GF00005032	TFCN404D1_009617-T1	DBVPG3775_006516-T1
GF00005033	TFCN404D1_009691-T1	DBVPG3775_001038-T1
GF00005034	TFCN404D1_010656-T1	DBVPG3775_001040-T1
GF00005035	TFCN404D1_009695-T1	DBVPG3775_001042-T1
GF00005036	TFCN404D1_009696-T1	DBVPG3775_001043-T1
GF00005037	TFCN404D1_009697-T1	DBVPG3775_001044-T1
GF00005038	TFCN404D1_009699-T1	DBVPG3775_001046-T1
GF00005039	TFCN404D1_009700-T1	DBVPG3775_001047-T1
GF00005040	TFCN404D1_009704-T1	DBVPG3775_001051-T1
GF00005041	TFCN404D1_009705-T1	DBVPG3775_001052-T1
GF00005042	TFCN404D1_009709-T1	DBVPG3775_001056-T1
GF00005043	TFCN404D1_009710-T1	DBVPG3775_001057-T1
GF00005044	TFCN404D1_009717-T1	DBVPG3775_003442-T1
GF00005045	TFCN404D1_009719-T1	DBVPG3775_003440-T1
GF00005046	TFCN404D1_009721-T1	DBVPG3775_003438-T1
GF00005047	TFCN404D1_013199-T1	DBVPG3775_003437-T1
GF00005048	TFCN404D1_009723-T1	DBVPG3775_003436-T1
GF00005049	TFCN404D1_013197-T1	DBVPG3775_003435-T1
GF00005050	TFCN404D1_013196-T1	DBVPG3775_003434-T1
GF00005051	TFCN404D1_009726-T1	DBVPG3775_003433-T1
GF00005052	TFCN404D1_009727-T1	DBVPG3775_003432-T1
GF00005053	TFCN404D1_009728-T1	DBVPG3775_003431-T1
GF00005054	TFCN404D1_013138-T1	DBVPG3775_003430-T1
GF00005055	TFCN404D1_009730-T1	DBVPG3775_003429-T1
GF00005056	TFCN404D1_009731-T1	DBVPG3775_003428-T1
GF00005057	TFCN404D1_009732-T1	DBVPG3775_003427-T1
GF00005058	TFCN404D1_009733-T1	DBVPG3775_003426-T1
GF00005059	TFCN404D1_013133-T1	DBVPG3775_003425-T1
GF00005060	TFCN404D1_009735-T1	DBVPG3775_003424-T1
GF00005061	TFCN404D1_009736-T1	DBVPG3775_003423-T1
GF00005062	TFCN404D1_009738-T1	DBVPG3775_003421-T1
GF00005063	TFCN404D1_011686-T1	DBVPG3775_001886-T1
GF00005064	TFCN404D1_009762-T1	DBVPG3775_001885-T1
GF00005065	TFCN404D1_009763-T1	DBVPG3775_001884-T1
GF00005066	TFCN404D1_009764-T1	DBVPG3775_001883-T1
GF00005067	TFCN404D1_011682-T1	DBVPG3775_001882-T1
GF00005068	TFCN404D1_009768-T1	DBVPG3775_001879-T1
GF00005069	TFCN404D1_011678-T1	DBVPG3775_001878-T1
GF00005070	TFCN404D1_009770-T1	DBVPG3775_001877-T1
GF00005071	TFCN404D1_011676-T1	DBVPG3775_001876-T1
GF00005072	TFCN404D1_009772-T1	DBVPG3775_001875-T1
GF00005073	TFCN404D1_011674-T1	DBVPG3775_001874-T1
GF00005074	TFCN404D1_009844-T1	DBVPG3775_004506-T1
GF00005075	TFCN404D1_009845-T1	DBVPG3775_004507-T1
GF00005076	TFCN404D1_011572-T1	DBVPG3775_004508-T1
GF00005077	TFCN404D1_009847-T1	DBVPG3775_004509-T1
GF00005078	TFCN404D1_009849-T1	DBVPG3775_004511-T1
GF00005079	TFCN404D1_011566-T1	DBVPG3775_004514-T1
GF00005080	TFCN404D1_009853-T1	DBVPG3775_004515-T1
GF00005081	TFCN404D1_009854-T1	DBVPG3775_004516-T1
GF00005082	TFCN404D1_009855-T1	DBVPG3775_004517-T1
GF00005083	TFCN404D1_009865-T1	DBVPG3775_006933-T1
GF00005084	TFCN404D1_009866-T1	DBVPG3775_006934-T1
GF00005085	TFCN404D1_009868-T1	DBVPG3775_006936-T1
GF00005086	TFCN404D1_009874-T1	DBVPG3775_006945-T1
GF00005087	TFCN404D1_013189-T1	DBVPG3775_006949-T1
GF00005088	TFCN404D1_009879-T1	DBVPG3775_006950-T1
GF00005089	TFCN404D1_013187-T1	DBVPG3775_006951-T1
GF00005090	TFCN404D1_009881-T1	DBVPG3775_006952-T1
GF00005091	TFCN404D1_010294-T1	DBVPG3775_000654-T1
GF00005092	TFCN404D1_010292-T1	DBVPG3775_000652-T1
GF00005093	TFCN404D1_010291-T1	DBVPG3775_000651-T1
GF00005094	TFCN404D1_009902-T1	DBVPG3775_000650-T1
GF00005095	TFCN404D1_009906-T1	DBVPG3775_006227-T1
GF00005096	TFCN404D1_009927-T1	DBVPG3775_006536-T1
GF00005097	TFCN404D1_009928-T1	DBVPG3775_006535-T1
GF00005098	TFCN404D1_009976-T1	DBVPG3775_003225-T1
GF00005099	TFCN404D1_013234-T1	DBVPG3775_003226-T1
GF00005100	TFCN404D1_009978-T1	DBVPG3775_003227-T1
GF00005101	TFCN404D1_013236-T1	DBVPG3775_003228-T1
GF00005102	TFCN404D1_013239-T1	DBVPG3775_003231-T1
GF00005103	TFCN404D1_009983-T1	DBVPG3775_003232-T1
GF00005104	TFCN404D1_014640-T1	DBVPG3775_000607-T1
GF00005105	TFCN404D1_011729-T1	DBVPG3775_003160-T1
GF00005106	TFCN404D1_010064-T1	DBVPG3775_003159-T1
GF00005107	TFCN404D1_010065-T1	DBVPG3775_003158-T1
GF00005108	TFCN404D1_010066-T1	DBVPG3775_003157-T1
GF00005109	TFCN404D1_011734-T1	DBVPG3775_003155-T1
GF00005110	TFCN404D1_010069-T1	DBVPG3775_003154-T1
GF00005111	TFCN404D1_010072-T1	DBVPG3775_003151-T1
GF00005112	TFCN404D1_010073-T1	DBVPG3775_003150-T1
GF00005113	TFCN404D1_010075-T1	DBVPG3775_003148-T1
GF00005114	TFCN404D1_011742-T1	DBVPG3775_003146-T1
GF00005115	TFCN404D1_010078-T1	DBVPG3775_003145-T1
GF00005116	TFCN404D1_011744-T1	DBVPG3775_003144-T1
GF00005117	TFCN404D1_010082-T1	DBVPG3775_006146-T1
GF00005118	TFCN404D1_014034-T1	DBVPG3775_006145-T1
GF00005119	TFCN404D1_010084-T1	DBVPG3775_006144-T1
GF00005120	TFCN404D1_010945-T1	DBVPG3775_006126-T1
GF00005121	TFCN404D1_010126-T1	DBVPG3775_000882-T1
GF00005122	TFCN404D1_010127-T1	DBVPG3775_000883-T1
GF00005123	TFCN404D1_013112-T1	DBVPG3775_000884-T1
GF00005124	TFCN404D1_010129-T1	DBVPG3775_000885-T1
GF00005125	TFCN404D1_010131-T1	DBVPG3775_000887-T1
GF00005126	TFCN404D1_013115-T1	DBVPG3775_000888-T1
GF00005127	TFCN404D1_010133-T1	DBVPG3775_000889-T1
GF00005128	TFCN404D1_010134-T1	DBVPG3775_000890-T1
GF00005129	TFCN404D1_010136-T1	DBVPG3775_000892-T1
GF00005130	TFCN404D1_014101-T1	DBVPG3775_000893-T1
GF00005131	TFCN404D1_014100-T1	DBVPG3775_000894-T1
GF00005132	TFCN404D1_010141-T1	DBVPG3775_000897-T1
GF00005133	TFCN404D1_010145-T1	DBVPG3775_000901-T1
GF00005134	TFCN404D1_010199-T1	DBVPG3775_005385-T1
GF00005135	TFCN404D1_010200-T1	DBVPG3775_005386-T1
GF00005136	TFCN404D1_013532-T1	DBVPG3775_005356-T1
GF00005137	TFCN404D1_010255-T1	DBVPG3775_005360-T1
GF00005138	TFCN404D1_013527-T1	DBVPG3775_005361-T1
GF00005139	TFCN404D1_014516-T1	DBVPG3775_003091-T1
GF00005140	TFCN404D1_010277-T1	DBVPG3775_003089-T1
GF00005141	TFCN404D1_010278-T1	DBVPG3775_003088-T1
GF00005142	TFCN404D1_013152-T1	DBVPG3775_003086-T1
GF00005143	TFCN404D1_013151-T1	DBVPG3775_003085-T1
GF00005144	TFCN404D1_013149-T1	DBVPG3775_003083-T1
GF00005145	TFCN404D1_010284-T1	DBVPG3775_003082-T1
GF00005146	TFCN404D1_010328-T1	DBVPG3775_006507-T1
GF00005147	TFCN404D1_010331-T1	DBVPG3775_004485-T1
GF00005148	TFCN404D1_010332-T1	DBVPG3775_004486-T1
GF00005149	TFCN404D1_010333-T1	DBVPG3775_004487-T1
GF00005150	TFCN404D1_011473-T1	DBVPG3775_004489-T1
GF00005151	TFCN404D1_010336-T1	DBVPG3775_004490-T1
GF00005152	TFCN404D1_010337-T1	DBVPG3775_004491-T1
GF00005153	TFCN404D1_010338-T1	DBVPG3775_004493-T1
GF00005154	TFCN404D1_011468-T1	DBVPG3775_004496-T1
GF00005155	TFCN404D1_010397-T1	DBVPG3775_006087-T1
GF00005156	TFCN404D1_010398-T1	DBVPG3775_006088-T1
GF00005157	TFCN404D1_014288-T1	DBVPG3775_006090-T1
GF00005158	TFCN404D1_010401-T1	DBVPG3775_006091-T1
GF00005159	TFCN404D1_014290-T1	DBVPG3775_006092-T1
GF00005160	TFCN404D1_010403-T1	DBVPG3775_006093-T1
GF00005161	TFCN404D1_010540-T1	DBVPG3775_007357-T1
GF00005162	TFCN404D1_010545-T1	DBVPG3775_007361-T1
GF00005163	TFCN404D1_012600-T1	DBVPG3775_007358-T1
GF00005164	TFCN404D1_010549-T1	DBVPG3775_007450-T1
GF00005165	TFCN404D1_012883-T1	DBVPG3775_007453-T1
GF00005166	TFCN404D1_011696-T1	DBVPG3775_005634-T1
GF00005167	TFCN404D1_010623-T1	DBVPG3775_005631-T1
GF00005168	TFCN404D1_011700-T1	DBVPG3775_005630-T1
GF00005169	TFCN404D1_010629-T1	DBVPG3775_005627-T1
GF00005170	TFCN404D1_011971-T1	DBVPG3775_005625-T1
GF00005171	TFCN404D1_010632-T1	DBVPG3775_005624-T1
GF00005172	TFCN404D1_011973-T1	DBVPG3775_005623-T1
GF00005173	TFCN404D1_010650-T1	DBVPG3775_001225-T1
GF00005174	TFCN404D1_014888-T1	DBVPG3775_001226-T1
GF00005175	TFCN404D1_010652-T1	DBVPG3775_001227-T1
GF00005176	TFCN404D1_013737-T1	DBVPG3775_001228-T1
GF00005177	TFCN404D1_010654-T1	DBVPG3775_001229-T1
GF00005178	TFCN404D1_012770-T1	DBVPG3775_002913-T1
GF00005179	TFCN404D1_012771-T1	DBVPG3775_002912-T1
GF00005180	TFCN404D1_010712-T1	DBVPG3775_002911-T1
GF00005181	TFCN404D1_010713-T1	DBVPG3775_002910-T1
GF00005182	TFCN404D1_012781-T1	DBVPG3775_002906-T1
GF00005183	TFCN404D1_010769-T1	DBVPG3775_003186-T1
GF00005184	TFCN404D1_013128-T1	DBVPG3775_003419-T1
GF00005185	TFCN404D1_010814-T1	DBVPG3775_003415-T1
GF00005186	TFCN404D1_014021-T1	DBVPG3775_003414-T1
GF00005187	TFCN404D1_014020-T1	DBVPG3775_003413-T1
GF00005188	TFCN404D1_014610-T1	DBVPG3775_003412-T1
GF00005189	TFCN404D1_014612-T1	DBVPG3775_003410-T1
GF00005190	TFCN404D1_010821-T1	DBVPG3775_003408-T1
GF00005191	TFCN404D1_011013-T1	DBVPG3775_003406-T1
GF00005192	TFCN404D1_010824-T1	DBVPG3775_003405-T1
GF00005193	TFCN404D1_013568-T1	DBVPG3775_006022-T1
GF00005194	TFCN404D1_013566-T1	DBVPG3775_006020-T1
GF00005195	TFCN404D1_013565-T1	DBVPG3775_006019-T1
GF00005196	TFCN404D1_010847-T1	DBVPG3775_006018-T1
GF00005197	TFCN404D1_010848-T1	DBVPG3775_006017-T1
GF00005198	TFCN404D1_010851-T1	DBVPG3775_006012-T1
GF00005199	TFCN404D1_012943-T1	DBVPG3775_006011-T1
GF00005200	TFCN404D1_012942-T1	DBVPG3775_006010-T1
GF00005201	TFCN404D1_010856-T1	DBVPG3775_006007-T1
GF00005202	TFCN404D1_011897-T1	DBVPG3775_007017-T1
GF00005203	TFCN404D1_011895-T1	DBVPG3775_007019-T1
GF00005204	TFCN404D1_010904-T1	DBVPG3775_007024-T1
GF00005205	TFCN404D1_010995-T1	DBVPG3775_007308-T1
GF00005206	TFCN404D1_012921-T1	
GF00005207	TFCN404D1_010998-T1	DBVPG3775_003391-T1
GF00005208	TFCN404D1_011001-T1	DBVPG3775_003394-T1
GF00005209	TFCN404D1_012916-T1	DBVPG3775_003395-T1
GF00005210	TFCN404D1_012914-T1	DBVPG3775_003397-T1
GF00005211	TFCN404D1_011005-T1	DBVPG3775_003398-T1
GF00005212	TFCN404D1_011006-T1	DBVPG3775_003399-T1
GF00005213	TFCN404D1_011007-T1	DBVPG3775_003400-T1
GF00005214	TFCN404D1_011008-T1	DBVPG3775_003401-T1
GF00005215	TFCN404D1_011009-T1	DBVPG3775_003402-T1
GF00005216	TFCN404D1_011039-T1	DBVPG3775_000511-T1
GF00005217	TFCN404D1_011040-T1	DBVPG3775_000510-T1
GF00005218	TFCN404D1_011041-T1	DBVPG3775_000509-T1
GF00005219	TFCN404D1_011044-T1	DBVPG3775_000506-T1
GF00005220	TFCN404D1_011045-T1	DBVPG3775_000505-T1
GF00005221	TFCN404D1_011046-T1	DBVPG3775_000504-T1
GF00005222	TFCN404D1_011048-T1	DBVPG3775_000501-T1
GF00005223	TFCN404D1_011050-T1	DBVPG3775_000499-T1
GF00005224	TFCN404D1_011483-T1	DBVPG3775_000498-T1
GF00005225	TFCN404D1_011482-T1	DBVPG3775_000497-T1
GF00005226	TFCN404D1_011095-T1	DBVPG3775_004583-T1
GF00005227	TFCN404D1_011097-T1	DBVPG3775_004581-T1
GF00005228	TFCN404D1_012106-T1	DBVPG3775_004580-T1
GF00005229	TFCN404D1_012105-T1	DBVPG3775_004579-T1
GF00005230	TFCN404D1_012104-T1	DBVPG3775_004578-T1
GF00005231	TFCN404D1_011101-T1	DBVPG3775_004577-T1
GF00005232	TFCN404D1_011106-T1	DBVPG3775_004574-T1
GF00005233	TFCN404D1_011107-T1	DBVPG3775_004573-T1
GF00005234	TFCN404D1_011110-T1	DBVPG3775_006754-T1
GF00005235	TFCN404D1_013259-T1	DBVPG3775_006755-T1
GF00005236	TFCN404D1_013258-T1	DBVPG3775_006756-T1
GF00005237	TFCN404D1_011860-T1	DBVPG3775_002709-T1
GF00005238	TFCN404D1_011126-T1	DBVPG3775_002708-T1
GF00005239	TFCN404D1_011127-T1	DBVPG3775_002707-T1
GF00005240	TFCN404D1_013780-T1	DBVPG3775_007461-T1
GF00005241	TFCN404D1_011129-T1	DBVPG3775_002705-T1
GF00005242	TFCN404D1_011865-T1	DBVPG3775_002704-T1
GF00005243	TFCN404D1_011131-T1	DBVPG3775_002703-T1
GF00005244	TFCN404D1_011867-T1	DBVPG3775_002702-T1
GF00005245	TFCN404D1_011135-T1	DBVPG3775_002699-T1
GF00005246	TFCN404D1_011136-T1	DBVPG3775_002698-T1
GF00005247	TFCN404D1_014885-T1	DBVPG3775_001575-T1
GF00005248	TFCN404D1_011537-T1	DBVPG3775_004138-T1
